flags	fieldMajor	fieldMinor	major	minor	areaNo	envID	partMin	partMax	partSelTable	enemyMin	enemyMax	strongEnemyProbability	strongEnemyMax	rareEnemyProbability	rareEnemyMax	repopNormalNormal	repopNormalStrong	repopNormalRare	repopStrongNormal	repopStrongStrong	repopStrongRare	repopRareNormal	repopRareStrong	repopRareRare	reaper	encountPack	strongEncountPack	pinchEncountPack	pinchStrongEncountPack	rareEncountPack	continousEncount1	continousEncount2	doorGroup	doorProbability	returnDevProbability	tboxMin	tboxMax	tboxType	moneyProbability	moneyMin	moneyMax	tboxPack	rareTboxPack	jewelryTboxPack	primFieldTboxPack	medal1TboxPack	medal2TboxPack	medal3TboxPack	medal4TboxPack	medal5TboxPack	medal6TboxPack	doorTboxPack	doorRareTboxPack	doorJewelryTboxPack	doorPrimFieldTboxPack	doorMedal1TboxPack	doorMedal2TboxPack	doorMedal3TboxPack	doorMedal4TboxPack	doorMedal5TboxPack	doorMedal6TboxPack	missingPersonID	missingBuildID	scrFileNo
512	0	0	0	0	3	1	5	6	31	2	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	115	132	115	132	138	114	114	98	30	0	1	3	96	25	3600	4500	79	424	804	902	742	743	652	0	0	0	79	2	804	902	0	0	0	0	0	0	0	21795	0
649	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	115	115	98	0	0	0	1	0	25	100	10000	1	424	804	902	0	0	0	0	0	0	1	2	804	902	0	0	0	0	0	0	0	0	0
512	0	0	0	0	3	1	4	5	30	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	116	132	116	132	135	115	115	98	30	0	1	2	93	25	4000	5100	80	424	804	902	742	743	654	0	0	0	80	2	804	902	0	0	0	0	0	0	0	1	0
528	0	0	0	0	3	1	6	7	32	3	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	117	132	117	132	135	116	116	98	0	0	2	3	93	25	4000	5100	80	424	804	902	742	743	654	0	0	0	80	2	804	902	0	0	0	0	0	0	6	1	0
512	0	0	0	0	3	1	4	5	30	2	2	50	2	25	2	96	3	1	99	0	1	97	3	0	0	118	132	118	132	135	117	117	102	30	0	1	2	97	25	4000	5100	80	424	804	902	742	743	654	0	0	0	80	2	804	902	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	4	5	30	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	119	132	119	132	135	118	118	102	30	0	1	2	92	25	4000	5100	80	424	804	902	742	743	654	0	0	0	80	2	804	902	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	8	10	33	5	6	20	1	2	1	96	3	1	99	0	1	97	3	0	0	120	132	120	132	135	119	119	102	30	0	3	4	83	25	4000	5100	80	424	804	902	742	743	654	0	0	0	80	2	804	902	0	0	0	0	0	0	0	1	0
649	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	120	120	102	0	0	0	0	0	25	100	10000	1	424	3	902	0	0	0	0	0	0	1	2	3	902	0	0	0	0	0	0	0	0	0
512	0	0	0	0	3	1	4	5	30	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	121	133	121	133	136	120	120	106	30	0	1	2	98	25	3600	4500	81	424	805	902	742	743	656	0	0	0	81	2	805	902	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	4	5	30	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	122	133	122	133	136	121	121	106	0	0	1	2	94	25	3600	4500	81	424	805	902	742	743	656	0	0	0	81	2	805	902	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	5	6	31	2	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	123	133	123	133	136	122	122	106	30	0	1	3	94	25	3600	4500	81	424	805	902	742	743	656	0	0	0	81	2	805	902	0	0	0	0	0	0	0	21795	0
528	0	0	0	0	3	1	8	10	33	5	6	20	1	2	1	96	3	1	99	0	1	97	3	0	0	124	133	124	133	136	123	123	106	30	0	3	4	84	25	3600	4500	81	424	805	902	742	743	655	0	0	0	81	2	805	902	0	0	0	0	0	0	7	1	0
512	0	0	0	0	3	1	4	5	30	2	2	50	2	2	1	96	3	1	99	0	1	97	3	0	0	125	133	125	133	136	124	124	110	30	0	1	2	98	25	3600	4500	81	424	805	902	742	743	655	0	0	0	81	2	805	902	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	6	7	32	3	3	20	1	10	2	96	3	1	99	0	1	97	3	0	0	126	133	126	133	139	125	125	110	30	0	2	3	94	25	3600	4500	81	424	805	902	742	743	655	0	0	0	81	2	805	902	0	0	0	0	0	0	0	1	0
649	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	126	126	110	0	0	0	1	0	25	100	10000	1	424	3	902	0	0	0	0	0	0	1	2	3	902	0	0	0	0	0	0	0	0	0
512	0	0	0	0	3	1	4	5	30	2	2	20	1	5	1	96	3	1	99	0	1	97	3	0	0	127	133	127	133	137	126	126	110	30	0	1	2	95	25	3600	4500	81	424	805	902	742	743	658	0	0	0	81	2	805	902	0	0	0	0	0	0	0	1	0
528	0	0	0	0	3	1	5	6	31	2	3	50	1	10	1	96	3	1	99	0	1	97	3	0	0	128	133	128	133	137	127	127	114	30	0	1	3	95	25	3600	4500	81	424	805	902	742	743	658	0	0	0	81	2	805	902	0	0	0	0	0	0	8	21795	0
512	0	0	0	0	3	1	4	5	30	2	2	50	1	5	1	96	3	1	99	0	1	97	3	0	0	129	133	129	133	137	128	128	114	30	0	1	2	99	25	3600	4500	81	424	805	902	742	743	658	0	0	0	81	2	805	902	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	8	10	33	5	6	50	1	2	1	96	3	1	99	0	1	97	3	0	0	130	133	130	133	137	129	129	114	30	0	3	4	85	25	3600	4500	81	424	805	902	742	743	658	0	0	0	81	2	805	902	0	0	0	0	0	0	0	1	0
645	0	0	0	0	3	1	0	0	0	4	4	20	1	2	1	96	3	1	99	0	1	97	3	0	0	131	133	131	133	139	130	130	114	30	0	0	0	0	25	3600	4500	81	424	805	902	742	743	658	0	0	0	81	2	805	902	0	0	0	0	0	0	0	0	0
546	204	102	0	0	3	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	1	1	118	0	0	0	0	0	25	100	10000	1	424	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	1	6	7	40	3	4	20	1	3	1	96	3	1	99	0	1	97	3	0	0	150	170	150	170	172	150	150	118	0	0	2	3	116	25	4300	5200	91	430	806	903	744	745	664	0	0	0	91	2	806	903	0	0	0	0	0	0	0	1	0
16	0	0	0	0	4	1	4	5	40	2	3	20	1	3	1	96	3	1	99	0	1	97	3	0	0	151	170	151	170	172	150	150	118	0	0	1	2	114	25	4300	5200	91	430	806	903	744	745	664	0	0	0	91	2	806	903	0	0	0	0	0	0	9	1	0
0	0	0	0	0	4	1	4	5	40	2	3	50	1	3	1	96	3	1	99	0	1	97	3	0	0	152	170	152	170	173	151	151	118	30	0	1	2	116	25	4300	5200	91	430	806	903	744	745	664	0	0	0	91	2	806	903	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	10	12	42	6	7	20	1	10	2	96	3	1	99	0	1	97	3	0	0	153	170	153	170	173	152	152	122	30	0	3	5	101	25	4300	5200	91	430	806	903	744	745	667	0	0	0	91	2	806	903	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	4	5	40	2	3	50	1	3	1	96	3	1	99	0	1	97	3	0	0	154	170	154	170	173	153	153	122	30	0	1	2	114	25	4300	5200	91	430	806	903	744	745	667	0	0	0	91	2	806	903	0	0	0	0	0	0	0	1	0
129	0	0	0	0	4	1	0	0	0	0	0	20	1	3	1	96	3	1	99	0	1	97	3	0	0	155	170	155	170	177	154	154	122	30	0	2	3	0	25	4300	5200	91	430	806	903	744	745	667	0	0	0	91	2	806	903	0	0	0	0	0	0	0	0	0
9	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	1	1	122	0	0	2	3	0	25	4100	4700	1	430	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
137	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	155	155	126	0	0	2	3	0	25	4100	4700	1	430	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	1	4	5	40	2	3	20	1	3	1	96	3	1	99	0	1	97	3	0	0	156	170	156	170	174	155	155	126	30	0	1	2	115	25	4300	5200	92	430	806	903	744	745	668	0	0	0	92	2	806	903	0	0	0	0	0	0	0	1	0
272	0	0	0	0	4	1	4	5	40	2	3	10	1	0	1	96	3	1	99	0	1	97	3	0	0	157	170	157	170	174	156	156	126	30	0	1	2	117	25	4300	5200	92	430	806	903	744	745	668	0	0	0	92	2	806	903	0	0	0	0	0	0	23	1	0
0	0	0	0	0	4	1	8	9	41	4	5	20	1	25	2	96	3	1	99	0	1	97	3	0	0	158	170	158	170	174	157	157	126	0	0	2	4	117	25	4300	5200	92	430	806	903	744	745	668	0	0	0	92	2	806	903	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	4	5	40	2	3	20	1	0	1	96	3	1	99	0	1	97	3	0	0	159	170	159	170	174	158	158	130	30	0	1	2	115	25	4300	5200	92	430	806	903	744	745	668	0	0	0	92	2	806	903	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	10	12	42	6	7	10	1	3	1	96	3	1	99	0	1	97	3	0	0	160	170	160	170	177	159	159	130	30	0	3	5	102	25	4300	5200	92	430	806	903	744	745	668	0	0	0	92	2	806	903	0	0	0	0	0	0	0	1	0
137	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	160	160	130	0	0	2	3	0	25	100	10000	1	430	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	1	4	5	40	2	3	50	1	3	1	96	3	1	99	0	1	97	3	0	0	161	171	161	171	175	160	160	130	30	0	1	2	118	25	4900	6200	92	430	807	903	744	745	665	0	0	0	92	2	807	903	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	10	12	42	6	7	50	1	3	1	96	3	1	99	0	1	97	3	0	0	162	171	162	171	175	161	161	134	30	0	3	5	103	25	4900	6200	92	430	807	903	744	745	665	0	0	0	92	2	807	903	0	0	0	0	0	0	0	1	0
16	0	0	0	0	4	1	4	5	40	2	3	10	1	10	2	96	3	1	99	0	1	97	3	0	0	163	171	163	171	177	162	162	134	30	0	1	2	112	25	4900	6200	92	430	807	903	744	745	665	0	0	0	92	2	807	903	0	0	0	0	0	0	10	1	0
137	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	163	163	134	0	0	2	3	0	25	100	10000	1	430	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	1	6	7	40	3	4	20	1	3	1	96	3	1	99	0	1	97	3	0	0	164	171	164	171	175	163	163	134	30	0	2	3	111	25	4300	5200	93	430	807	903	744	745	670	0	0	0	93	2	807	903	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	4	5	40	2	3	20	1	3	1	96	3	1	99	0	1	97	3	0	0	165	171	165	171	175	164	164	138	30	0	1	2	111	25	4300	5200	93	430	807	903	744	745	670	0	0	0	93	2	807	903	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	4	5	40	2	3	20	1	3	1	96	3	1	99	0	1	97	3	0	0	166	171	166	171	176	165	165	138	30	0	1	2	119	25	4300	5200	93	430	807	903	744	745	670	0	0	0	93	2	807	903	0	0	0	0	0	0	0	1	0
16	0	0	0	0	4	1	8	9	41	4	5	20	1	3	1	96	3	1	99	0	1	97	3	0	0	167	171	167	171	176	166	166	138	30	0	2	4	113	25	4300	5200	93	430	807	903	744	745	672	0	0	0	93	2	807	903	0	0	0	0	0	0	11	1	0
0	0	0	0	0	4	1	4	5	40	2	3	20	1	3	1	96	3	1	99	0	1	97	3	0	0	168	171	168	171	176	167	167	138	30	0	1	2	113	25	4300	5200	93	430	807	903	744	745	672	0	0	0	93	2	807	903	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	10	12	42	6	7	50	1	3	1	96	3	1	99	0	1	97	3	0	0	169	171	169	171	177	168	168	142	30	0	3	5	104	25	4300	5200	93	430	807	903	744	745	672	0	0	0	93	2	807	903	0	0	0	0	0	0	0	1	0
141	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	0	0	142	0	0	2	3	0	25	100	10000	1	430	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
34	205	101	0	0	4	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	0	0	142	0	0	2	3	0	25	100	10000	1	430	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
512	0	0	0	0	4	1	4	5	40	2	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	188	210	188	210	212	188	188	142	30	0	1	2	136	25	5100	6400	106	436	808	904	746	747	680	0	0	0	106	2	808	904	0	0	0	0	0	0	0	1	0
528	0	0	0	0	4	1	4	5	40	2	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	189	210	189	210	212	188	188	146	30	0	1	2	133	25	5100	6400	106	436	808	904	746	747	680	0	0	0	106	2	808	904	0	0	0	0	0	0	12	1	0
512	0	0	0	0	4	1	8	9	41	4	5	20	1	2	1	96	3	1	99	0	1	97	3	0	0	190	210	190	210	212	189	189	146	30	0	2	4	136	25	5100	6400	106	436	808	904	746	747	680	0	0	0	106	2	808	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	4	5	40	2	3	50	1	2	1	96	3	1	99	0	1	97	3	0	0	191	210	191	210	212	190	190	146	30	0	1	2	133	25	5100	6400	106	436	808	904	746	747	680	0	0	0	106	2	808	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	4	5	40	2	3	20	1	10	1	96	3	1	99	0	1	97	3	0	0	192	210	192	210	213	191	191	146	30	0	1	2	136	25	5100	6400	106	436	808	904	746	747	680	0	0	0	106	2	808	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	10	12	42	6	7	20	1	2	1	96	3	1	99	0	1	97	3	0	0	193	210	193	210	213	192	192	150	30	0	3	5	121	25	5100	6400	106	436	808	904	746	747	680	0	0	0	106	2	808	904	0	0	0	0	0	0	0	1	0
649	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	96	3	1	99	0	1	97	3	0	0	1	210	1	210	0	193	193	150	0	0	2	3	0	25	100	10000	1	436	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
512	0	0	0	0	4	1	4	5	40	2	3	50	1	2	1	96	3	1	99	0	1	97	3	0	0	194	210	194	210	213	193	193	150	30	0	1	2	137	25	6200	7400	106	436	808	904	746	747	681	0	0	0	106	2	808	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	10	12	42	6	7	20	1	10	1	96	3	1	99	0	1	97	3	0	0	195	210	195	210	213	194	194	150	30	0	3	5	122	25	6200	7400	106	436	808	904	746	747	681	0	0	0	106	2	808	904	0	0	0	0	0	0	0	1	0
784	0	0	0	0	4	1	4	5	40	2	3	50	1	2	1	96	3	1	99	0	1	97	3	0	0	196	210	196	210	216	195	195	154	30	0	1	2	137	25	6200	7400	106	436	808	904	746	747	681	0	0	0	106	2	808	904	0	0	0	0	0	0	24	1	0
649	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	196	196	154	0	0	2	3	0	25	100	10000	1	436	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
512	0	0	0	0	4	1	6	7	40	3	4	20	1	2	1	96	3	1	99	0	1	97	3	0	0	197	211	197	211	214	196	196	154	30	0	2	3	131	25	5100	6400	107	436	809	904	746	747	684	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	4	5	40	2	3	20	1	25	1	96	3	1	99	0	1	97	3	0	0	198	211	198	211	214	197	197	154	30	0	1	2	138	25	5100	6400	107	436	809	904	746	747	684	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	4	5	40	2	3	50	1	2	1	96	3	1	99	0	1	97	3	0	0	199	211	199	211	214	198	198	158	30	0	1	2	132	25	5100	6400	107	436	809	904	746	747	684	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
528	0	0	0	0	4	1	8	9	41	4	5	20	1	2	1	96	3	1	99	0	1	97	3	0	0	200	211	200	211	214	199	199	158	30	0	2	4	139	25	5100	6400	107	436	809	904	746	747	684	0	0	0	106	2	809	904	0	0	0	0	0	0	13	1	0
512	0	0	0	0	4	1	10	12	42	6	7	50	1	2	1	96	3	1	99	0	1	97	3	0	0	201	211	201	211	216	200	200	158	30	0	3	5	123	25	5100	6400	107	436	809	904	746	747	684	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
649	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	96	3	1	99	0	1	97	3	0	0	1	211	1	211	0	201	201	158	0	0	2	3	0	25	100	10000	1	436	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
512	0	0	0	0	4	1	4	5	40	2	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	202	211	202	211	215	201	201	162	30	0	1	2	140	25	5100	6400	107	436	809	904	746	747	685	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	4	5	40	2	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	203	211	203	211	215	202	202	162	30	0	1	2	134	25	5100	6400	107	436	809	904	746	747	685	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	10	12	42	6	7	20	1	2	1	96	3	1	99	0	1	97	3	0	0	204	211	204	211	215	203	203	162	30	0	3	5	124	25	5100	6400	107	436	809	904	746	747	685	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
528	0	0	0	0	4	1	4	5	40	2	3	50	1	10	1	96	3	1	99	0	1	97	3	0	0	205	211	205	211	215	204	204	162	30	0	1	2	140	25	5100	6400	107	436	809	904	746	747	685	0	0	0	106	2	809	904	0	0	0	0	0	0	14	1	0
512	0	0	0	0	4	1	6	7	40	3	4	20	1	2	1	96	3	1	99	0	1	97	3	0	0	206	211	206	211	215	205	205	166	30	0	2	3	140	25	5100	6400	107	436	809	904	746	747	687	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	4	5	40	2	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	207	211	207	211	215	206	206	166	30	0	1	2	134	25	5100	6400	107	436	809	904	746	747	687	0	0	0	106	2	809	904	0	0	0	0	0	0	0	1	0
784	0	0	0	0	4	1	10	12	42	6	7	50	1	2	1	96	3	1	99	0	1	97	3	0	0	208	211	208	211	215	207	207	166	30	0	3	5	125	25	5100	6400	107	436	809	904	746	747	687	0	0	0	106	2	809	904	0	0	0	0	0	0	25	1	0
641	0	0	0	0	4	1	0	0	0	0	0	20	1	2	1	96	3	1	99	0	1	97	3	0	0	209	211	209	211	216	208	208	166	30	0	2	3	0	25	5100	6400	107	436	809	904	746	747	687	0	0	0	106	2	809	904	0	0	0	0	0	0	0	0	0
521	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	0	0	170	0	0	2	3	0	25	100	10000	1	2	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
653	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	0	0	170	0	0	2	3	0	25	100	10000	1	2	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
546	205	102	0	0	4	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	0	0	170	0	0	2	3	0	25	100	10000	1	2	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	1	6	7	52	3	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	230	251	230	251	253	230	230	170	0	0	2	3	159	25	6300	7700	120	441	810	905	748	749	695	0	0	0	1	2	810	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	4	5	50	2	2	50	1	2	1	96	3	1	99	0	1	97	3	0	0	231	251	231	251	253	230	230	174	30	0	1	2	155	25	6300	7700	120	441	810	905	748	749	695	0	0	0	1	2	810	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	4	5	51	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	232	251	232	251	254	231	231	174	30	0	1	2	155	25	6300	7700	120	441	810	905	748	749	695	0	0	0	1	2	810	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	6	7	53	3	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	233	251	233	251	254	232	232	174	30	0	2	3	159	25	6300	7700	120	441	810	905	748	749	696	0	0	0	1	2	810	905	0	0	0	0	0	0	0	17875	0
16	0	0	0	0	5	1	4	5	50	2	2	20	1	10	1	96	3	1	99	0	1	97	3	0	0	234	251	234	251	254	233	233	174	30	0	1	2	155	25	6300	7700	120	441	810	905	748	749	696	0	0	0	1	2	810	905	0	0	0	0	0	0	15	1	0
0	0	0	0	0	5	1	8	10	54	5	5	50	1	2	1	96	3	1	99	0	1	97	3	0	0	235	251	235	251	259	234	234	178	30	0	3	4	141	25	6300	7700	120	441	810	905	748	749	696	0	0	0	1	2	810	905	0	0	0	0	0	0	0	1	0
137	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	235	235	178	0	0	2	3	0	25	100	10000	1	441	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	1	4	5	51	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	236	251	236	251	255	235	235	178	30	0	1	2	154	25	7200	8600	120	441	810	905	748	749	697	0	0	0	1	2	810	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	6	7	52	3	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	237	251	237	251	255	236	236	178	30	0	2	3	160	25	7200	8600	120	441	810	905	748	749	697	0	0	0	1	2	810	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	4	5	50	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	238	251	238	251	255	237	237	182	30	0	1	2	154	25	7200	8600	120	441	810	905	748	749	697	0	0	0	1	2	810	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	8	10	54	5	5	50	1	2	1	96	3	1	99	0	1	97	3	0	0	239	251	239	251	255	238	238	182	30	0	3	4	142	25	7200	8600	120	441	810	905	748	749	697	0	0	0	1	2	810	905	0	0	0	0	0	0	0	1	0
137	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	239	239	182	0	0	2	3	0	25	6100	6500	1	441	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	1	4	5	50	2	2	50	1	10	1	96	3	1	99	0	1	97	3	0	0	240	252	240	252	256	239	239	182	30	0	1	2	153	25	7200	8600	121	441	811	905	748	749	694	0	0	0	1	2	811	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	4	5	51	2	2	50	1	2	1	96	3	1	99	0	1	97	3	0	0	241	252	241	252	256	240	240	186	30	0	1	2	153	25	7200	8600	121	441	811	905	748	749	694	0	0	0	1	2	811	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	6	7	53	3	3	50	1	2	1	96	3	1	99	0	1	97	3	0	0	242	252	242	252	256	241	241	186	30	0	2	3	161	25	7200	8600	121	441	811	905	748	749	694	0	0	0	1	2	811	905	0	0	0	0	0	0	0	17875	0
137	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	242	242	186	0	0	2	3	0	25	100	10000	1	441	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	1	6	7	52	3	3	20	1	2	1	96	3	1	99	0	1	97	3	0	0	243	252	243	252	257	242	242	186	30	0	2	3	162	25	6300	7700	121	441	811	905	748	749	700	0	0	0	1	2	811	905	0	0	0	0	0	0	0	1	0
272	0	0	0	0	5	1	4	5	51	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	244	252	244	252	257	243	243	190	30	0	1	2	156	25	6300	7700	121	441	811	905	748	749	700	0	0	0	1	2	811	905	0	0	0	0	0	0	26	1	0
0	0	0	0	0	5	1	4	5	50	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	245	252	245	252	257	244	244	190	30	0	1	2	156	25	6300	7700	121	441	811	905	748	749	700	0	0	0	1	2	811	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	8	10	54	5	5	20	1	2	1	96	3	1	99	0	1	97	3	0	0	246	252	246	252	259	245	245	190	30	0	3	4	143	25	6300	7700	121	441	811	905	748	749	700	0	0	0	1	2	811	905	0	0	0	0	0	0	0	1	0
137	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	246	246	190	0	0	2	3	0	25	100	10000	1	441	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	1	4	5	51	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	247	252	247	252	258	246	246	194	30	0	1	2	156	25	6300	7700	121	441	811	905	748	749	702	0	0	0	1	2	811	905	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	4	5	50	2	2	50	1	25	1	96	3	1	99	0	1	97	3	0	0	248	252	248	252	258	247	247	194	30	0	1	2	156	25	6300	7700	121	441	811	905	748	749	702	0	0	0	1	2	811	905	0	0	0	0	0	0	0	1	0
16	0	0	0	0	5	1	6	7	53	3	3	50	1	10	1	96	3	1	99	0	1	97	3	0	0	249	252	249	252	258	248	248	194	30	0	2	3	163	25	6300	7700	121	441	811	905	748	749	702	0	0	0	1	2	811	905	0	0	0	0	0	0	16	17875	0
133	0	0	0	0	5	1	4	5	51	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	250	252	250	252	259	249	249	194	30	0	1	2	0	25	6300	7700	121	441	811	905	748	749	702	0	0	0	1	2	811	905	0	0	0	0	0	0	0	1	0
34	206	101	0	0	5	1	0	0	0	0	0	0	0	0	0	96	3	1	99	0	1	97	3	0	0	1	0	1	0	0	1	1	198	0	0	2	3	0	25	100	10000	1	441	3	900	0	0	0	0	0	0	1	2	3	900	0	0	0	0	0	0	0	0	0
512	0	0	0	0	5	1	4	5	50	2	2	20	1	2	1	96	3	1	99	0	1	97	3	0	0	270	293	270	293	295	270	270	198	30	0	1	2	183	25	7800	8900	132	446	812	906	750	751	708	0	0	0	1	2	812	906	0	0	0	0	0	0	0	1	0
