en	desc
Earth Skill	UNUSED
Fire Skill(Single)	UNUSED
Agilao/Agidyne	UNUSED
Ice Skill(Single)	UNUSED
Bufula/Bufudyne	UNUSED
Elec Skill(Single)	UNUSED
Zionga/Ziodyne	UNUSED
Force Skill(Single)	UNUSED
Zanma/Zandyne	UNUSED
Earth Skill(Single)	UNUSED
Terazi/Teradyne	UNUSED
Restore Skill(Single)	UNUSED
Diarama/Diarahan	UNUSED
Expel Skill	UNUSED
Hamaon/Mahamaon	UNUSED
Death Skill	UNUSED
Mudoon/Mamudoon	UNUSED
Restore Skill(All)	UNUSED
Mediarama/Mediarahan	UNUSED
Death Spray/Death Blow	UNUSED
Ailment Cure Skill	UNUSED
Phys Skill(All)	UNUSED
0x26	UNUSED
0x27	UNUSED
0x28	UNUSED
0x29	UNUSED
0x2A	UNUSED
0x2B	UNUSED
0x2C	UNUSED
0x2D	UNUSED
0x2E	UNUSED
0x2F	UNUSED
