ItemDef	SortNum	ItemType	EquipID	Rarity	Tier	Strength	Magic	Endurance	Agility	Luck	SkillID	Price	SellPrice	GetFLG
IT_ACC_ID_0x12B_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_MNDCOC_01	910	4096	4094	1	1	2	0	0	0	0	2	10000	2500	0
IT_ACC_MNDCOC_02	910	4096	4094	1	1	0	2	0	0	0	2	10000	2500	0
IT_ACC_MNDCOC_03	910	4096	4094	1	1	0	0	2	0	0	2	10000	2500	0
IT_ACC_MNDCOC_04	910	4096	4094	1	1	0	0	0	2	0	2	10000	2500	0
IT_ACC_MNDCOC_05	910	4096	4094	1	1	0	0	0	0	2	2	10000	2500	0
IT_ACC_MNDCOC_06	910	4096	4094	1	1	2	0	0	0	0	8	10000	2500	0
IT_ACC_MNDCOC_07	910	4096	4094	1	1	0	2	0	0	0	8	10000	2500	0
IT_ACC_MNDCOC_08	910	4096	4094	1	1	0	0	2	0	0	8	10000	2500	0
IT_ACC_MNDCOC_09	910	4096	4094	1	1	0	0	0	2	0	8	10000	2500	0
IT_ACC_MNDCOC_10	910	4096	4094	1	1	0	0	0	0	2	8	10000	2500	0
IT_ACC_MNDCAI_01	910	4096	4094	1	1	4	0	0	0	0	3	20000	5000	0
IT_ACC_MNDCAI_02	910	4096	4094	1	1	0	4	0	0	0	3	20000	5000	0
IT_ACC_MNDCAI_03	910	4096	4094	1	1	0	0	4	0	0	3	20000	5000	0
IT_ACC_MNDCAI_04	910	4096	4094	1	1	0	0	0	4	0	3	20000	5000	0
IT_ACC_MNDCAI_05	910	4096	4094	1	1	0	0	0	0	4	3	20000	5000	0
IT_ACC_MNDCAI_06	910	4096	4094	1	1	4	0	0	0	0	9	20000	5000	0
IT_ACC_MNDCAI_07	910	4096	4094	1	1	0	4	0	0	0	9	20000	5000	0
IT_ACC_MNDCAI_08	910	4096	4094	1	1	0	0	4	0	0	9	20000	5000	0
IT_ACC_MNDCAI_09	910	4096	4094	1	1	0	0	0	4	0	9	20000	5000	0
IT_ACC_MNDCAI_10	910	4096	4094	1	1	0	0	0	0	4	9	20000	5000	0
IT_ACC_MNDANT_01	910	4096	4094	1	1	6	0	0	0	0	4	30000	7500	0
IT_ACC_MNDANT_02	910	4096	4094	1	1	0	6	0	0	0	4	30000	7500	0
IT_ACC_MNDANT_03	910	4096	4094	1	1	0	0	6	0	0	4	30000	7500	0
IT_ACC_MNDANT_04	910	4096	4094	1	1	0	0	0	6	0	4	30000	7500	0
IT_ACC_MNDANT_05	910	4096	4094	1	1	0	0	0	0	6	4	30000	7500	0
IT_ACC_MNDANT_06	910	4096	4094	1	1	6	0	0	0	0	10	30000	7500	0
IT_ACC_MNDANT_07	910	4096	4094	1	1	0	6	0	0	0	10	30000	7500	0
IT_ACC_MNDANT_08	910	4096	4094	1	1	0	0	6	0	0	10	30000	7500	0
IT_ACC_MNDANT_09	910	4096	4094	1	1	0	0	0	6	0	10	30000	7500	0
IT_ACC_MNDANT_10	910	4096	4094	1	1	0	0	0	0	6	10	30000	7500	0
IT_ACC_MNDPTO_01	910	4096	4094	1	1	8	0	0	0	0	5	40000	10000	0
IT_ACC_MNDPTO_02	910	4096	4094	1	1	0	8	0	0	0	5	40000	10000	0
IT_ACC_MNDPTO_03	910	4096	4094	1	1	0	0	8	0	0	5	40000	10000	0
IT_ACC_MNDPTO_04	910	4096	4094	1	1	0	0	0	8	0	5	40000	10000	0
IT_ACC_MNDPTO_05	910	4096	4094	1	1	0	0	0	0	8	5	40000	10000	0
IT_ACC_MNDPTO_06	910	4096	4094	1	1	8	0	0	0	0	11	40000	10000	0
IT_ACC_MNDPTO_07	910	4096	4094	1	1	0	8	0	0	0	11	40000	10000	0
IT_ACC_MNDPTO_08	910	4096	4094	1	1	0	0	8	0	0	11	40000	10000	0
IT_ACC_MNDPTO_09	910	4096	4094	1	1	0	0	0	8	0	11	40000	10000	0
IT_ACC_MNDPTO_10	910	4096	4094	1	1	0	0	0	0	8	11	40000	10000	0
IT_ACC_MNDJUD_01	910	4096	4094	1	1	11	0	0	0	0	0	50000	12500	0
IT_ACC_MNDJUD_02	910	4096	4094	1	1	0	11	0	0	0	0	50000	12500	0
IT_ACC_MNDJUD_03	910	4096	4094	1	1	0	0	11	0	0	0	50000	12500	0
IT_ACC_MNDJUD_04	910	4096	4094	1	1	0	0	0	11	0	0	50000	12500	0
IT_ACC_MNDJUD_05	910	4096	4094	1	1	0	0	0	0	11	0	50000	12500	0
IT_ACC_MNDJUD_06	910	4096	4094	1	1	6	6	6	6	6	0	50000	12500	0
IT_ACC_MNDJUD_07	910	4096	4094	1	1	0	0	5	0	0	6	50000	12500	0
IT_ACC_MNDJUD_08	910	4096	4094	1	1	0	0	0	0	5	222	50000	12500	0
IT_ACC_MNDJUD_09	910	4096	4094	1	1	0	0	0	0	0	250	50000	12500	0
IT_ACC_MNDJUD_10	910	4096	4094	1	1	0	0	0	0	0	251	50000	12500	0
IT_ACC_MNDEMP_01	910	4096	4094	1	1	13	0	0	0	0	0	60000	15000	0
IT_ACC_MNDEMP_02	910	4096	4094	1	1	0	13	0	0	0	0	60000	15000	0
IT_ACC_MNDEMP_03	910	4096	4094	1	1	0	0	13	0	0	0	60000	15000	0
IT_ACC_MNDEMP_04	910	4096	4094	1	1	0	0	0	13	0	0	60000	15000	0
IT_ACC_MNDEMP_05	910	4096	4094	1	1	0	0	0	0	13	0	60000	15000	0
IT_ACC_MNDEMP_06	910	4096	4094	1	1	7	7	7	7	7	0	60000	15000	0
IT_ACC_MNDEMP_07	910	4096	4094	1	1	0	5	0	0	0	12	60000	15000	0
IT_ACC_MNDEMP_08	910	4096	4094	1	1	0	0	0	0	0	199	60000	15000	0
IT_ACC_MNDEMP_09	910	4096	4094	1	1	0	0	0	0	0	252	60000	15000	0
IT_ACC_MNDEMP_10	910	4096	4094	1	1	0	0	0	0	0	253	60000	15000	0
IT_ACC_ID_0x168_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x169_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x16A_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x16B_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x16C_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x16D_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x16E_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x16F_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x170_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x171_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x172_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x173_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x174_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x175_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x176_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x177_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x178_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x179_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x17A_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x17B_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x17C_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x17D_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x17E_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x17F_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x180_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x181_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x182_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x183_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x184_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x185_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x186_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x187_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x188_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x189_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x18A_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x18B_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x18C_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x18D_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x18E_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x18F_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_TEST01	0	4096	1	50	50	0	0	0	0	0	144	1	0	0
IT_ACC_ID_TEST02	0	4096	1	50	50	0	0	0	0	0	145	1	0	0
IT_ACC_ID_TEST03	0	4096	1	50	50	0	0	0	0	0	146	1	0	0
IT_ACC_ID_TEST04	0	4096	1	50	50	0	0	0	0	0	147	1	0	0
IT_ACC_ID_TEST05	0	4096	1	50	50	0	0	0	0	0	148	1	0	0
IT_ACC_ID_TEST06	0	4096	1	50	50	0	0	0	0	0	149	1	0	0
IT_ACC_ID_TEST07	0	4096	1	50	50	0	0	0	0	0	150	1	0	0
IT_ACC_ID_TEST08	0	4096	1	50	50	0	0	0	0	0	151	1	0	0
IT_ACC_ID_TEST09	0	4096	1	50	50	0	0	0	0	0	152	1	0	0
IT_ACC_ID_TEST10	0	4096	1	50	50	0	0	0	0	0	153	1	0	0
IT_ACC_ID_TEST11	0	4096	1	50	50	0	0	0	0	0	154	1	0	0
IT_ACC_ID_TEST12	0	4096	1	50	50	0	0	0	0	0	155	1	0	0
IT_ACC_ID_TEST13	0	4096	1	50	50	0	0	0	0	0	156	1	0	0
IT_ACC_ID_TEST14	0	4096	1	50	50	0	0	0	0	0	157	1	0	0
IT_ACC_ID_TEST15	0	4096	1	50	50	0	0	0	0	0	158	1	0	0
IT_ACC_ID_TEST16	0	4096	1	50	50	0	0	0	0	0	159	1	0	0
IT_ACC_ID_TEST17	0	4096	1	50	50	0	0	0	0	0	160	1	0	0
IT_ACC_ID_TEST18	0	4096	1	50	50	0	0	0	0	0	161	1	0	0
IT_ACC_ID_0x1A2_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1A3_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1A4_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1A5_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1A6_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1A7_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1A8_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1A9_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1AA_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1AB_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1AC_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1AD_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1AE_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1AF_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B0_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B1_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B2_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B3_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B4_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B5_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B6_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B7_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B8_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1B9_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1BA_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1BB_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1BC_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1BD_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1BE_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1BF_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C0_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C1_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C2_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C3_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C4_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C5_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C6_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C7_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C8_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1C9_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1CA_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1CB_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1CC_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1CD_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1CE_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1CF_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D0_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D1_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D2_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D3_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D4_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D5_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D6_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D7_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D8_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1D9_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1DA_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1DB_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1DC_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1DD_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1DE_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1DF_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E0_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E1_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E2_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E3_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E4_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E5_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E6_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E7_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E8_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1E9_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1EA_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1EB_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1EC_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1ED_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1EE_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1EF_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F0_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F1_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F2_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F3_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F4_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F5_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F6_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F7_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F8_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1F9_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1FA_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1FB_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1FC_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1FD_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1FE_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
IT_ACC_ID_0x1FF_	0	4096	1	1	1	0	0	0	0	0	0	1	0	0
