ItemDef	SortNum	BtlSortNum	ItemType	UsePlaceID	Rarity	Tier	HP	SP	Strength	Magic	Endurance	Agility	Luck	SkillID	Price	SellPrice	GetFLG
IT_COM_SEED_04_	295	0	8192	8	1	1	0	0	0	0	0	0	0	0	1500	380	0
IT_COM_SEED_05_	294	0	8192	8	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_SEED_06_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_SEED_07_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_SEED_08_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_SEED_09_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_R_MEDAL01	96	0	8192	2	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_MONEY_DIS	0	0	8192	2	1	1	0	0	0	0	0	0	0	501	400	100	3
IT_COM_ITEM_DIS_	0	0	8192	2	1	1	0	0	0	0	0	0	0	502	400	100	3
IT_COM_HP_UP_01_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_SP_UP_01_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_ID_0x120	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x121	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x122	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x123	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x124	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x125	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x126	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x127	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x128	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x129	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x12A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x12B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_GYUDON_01	779	0	8192	2	1	1	0	0	0	0	0	0	0	641	300	80	0
IT_COM_GYUDON_02	398	498	8192	4	1	1	0	0	0	0	0	0	0	180	1300	330	0
IT_COM_GYUDON_03	388	488	8192	4	1	1	0	0	0	0	0	0	0	181	1300	330	0
IT_COM_GYUDON_04	378	478	8192	4	1	1	0	0	0	0	0	0	0	182	1300	330	0
IT_COM_GYUDON_05	991	991	8192	6	1	1	0	0	0	0	0	0	0	605	800	200	0
IT_COM_GYUDON_06	366	466	8192	4	1	1	0	0	0	0	0	0	0	188	1500	380	0
IT_COM_GYUDON_07	946	946	8192	6	1	1	0	0	0	0	0	0	0	642	1000	250	0
IT_COM_GYUDON_08	988	987	8192	6	1	1	0	0	0	0	0	0	0	661	1200	300	0
IT_COM_GYUDON_09	347	447	8192	4	1	1	0	0	0	0	0	0	0	201	1500	380	0
IT_COM_JIHANK_16	849	849	8192	6	1	1	0	0	0	0	0	0	0	665	200	50	0
IT_COM_JIHANK_17	785	0	8192	2	1	1	0	0	0	0	0	0	0	659	120	30	0
IT_COM_JIHANK_18	747	0	8192	2	1	1	0	0	0	0	0	0	0	615	120	30	0
IT_COM_TAIYAKI_1	99	0	8192	2	1	1	0	0	0	0	0	0	0	0	200	50	0
IT_COM_DR_JELLY_	536	636	8192	4	1	1	0	0	0	0	0	0	0	172	200	50	0
IT_COM_YABACHOKO	556	656	8192	4	1	1	0	0	0	0	0	0	0	170	200	50	0
IT_COM_TAIYAKI_2	990	990	8192	6	1	1	0	0	0	0	0	0	0	605	200	50	0
IT_COM_NANGOKU__	517	617	8192	6	1	1	0	0	0	0	0	0	0	654	2500	630	0
IT_COM_KANMI_SET	945	945	8192	6	1	1	0	0	0	0	0	0	0	642	1800	450	0
IT_COM_NAMAJUICE	746	0	8192	2	1	1	0	0	0	0	0	0	0	615	120	30	0
IT_COM_GOKUAMA_T	978	974	8192	6	1	1	0	0	0	0	0	0	0	157	10000	2500	0
IT_COM_HALLO_CAN	778	0	8192	2	1	1	0	0	0	0	0	0	0	641	400	100	0
IT_COM_HOGYO_APP	935	935	8192	6	1	1	0	0	0	0	0	0	0	162	16000	4000	0
IT_COM_ID_0x142	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x143	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x144	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x145	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x146	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x147	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x148	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x149	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x14A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x14B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x14C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x14D	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x14E	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x14F	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x150	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x151	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x152	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x153	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x154	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x155	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x156	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x157	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x158	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x159	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x15A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x15B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x15C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x15D	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_WEBBOOK01	999	0	524288	8	1	1	0	0	0	0	0	0	0	0	1200	300	2
IT_COM_WEBBOOK02	998	0	524288	8	1	1	0	0	0	0	0	0	0	0	1200	300	2
IT_COM_WEBBOOK03	997	0	524288	8	1	1	0	0	0	0	0	0	0	0	4000	1000	2
IT_COM_WEBBOOK04	996	0	524288	8	1	1	0	0	0	0	0	0	0	0	1200	300	2
IT_COM_WEBBOOK05	995	0	524288	8	1	1	0	0	0	0	0	0	0	0	1200	300	2
IT_COM_WEBBOOK06	994	0	524288	8	1	1	0	0	0	0	0	0	0	0	4000	1000	2
IT_COM_WEBBOOK07	993	0	524288	8	1	1	0	0	0	0	0	0	0	0	1200	300	2
IT_COM_WEBBOOK08	992	0	524288	8	1	1	0	0	0	0	0	0	0	0	1200	300	2
IT_COM_WEBBOOK09	991	0	524288	8	1	1	0	0	0	0	0	0	0	0	4000	1000	2
IT_COM_WEBBOOK10	979	0	524288	8	1	1	0	0	0	0	0	0	0	0	9000	2250	2
IT_COM_WEBBOOK11	978	0	524288	8	1	1	0	0	0	0	0	0	0	0	12000	2500	2
IT_COM_WEBBOOK12	977	0	524288	8	1	1	0	0	0	0	0	0	0	0	8000	2000	2
IT_COM_WEBBOOK13	976	0	524288	8	1	1	0	0	0	0	0	0	0	0	4500	1130	2
IT_COM_WEBBOOK14	975	0	524288	8	1	1	0	0	0	0	0	0	0	0	2000	500	2
IT_COM_WEBBOOK15	974	0	524288	8	1	1	0	0	0	0	0	0	0	0	4000	1000	2
IT_COM_WEBBOOK16	973	0	524288	8	1	1	0	0	0	0	0	0	0	0	2000	500	2
IT_COM_WEBBOOK17	972	0	524288	8	1	1	0	0	0	0	0	0	0	0	4000	1000	2
IT_COM_WEBBOOK18	971	0	524288	8	1	1	0	0	0	0	0	0	0	0	450	110	2
IT_COM_WEBBOOK19	959	0	524288	8	1	1	0	0	0	0	0	0	0	0	500	130	2
IT_COM_WEBBOOK20	958	0	524288	8	1	1	0	0	0	0	0	0	0	0	500	130	2
IT_COM_WEBBOOK21	957	0	524288	8	1	1	0	0	0	0	0	0	0	0	500	130	2
IT_COM_WEBBOOK22	956	0	524288	8	1	1	0	0	0	0	0	0	0	0	3000	750	2
IT_COM_WEBBOOK23	955	0	524288	8	1	1	0	0	0	0	0	0	0	0	500	130	2
IT_COM_WEBBOOK24	954	0	524288	8	1	1	0	0	0	0	0	0	0	0	500	130	2
IT_COM_WEBBOOK25	953	0	524288	8	1	1	0	0	0	0	0	0	0	0	5000	130	2
IT_COM_WEBBOOK26	952	0	524288	8	1	1	0	0	0	0	0	0	0	0	8000	130	2
IT_COM_WEBBOOK27	951	0	524288	8	1	1	0	0	0	0	0	0	0	0	8000	130	2
IT_COM_ID_0x179	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x17A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x17B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_CUSTOM_01	950	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_CUSTOM_02	950	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_CUSTOM_03	950	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_CUSTOM_04	950	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_CUSTOM_05	950	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_ID_0x181	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x182	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x183	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x184	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x185	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_YUKCHA_01	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_YUKCHA_02	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_JUNCHA_01	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_JUNCHA_02	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_SANCHA_01	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_SANCHA_02	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_MITCHA_01	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_MITCHA_02	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_FUKCHA_01	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_FUKCHA_02	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_AMACHA_01	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_AMACHA_02	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_KORCHA_01	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_KORCHA_02	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_METCHA_01	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_METCHA_02	949	0	524288	8	1	1	0	0	0	0	0	0	0	0	400	100	2
IT_COM_ID_0x196	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x197	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x198	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x199	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x19A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x19B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x19C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x19D	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x19E	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x19F	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1A9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1AA	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1AB	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1AC	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1AD	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1AE	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1AF	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1B9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1BA	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1BB	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1BC	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1BD	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1BE	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1BF	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1C9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1CA	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1CB	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1CC	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1CD	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1CE	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1CF	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1D9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1DA	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1DB	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1DC	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1DD	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1DE	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1DF	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1E9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1EA	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1EB	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1EC	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1ED	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1EE	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1EF	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1F9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1FA	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1FB	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1FC	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1FD	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1FE	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x1FF	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x200	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x201	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x202	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x203	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x204	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x205	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x206	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x207	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x208	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x209	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x20A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x20B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x20C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x20D	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x20E	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x20F	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x210	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x211	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x212	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x213	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x214	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x215	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x216	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x217	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x218	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x219	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x21A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x21B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x21C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x21D	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x21E	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x21F	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x220	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x221	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x222	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x223	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x224	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x225	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x226	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x227	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x228	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x229	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x22A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x22B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x22C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x22D	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x22E	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x22F	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x230	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x231	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
