en	desc
Bugs	A type of goblin from Welsh folklore that eats children who don't listen to their parents. They are said to look like humans covered head to toe with hair, and are recognized as an iconic monster that appears at nighttime. They are often spoken of by mothers wishing to discipline their children as noted in the popular phrase, "For naughty kids who disobey, the Bugs will come and surely prey."
Nue	A legendary monster in Japanese mythology. It has the head of a monkey, the body of a tanuki, the arms and legs of a tiger, and the tail of a snake. Due to its bizarre appearance, the term "Nue" is sometimes used to describe a person of unknown origins. According to The Tale of Heike, the Nue would come to the emperor's palace every night from 2 to 2:30 A.M., shrouded in a dark cloud, where it would howl in a horrific and terrifying manner. However, the warrior Minamoto no Yorimasa eventually shot it down with his bow.
Fenrir	A giant wolf creature of Nordic lore and son of the evil god Loki. Fenrir is destined to kill Odin at Ragnarok. On that day, his magical bindings will be broken, and he will rise against the Aesir in combat.
Setanta	A brave young man in Celtic myth. After defeating a local smith’s fierce guard dog, he volunteered to take its place, thus earning himself “Cu Chulainn,” or "Culann's Hound," as his nickname.
Koppa Tengu	A smaller member of the Tengu race less powerful than other Tengu. They are believed to be the reincarnations of old wolves and are also said to be capable of eventually transforming into Karasu Tengu.
Nozuchi	A spirit of earth from Japanese lore whose name means "god of fields." Though not innately evil, its temper may cause it to attack humans from behind trees or bushes.
Vouivre	A female dragon sometimes depicted as a beautiful woman with bat wings, eagle legs, and a snake tail. The secret of their power is the garnet gem on their forehead. If stolen, the Vouivre loses its power and must obey the gem's owner.
Yurlungur	A giant copper python from Oceanian folklore, more specifically that of the Yolngu people of northern Australia. A being that transcends good and evil, he governs the weather and is considered a god of harvest. He is known as the "Rainbow Serpent" because the water in the sacred pool he calls home is said to shine like a rainbow.
Quetzalcoatl	An Aztec creator deity known as the Feathered Serpent. He is identified as the sun and is also known as the god of wind and giver of breath. He is said to have created humans by sprinkling blood on the bones of people from a previously created world, and acts as guardian of their fertility and culture. According to legend, the planet Venus is actually Quetzalcoatl's heart.
Vritra	A large, violent serpent of Hindu lore whose name means "enveloper." It blocked the rivers and caused severe droughts throughout the land, only to later be defeated by the guardian deity Indra, who brought rain back to the people. Despite this, Vritra resurrected itself the following year, and the struggle between the two forces has continued ever since.
Ananta	The 1,000-headed serpent of Hindu legend, Ananta is Sanskrit for "infinite." Vishnu slept atop him before waking up to create the universe.
Feng Huang	The legendary bird of Chinese myth, said to appear only in times of peace. It is the ruler of all birds. When it dies, birds across the land chirp with sadness.
Thunderbird	A revered bird of Native American mythology said to live atop cloud-shrouded peaks. It resembles an eagle, and its wingbeats create mighty thunderclaps. Some legends say its eyes can unleash lightning, and other accounts say it can carry an entire lake on its back or even swallow an entire whale whole.
Dormarth	A canine demon that appears in Celtic mythology. Its name means "death's door" and, just as the name indicates, it guards the gates leading to the afterlife.
Anahita	A Zoroastrian goddess whose name means "pure." While primarily known as a beautiful deity who rules over rivers and water, she is also said to be the goddess of health, fertility, safe delivery, production of livestock, harvest, wealth, and expansion of land. She is often portrayed as an elegant virgin wearing a crown decorated with numerous stars in addition to a golden necklace and a golden cape, and is typically shown holding a water jug. Gentle appearance aside, she is also a brave god of war astride a four-wheeled chariot, toppling demons and tyrants alike. Both her allies and her enemies have been said to have offered their prayers to her.
Satan	The prince of darkness in Judeo-Christian lore, his name means "opposer," and he is best known for his role as the serpent who tempted Adam and Eve in the Garden of Eden. Some believe that he has been sent by God to test man's piety.
Nemissa	A digital being involved with an incident in Amami City some time ago, manifested by possessing a girl named Hitomi. Evidence suggests this demon opposed a large-scale conspiracy alongside the known hacker group, "Spookies". An Algonquian legend describes a maiden of the stars with the same name, said to have seduced a mortal man known as Cloud-carrier. By her invitation, he entered the country of stars, where the two were married.
Hell Biker	A biker-turned-Fiend claiming to have come from the depths of hell. With an intense hatred of the world, not to mention himself, he degraded into a complete lunatic who expresses himself solely through violence.
Ai-ho	Another possibility calculated by Aion. This adorable Jack Frost is a fairy with the powers of Aion and a familiar demonic appearance, born through advanced technology. He comes from a world where Aion decided that, actually, THIS is the optimal form for stopping the apocalypse. In this merciless dystopia, his cute, captivating eyes are his greatest weapon. Ordinarily, Ringo and this avatar would never meet, but a mysterious power has brought them together.
Aitvaras	A fairy in Lithuanian mythology. Indoors, it takes the form of a black cat or a rooster. Outdoors, it takes the form of a small dragon or a snake with a burning tail. The Aitvaras makes the home it inhabits rich by stealing from its neighbors. It is said that it typically demands an omelet as compensation and is difficult to chase away once it's settled into a home. It can, however, be exterminated by shining it with the flame of a candle purified by the church.
Isis	The mother goddess of Egypt. She is wife and sister to Osiris, god of the underworld. Known for her powerful magic, she could perform miracles such as raising her husband from the dead. As the patron goddess of the dead, her image can be found at many burial sites.
Neko Shogun	The god of prophecy in Taoist religion. It is said to have the head of a cat and the body of a human, and it's shrine was located in Annam, which is present-day Vietnam. The shrine was meant for Mao Shangshu, a 14-15th century general who conquered Vietnam, but, because the name "Mao" is similar to the Chinese word for cat, the temple was effectively misnamed, and he was reborn as a different god. It should also be noted that there is a similar story about the god of sailing known as "Tetsu Neko Shogun."
Pixie S	A small faerie found in southwest Britain known for their cheerful nature and love of pranks. Their physical appearance changes from region to region, but their personality is always playful and mischievous. A common prank they like to pull is causing humans to wander in circles. However, they are also known to help farmers from time to time and are generally considered good faeries. They are back now in their Soul Hackers form.
