en	desc
Aogami Type-6 Essence	Attack/recovery/passive/special skills; attack skills are for Nahobino only. Strong against Elec.
Aogami Type-7 Essence	Attack/support/passive skills; attack skills are for Nahobino only. Strong against Elec.
Aogami Type-8 Essence	Attack/ailment/passive skills; attack skills are for Nahobino only. Strong against Elec.
Aogami Type-9 Essence	Attack/support/passive skills; one attack skill is for Nahobino only. Strong against Elec.
Aogami Type-10 Essence	Recovery/passive skills; one recovery skill is for Nahobino only. Strong against Elec.
Aogami Type-0 Essence	Attack/passive skills; one attack skill is for Nahobino only. Strong against Elec.
Demi-fiend's Essence	Mostly Nahobino-only skills. Strong against all affinities and all ailments.
UTSUSEMI_246	UTSUSEMI_246
UTSUSEMI_247	UTSUSEMI_247
UTSUSEMI_248	UTSUSEMI_248
UTSUSEMI_249	UTSUSEMI_249
UTSUSEMI_250	UTSUSEMI_250
UTSUSEMI_251	UTSUSEMI_251
UTSUSEMI_252	UTSUSEMI_252
UTSUSEMI_253	UTSUSEMI_253
UTSUSEMI_254	UTSUSEMI_254
UTSUSEMI_255	UTSUSEMI_255
UTSUSEMI_256	UTSUSEMI_256
UTSUSEMI_257	UTSUSEMI_257
UTSUSEMI_258	UTSUSEMI_258
UTSUSEMI_259	UTSUSEMI_259
UTSUSEMI_260	UTSUSEMI_260
UTSUSEMI_261	UTSUSEMI_261
UTSUSEMI_262	UTSUSEMI_262
UTSUSEMI_263	UTSUSEMI_263
UTSUSEMI_264	UTSUSEMI_264
UTSUSEMI_265	UTSUSEMI_265
UTSUSEMI_266	UTSUSEMI_266
UTSUSEMI_267	UTSUSEMI_267
UTSUSEMI_268	UTSUSEMI_268
UTSUSEMI_269	UTSUSEMI_269
UTSUSEMI_270	UTSUSEMI_270
UTSUSEMI_271	UTSUSEMI_271
UTSUSEMI_272	UTSUSEMI_272
UTSUSEMI_273	UTSUSEMI_273
UTSUSEMI_274	UTSUSEMI_274
UTSUSEMI_275	UTSUSEMI_275
UTSUSEMI_276	UTSUSEMI_276
UTSUSEMI_277	UTSUSEMI_277
UTSUSEMI_278	UTSUSEMI_278
UTSUSEMI_279	UTSUSEMI_279
UTSUSEMI_280	UTSUSEMI_280
UTSUSEMI_281	UTSUSEMI_281
UTSUSEMI_282	UTSUSEMI_282
UTSUSEMI_283	UTSUSEMI_283
UTSUSEMI_284	UTSUSEMI_284
UTSUSEMI_285	UTSUSEMI_285
UTSUSEMI_286	UTSUSEMI_286
UTSUSEMI_287	UTSUSEMI_287
UTSUSEMI_288	UTSUSEMI_288
UTSUSEMI_289	UTSUSEMI_289
UTSUSEMI_290	UTSUSEMI_290
UTSUSEMI_291	UTSUSEMI_291
UTSUSEMI_292	UTSUSEMI_292
UTSUSEMI_293	UTSUSEMI_293
UTSUSEMI_294	UTSUSEMI_294
UTSUSEMI_295	UTSUSEMI_295
UTSUSEMI_296	UTSUSEMI_296
UTSUSEMI_297	UTSUSEMI_297
UTSUSEMI_298	UTSUSEMI_298
UTSUSEMI_299	UTSUSEMI_299
UTSUSEMI_300	UTSUSEMI_300
UTSUSEMI_301	UTSUSEMI_301
UTSUSEMI_302	UTSUSEMI_302
UTSUSEMI_303	UTSUSEMI_303
UTSUSEMI_304	UTSUSEMI_304
UTSUSEMI_305	UTSUSEMI_305
Fortune	A small fortune neatly folded up tight. Though it cannot be read, there's a chance something good may be written on it.
Soda	A can filled to the brim with a mysterious liquid. It smells dangerous at first, but quickly becomes rather enticing.
Melted Doll	A figurine that has melted due to the harsh environment. It's stuck to the bottom of the capsule and can't be pulled out.
Cloth Mask	A disposable cloth mask. Seeing as both sides are covered in sand, it would actually be quite dangerous to use now.
Cartridge Game Console	A popular video game console from back in the day. The cartridge slot is filled with sand, so it probably won't work.
Shabby Building Material	A piece of worn-out building material. It's chipped all over and, at the right angle, even resembles a human arm.
Hexagram Trading Card	A card with a hexagram drawn on the back. The front shows a young man wth an odd machine attached to his left arm.
Can of Jelly	A can filled to the brim with jelly. The more you shake it, the more the jelly gets broken up, making it easier to drink.
Anime Paperweight	A paperweight with the picture of a once popular anime character. Clear off some rust, and it should be good as new.
Simple Undershirt	A shirt meant to be worn under one's clothes. Since it's full of holes, it might better serve as a dustcloth or two.
Segata III Game Console	A popular video game console from back in the day. Seeing as it's packed with sand, it doesn't seem like it'd work at all.
Mouse Mummy	A mummy of a rat that must've lived somewhere in the city. It will likely break with little force, due to poor preservation.
Telephone Card	A magnetic card once used to make calls. A lovely picture graces the front, and it seems to have expired 18 years ago.
Can of Oden	A can filled with oden, a Japanese hotpot dish. A plastic toothpick on the lid allows for immediate consumption.
Electronic Music Box	A machine that plays beautiful music with the press of a button. There are others of various shapes, buttons, and music.
School Swimsuit	A swimsuit issued for PE class. Given its shape and material, it was likely used for some form of water exercise.
Tablet Game Console	A popular game console from way back. It includes a disc tray and two rectangular holes, possibly for cartridges.
Crow Mummy	A mummified crow that looks as if it could fly away any moment. Seems they come in a variety of beaks and heads.
Hologram Trading Card	A card with a hologram processed on its front side. Most likely a rare item. A hexagram is drawn on the back.
Time Capsule	A tin can filled with someone's memories. Perhaps it's best to leave this be.
Balloon Value Pack	A box filled with rubber balloons. There's an expiration date printed on the side of the box.
Antique Shirt	A shirt from long ago that was never worn. It's fairly clean and, despite being 18 years old, has yet to go out of style.
Game Console with Handle	A popular game console from way back. Though left to the elements, it's so sturdy that it can still be powered on.
Mysterious Mummy	A mummy of an indistinguishable organism. It'd be best not to think about what it will be used for after it you sell it.
Black Tape Set	A thin box with two rolls of black tape. There doesn’t seem to be a place to grab the tape.
Ripped Manga	A manga that is ripped up here and there. It is about a one-armed young man traveling through the netherworld.
High-Capacity Bottle	A PET bottle capable of holding a great amount. The liquid inside has an eerie glow to it.
Vinyl Umbrella	A tool used to defend against rain. It cannot protect you from the hardships of life, however.
Powder Box	A box with a strange powder spilling out from the cracks. There are several types, but they all smell good.
Bottle Container	A box meant for cans and bottles. It was designed to be stackable.
Radio-yaki	A box loaded with some kind of spherical food. Some of the balls have cooked stingray inside.
Rubber Duck	A duck doll that floats in water. It is prized by collectors all over.
Old Newspaper	An 18-year-old newspaper. Useful for wrapping fragile items and wiping windows.
Old Magazine	An 18-year-old occult magazine full of articles on the supernatural.
Novel	A travel-sized book about a demon's struggle to enter paradise.
Sealed Magazine	A magazine wrapped in plastic. It's probably worth more if left as is.
Cardboard Cap Bottle	A bottle sealed with cardboard. Opening it releases a sweet and sour scent.
Marble Bottle	A bottle plugged up with a marble. How one goes about opening it is unknown.
Maid Costume	An apron dress with cute frills. The skirt is short, making it easy to move around.
Golden Triangle	A yellow rock-like object cut into a triangle. It is coated with honey.
Golden Apple	Fruit of the gods under the care of the goddess Idun. It holds a strong life force within.
Akiha-Gongen Talisman	A talisman that grants protection from fire with the name Akiha-Gongen written across it.
Key of Austerity	A key that represents one of the pillars of the Empyrean. It symbolizes the austerity a king must cast upon himself.
Key of Benevolence	A key that represents one of the pillars of the Empyrean. It symbolizes the deep benevolence a king must have for others.
Key of Harmony	A key that represents one of the pillars of the Empyrean. It symbolizes the harmony a king must create.
IMPORTANT_006	IMPORTANT_006
IMPORTANT_007	IMPORTANT_007
IMPORTANT_008	IMPORTANT_008
IMPORTANT_009	IMPORTANT_009
IMPORTANT_010	IMPORTANT_010
IMPORTANT_011	IMPORTANT_011
IMPORTANT_012	IMPORTANT_012
IMPORTANT_013	IMPORTANT_013
IMPORTANT_014	IMPORTANT_014
IMPORTANT_015	IMPORTANT_015
IMPORTANT_016	IMPORTANT_016
IMPORTANT_017	IMPORTANT_017
IMPORTANT_018	IMPORTANT_018
IMPORTANT_019	IMPORTANT_019
IMPORTANT_020	IMPORTANT_020
IMPORTANT_021	IMPORTANT_021
IMPORTANT_022	IMPORTANT_022
IMPORTANT_023	IMPORTANT_023
IMPORTANT_024	IMPORTANT_024
IMPORTANT_025	IMPORTANT_025
IMPORTANT_026	IMPORTANT_026
IMPORTANT_027	IMPORTANT_027
IMPORTANT_028	IMPORTANT_028
IMPORTANT_029	IMPORTANT_029
IMPORTANT_030	IMPORTANT_030
IMPORTANT_031	IMPORTANT_031
IMPORTANT_032	IMPORTANT_032
IMPORTANT_033	IMPORTANT_033
IMPORTANT_034	IMPORTANT_034
IMPORTANT_035	IMPORTANT_035
IMPORTANT_036	IMPORTANT_036
IMPORTANT_037	IMPORTANT_037
IMPORTANT_038	IMPORTANT_038
IMPORTANT_039	IMPORTANT_039
IMPORTANT_040	IMPORTANT_040
IMPORTANT_041	IMPORTANT_041
IMPORTANT_042	IMPORTANT_042
IMPORTANT_043	IMPORTANT_043
IMPORTANT_044	IMPORTANT_044
IMPORTANT_045	IMPORTANT_045
IMPORTANT_046	IMPORTANT_046
IMPORTANT_047	IMPORTANT_047
IMPORTANT_048	IMPORTANT_048
IMPORTANT_049	IMPORTANT_049
IMPORTANT_050	IMPORTANT_050
IMPORTANT_051	IMPORTANT_051
IMPORTANT_052	IMPORTANT_052
IMPORTANT_053	IMPORTANT_053
IMPORTANT_054	IMPORTANT_054
IMPORTANT_055	IMPORTANT_055
IMPORTANT_056	IMPORTANT_056
IMPORTANT_057	IMPORTANT_057
IMPORTANT_058	IMPORTANT_058
IMPORTANT_059	IMPORTANT_059
IMPORTANT_060	IMPORTANT_060
IMPORTANT_061	IMPORTANT_061
IMPORTANT_062	IMPORTANT_062
IMPORTANT_063	IMPORTANT_063
IMPORTANT_064	IMPORTANT_064
IMPORTANT_065	IMPORTANT_065
IMPORTANT_066	IMPORTANT_066
IMPORTANT_067	IMPORTANT_067
IMPORTANT_068	IMPORTANT_068
IMPORTANT_069	IMPORTANT_069
IMPORTANT_070	IMPORTANT_070
IMPORTANT_071	IMPORTANT_071
IMPORTANT_072	IMPORTANT_072
IMPORTANT_073	IMPORTANT_073
IMPORTANT_074	IMPORTANT_074
IMPORTANT_075	IMPORTANT_075
IMPORTANT_076	IMPORTANT_076
IMPORTANT_077	IMPORTANT_077
IMPORTANT_078	IMPORTANT_078
IMPORTANT_079	IMPORTANT_079
IMPORTANT_080	IMPORTANT_080
IMPORTANT_081	IMPORTANT_081
IMPORTANT_082	IMPORTANT_082
IMPORTANT_083	IMPORTANT_083
IMPORTANT_084	IMPORTANT_084
IMPORTANT_085	IMPORTANT_085
IMPORTANT_086	IMPORTANT_086
IMPORTANT_087	IMPORTANT_087
IMPORTANT_088	IMPORTANT_088
IMPORTANT_089	IMPORTANT_089
IMPORTANT_090	IMPORTANT_090
IMPORTANT_091	IMPORTANT_091
IMPORTANT_092	IMPORTANT_092
IMPORTANT_093	IMPORTANT_093
IMPORTANT_094	IMPORTANT_094
IMPORTANT_095	IMPORTANT_095
IMPORTANT_096	IMPORTANT_096
IMPORTANT_097	IMPORTANT_097
IMPORTANT_098	IMPORTANT_098
IMPORTANT_099	IMPORTANT_099
IMPORTANT_100	IMPORTANT_100
Jatayu Egg	A large egg roughly the size of a human head. It is quite heavy.
Mandrake Root	A root of a Mandrake. A rare medicinal ingredient with various efficacies.
Giant Bird's Feather	A feather from a Thunderbird. It feels like soft metal, and emits electricity.
Shikigami Talisman	One of the talismans that makes up the body of a Shiki-Ouji. It was supposedly written by a renowned onmyoji long ago.
Mothman Capture Pot	A mysterious pot that can capture demons. It's said to have been made by a blind human 30 years ago.
Kumbhanda's Bottle	A large bottle that drains life from humans. Kumbhanda wants you to deliver it to Succubus.
Incubus's Letter	A love letter written by a hopelessly romantic demon. It is illegible due to either bad handwriting or the demonic script.
Frozen King Salmon	A slice of king salmon that is still barely edible, thanks to a King Frost that was keeping it frozen.
Kunitsu Keystone	A godly stone that could very well be used as a divine housing shrine. The Kunitsu Oyamatsumi's power is held within.
Gibbon Guitar	A high-end model of the Paul-Les series known as the Black Widow. Its black sheen gives it a touch of class.
Large Model Kit	A large model kit. The name of a flower has been printed on the packaging along with the words \"Test Model 3.\"
TV-Game Combination	A monitor shaped like a magatama with a game console built inside.
Horn of Plenty	The horn of a Holy demon. Bursting with power, it is said to symbolize abundance.
Diamond	An iridescent jewel that is thought to have lined the storefronts of jewelry stores before the great destruction.
Garnet	A beaming red jewel that is thought to have lined the storefronts of jewelry stores before the great destruction.
Aquamarine	A light blue, shimmering jewel that is thought to have lined the storefronts of jewelry stores before the great destruction.
Dragon Scale	An extremely hard scale. Said to be from a powerful dragon.
Girimekhala's Head	The head of Girimekhala. This will supposedly be made into a watering can.
Lord's Sword	A legendary sword said to have been held by a great emperor.
Winged Sun Crest	A symbol of the sun god's power. It is also one of the sun god's eyes, having been removed at some point in time.
Angel Ring	A ring that is said to hold the power of a seraph-class archangel. It seems to have lost its power at this time.
Seed of Life	A mysterious seed given only to those who have been acknowledged by Sophia.
Inugami Head	A head of the Beast Inugami. A powerful grudge restlessly stirs within.
Bicorn Horn	A horn of the Wilder Bicorn. It is supposedly used to make a form of hexing medicine.
Horus's Head	The head of a former sun god. The eyes appear to have been gouged out by someone.
Dark Contract	A contract written in an unknown script. It holds the power of the Tyrant Mephisto.
Magnetite Powder	Makeup that is applied around one's eyes. It holds the power of the Femme Cleopatra.
Menorah of Knowledge	A Menorah given by Sophia. It represents the hidden sefirah.
Menorah of Foundation	A Menorah obtained from Matador. It represents the ninth sefirah.
Menorah of Eternity	A Menorah obtained from Daisoujou. It represents the seventh sefirah.
Menorah of Dignity	A Menorah obtained from Hell Biker. It represents the eighth sefirah.
Menorah of Compassion	A Menorah obtained from White Rider. It represents the fourth sefirah.
Menorah of Insight	A Menorah obtained from Red Rider. It represents the third sefirah.
Menorah of Wisdom	A Menorah obtained from Black Rider. It represents the second sefirah.
Menorah of Majesty	A Menorah obtained from Pale Rider. It represents the first sefirah.
Menorah of Beauty	A Menorah obtained from Mother Harlot. It represents the sixth sefirah.
Menorah of Glory	A Menorah obtained from Trumpeter. It represents the fifth sefirah.
Menorah of Sovereignty	A Menorah obtained from Demi-fiend. It represents the tenth sefirah.
Student Handbook	A pocket book for students of Jouin High School. The name \"<pc_full_retain>\" is inside.
Sake and Dango Medley	Food that the traveling Preta handed to you. A medley of inedible things have been mixed in.
Fiendish Sash	Proof of having overcome a terribly arduous trial.
IMPORTANT_142	IMPORTANT_142
IMPORTANT_143	IMPORTANT_143
IMPORTANT_144	IMPORTANT_144
IMPORTANT_145	IMPORTANT_145
IMPORTANT_146	IMPORTANT_146
IMPORTANT_147	IMPORTANT_147
IMPORTANT_148	IMPORTANT_148
IMPORTANT_149	IMPORTANT_149
IMPORTANT_150	IMPORTANT_150
Haunt Talisman	Allows you to use the Haunt Magatsuhi skill Twilight Wave.
Raptor Talisman	Allows you to use the Raptor Magatsuhi skill Accursed Poison.
Herald Talisman	Allows you to use the Herald Magatsuhi skill Shield of God.
Megami Talisman	Allows you to use the Megami Magatsuhi skill Eternal Prayer.
Avian Talisman	Allows you to use the Avian Magatsuhi skill Accursed Poison.
Divine Talisman	Allows you to use the Divine Magatsuhi skill Sea of Stars.
Yoma Talisman	Allows you to use the Yoma Magatsuhi skill Omagatoki: Potential.
Vile Talisman	Allows you to use the Vile Magatsuhi skill Impaler's Glory.
Deity Talisman	Allows you to use the Diety Magatsuhi skill Omagatoki: Charge.
Wargod Talisman	Allows you to use the Wargod Magatsuhi skill Freikugel EX.
Avatar Talisman	Allows you to use the Avatar Magatsuhi skill Omagatoki: Hit.
Holy Talisman	Allows you to use the Holy Magatsuhi skill Omagatoki: Hit.
Genma Talisman	Allows you to use the Genma Magatsuhi skill Omagatoki: Luck.
Element Talisman	Allows you to use the Element Magatsuhi skill Omagatoki: Luck.
Fairy Talisman	Allows you to use the Fairy Magatsuhi skill Fairy Banquet.
Beast Talisman	Allows you to use the Beast Magatsuhi skill Omagatoki: Adversity.
Jirae Talisman	Allows you to use the Jirae Magatsuhi skill Omagatoki: Sincerity.
Fiend Talisman	Allows you to use the Fiend Magatsuhi skill Freikugel EX.
Jaki Talisman	Allows you to use the Jaki Magatsuhi skill Rasetsu Feast.
Wilder Talisman	Allows you to use the Wilder Magatsuhi skill Twilight Wave.
Fury Talisman	Allows you to use the Fury Magatsuhi skill Expand: Impaler's Animus.
Lady Talisman	Allows you to use the Lady Magatsuhi skill Waters of Youth.
Dragon Talisman	Allows you to use the Dragon Magatsuhi skill Omagatoki: Dance.
Kishin Talisman	Allows you to use the Kishin Magatsuhi skill Omagatoki: Pierce.
Kunitsu Talisman	Allows you to use the Kunitsu Magatsuhi skill Dekajaon.
Femme Talisman	Allows you to use the Femme Magatsuhi skill Omagatoki: Free.
Brute Talisman	Allows you to use the Brute Magatsuhi skill Expand: Critical Aura.
Fallen Talisman	Allows you to use the Fallen Magatsuhi skill Omagatoki: Doubler.
Night Talisman	Allows you to use the Night Magatsuhi skill Soul Drain.
Snake Talisman	Allows you to use the Snake Magatsuhi skill Omagatoki: Dance.
Tyrant Talisman	Allows you to use the Tyrant Magatsuhi skill Omagatoki: Savage.
Drake Talisman	Allows you to use the Drake Magatsuhi skill Big Bang.
Foul Talisman	Allows you to use the Foul Magatsuhi skill Omagatoki: Potential.
IMPORTANT_184	IMPORTANT_184
IMPORTANT_185	IMPORTANT_185
IMPORTANT_186	IMPORTANT_186
IMPORTANT_187	IMPORTANT_187
IMPORTANT_188	IMPORTANT_188
IMPORTANT_189	IMPORTANT_189
IMPORTANT_190	IMPORTANT_190
IMPORTANT_191	IMPORTANT_191
IMPORTANT_192	IMPORTANT_192
IMPORTANT_193	IMPORTANT_193
IMPORTANT_194	IMPORTANT_194
IMPORTANT_195	IMPORTANT_195
IMPORTANT_196	IMPORTANT_196
IMPORTANT_197	IMPORTANT_197
IMPORTANT_198	IMPORTANT_198
IMPORTANT_199	IMPORTANT_199
IMPORTANT_200	IMPORTANT_200
