pacID	tboxID	probability
952	927	5
952	929	5
952	931	5
952	933	5
952	935	5
952	937	5
952	996	4
952	941	6
952	486	5
952	490	5
952	494	5
952	498	5
952	492	5
953	525	8
953	534	4
953	546	5
953	1186	13
953	1185	12
953	811	2
953	836	12
953	837	5
953	855	10
953	859	10
953	863	10
953	968	9
954	2	100
955	2	100
956	2	100
957	2	100
958	2	100
959	2	100
960	300	100
961	301	100
962	302	100
963	303	100
964	304	100
965	305	100
966	306	100
967	307	100
968	308	100
969	309	100
970	310	100
971	311	100
972	312	100
973	313	100
974	314	100
975	315	100
976	316	100
977	317	100
978	318	100
979	319	100
980	320	100
981	321	100
982	322	100
983	323	100
984	324	100
985	325	100
986	326	100
987	327	100
988	328	100
989	329	100
990	330	100
991	331	100
992	332	100
993	333	100
994	334	100
995	335	100
996	1262	100
997	1267	100
998	1238	100
999	1239	100
1000	1220	100
1001	336	100
1002	337	100
1003	534	100
1004	42	100
1005	2	100
1006	2	100
1007	2	100
1008	2	100
1009	2	100
1010	2	100
1011	2	100
1012	2	100
1013	2	100
1014	2	100
1015	2	100
1016	2	100
1017	2	100
1018	2	100
1019	2	100
1020	2	100
1021	2	100
1022	2	100
1100	672	35
1100	678	35
1100	674	20
1100	675	10
1101	672	25
1101	678	25
1101	674	20
1101	675	5
1101	680	10
1101	682	15
1102	672	30
1102	675	30
1102	680	20
1102	681	5
1102	682	15
1103	678	30
1103	675	30
1103	680	20
1103	681	5
1103	682	15
1104	672	25
1104	675	25
1104	681	20
1104	682	15
1104	683	5
1104	688	10
1105	678	25
1105	675	25
1105	681	20
1105	682	15
1105	683	5
1105	688	10
1106	675	30
1106	689	20
1106	690	5
1106	683	20
1106	684	15
1106	691	10
1107	681	30
1107	689	20
1107	690	5
1107	683	20
1107	684	15
1107	691	10
1108	675	25
1108	690	25
1108	692	20
1108	693	5
1108	684	10
1108	685	5
1108	694	10
1109	681	25
1109	690	25
1109	692	20
1109	693	5
1109	684	10
1109	685	5
1109	694	10
1110	690	25
1110	693	20
1110	695	20
1110	696	5
1110	684	15
1110	685	10
1110	697	5
1111	693	25
1111	690	20
1111	695	20
1111	696	5
1111	684	15
1111	685	10
1111	697	5
1112	690	25
1112	696	25
1112	685	20
1112	686	10
1112	697	15
1112	1260	5
1113	693	25
1113	696	25
1113	685	20
1113	686	10
1113	697	15
1113	1260	5
1114	690	20
1114	696	20
1114	698	20
1114	699	5
1114	1260	10
1114	1261	5
1114	686	10
1114	1266	10
1115	693	20
1115	696	20
1115	698	20
1115	699	5
1115	1260	10
1115	1261	5
1115	686	10
1115	1266	10
1116	698	20
1116	699	10
1116	1261	20
1116	1262	10
1116	686	15
1116	687	10
1116	1266	10
1116	1267	5
1117	1262	15
1117	1268	10
1117	699	15
1117	1273	10
1117	1279	30
1117	1281	20
1200	2	30
1200	2	5
1200	2	30
1200	2	5
1200	2	25
1200	2	5
1201	1210	25
1201	1211	5
1201	1224	25
1201	1225	5
1201	1214	25
1201	1215	5
1201	1216	10
1202	1210	15
1202	1211	5
1202	1224	15
1202	1225	5
1202	1214	15
1202	1215	5
1202	1216	20
1202	1217	10
1202	1222	10
1203	1212	15
1203	1213	5
1203	1226	15
1203	1227	5
1203	1228	15
1203	1229	5
1203	1216	15
1203	1222	20
1203	1223	5
1204	1212	25
1204	1213	5
1204	1226	25
1204	1227	5
1204	1228	25
1204	1229	5
1204	1236	10
1205	1230	20
1205	1231	5
1205	1232	20
1205	1233	5
1205	1234	20
1205	1235	5
1205	1236	20
1205	1237	5
1206	1230	20
1206	1231	5
1206	1232	20
1206	1233	5
1206	1234	20
1206	1235	5
1206	1236	15
1206	1218	10
1207	1230	15
1207	1231	5
1207	1232	15
1207	1233	5
1207	1234	15
1207	1235	5
1207	1218	20
1207	1219	6
1207	1238	7
1207	1239	7
1208	1230	10
1208	1231	5
1208	1232	10
1208	1233	5
1208	1234	10
1208	1235	5
1208	1218	15
1208	1219	10
1208	1238	12
1208	1239	12
1208	1220	6
