en	desc
Light Block	Nullifies a Light attack against <skill_tgt> once for 1 turn.
Dark Block	Nullifies a Dark attack against <skill_tgt> once for 1 turn.
Freikugel B	Severe Strength-based <skill_elm 0> attack to <skill_tgt>. High chance of Critical.
Gaea Rage A	Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and pierces through.
Javelin Rain	(Nahobino) Severe <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Deadly Fury	(Nahobino) Medium <skill_elm 0> attack to <skill_tgt>. Always lands Critical hits.
Chaotic Will A	Chance of instakill to <skill_tgt>. Foe’s Press Icons will be halved next turn.
375	375
376	376
377	377
Madness Glint	(Unique) <skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. Chance of inflicting <skill_bst 1>.
Panta Spane	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Lowers target's Attack/Defense by 1 rank for 3 turns.
Magatsuhi Harvest	380
Dia C	Slight HP recovery to <skill_tgt>.
Diarama C	Moderate HP recovery to <skill_tgt>.
Media C	Slight HP recovery to <skill_tgt>.
Mediarama C	Moderate HP recovery to <skill_tgt>.
Dia D	Slight HP recovery to <skill_tgt>.
Diarama D	Moderate HP recovery to <skill_tgt>.
387	387
Violent Rage	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Pandemonic Crush	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Lowers target's Defense by 1 rank for 3 turns.
Evil Gleam	Chance of inflicting <skill_bst 0> to <skill_tgt>.
391	391
Sonic Boom	Medium <skill_elm 0> attack to <skill_tgt>.
393	393
Gaea Rage	(Nahobino) Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and pierces through.
Chaotic Will	(Nahobino) Chance of instakill to <skill_tgt>. Foe’s Press Icons will be halved next turn.
396	396
Javelin Rain B	Severe <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Deadly Fury B	Medium <skill_elm 0> attack to <skill_tgt>. Always lands Critical hit.
399	399
400	400
Resist Phys	Strengthens resistance to Physical skills.
Null Phys	Nullifies Physical skills.
Drain Phys	Absorbs damage from Physical skills.
Repel Phys	Reflects Physical skills.
Resist Fire	Strengthens resistence to Fire skills.
Null Fire	Nullifies Fire skills.
Drain Fire	Absorbs damage from Fire skills.
Repel Fire	Reflects Fire skills.
Resist Ice	Strengthens resistance to Ice skills.
Null Ice	Nullifies Ice skills.
Drain Ice	Absorbs damage from Ice skills.
Repel Ice	Reflects Ice skills.
Resist Elec	Strengthens resistance to Electric skills.
Null Elec	Nullifies Electric skills.
Drain Elec	Absorbs damage from Electric skills.
Repel Elec	Reflects Electric skills.
Resist Force	Strengthens resistance to Force skills.
Null Force	Nullifies Force skills.
Drain Force	Absorbs damage from Force skills.
Repel Force	Reflects Force skills.
Resist Dark	Strengthens resistance to Dark skills.
Null Dark	Nullifies Dark skills.
Drain Dark	Absorbs damage from Dark skills.
Repel Dark	Reflects Dark skills.
Resist Light	Strengthens resistance to Light skills.
Null Light	Nullifies Light skills.
Drain Light	Absorbs damage from Light skills.
Repel Light	Reflects Light skills.
Light Life Aid	Recover a little HP after a battle.
Life Aid	Recover HP after a battle.
Light Mana Aid	Recover a little MP after a battle.
Mana Aid	Recover MP after a battle.
433	433
Counter	Chance to counter Strength-based attacks with a weak Phys attack.
Retaliate	Chance to counter Strength-based attacks with a medium Phys attack. Does not stack with Counter.
Heavenly Counter	(Unique) Chance to counter Strength-based attacks with a weak Dark attack. Lowers target's Attack 1 rank for 3 turns.
Life Spring	Increases MAX HP.
Great Life Spring	Greatly increases MAX HP.
Mana Spring	Increases MAX MP.
Great Mana Spring	Greatly increases MAX MP.
Curse Siphon	Low MP recovery when inflicting status ailments.
Great Curse Siphon	MP recovery when inflicting status ailments.
Endure	Endures lethal attack with 1 HP once in battle.
Enduring Soul	Endures lethal attack and fully heals HP once in battle.
445	445
446	446
Critical Zealot	Increases Critical damage, but normal damages decreases.
448	448
449	449
450	450
451	Enemy's Press Icon doesn't blink even if foe's attack hits weakness/is a Critical hit.
452	452
453	453
454	454
455	455
456	456
457	457
458	458
459	459
460	460
461	461
462	462
463	463
Restore	Low MP recovery when you strike a foe's weakness or land a Critical.
High Restore	MP recovery when you strike a foe's weakness or land a Critical.
466	466
467	467
Boon Boost	Your -kaja/-nda skills last 1 extra turn.
Boon Boost EX	Your -kaja/-nda skills last 2 extra turns.
Poison Adept	Increases effects of Poison.
Poison Master	Greatly increases effects of Poison.
Safeguard	Being Evaded/Nulled/Drained/Repelled doesn't add Press Icons.
473	473
Hellish Mask	Decreases chance of instakill and being afflicted with ailments.
Abyssal Mask	Greatly decreases chance of instakill and being afflicted with ailments.
476	476
Inspiring Leader	(Demon) EXP earned increases when the demon's Lv is lower than the Nahobino.
Beast Eye	Increases Accuracy.
Dragon Eye	Greatly increases Accuracy.
Bloody Glee	Increases Critical Rate.
Murderous Glee	Greatly increases Critical Rate.
482	482
483	483
484	484
485	485
486	486
487	487
488	488
Phys Pleroma	Increases Physical attack damages.
High Phys Pleroma	Greatly increases Physical attack damage.
Fire Pleroma	Increases Fire attack damage.
High Fire Pleroma	Greatly increases Fire attack damage.
Ice Pleroma	Increases Ice attack damage.
High Ice Pleroma	Greatly increases Ice attack damage.
Elec Pleroma	Increases Electric attack damage.
High Elec Pleroma	Greatly increases Electric attack damage.
Force Pleroma	Increases Force attack damage.
High Force Pleroma	Greatly increases Force attack damage.
Heal Pleroma	Increases Healing magic effects.
High Heal Pleroma	Greatly increases Healing magic effects.
Dark Pleroma	Increases Dark attack damage.
High Dark Pleroma	Greatly increases Dark attack damage.
Light Pleroma	Increases Light attack damage.
High Light Pleroma	Greatly increases Light attack damage.
Almighty Pleroma	Increases Almighty attack damage.
High Almighty Pleroma	Greatly increases Almighty attack damage.
507	507
508	508
509	509
510	510
Lightning Pulse A	Counterattacks with medium Electric attack when a Thunder Bit is defeated.
512	512
513	513
514	514
515	515
516	516
517	517
518	518
519	519
520	520
521	521
522	522
523	523
524	524
525	525
526	526
527	527
528	528
529	529
530	530
531	531
532	532
533	533
534	534
535	535
536	536
537	537
538	538
539	539
540	540
541	541
542	542
543	543
544	544
545	545
546	546
547	547
548	548
549	549
550	550
