en	desc
Alice's Essence	Mostly Dark attack/ailment/passive skills. Strong against Dark.
Hell Biker's Essence	Attack/passive skills. Strong against Fire/Force.
Daisoujou's Essence	Attack/ailment/passive skills. Strong against Light/Dark.
Pale Rider's Essence	Mostly ailment skills. Strong against Ice/Poison/Mirage.
Matador's Essence	Mostly passive skills; some attack/support as well. Strong against Force.
Aogami Type-1 Essence	Attack/support skills. Attack skills for Nahobino only. Strong against Electric.
Aogami Type-2 Essence	Ailment/recovery skills. Recovery skills for Nahobino only. Strong against Electric.
Aogami Type-3 Essence	Attack/passive skills. One attack skill for Nahobino only. Strong against Electric.
Aogami Type-4 Essence	Attack/recovery skills. Attack skills for Nahobino only. Strong against Electric.
Aogami Type-5 Essence	Attack/support/passive skills. Support skills for Nahobino only. Strong against Electric.
Aogami Type-6 Essence	Attack/recovery/passive/special skills. Attack skills for Nahobino only. Strong against Electric.
Aogami Type-7 Essence	Attack/support/passive skills. Attack skills for Nahobino only. Strong against Electric.
Aogami Type-8 Essence	Attack/ailment/passive skills. Attack skills for Nahobino only. Strong against Electric.
Aogami Type-9 Essence	Attack/support/passive skills. One attack skill for Nahobino only. Strong against Electric.
Aogami Type-10 Essence	Recovery/passive skills. One recovery skill for Nahobino only. Strong against Electric.
Aogami Type-0 Essence	Attack/passive skills. One attack skill for Nahobino only. Strong against Electric.
Demi-fiend's Essence	Mostly Nahobino-only skills. Strong against all affinities and all ailments.
Aogami Type-A Essence	Support/passive skills. One skill for Nahobino only. Strong against Electric.
Aogami Type-B Essence	Support/passive skills. One skill for Nahobino only. Strong against Electric.
Aogami Type-C Essence	Physical attack/support skills. One passive skill for Nahobino only. Strong against Electric.
Aogami Type-D Essence	Almighty attack/support skills. One passive skill for Nahobino only. Strong against Electric.
Satan's Essence	Mostly attack skills; some passive as well. Strong against Fire/Light/Dark.
Lucifer's Essence	Mostly attack skills; some recovery as well. Strong against Ice/Elec/Dark/Sleep/Confuse/Charm.
Dagda's Essence	Mostly attack skills. Slightly strong against Phys/Fire/Ice/Elec/Force.
Kresnik's Essence	Mostly attack skills; some passive as well. Strong against Light.
Anansi's Essence	Attack/ailment/support/passive skills. Strong against Ice.
Dis's Essence	Mostly support skills; some recovery as well. Strong against Seal.
Efreet's Essence	Mostly Fire attack/support/passive skills. Strong against Fire.
Nahobeeho's Essence	Mostly attack skills; some support/passive as well. Strong against Ice/Elec.
Vritra's Essence	Mostly attack skills; some support/passive as well. Strong against Elec.
Nyami Nyami's Essence	All attack skills, mostly Ice. Strong against Ice.
Nozuchi's Essence	Attack/support/passive skills. Slightly strong against Physical.
Vouivre's Essence	Mostly ailment skills; some attack/passive as well. Strong against Poison.
Zhu Tun She's Essence	Attack/ailment/support skills. Strong against Poison.
Samael's Essence	Attack/recovery/ailment/passive skills. Strong against Light/Dark/Poison/Mirage.
Xiezhai's Essence	All attack skills, mostly Physical. Strong against Ice/Light.
Senri's Essence	Attack/ailment/recovery/passive skills. Strong against Light/Charm.
Unicorn's Essence	Mostly recovery skills; some attack/support as well. Strong against Light.
Dormarth's Essence	Mostly Physical attack skills. Strong against Dark.
Glasya-Labolas's Essence	Attack/passive skills. Strong against Force/Dark/Mirage.
Fenrir's Essence	Mostly attack skills; some support/passive as well. Strong against Ice.
Peallaidh's Essence	Attack/ailment/support skills. Slightly strong against Ice/Dark.
Mad Gasser's Essence	Mostly support/passive skills. Strong against Dark/Poison/Sleep/Mirage.
Turbo Granny's Essence	Mostly attack skills; some support/special as well. Strong against Dark.
Nezha Taizi's Essence	Mostly attack skills; some support/passive as well. Slightly strong against Fire/Force.
Masakado's Essence	Mostly attack skills; some passive as well. Strong against Light/Dark.
Saturnus's Essence	Mostly attack skills; some passive as well. Strong against Fire/Light.
Tzitzimitl's 's Essence	Mostly attack skills. Strong against Light/Dark/Seal.
Mastema's Essence	Mostly attack skills; some passive as well. Strong against Ice/Force/Light.
Armaiti's Essence	Attack/recovery/support/passive skills. Strong against Light/Dark.
Cherub's Essence	Mostly attack skills; some passive as well. Strong against Force.
Halphas's Essence	Mostly ailment skills; some attack as well. Slightly strong against/Light/Dark.
Azazel's Essence	Mostly attack skills; some recovery/passive as well. Strong against Fire/Force.
Gurulu's Essence	Mostly attack skills; some ailment as well. Strong against Force.
Karasu Tengu's Essence	Mostly attack skills; some support/passive as well. Slightly strong against Force/Light.
Gremlin's Essence	Attack/ailment skills. Slightly strong against Ice/Elec.
Gogmagog's Essence	Mostly Physical attack skills; some support/passive as well. Strong against Phys/Ice.
Kudlak's Essence	Mostly attack skills; some ailment/passive as well. Strong against Dark.
Hare of Inaba's Essence	Mostly passive skills. Strong against Light/Dark.
Kinmamon's Essence	Attack/recovery/passive skills. Strong against Fire/Light/Dark.
Onyankopon's Essence	Mostly support skills; some recovery as well. Strong against Fire/Elec/Light.
Amabie's Essence	Mostly recovery skills; some support/passive as well. Strong against Ice.
Lilith's Essence	Mostly attack skills; some support/passive as well. Strong against Force.
Agrat's Essence	Mostly attack skills; some recovery/passive as well. Strong against Ice.
Naamah's Essence	Attack/ailment/support/passive skills. Strong against Dark/Confusion/Charm.
Eisheth's Essence	Mostly Physical attack skills; some passive as well. Strong against Fire/Dark.
Konohana Sakuya's Essence	Attack/recovery/support/passive skills. Strong against Fire/Force.
Tsukuyomi's Essence Base	Attack/ailment/passive skills. 2 skills for Nahobino only. Strong against Ice/Light/Seal.
Tsukuyomi's Essence Median	Attack/support/passive skills. 3 skills for Nahobino only. Strong against Ice/Light/Seal.
Tsukuyomi's Essence Ultimus	Attack/support/passive skills. 2 skills for Nahobino only. Strong against Ice/Light/Seal.
Tao's Essence	Attack/recovery/support/passive skills. Strong against Light/Charm.
Yoko's Essence	Attack/recovery/support/passive skills. Strong against Dark/Seal.
UTSUSEMI_301	UTSUSEMI_301
UTSUSEMI_302	UTSUSEMI_302
UTSUSEMI_303	UTSUSEMI_303
UTSUSEMI_304	UTSUSEMI_304
UTSUSEMI_305	UTSUSEMI_305
Fortune	A small fortune neatly folded up tight. Though it cannot be read, there's a chance something good may be written on it.
Soda	A can filled to the brim with a mysterious liquid. It smells dangerous at first, but quickly becomes rather enticing.
Melted Doll	A figurine that has melted due to the harsh environment. It's stuck to the bottom of the capsule and can't be pulled out.
Cloth Mask	A disposable cloth mask. Seeing as both sides are covered in sand, it would actually be quite dangerous to use now.
Cartridge Game Console	A popular video game console from back in the day. The cartridge slot is filled with sand, so it probably won't work.
Shabby Building Material	A piece of worn-out building material. It's chipped all over and, at the right angle, even resembles a human arm.
Hexagram Trading Card	A card with a hexagram drawn on the back. The front shows a young man with an odd machine attached to his left arm.
Can of Jelly	A can filled to the brim with jelly. The more you shake it, the more the jelly gets broken up, making it easier to drink.
Anime Paperweight	A paperweight with the picture of a once popular anime character. Clear off some rust, and it should be good as new.
Simple Undershirt	A shirt meant to be worn under one's clothes. Since it's full of holes, it might better serve as a dustcloth or two.
Segata III Game Console	A popular video game console from back in the day. Seeing as it's packed with sand, it doesn't seem like it'd work at all.
Mouse Mummy	A mummy of a mouse that must've lived somewhere in the city. It will likely break with little force, due to poor preservation.
Telephone Card	A magnetic card once used to make calls. A lovely picture graces the front, and it seems to have expired 18 years ago.
Can of Oden	A can filled with oden, a Japanese hotpot dish. A plastic toothpick on the lid allows for immediate consumption.
Electronic Music Box	A machine that plays beautiful music with the press of a button. There are others of various shapes, buttons, and music.
School Swimsuit	A swimsuit issued for PE class. Given its shape and material, it was likely used for some form of water exercise.
Tablet Game Console	A popular game console from way back. It includes a disc tray and two rectangular holes, possibly for cartridges.
Crow Mummy	A mummified crow that looks as if it could fly away any moment. Seems they come in a variety of beaks and heads.
Hologram Trading Card	A card with a hologram processed on its front side. Most likely a rare item. A hexagram is drawn on the back.
Time Capsule	A tin can filled with someone's memories. Perhaps it's best to leave this be.
Balloon Value Pack	A box filled with rubber balloons. There's an expiration date printed on the side of the box.
Antique Shirt	A shirt from long ago that was never worn. It's fairly clean and, despite being 18 years old, has yet to go out of style.
Game Console with Handle	A popular game console from way back. Though left to the elements, it's so sturdy that it can still be powered on.
Mysterious Mummy	A mummy of an indistinguishable organism. It'd be best not to think about what it will be used for after you sell it.
Black Tape Set	A thin box with two rolls of black tape. There doesn't seem to be a place to grab the tape.
Ripped Manga	A manga that is ripped up here and there. It is about a one-armed young man traveling through the netherworld.
High-Capacity Bottle	A PET bottle capable of holding a great amount. The liquid inside has an eerie glow to it.
Vinyl Umbrella	A tool used to defend against rain. It cannot protect you from the hardships of life, however.
Powder Box	A box with a strange powder spilling out from the cracks. There are several types, but they all smell good.
Bottle Container	A box meant for cans and bottles. It was designed to be stackable.
Radio-yaki	A box loaded with some kind of spherical food. A few of the balls have cooked stingray inside.
Rubber Duck	A duck doll that floats in water. It is prized by collectors all over.
Old Newspaper	An 18-year-old newspaper. Useful for wrapping fragile items and wiping windows.
Old Magazine	An 18-year-old occult magazine full of articles on the supernatural.
Novel	A travel-sized book about a demon's struggle to enter paradise.
Sealed Magazine	A magazine wrapped in plastic. It's probably worth more if left as is.
Cardboard Cap Bottle	A bottle sealed with cardboard. Opening it releases a sweet and sour scent.
Marble Bottle	A bottle plugged up with a marble. How one goes about opening it is unknown.
Maid Costume	An apron dress with cute frills. The skirt is short, making it easy to move around.
Golden Triangle	A yellow rock-like object cut into a triangle. It is coated with honey.
Golden Apple	Fruit of the gods under the care of the goddess Idun. It holds a strong life force within.
Akiha-Gongen Talisman	A talisman that grants protection from fire with the name Akiha-Gongen written across it.
Key of Austerity	A key that represents one of the pillars of the Empyrean. It symbolizes the austerity a king must cast upon himself.
Key of Benevolence	A key that represents one of the pillars of the Empyrean. It symbolizes the deep benevolence a king must have for others.
Key of Harmony	A key that represents one of the pillars of the Empyrean. It symbolizes the harmony a king must create.
Angel Feather	A large black feather which can be used to summon Archangel Mastema. It looks as if it was plucked from the wings of a crow.
IMPORTANT_007	IMPORTANT_007
IMPORTANT_008	IMPORTANT_008
IMPORTANT_009	IMPORTANT_009
IMPORTANT_010	IMPORTANT_010
IMPORTANT_011	IMPORTANT_011
IMPORTANT_012	IMPORTANT_012
IMPORTANT_013	IMPORTANT_013
IMPORTANT_014	IMPORTANT_014
IMPORTANT_015	IMPORTANT_015
IMPORTANT_016	IMPORTANT_016
IMPORTANT_017	IMPORTANT_017
IMPORTANT_018	IMPORTANT_018
IMPORTANT_019	IMPORTANT_019
IMPORTANT_020	IMPORTANT_020
IMPORTANT_021	IMPORTANT_021
IMPORTANT_022	IMPORTANT_022
IMPORTANT_023	IMPORTANT_023
IMPORTANT_024	IMPORTANT_024
IMPORTANT_025	IMPORTANT_025
IMPORTANT_026	IMPORTANT_026
IMPORTANT_027	IMPORTANT_027
IMPORTANT_028	IMPORTANT_028
IMPORTANT_029	IMPORTANT_029
IMPORTANT_030	IMPORTANT_030
IMPORTANT_031	IMPORTANT_031
IMPORTANT_032	IMPORTANT_032
IMPORTANT_033	IMPORTANT_033
IMPORTANT_034	IMPORTANT_034
IMPORTANT_035	IMPORTANT_035
IMPORTANT_036	IMPORTANT_036
IMPORTANT_037	IMPORTANT_037
IMPORTANT_038	IMPORTANT_038
IMPORTANT_039	IMPORTANT_039
IMPORTANT_040	IMPORTANT_040
IMPORTANT_041	IMPORTANT_041
IMPORTANT_042	IMPORTANT_042
IMPORTANT_043	IMPORTANT_043
IMPORTANT_044	IMPORTANT_044
IMPORTANT_045	IMPORTANT_045
IMPORTANT_046	IMPORTANT_046
IMPORTANT_047	IMPORTANT_047
IMPORTANT_048	IMPORTANT_048
IMPORTANT_049	IMPORTANT_049
IMPORTANT_050	IMPORTANT_050
Grimalkin Periapt	Enables the Magatsuhi Skill Feline Flurry when the 3 proud cat demons are brought together.
Children of Echidna Periapt	Enables the Magatsuhi Skill Immolating Breath when the 4 children of Echidna are brought together.
Mischievous Mascot Periapt	Enables the Magatsuhi Skill Frost Storm when the 3 carefree frost spirits are brought together.
Asgardian Kin Periapt	Enables the Magatsuhi Skill Calamitous Thunder when the father and son of Asgard are brought together.
Shadow Warrior Periapt	Enables the Magatsuhi Skill Raging Whirlwind when the master and student of the Land of Shadows are brought together.
Exalted Seraphim Periapt	Enables the Magatsuhi Skill Holy Wrath when the four seraphim are brought together.
Macabre Family Periapt	Enables the Magatsuhi Skill Diabolical Deluge when the deadly little girl, the Red Count, and the Black Baron are brought together.
Siblings of Olympus Periapt	Enables the Magatsuhi Skill Harvest Festival when the ruler of Olympus and his sister are brought together.
Cardinal Deity Periapt	Enables the Magatsuhi Skill Omagatoki: Exploit when the Four Auspicious Beasts are brought together.
Elemental Oni Periapt	Enables the Magatsuhi Skill Oni Formation when the four great oni of legend are brought together.
Heavenly Kings' Periapt	Enables the Magatsuhi Skill Four Heavenly Edicts when the Four Heavenly Kings are brought together.
Pixie Periapt	Enables the Magatsuhi Skill Fairies' Game when two pixies are brought together.
Amorphous Periapt	Enables the Magatsuhi Skill Bouncy Body when two viscous demons are brought together.
Servants of Heaven Periapt	Enables the Magatsuhi Skill Guardian Angels when two holy servants are brought together.
Twinned Throne Periapt	Enables the Magatsuhi Skill Omagatoki: Bounty when the twin archangels of heaven are brought together.
Seeds of Dana Periapt	Enables the Magatsuhi Skill Dana's Wisdom when the mother goddess of Dana and her son are brought together.
Virtuous Order Periapt	Enables the Magatsuhi Skill Waves of Order when two demons of the LIGHT - LAW alignment are brought together.
Treacherous Order Periapt	Enables the Magatsuhi Skill Rains of Order when two demons of the DARK - LAW alignment are brought together.
Unwrit Order Periapt	Enables the Magatsuhi Skill Wellspring of Order when two demons of the NEUTRAL - LAW alignment are brought together.
Virtuous Chaos Periapt	Enables the Magatsuhi Skill Tides of Chaos when two demons of the LIGHT - CHAOS alignment are brought together.
Treacherous Chaos Periapt	Enables the Magatsuhi Skill Torrent of Chaos when two demons of the DARK - CHAOS alignment are brought together.
Unwrit Chaos Periapt	Enables the Magatsuhi Skill Fountain of Chaos when two demons of the NEUTRAL - CHAOS alignment are brought together.
Virtuous Neutral Periapt	Enables the Magatsuhi Skill Omagatoki: Momentum when two demons of the LIGHT - NEUTRAL alignment are brought together.
Treacherous Neutral Periapt	Enables the Magatsuhi Skill Omagatoki: Conserve when two demons of the DARK - NEUTRAL alignment are brought together.
Unwrit Neutral Periapt	Enables the Magatsuhi Skill Omagatoki: Strategize when two demons of the NEUTRAL - NEUTRAL alignment are brought together.
Qadištu Periapt	Enables the Magatsuhi Skill Qadištu Entropy when the 4 female demons of the Qadištu are brought together.
Mountain Gods Periapt	Enables the Magatsuhi Skill Blossoming Sakura when the deities of the mountains are brought together.
IMPORTANT_078	IMPORTANT_078
IMPORTANT_079	IMPORTANT_079
IMPORTANT_080	IMPORTANT_080
IMPORTANT_081	IMPORTANT_081
IMPORTANT_082	IMPORTANT_082
IMPORTANT_083	IMPORTANT_083
IMPORTANT_084	IMPORTANT_084
IMPORTANT_085	IMPORTANT_085
IMPORTANT_086	IMPORTANT_086
IMPORTANT_087	IMPORTANT_087
IMPORTANT_088	IMPORTANT_088
IMPORTANT_089	IMPORTANT_089
Designer Heels	High heels sought by a woman in Tokyo. They sport a unique design with red soles.
Instant Camera	Borrowed from a magazine editor to photograph the Supersonic Lady. Comes with a camera flash.
Amabie's Bromide Photo	A photographic portrait depicting Amabie. Uncomfortably slimy to touch.
Sangaku Beads	Beads intended to be worn as a perpetual reminder of the teachings of Buddhism.
Relay Sash	A sash received from Orobas for the relay race.
Sample Container	A container borrowed from Mad Gasser to transport the poisonous flower buds.
Attis's Business Card	A slip of paper decorated with letters spelled out in gold on black. It is pleasingly fragrant.
Heavenly Keystone	A divine stone that can house the very body of a god. Supposedly the power of Amaterasu of the Amatsukami resides within.
Purified Sake	Yashiori-no-sake, or sake that was purified eight times. Extremely potent, though there isn't much of it.
Kiou Sword	A sword dedicated to a certain shrine. The power imbued within stems from the faith of the people.
Oak Staff	A magic staff carved from a sacred tree. It contains Dagda's power.
Jatayu Egg	A large egg roughly the size of a human head. It is quite heavy.
Mandrake Root	A root of a Mandrake. A rare medicinal ingredient with various efficacies.
Giant Bird's Feather	A feather from a Thunderbird. It feels like soft metal, and emits electricity.
Shikigami Talisman	One of the talismans that makes up the body of a Shiki-Ouji. It was supposedly written by a renowned onmyoji long ago.
Mothman Capture Pot	A mysterious pot that can capture demons. It's said to have been made by a blind human 30 years ago.
Kumbhanda's Bottle	A large bottle that drains life from humans. Kumbhanda wants you to deliver it to Succubus.
Incubus's Letter	A love letter written by a hopelessly romantic demon. It is illegible due to either bad handwriting or the demonic script.
Frozen King Salmon	A slice of king salmon that is still barely edible, thanks to a King Frost that was keeping it frozen.
Kunitsu Keystone	A godly stone that could very well be used as a divine housing shrine. The Kunitsu Oyamatsumi's power is held within.
Gibbon Guitar	A high-end model of the Paul-Les series known as the Black Widow. Its black sheen gives it a touch of class.
Large Model Kit	A large model kit. The name of a flower has been printed on the packaging along with the words \"Test Model 3.\"
TV-Game Combination	A monitor shaped like a magatama with a game console built inside.
Horn of Plenty	The horn of a sacred demon. Bursting with power, it is said to symbolize abundance.
Diamond	An iridescent jewel that is thought to have lined the storefronts of jewelry stores before the great destruction.
Garnet	A beaming red jewel that is thought to have lined the storefronts of jewelry stores before the great destruction.
Aquamarine	A light blue, shimmering jewel that is thought to have lined the storefronts of jewelry stores before the great destruction.
Dragon Scale	An extremely hard scale. Said to be from a powerful dragon.
Girimekhala's Head	The head of Girimekhala. This will supposedly be made into a watering can.
Lord's Sword	A legendary sword said to have been held by a great emperor.
Winged Sun Crest	A symbol of the sun god's power. It is also one of the sun god's eyes, having been removed at some point in time.
Angel Ring	A ring that is said to hold the power of a seraph-class archangel. It seems to have lost its power at this time.
Seed of Life	A mysterious seed given only to those who have been acknowledged by Sophia.
Inugami's Head	A head of the Beast Inugami. A powerful grudge restlessly stirs within.
Bicorn Horn	A horn of the Wilder Bicorn. It is supposedly used to make a form of hexing medicine.
Horus's Head	The head of a former sun god. The eyes appear to have been gouged out by someone.
Dark Contract	A contract written in an unknown script. It holds the power of the Tyrant Mephisto.
Magnetite Powder	Makeup that is applied around one's eyes. It holds the power of the Femme Cleopatra.
Menorah of Knowledge	A Menorah given by Sophia. It represents the hidden sefirah.
Menorah of Foundation	A Menorah obtained from Matador. It represents the ninth sefirah.
Menorah of Eternity	A Menorah obtained from Daisoujou. It represents the seventh sefirah.
Menorah of Dignity	A Menorah obtained from Hell Biker. It represents the eighth sefirah.
Menorah of Compassion	A Menorah obtained from White Rider. It represents the fourth sefirah.
Menorah of Insight	A Menorah obtained from Red Rider. It represents the third sefirah.
Menorah of Wisdom	A Menorah obtained from Black Rider. It represents the second sefirah.
Menorah of Majesty	A Menorah obtained from Pale Rider. It represents the first sefirah.
Menorah of Beauty	A Menorah obtained from Mother Harlot. It represents the sixth sefirah.
Menorah of Glory	A Menorah obtained from Trumpeter. It represents the fifth sefirah.
Menorah of Monarchy	A Menorah obtained from Demi-fiend. It represents the tenth sefirah.
Student Handbook	A pocket book for students of Jouin High School. The name \"<pc_full_retain>\" is inside.
Sake and Dango Medley	Food that the traveling Preta handed to you. A medley of inedible things have been mixed in.
Fiendish Sash	Proof of having overcome a terribly arduous trial.
Emerald	A vibrant green jewel that is thought to have lined the storefronts of jewelry stores before the great destruction.
Amethyst	A scintillating purple jewel that is thought to have lined the storefronts of jewelry stores before the great destruction.
Young Star	A child star dropped by Tzitzimitl. It pulsates faintly.
Poisonous Flower Bud	A transparent flower bud that gleams with a purplish hue. Its poison is apparently even stronger than that of the flower itself.
Four-Leaf Clover	A rare variant of a clover, sprouting with four leaves. They are said to be found wherever fairies reside.
Attaché Case	A case for holding documents, engraved with an enigmatic design. It seems no ordinary key will open it.
IMPORTANT_148	IMPORTANT_148
IMPORTANT_149	IMPORTANT_149
IMPORTANT_150	IMPORTANT_150
Haunt Talisman	Allows you to use the Haunt Magatsuhi Skill Twilight Wave.
Raptor Talisman	Allows you to use the Raptor Magatsuhi Skill Accursed Poison.
Herald Talisman	Allows you to use the Herald Magatsuhi Skill Shield of God.
Megami Talisman	Allows you to use the Megami Magatsuhi Skill Eternal Prayer.
Avian Talisman	Allows you to use the Avian Magatsuhi Skill Accursed Poison.
Divine Talisman	Allows you to use the Divine Magatsuhi Skill Sea of Stars.
Yoma Talisman	Allows you to use the Yoma Magatsuhi Skill Omagatoki: Potential.
Vile Talisman	Allows you to use the Vile Magatsuhi Skill Impaler's Glory.
Deity Talisman	Allows you to use the Diety Magatsuhi Skill Omagatoki: Charge.
Wargod Talisman	Allows you to use the Wargod Magatsuhi Skill Freikugel EX.
Avatar Talisman	Allows you to use the Avatar Magatsuhi Skill Omagatoki: Hit.
Holy Talisman	Allows you to use the Holy Magatsuhi Skill Omagatoki: Hit.
Genma Talisman	Allows you to use the Genma Magatsuhi Skill Omagatoki: Luck.
Element Talisman	Allows you to use the Element Magatsuhi Skill Omagatoki: Luck.
Fairy Talisman	Allows you to use the Fairy Magatsuhi Skill Fairy Banquet.
Beast Talisman	Allows you to use the Beast Magatsuhi Skill Omagatoki: Adversity.
Jirae Talisman	Allows you to use the Jirae Magatsuhi Skill Omagatoki: Sincerity.
Fiend Talisman	Allows you to use the Fiend Magatsuhi Skill Freikugel EX.
Jaki Talisman	Allows you to use the Jaki Magatsuhi Skill Rasetsu Feast.
Wilder Talisman	Allows you to use the Wilder Magatsuhi Skill Twilight Wave.
Fury Talisman	Allows you to use the Fury Magatsuhi Skill Expand: Impaler's Animus.
Lady Talisman	Allows you to use the Lady Magatsuhi Skill Waters of Youth.
Dragon Talisman	Allows you to use the Dragon Magatsuhi Skill Omagatoki: Dance.
Kishin Talisman	Allows you to use the Kishin Magatsuhi Skill Omagatoki: Pierce.
Kunitsu Talisman	Allows you to use the Kunitsu Magatsuhi Skill Dekajaon.
Femme Talisman	Allows you to use the Femme Magatsuhi Skill Omagatoki: Free.
Brute Talisman	Allows you to use the Brute Magatsuhi Skill Expand: Critical Aura.
Fallen Talisman	Allows you to use the Fallen Magatsuhi Skill Omagatoki: Doubler.
Night Talisman	Allows you to use the Night Magatsuhi Skill Soul Drain.
Snake Talisman	Allows you to use the Snake Magatsuhi Skill Omagatoki: Dance.
Tyrant Talisman	Allows you to use the Tyrant Magatsuhi Skill Omagatoki: Savage.
Drake Talisman	Allows you to use the Drake Magatsuhi Skill Big Bang.
Foul Talisman	Allows you to use the Foul Magatsuhi Skill Omagatoki: Potential.
Tsukuyomi Talisman	Allows you to use the Nahobino Magatsuhi Skill Omnipotent Succession.
UMA Talisman	Allows you to use the UMA Magatsuhi Skill Omagatoki: Adversity.
Enigma Talisman	Allows you to use the Enigma Magatsuhi Skill Waters of Youth.
Qadištu Talisman	Allows you to use the Qadištu Magatsuhi Skill Soul Drain.
Primal Talisman	Allows you to use the Primal Magatsuhi Skill Impaler's Glory.
Devil Talisman	Allows you to use the Devil Magatsuhi Skill Omagatoki: Savage.
Panagia Talisman	Allows you to use the Panagia Magatsuhi Skill Eternal Prayer.
Chaos Talisman	Allows you to use the Chaos Magatsuhi Skill Big Bang.
IMPORTANT_192	IMPORTANT_192
IMPORTANT_193	IMPORTANT_193
IMPORTANT_194	IMPORTANT_194
IMPORTANT_195	IMPORTANT_195
IMPORTANT_196	IMPORTANT_196
IMPORTANT_197	IMPORTANT_197
IMPORTANT_198	IMPORTANT_198
IMPORTANT_199	IMPORTANT_199
IMPORTANT_200	IMPORTANT_200
Soup Can	A can filled with a viscous liquid. The contents often stick to the bottom, so some skill is required to fully consume.
Dry Cell Battery	A battery for use in the operation of electronics. Caution is required while handling as fluid may leak occasionally from inside.
Disposable Camera	A simple camera with film built in. Popular in certain groups for its ease of use even in harsh conditions.
Mini Cartridge	One of many cartridges intended to be played on a game console. Some even come with a small onboard battery.
Traveler's Check	A paper check made for travel overseas. Apparently this could be used as payment in place of cash.
Crowned Bottle	A bottle with a cap shaped like a crown. The crown appears more valuable than the dubious liquid inside.
Chipped Decoration	A partially chipped decoration. Whether the chip was part of the creator's original vision or not is unknown.
Floral Painting	A painting of yellow flowers in a vase. Supposedly gathering all seven original works in one place is a significant accomplishment.
Dazzling Dress	A dress to be worn for customer service. With a wide variety of designs, everyone can find a style that suits them best.
Western Game Console	A game console that was popular in the past. It reads disks, but for some reason, the controller has two slots for reading cartridges.
Monstrous Mummy	An enigmatic mummy with the characteristics of various living things. Its body is composed of seemingly disparate parts, most frequently those of a turtle or a fish.
RELIC_052	RELIC_052
RELIC_053	RELIC_053
RELIC_054	RELIC_054
RELIC_055	RELIC_055
RELIC_056	RELIC_056
RELIC_057	RELIC_057
RELIC_058	RELIC_058
RELIC_059	RELIC_059
RELIC_060	RELIC_060
RELIC_061	RELIC_061
RELIC_062	RELIC_062
RELIC_063	RELIC_063
RELIC_064	RELIC_064
RELIC_065	RELIC_065
RELIC_066	RELIC_066
RELIC_067	RELIC_067
RELIC_068	RELIC_068
RELIC_069	RELIC_069
RELIC_070	RELIC_070
RELIC_071	RELIC_071
RELIC_072	RELIC_072
RELIC_073	RELIC_073
RELIC_074	RELIC_074
RELIC_075	RELIC_075
RELIC_076	RELIC_076
RELIC_077	RELIC_077
RELIC_078	RELIC_078
RELIC_079	RELIC_079
RELIC_080	RELIC_080
