en	desc
Zaou-Gongen	Repeller of evil found at Kinpusen by\nEn-no-Ozunu. \n \nBelieved to be a fusion of Buddha, \nGuanyin, and Maitreya, he is a god\nwho originated from Japan,\nrather than the Buddhavacana.
Asura	A violent group of demons in Hindu\nlore. \n \nThey were very powerful and\ncaused the gods great trouble. They\nare a fiercely strict group and attack\nanyone who runs counter to their\nideals. They were originally gods of\nlight worshiped in Persia. The\nZoroastrian god Ahura Mazda was\none of them.
Chernobog	The god of night, evil, and death in\nSlavic lore. His name means \''black\ngod.\''\n \nLike many other gods of the dead,\nhe is said to live below the earth.\nHis counterpart is Belobog, \nthe \''white god.\'' Despite being feared,\nhe was also worshiped. The curse,\n\''May the black god end you,\'' is still\nused in Ukraine to this day.
Dionysus	The Greek god of wine and theater.\nHe had two births. \n \nMyth tells that Zeus took the\npremature Dionysus from his dying \nmother, Semele, and allowed him \nto mature inside his thigh\nso that the underdeveloped god\nmight have a proper birth.
184	184
185	185
186	186
187	187
Danu	The mother goddess of Celtic\nmythology. She is the mother of the\nTuatha Dé Danann, a race of gods,\nand also the world itself, having given\nbirth to all life.\n \nDanu's large body is said to be lying\ndown on earth to this day. \nThe Munster region in Ireland,\nwhich is said to be rather spiritual, is\nknown to be especially blessed by\nher.
Inanna	The Sumerian goddess of fertility. \n \nHer name means \''Lady of Heaven,\''\nand she is often viewed as one and\nthe same with Aphrodite, Ishtar, and\nVenus. She is also a goddess of\nwarfare, and it is said that even male\ngods feared her great power.
Kali	The Black One, a symbol of death\nand destruction.\n \nShe is said to be another face of\nParvati, Shiva's consort. Wearing\na necklace of human heads, she \nwields numerous bloody swords,\none for each of her many arms.\nIt is said that when Durga, another\nform of Parvati, was fighting the\nAsuras, she summoned Kali and\ndefeated the Asura army in an instant.
Cybele	Mother goddess of nature.\n \nA temple for her was created atop\na mountain in Phrygia, now \nmodern-day Turkey, where she was\nworshiped. She ruled over beasts and\nwas said to be served by lions. She\nlater became a goddess passionately\nworshiped in Rome.
Skadi	A giantess called the \''snowshoe\ngoddess,\'' she is the embodiment of\nwinter.\n \nAccording to legend, all gods\nwill return to her at the end of\nRagnarok.
Isis	The mother goddess of Egypt. She is\nwife and sister to Osiris, god of the\nunderworld.\n \nKnown for her powerful magic,\nshe could perform miracles\nsuch as raising her husband from the\ndead. As the patron goddess of the\ndead, her image can be found at\nmany burial sites.
Kikuri-Hime	The goddess of Shirayama, also\ncalled Shirayama-Hime, and the\ndeification of a maiden who relayed\nIzanami's words. \n \nShe once mediated between Izanagi\nand Izanami during their confrontation \nin Yomi, the land of the dead. \nSince she is the goddess of\nlove and marriage, she was thought\nto have been named for \''kukuri,\''\nmeaning \''to bring people together.\''
Hariti	A Buddhist goddess also known as\nKishimojin. \n \nShe was originally an evil devil\nwho ate children, but when Buddha\nhid the most beloved of her\n500 children, she was stricken with\nsorrow. Having been taught the pain\nof losing a child, she then became a\ngood god and started eating\npomegranates instead of children.
196_ATHTART	196_ATHTART
Nuwa A	A goddess that appears in Chinese\nmythology. Recognized as one of the\nsovereigns, she is said to have the\nhead of a human and a body of a\nserpent, and is also known to be\nresponsible for the creation of\nhumanity, having created them from\nmud. Legend tells that when one of\nthe four pillars said to hold up the\nworld broke, she repaired it.\nFurthermore, her colleague Fuxi is\ntypically labeled as either her brother\nor her husband depending what\nversion of her story is told.\n \nShe takes this serpentine form when\nunleashing a portion of her power,\nthough she is capable of far more.
Alilat	The Arabian mother goddess also\nknown as Allat.\n \nShe was thought to reside in\nthe Black Stone at the Kaaba,\nwhere she and her son, Dusura,\nwere worshiped by desert nomads.
199	199
Thor	The Norse god of thunder and fertility\nwhose strength is incomparable.\n \nHe is a heroic and honest god \nworshiped mainly by farmers and\nis primarily known for defeating \nthe giants. He wields Mjolnir, \na hammer that returns to its owner\nafter being thrown. He and\nthe World Serpent, Jormungandr,\nare fated to kill each other at\nRagnarok.
Futsunushi	The Nihonshoki sword deity who\npacified Ashihara-no-Nakatsukuni.\n \nHis name comes from \''futsu,\'' the\nfashion in which things are cut, and\n\''nushi,\'' a term meaning, \''nature as a\ngod.\''
Attis	A Phrygian god who symbolizes life,\ndeath, and revival. \n \nHe rejected Cybele's love and was\ndriven mad, dying shortly after \ncastrating himself. Cybele then\nresurrected him.
Bishamonten	The strongest of the Four Heavenly\nKings, also known as Tamonten, and\nin Buddhist mythology, Vaishravana.\n \nHe protects the North and is\nrecognized as the god of war.\nSimilarly to his fellow kings, he is\noften depicted as a fierce warrior, clad\nin armor and wielding a great spear.\nBishamonten is also well known as a\nbringer of fortune, being one of the\nShichi Fukujin, the seven gods of\nfortune.
Jikokuten	Jikokuten, protector of the East, is\none of the Four Heavenly Kings in\nBuddhist mythology. \n \nHe is also known as Dhritarashtra, \nand similarly to his fellow kings,\nis often depicted as a fierce warrior,\nclad in armor and wielding a sword. \nAs his name suggests, it is said that\nhe bestows serenity upon a country.
Koumokuten	Koumokuten, protector of the West, is\none of the Four Heavenly Kings of\nBuddhist mythology. \n \nSimilarly to his fellow kings, he is\noften depicted as a fierce warrior, \nclad in armor and wielding a trident.\nHe is also known as Virupaksha and\nis said to keep a close eye on\nthe world with his sharp gaze,\npreaching to the people all the while.
Zouchouten	Zouchouten, protector of the South,\nis one of the Four Heavenly Kings in\nBuddhist mythology.\n \nSimilarly to his fellow kings, he is \noften depicted as a fierce warrior, \nclad in armor and wielding a long\nsword, though he is sometimes\nshown wielding a trident instead.\nAlso known as Virudhaka, he is god\nof the five grains.
207	207
208	208
209	209
210	210
Arahabaki	A major deity in ancient Japanese\nmythology. Clay dolls were often\nsculpted in its image. \n \nHowever, because this god was\nknown to be worshiped by a rebel, \nthe dolls later came to be considered\nsymbols of defiance.
Oyamatsumi	One of the Kunitsukami's in Japanese\nmythology. He is the grandfather of\nSusano-o's wife, Kushinada-Hime.\n \nHe is known as the god of\nthe mountains but is also considered \nto be the god of water and rice fields \nbecause he ruled over water sources \nand harvests.
Kushinada-Hime	Kushinada-Hime is a goddess in\nJapanese mythology.\n \nWhen she was human, she was\nsaved from the eight-headed serpent\nYamato-no-Orochi by the storm god\nSusano-o, whom she later wedded.
Sukuna-Hikona	One of the gods of Japanese lore.\nSon of Kamimusubi, he was so small\nhe fell through her fingers at birth.\n \nThough he would normally be\ncounted among the Amatsukami, he\nbecame blood-brothers with\nOkuninushi, and is now considered a\nKunitsukami. After building Japan\nwith Okuninushi, he is said to have\nreturned to Tokoyo no Kuni, the land\nof eternity.
Okuninushi	A Kunitsu deity of Japanese\nmythology that governs agriculture\nand medicine. \n \nSaid to have built the country\nof Izumo with Susano-o's daughter,\nSuseri-Hime. He is a peaceful god \nwho prefers not to fight.
Take-Minakata	A Japanese god of war, hunting, and\nfertility.\n \nHe fought Take-Mikazuchi for control\nof Japan and lost. He escaped\nto Suwa but has been prohibited from\nleaving ever since.
217	217
218	218
219	219
220	220
Ganesha	The elephant-headed god in Hindu\nmythology.\n \nHe was originally created\nout of dirt by Pavarti to prevent\nanyone from watching her bathe. It is\nsaid that Shiva knocked his head off\nbut later replaced it with an\nelephant's head.
Siegfried	The name of the hero in the epic\nGerman poem, the Nibelungenlied,\noften seen as the same as Sigurd of\nNorse folklore.\n \nHe was married to Kriemhild, the\nprincess of Burgundy, and is said to\nhave become wrapped up in a feud\nbetween her and Brunhilde of\nAustrasia, resulting in many attempts\non his life. The dragon Fafnir's blood\nmade him invincible, but a single leaf\non his back resulted in a weak spot,\nwhich was later exploited by the\ntreacherous Hagen.
Valkyrie	Daughters of Odin from Norse\nmythology.\n \nTheir name means\n\''choosers of the slain.\'' Armed with\nshining armor and spears, they look\nfor brave warriors to take to Valhalla,\nso that they may fight in Ragnarok.
Yoshitsune	A Japanese general of the Genpei\nWar near the end of the Heian era and\nstart of the Kamakura era.\n \nAlso known as Ushiwakamaru, he is\nsaid to have learned the art of war\nfrom the Mt. Kurama Tengu. On joining\nhis half- brother Yoritomo's army, he\ndefeated the Taira one by one,\nfinishing them off at the battle of\nDan-no-ura. He was later pursued by\nYoritomo's army, only to kill himself at\nKoromogawa.
Neko Shogun	The god of prophecy in Taoist religion.\n \nIt is said to have the head of a cat and\nthe body of a human, and its shrine\nwas located in Annam, which is\npresent-day Vietnam. The shrine was\nmeant for Mao Shangshu, a 14-15th\ncentury general who conquered\nVietnam. However, because the name\n\''Mao\'' is similar to the Chinese word\nfor cat, the temple was effectively\nmisnamed, and he was reborn as a\ndifferent god. It should also be noted\nthat there is a similar story about the\ngod of sailing known as \''Tetsu Neko\nShogun.\''
226	226
227	227
228	228
229	229
230	230_LAHMU
Mada	A giant Asura in Hinduism whose\nname means \''the intoxicator.\''\n \nIt is said that the sage Chyavana\ncreated it from fire. Mada has the\npower to swallow its enemies, and\neven the deity Indra has been said to\nsurrender to its power.
Girimekhala	A giant elephant monster of\nSri Lankan mythology.\n \nIt is typically portrayed as being\nridden by Mara, the Evil One.\nWhoever looks into its evil eye is said\nto be met with great misfortune.
Pazuzu	A demon from Sumerian civilization,\nhe governs the southwestern wind.\n \nHe has the face of a lion, the body of\na human, the wings of a bird, the\ntalons of an eagle, the tail of a\nscorpion, and a curved horn\nprotruding from his forehead. It is said\nthat the wind he blew from the\nPersian Gulf spread disease\nthroughout the land.
Mishaguji	An indigenous god of the Shinano\nregion from before the forces of\nYamato occupied the land.\n \nSaid to be born from the belief that\ndivine spirits dwelled in rocks and\nstones.
Baphomet	An idol commonly worshiped by the\nKnights Templar. \n \nIt is a demon with the head of a goat.\n \nThis figure later became the idol of\nworship for witches as well.
Lahmu	A god that appears in Babylonian\nmythology. \n \nBorn from Apsu and Tiamat, he and\nhis sister, Lahamu, gave birth to\nAnshar and Kishar. Lahmu is at times\ndepicted as a large serpent but has\nalso been illustrated as a man wearing\na red sash with six curls in his hair.\nRegardless, he is always shown\nalongside Lahamu, and it is thought\nthat together they represent the slit in\nthe sea where Apsu's fresh water\nand Tiamat's sea water mix.
237	237
238	238
239	239
Abdiel	A high-ranking angel that is wholly\ndevoted to God. The name Abdiel\ncarries the meaning of \''slave to God,\''\nwhich supposedly originates from the\nArabic word for \''slave.\''\n \nOf the angels who followed Satan,\nAbdiel was the only one to reject the\ntemptation to rebel against God and\ninstead received God's praises for\nreturning to His side. Abdiel then led\nthe angels to fight against Lucifer.
Metatron	One of the most important angels in\nthe hierarchy yet the most\nmysterious.\n \nHe is the scribe and advocate\nof heaven.
Michael	One of the four major angels, his\nname means \''He who is like God.\''\n \nHe stands at the top of the angel\nhierarchy and carries a divine\narmament known to shatter any\nblade.
Gabriel	One of the four major angels. The\nname Gabriel means \''God is my\nstrength.\''\n \nActing as a messenger for God,\nGabriel is the one who informed\nthe virgin Mary of her pregnancy.\nThough often depicted with a feminine\nface, there are various interpretations\nsuggesting that Gabriel is not\nandrogynous but is in fact a woman.
Sraosha	In Zoroastrian lore, Sraosha's duty is\nto listen to humanity's cry for Ahura\nMazda.\n \nIt is also known to descend\nafter sunset to vanquish evil, and its\nname literally means \''observance.\''
Raphael	One of the four major angels. His\nname means \''healer.\''\n \nHe explains the history of the fallen\nangels and the creation of Adam\nand Eve.
Sandalphon	The twin brother of Metatron.\n \nAn influential angel in Jewish\nmythology, he governs the songs of\nheaven, and his colossal size has led\nmany to believe that it would take a\nhuman being 500 years to reach his\nhead.
Uriel	One of the four major angels. \n \nHis name means \''flame of God,\'' and\nhe possesses knowledge of all\ncelestial phenomena. He is also the\nfirst angel Satan met after falling to\nEarth.
Camael	The angel of god in Jewish\nmythology. He rules over the angels\nknown as the Powers, and his name\nCamael means \''one who sees god.\''\n \nHe is also the commander of the\nangels of destruction, punishment,\nand death in addition to being the\nruler of Mars.
Melchizedek	A Christian Gnostic angel said to be\nthe \''savior of angels.\'' \n \nIn the Bible, he is referred to as\n\''Melchizedek, king of Salem.\''
250	250
251	251
252	252
253	253
Throne	The third of the nine orders of angels.\nTheir Hebrew name, Ophan, carries\nthe meaning of \''wheel.\'' \n \nThey are the highest ranking angels\nto carry a material body and are\ntasked with carrying the seat of God.
Dominion	The fourth of the nine orders of\nangels. Their name carries the\nmeaning of \''governance,\'' and it is\ntheir duty to oversee the other angels.\n \nIt is said that their work is the\nembodiment of God's will, and that\nthey wish for this governance to\nspread throughout the cosmos.
Power	The sixth of the nine orders of angels.\nTheir name carries the meaning of\n\''power of God.\'' \n \nAs their duty is to protect the souls of\nhumans, they are constantly on patrol\nto guard against demon attacks.
Principality	The seventh of the nine orders of\nangels. \n \nThey are charged with overseeing\nthe welfare of countries and\ncivilizations.
Archangel	Eighth of the nine orders of angels.\n \nThey are responsible for ministering to\nhumans and delivering messages. As\nwarriors of the heavens, they lead the\narmies of heaven against the forces of\ndarkness.
Angel	Ninth of the nine orders of angels.\n \nThey are closest in nature to humans.\nThey watch over individuals and offer\nwarning to those who stray from the\npath.
260	260
261	261
262	262
263	263
Abdiel A	A high-ranking angel that is devoted\nto God. The name carries the\nmeaning of \''slave to God,\'' which\nsupposedly originates from the Arabic\nword for \''slave.\''\n \nOf the angels who followed Satan, \nAbdiel was the only one to reject the\ntemptation to rebel against God,\nand instead received praise for\nreturning to His side. Abdiel\ntook this form after resolving to\nprotect the order that God created\nand thus fell to darkness to obtain\npower greater than that of the angels.
Adramelech	Chancellor of Hell and supervisor of\nSatan's wardrobe. He has the body of\na mule, though he may also\nsometimes appear as a peacock. \n \nHe was worshiped by the Assyrians,\nwho occasionally offered him children\nas sacrifice.
Flauros	One of the 72 demons of the Goetia.\n \nHe appears as a leopard and can see\ninto both the past and the future. He\ncan also control fire, which he uses to\nburn his adversaries to death.
Nebiros	The general of Hell. He keeps watch\nover other demons.\n \nOne of Hell's greatest necromancers,\nhe can control souls and corpses.
Berith	One of the 72 demons of the Goetia.\n \nKnown as the Duke of Hell, he\nrides a gigantic horse and burns\nthose without manners.
Ose	One of the 72 demons of the Goetia.\n \nAppearing as half-man and\nhalf-beast, it is said that he can\nchange his form according to the\ndesires of the one who summons him,\nthough not for very long.
Eligor	One of the 72 demons of the Goetia.\n \nHe takes the appearance of a knight\nand has the power to see things to\ncome. He also possesses great\nknowledge of many wars.
Forneus	One of the 72 demons of the Goetia.\n \nHe appears as a great sea monster\nand is skilled in many languages in\naddition to being a master of rhetoric.
Andras	One of the 72 demons of the Goetia.\n \nThe great Marquis of Hell, he appears\nwhere there is battle to stoke the\nhatred within soldiers. He helps\ndefeat the enemies of those who\nsummon him.
Decarabia	One of the 72 demons of the Goetia.\n \nHe comes in the shape of a star and\nhas vast knowledge of herbs and\njewels. He can also control birds at\nwill.
274	274
275	275
276	276
277	277
Garuda	A divine bird-man in Hindu mythology.\n \nHe hunts Nagas as a result of a\ndispute between the two creatures'\nmothers. According to legend, he\nonce fought with the gods, and was\neven granted immortality in exchange\nfor becoming Vishnu's carrier.
Zhuque	One of the Ssu-Ling, celestial\ncreatures in Chinese mythology. \n \nIt represents the south, the season of\nsummer, and the element of fire. It is\nsaid to resemble a quail in\nappearance and have a beautiful\nchirping voice.
Yatagarasu	A divine creature in Japanese\nmythology, they are three-legged\nravens that the goddess Amaterasu\nsent to help humans. \n \nIt is said that they helped Emperor\nJinmu claim victory, and, despite\ntheir divine standing, those who are\nunworthy have been known to go mad\nafter looking them directly in the eye.
Jatayu	The Hindu king of birds. \n \nIn the Ramayana, he fought bravely\nagainst Ravana in an attempt to save\nSita, the wife of Rama, the seventh\navatar of Vishnu. However, he was\nunfortunately defeated.
Feng Huang	The legendary bird of Chinese myth,\nsaid to appear only in times of peace.\n \nIt is the ruler of all birds. When it dies,\nbirds across the land chirp with\nsadness.
Thunderbird	A revered bird of Native American\nmythology said to live atop\ncloud-shrouded peaks.\n \nIt resembles an eagle, and its \nwingbeats create mighty\nthunderclaps. Some legends say\nits eyes can unleash lightning,\nand other accounts say it can carry\nan entire lake on its back or even\nswallow an entire whale whole.
284	284
285	285
286	286
Anzu	An evil deity of Mesopotamian folklore\nwith an eagle's body and lion's head.\n \nWhile the god Enlil purified himself,\nAnzu stole the Tablet of Destinies\nfrom him in an attempt to become the\nchief god.
Zhen	A bird in Chinese mythology said to\nhave poison in its feathers because it\neats poisonous snakes.\n \nDipping a feather into wine will turn it\ninto a deadly poison, able to kill\nanyone with a single drop.
Muu Shuwuu	Meaning \''evil bird,\'' it is the ghost of a\nyoung girl who died without knowing\nlove in Buryat folklore.\n \nShe seduces travelers, only to crack\ntheir heads open and suck out their\nbrains with her beak.
Onmoraki	A Japanese monster that takes the\nform of a bird with the face of a man.\nIt produces a sickening chirp and\nspits a wicked flame. \n \nIts true identity is a corpse that hasn't\nhad a proper memorial service, and it\nis said to appear before monks who\nneglect their duties.
291	291
292	292
293	293
294	294
Cleopatra	More specifically, Cleopatra VII. Her\nname means \''glory of the father\'' in\nGreek.\n \nShe is known as one of the greatest\nbeauties ever to live, having charmed\nmany with her musical voice and\nconversation skills. It is said that\nall of history would have unfolded\ndifferently had even her nose been\nlonger or shorter.
Rangda	A wicked witch and the symbol of evil\nin Balinese Hinduism. When women\nwho used magic held a grudge or\nwent down the path of evil, they\nbecame this dreadful creature. \n \nShe spreads plagues, causes natural\ndisasters, curses people, and even\nuses evil spirits to do her bidding. \nThe holy beast Barong that\nsymbolizes good is her eternal rival.\nEven if defeated, she will come back\nto life, and their battle will have no\nend.
Dakini	Hindu deities of passion and relations.\nThey are Kali's attendants. \n \nThey eat human flesh and gather \nat graveyards and crematories \neach night. Their name means \n\''sky dancer.\''
Atropos	One of the three Moirae Sisters in\nGreek mythology. \n \nShe cuts the life threads of those\nwhose time has come.
Yakshini	Semi-divine beings in Hindu\nmythology. \n \nThough they were once worshiped\nby the Dravidians as goddesses of\nthe harvest, they became interpreted\nas demons with the spread of\nHinduism and the two clashing\nideologies. They are depicted as\nnaked women with voluptuous\nbodies.
Lachesis	One of the three Moirae Sisters in\nGreek mythology. \n \nShe is the apportioner, measuring the\nthread which determines each\nperson's life span.
Clotho	One of the three Moirae Sisters in\nGreek mythology. \n \nShe is the spinner of the threads of\nfate.
Manananggal	A witch whose lore originated in the\nPhilippines. \n \nIt masquerades as a beautiful woman\nduring the day but transforms into a\nblood-sucking monster at night. It has\nthe ability to separate its upper and\nlower body, and can sprout bat wings\nfrom its back to fly in search of\nhumans to suck their blood. It is said\nthat the Manananggal preys on\nunborn fetuses in particular, using its\nproboscis-like tongue to open the\nwombs of pregnant women, wherein it\nwill suck the fetus's blood, or devour\nit outright.
Lamia	Half-woman, half-snake creatures that\nappear in Greek mythology and are\nsaid to reside in Libya. \n \nThey supposedly favor the blood of\nchildren and young men.
Mermaid	Half-woman, half-fish inhabitant of the\nocean. Males are called mermen.\n \nMermaids are regarded as unlucky\nomens by many fishermen, often\nforetelling severe storms or poor\ncatches. Legend says they use their\nvoices to charm men, causing them\nto crash their ships.
Leanan Sidhe	A beautiful fairy of Irish lore that\nyearns for the love of a human man.\n \nShe drains the life of her lovers in\nreturn for granting them artistic\ninspiration.
306	306
307	307
308	308
309	309
Ongyo-Ki	One of the four oni controlled by\nFujiwara no Chikata, who ruled Iga\nand Ise during the Heian Period. \n \nBy suppressing its aura, thereby\npreventing others from sensing its\npresence, it can effectively ambush its\nenemies. Oni have been said to act as\nliaisons between humans and gods,\nand the Fudoki holds many records of\nsuch exchanges in this region.
Shiki-Ouji	A powerful creature often summoned\nby Japanese sorcerers called\nonmyoji. \n \nThey are used both to hurt and to\nheal, but their true nature is said\nto be very violent.
Sui-Ki	One of the four oni controlled by\nFujiwara no Chikata, it can cause\nfloods with the swing of its arms. \n \nIn the Taiheiki, a brave courtier named\nKi no Tomo-o expelled the oni by\nsending them an elegantly phrased\nthreat in poetic form.
Fuu-Ki	One of the four oni controlled by\nFujiwara no Chikata, it sends\nhurricanes to blow away its enemies.\n \nSome say that Fuu-Ki is the original\nninja.
Kin-Ki	One of the four oni controlled by\nFujiwara no Chikata, its body is so\nhard that no weapons can penetrate\nit. \n \nIt and its comrades fell into hell\nthrough holes that can still be found\nin Mie Prefecture, Japan (the\nmodern-day Iga Province).
Azumi	A water deity of the Azumi, a\nJapanese seafaring tribe. As such,\nit can freely control water. \n \nThe three gods born from Izanagi after\nhe returned from Yomi are said to be\nthe Azumi tribe's ancestors.
Ippon-Datara	A monster with one eye and one leg,\nsaid to live deep in the mountains of\nKumano, Japan. \n \nA single footprint measuring 30 cm\nhas been sighted in the snowy\nmountains.
Daemon	A low-ranking class of spirits.\nWhile the name may conjure up\nfamiliar images of \''demons\'' due to\nChristianity's influence, daemons\nwere not strictly associated with good\nor evil and simply thought to be lesser\nsupernatural beings, sometimes\nacting as tutelary spirits that guided\nthe souls of men.\nWhat might be considered a demon\ntoday would've been called a\n\''cacodaemon\'' in ancient\nGreece—that is, an evil spirit.\nIn contrast, their benevolent\ncounterparts were known as\n\''agathodaemons.\''
Oni	A common demon in Japanese\nmythology. This terrifying and\npowerful creature is known to raid\nhuman villages for food, riches, and\nwomen. \n \nIt is characterized by red skin,\nhorns on its head, long claws,\nand sharp fangs.
319	319
320	320
321	321
Hecatoncheires	Giants born from Uranus and Gaia in\nGreek mythology. The name means\n\''those with a hundred arms.\'' \n \nDuring the war of the Titans, Zeus\nfreed them from the underworld to\nhelp him obtain victory.
Loa	A group of divinities worshiped in\nvoodoo religion.\n \nOf the many hidden entities\nmentioned in religious doctrines,\nthe ones that influence human\nactivities in the earthly realm\nare known by this name. It is said\nthat those aligned with shadow also\npossess powerful dark magic.
Rakshasa	Evil spirits that battle the gods in\nHindu lore. They also attack humans.\n \nTheir hideous appearance symbolizes\ntheir evil nature, but they can also\nchange shape to fool humans.
Turdak	An Indian deity that serves Yama, the\ngod of death. \n \nWhen Yama judges a dead soul to be\nguilty, Turdak acts as the executioner\nand drags that soul to hell.
Macabre	An evil spirit appearing in medieval\noratorios as the grim reaper. \n \nIt is truly Death itself, with the power\nto lead humans to their demise in an\ninstant. It is depicted as a skeleton\nwith a black cloak and a sickle to reap\nhuman souls in a single stroke. True\nto its name, it dances the feared\nDance of Death, a reminder that all\nworldly things must someday meet\ntheir end.
327	327
328	328
329	329
Kaya-no-Hime	A goddess of grasses in Japanese\nmythology. \n \nThe name \''Kaya\'' refers to the grass \nthat was used to build traditional\ngrass-roof houses, highlighting its\nimportance to the people of ancient\nJapan.
Tsuchigumo	Monsters said to come from the\nbastardization of certain clans of\nJapan. The word carries the literal\nmeaning of \''dirt spider.\'' \n \nThose who did not pledge allegiance\nto the Imperial Court were called this\nderogatory term because of their\nshort stature and spindly limbs. As\ntime passed, people may have\nmisinterpreted the name for a literal\nmeaning and made them into spiders,\nor perhaps the manifestations of\ngrudges of those who were\npersecuted by the Imperial Court.
Narcissus	A young man of Greek lore. He\nrejected the nymph Echo, who faded\nto a whisper out of despair. \n \nCursed by Nemesis, he fell in love \nwith his own reflection and wasted\naway, becoming the flower that now\nbears his name.
Hua Po	Tree spirits in Chinese mythology that\nare born when three or more people\nhang themselves from the same tree.\n \nThey take the form of a beautiful\nwoman in white clothing, however\nthey are much smaller in size than a\nhuman. They cannot talk, though they\ncan chirp like birds.
Koropokkur	Small human-like creatures that have\nkind, calm personalities. \n \nOnce coexisting with the Ainu people\nof Japan, there was a falling out at\nsome point, and they disappeared.
Sudama	Earth spirits in Japanese mythology.\nThey are born from ancient trees and\nboulders. \n \nThey are not evil but will transform\ninto humans or monsters to warn\npeople not to infiltrate their\nmountains.
Kodama	In Japanese mythology, they are the\nspirits of plants. They are born from\ntrees that live 100 years. \n \nIt was once thought that the echoes\nheard in valleys were actually from\nKodama replying.
337	337
338	338
339	339
340	340
Pisaca	A type of demon in Hindu mythology\nthat arises from the vices of men such\nas criminals, drunkards and\nadulterers. \n \nKnown to feast on the flesh of\ncorpses, it is said that it can possess\na human by entering through their\nmouth, where it will plague them\nuntil it is driven away through magic\nor medicine. It is also said that\nanyone who looks upon one directly\nis guaranteed to die within nine\nmonths.
Kumbhanda	Demons of Buddhist origin, known for\ndraining the life energy of humans.\n \nIt is said that they often change shape\nand take the form of a gourd. They\nstand three meters tall, with red hair\nand dark skin, and have the body of a\nhuman but the head of a white horse.\nThey once served Rudra, but\naccording to Buddhist scriptures,\nthey now follow Zouchouten of the\nFour Heavenly Kings.
Poltergeist	A mischievous spirit known for\nhaunting houses. The name is\nGerman in origin, and literally means\n\''noisy ghost.\'' \n \nIt can do various things, from pulling\nharmless pranks like making loud\nnoises and moving objects through\nthe air, to dangerous, destructive\nacts, like starting fires and assaulting\npeople. Poltergeist incidents often\noccur in homes with children or\nteenagers, and one theory states\nthat the cause is a child's unstable\nmentality.
Obariyon	A \''piggyback monster\'' of Japan that\njumps on the backs of those who\nwalk on wooded paths at night. \n \nIts weight becomes progressively\nheavier to the point of being nearly\nunbearable, but it is said that it will\ntransform into gold coins if you can\ncarry it all the way back home.
Preta	Known as \''gaki\'' in Japanese, they\nare ghoulish demons of Buddhist lore.\n \nGreedy humans cast into the preta\nrealm become these. Their hunger is\nunrelenting and their suffering\ncontinues until they are reincarnated.
346	346
347	347
348	348
349	349
Trumpeter	Angels that sound their trumpets to\nsignify the coming of the apocalypse\nordained in the Book of Revelation. \n \nIt is said that the trumpets bring\nplagues and disasters, turning the\nearth into a land of death and\nsuffering.
Mother Harlot	Reviled as the \''Whore of Babylon\'' in\nthe Book of Revelation. \n \nShe defies God from atop a\nscarlet-colored beast with seven\nheads and ten horns, and carries a\ngolden cup brimming with\nabominations and the filth of her\ndeeds.
Black Rider	One of the Four Horsemen of the\nApocalypse spoken of in the Book of\nRevelation.\n \nHe rides a black horse and carries\nscales, indicating the terrible famine\nhe is to bring. He has also been given\nthe authority to end the lives of those\nwho are suffering.
Red Rider	One of the Four Horsemen of the\nApocalypse spoken of in the Book of\nRevelation.\n \nHe rides a red horse and carries a\ngreatsword. It is said that he has the\npower to destroy peace and make\nmen slay one another.
White Rider	One of the Four Horsemen of the\nApocalypse spoken of in the Book of\nRevelation. \n \nHe rides a white horse and carries a\nbow. Wears a resplendent crown as a\nsymbol of God's dominion over\nArmageddon, and promises to bring\ntotal victory.
Alice	A mysterious spirit that takes the form\nof a blonde girl. Despite her innocent\nappearance, she possesses\nimmeasurable magical strength.\n \nSome say she is the ghost of an\nEnglish girl who died a tragic death.\nOthers say she is merely an\napparition born from someone's\nimagination.
Hell Biker	A biker-turned-Fiend that claims to\ncome from Hell. \n \nArmed with an intense hatred of\nhimself and the world, his reliance\nsolely on his own power turned him\ninto this abominable figure.
Daisoujou	A monk who died while fasting for the\nsake of humanity. Because of his\nintense spiritual power, his body\ncontinues to exist without rotting.\n \nIt is said that on the day of salvation,\nhe will appear in front of humankind\nonce again.
Pale Rider	One of the Four Horsemen of the\nApocalypse spoken of in the Book of\nRevelation.\n \nHe rides upon a sickly pale horse\nand bears the name \''Death.\'' \nThe embodiment of Hell itself\nfollows behind him, eager to claim his\nvictims. Fittingly, he has been given\nauthority to mete out widespread\ndeath and disease.
Matador	A master sportsman who entertains\nthe audience at the cost of his own\nperil; even one small slip-up can spell\ncertain death. \n \nIt is said that some of the men who\ndie in this cruel game remain in this\nworld as Fiends, bound by regret as\nwell as the thirst for the cheers and\nexcitement.
360	360
361	361
362	362
363	363
364	364
Tao	Once cherished as the Saint of\nBethel, Tao Isonokami was forced to\nwatch helplessly as a close friend\nperished before her eyes. At that\nmoment, the voice of a higher being\nspoke unto her, awakening the\ngoddess within.\n \nEven after her divine transfiguration,\nshe appears to have retained her\nmemories. However, she has cast off\nher former personality, and no longer\nacts as she once did as a human.
366	366
367	367
368	368
369	369
370	370
371	371
372	372
373	373
374	374
375	375
376	376
377	377
378	378
379	379
380	380
381	381
382	382
383	383
384	384
385	385
386	386
387	387
388	388
389	389
390	390
391	391
392	392
393	393
394	394
395	395
396	396
397	397
398	398
399	399
Brimstone Star	400
Cocytus Star	401
Morning Star	402
