flag	use	koukatype	costtype	cost	costbase	targettype	targetarea	targetrule	untargetbadstat	hitratio	targetcntmin	targetcntmax	hptype	hpn	sptype	spn	badtype	badratio	badstatus	support	program	criticalratio	swoonratio
2097152	2	2	0	0	0	2	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
2097152	2	1	0	0	0	1	2	0	0	100	1	1	1	100	0	0	0	0	0	0	18	10	0
2097152	2	2	0	0	0	0	2	0	0	100	1	1	1	230	0	0	0	0	0	0	18	0	0
2097152	2	2	0	0	0	0	2	0	0	100	1	1	1	220	0	0	0	0	0	0	18	0	0
2097152	2	1	0	0	0	0	2	0	0	100	1	1	1	280	0	0	0	0	0	0	18	30	0
2097152	2	1	0	0	0	1	2	0	0	100	1	1	1	100	0	0	0	0	0	0	18	10	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2097152	2	2	0	0	0	1	1	0	0	100	1	1	0	0	0	0	0	0	0	512	0	0	0
6291456	2	2	0	0	0	0	2	0	0	100	1	1	1	450	0	0	0	0	0	0	18	0	0
2097152	2	2	0	0	0	0	2	0	0	100	1	1	1	200	0	0	1	80	128	0	18	0	0
2097152	2	2	0	0	0	0	2	0	0	100	1	1	1	350	0	0	0	0	0	170	18	0	0
2097152	2	2	0	0	0	1	1	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2097152	2	1	0	0	0	0	2	0	0	100	1	1	1	250	0	0	0	0	0	0	18	15	0
2097152	2	2	0	0	0	1	1	68	0	100	1	1	11	100	0	0	2	100	524288	49152	0	0	0
2097152	2	2	0	0	0	1	1	0	0	100	1	1	0	0	0	0	0	0	0	256	0	0	0
2097152	2	1	0	0	0	0	2	0	0	100	1	1	1	250	0	0	0	0	0	0	18	15	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2097152	2	1	0	0	0	0	2	0	0	100	1	1	1	200	0	0	0	100	0	0	18	10	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	2	2	0	0	0	1	2	0	0	100	1	1	16	15	0	0	0	50	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	2	0	0	80	1	1	1	40	0	0	0	0	0	0	0	0	0
4	2	2	0	1	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
16777216	2	2	2	1	0	1	2	0	0	99	1	1	1	80	0	0	1	1	64	0	0	0	0
0	2	0	0	0	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
16777216	2	2	2	4	0	1	2	0	0	100	1	1	0	0	0	0	1	70	16	0	0	0	0
0	2	2	2	1	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	1	0	1	2	0	0	99	1	1	1	60	0	0	2	100	2	0	26	0	0
8388608	2	2	2	1	0	1	2	0	0	100	1	1	0	0	0	0	0	0	0	4194304	0	0	0
0	2	1	1	9	0	0	2	0	0	100	1	1	1	150	0	0	1	100	2	0	0	100	0
0	2	0	0	0	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	1	64	0	100	1	1	5	500	0	0	2	100	524288	0	0	0	0
0	2	1	0	0	0	0	2	0	0	90	1	1	1	2500	0	0	0	0	0	0	0	5	0
0	2	1	0	0	0	1	2	0	0	90	1	1	1	220	0	0	0	0	0	0	0	50	30
0	2	2	2	0	0	0	2	0	0	99	1	1	1	300	0	0	0	0	0	0	0	0	0
0	2	2	2	0	0	0	2	0	0	99	1	1	1	250	0	0	1	50	128	0	0	0	0
16777216	2	2	2	0	0	1	2	0	0	100	1	1	4	100	0	0	1	70	8	0	0	0	0
0	2	2	2	0	0	0	2	0	0	99	1	1	1	350	0	0	0	0	0	0	0	0	0
0	2	2	2	0	0	0	2	0	0	99	1	1	1	300	0	0	1	70	128	0	0	0	0
16777216	2	2	2	0	0	1	2	0	0	100	1	1	4	200	0	0	1	90	8	0	0	0	0
0	2	2	2	0	0	1	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	0	0	0	1	0	0	100	1	1	11	100	0	0	1	100	256	769	0	0	0
18874368	2	2	2	0	0	1	2	0	0	100	1	1	1	900	3	1	1	90	16	0	0	0	0
0	2	1	0	0	0	0	2	0	0	95	1	1	1	100	0	0	0	0	0	0	0	15	0
0	2	1	0	0	0	0	2	0	0	100	1	1	1	100	0	0	0	0	0	0	0	3	0
0	2	2	2	10	0	1	2	0	0	100	1	1	4	9999	0	0	0	0	0	0	0	0	0
0	2	2	2	10	0	1	2	0	0	100	1	1	0	0	0	0	1	100	256	0	0	0	0
0	2	2	2	0	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	1	1	0	2	0	0	99	1	1	1	250	0	0	1	100	128	0	0	0	0
16777216	2	2	2	1	1	1	2	0	0	99	1	1	1	400	0	0	1	50	128	0	0	0	0
16777216	2	2	2	1	1	1	2	0	0	100	1	1	1	600	0	0	1	70	128	0	0	0	0
16777216	2	2	0	1	1	1	2	0	0	100	1	1	1	800	0	0	1	90	128	0	0	0	0
0	2	2	2	10	0	1	2	0	0	100	1	1	1	400	0	0	0	0	0	0	0	0	0
16777216	2	1	1	1	1	1	2	0	0	99	1	1	1	400	0	0	1	70	8	0	0	10	0
0	2	2	2	1	1	1	2	0	0	100	1	1	8	100	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	1	2	0	0	95	1	1	1	350	0	0	0	0	0	0	0	30	0
0	2	1	0	0	0	0	2	0	0	99	1	1	1	650	0	0	0	0	0	0	0	10	0
16777216	2	2	0	0	0	1	2	0	0	100	1	1	1	1200	0	0	3	100	60	0	0	0	0
0	2	2	0	0	0	1	2	0	0	100	1	1	8	99	0	0	0	0	0	0	0	0	0
16777216	2	2	0	0	0	1	2	0	0	99	1	1	1	600	0	0	1	45	64	0	0	0	0
16777216	2	2	0	0	0	1	2	0	0	100	1	1	0	0	0	0	1	45	16	0	0	0	0
0	2	2	0	0	0	1	2	0	0	99	1	1	1	350	0	0	2	100	2	0	26	0	0
16777216	2	2	0	0	0	1	2	0	0	99	1	1	1	600	0	0	1	35	128	0	0	0	0
0	2	2	0	0	0	0	2	0	0	99	1	1	1	320	0	0	1	100	128	0	0	0	0
0	0	2	2	1	1	0	1	0	0	99	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	1	2	0	0	100	6	6	1	30	0	0	0	0	0	0	0	10	0
0	0	2	0	0	0	2	3	0	0	100	1	1	0	0	0	0	0	0	0	1	0	0	0
0	0	2	0	0	0	2	3	0	0	100	1	1	4	300	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	2	3	0	0	100	1	1	0	0	0	0	0	0	0	512	0	0	0
0	0	2	0	0	0	2	3	0	0	100	1	1	0	0	0	0	0	0	0	32	0	0	0
0	0	0	0	0	0	2	3	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
4	2	2	0	1	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	99	1	1	4	9999	0	0	0	0	0	0	0	0	0
256	0	1	1	100	0	0	2	0	0	100	1	1	1	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	12	0	1	2	0	0	100	1	1	0	0	0	0	1	10	524288	0	0	0	0
0	2	2	2	10	0	0	2	0	0	100	1	1	13	100	0	0	0	0	0	0	0	0	0
0	2	1	1	5	0	1	2	0	0	95	3	4	1	20	0	0	0	0	0	0	0	5	0
0	2	2	2	5	0	0	2	0	0	100	1	1	0	0	13	100	0	0	0	0	0	0	0
16777216	2	2	2	5	0	1	2	0	0	100	1	1	0	0	0	0	1	70	16	0	0	0	0
16777216	2	2	2	5	0	1	2	0	0	100	1	1	0	0	0	0	1	70	32	0	0	0	0
0	2	2	2	5	0	0	1	0	0	100	1	1	11	100	0	0	0	0	0	0	0	0	0
16777216	2	2	2	10	0	1	2	0	0	100	1	1	0	0	0	0	1	60	2	0	0	0	0
0	2	2	2	10	0	0	2	0	0	100	1	1	13	1000	0	0	0	0	0	0	0	0	0
2	2	1	0	0	0	0	2	0	0	99	1	1	1	100	0	0	0	0	0	0	0	5	0
2	2	1	0	0	0	0	2	0	0	99	1	1	1	100	0	0	0	0	0	0	0	5	0
2	2	1	0	0	0	0	2	0	0	99	1	1	1	100	0	0	0	0	0	0	0	5	0
0	2	2	2	14	0	0	2	0	0	99	1	1	1	300	0	0	1	15	128	0	0	0	0
0	2	2	2	10	0	0	2	0	0	100	1	1	0	0	13	999	0	0	0	0	0	0	0
0	2	2	2	10	0	1	2	0	0	100	1	1	0	0	0	0	1	45	524288	0	0	0	0
0	2	2	2	10	0	1	2	0	0	100	1	1	0	0	0	0	1	45	524288	0	0	0	0
0	2	2	2	10	0	0	2	0	0	100	1	1	13	200	0	0	0	0	0	0	0	0	0
0	2	2	2	10	0	0	2	0	0	100	1	1	0	0	13	100	0	0	0	0	0	0	0
0	2	2	2	10	0	0	2	0	0	100	1	1	0	0	0	0	1	95	524288	0	0	0	0
0	2	2	2	10	0	0	2	0	0	100	1	1	0	0	0	0	1	95	524288	0	0	0	0
0	2	2	2	10	0	0	1	0	0	100	1	1	5	1500	0	0	0	0	0	0	0	0	0
0	2	1	1	10	0	0	2	0	0	100	1	1	1	120	0	0	0	0	0	0	0	0	0
0	2	2	2	10	0	1	2	0	0	100	1	1	1	310	0	0	0	0	0	0	0	0	0
16777216	2	2	2	10	0	1	2	0	0	100	1	1	0	0	0	0	1	45	8	0	0	0	0
16777216	2	1	1	15	0	1	2	0	0	95	1	1	1	180	0	0	1	50	8	0	0	3	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	1	1	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	0	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	0	0	1	2	0	0	100	1	1	1	1600	0	0	0	0	0	0	0	0	0
0	2	2	2	0	0	1	2	0	0	100	1	1	1	2600	0	0	0	0	0	0	0	0	0
0	2	2	2	0	0	1	2	0	0	100	1	1	1	3600	0	0	0	0	0	0	0	0	0
0	2	2	2	0	0	1	2	0	0	100	1	1	4	9999	0	0	0	0	0	0	0	0	0
0	2	1	1	0	0	1	2	0	0	95	1	1	1	300	0	0	0	0	0	0	0	3	0
0	2	2	2	8	0	1	1	0	0	100	1	1	2	80	0	0	0	0	0	0	0	0	0
0	2	2	2	4	0	0	2	0	0	99	1	1	1	150	0	0	0	0	0	0	0	0	0
0	2	2	2	10	0	0	2	0	0	99	1	1	1	300	0	0	0	0	0	0	0	0	0
0	2	2	2	18	0	1	2	0	0	100	1	1	0	0	0	0	0	0	0	136	0	0	0
128	2	1	1	0	0	0	2	0	0	100	1	1	0	0	0	0	1	100	1048576	0	18	0	0
0	2	2	2	3	0	0	2	0	0	100	1	1	1	40	0	0	0	0	0	0	3	0	0
0	2	1	1	10	1	1	2	0	0	90	1	1	1	95	0	0	0	0	0	0	0	5	0
0	2	1	1	11	1	0	2	0	0	88	1	1	1	150	0	0	0	0	0	0	0	25	0
0	2	1	1	14	1	0	2	0	0	90	1	1	1	380	0	0	1	30	8	0	0	15	0
0	2	2	2	12	0	0	2	0	0	99	1	1	1	350	0	0	0	0	0	0	3	0	0
0	2	1	1	20	1	0	2	0	0	90	1	1	1	650	0	0	0	0	0	0	0	30	0
0	2	1	1	9	1	0	2	0	0	92	1	1	1	100	0	0	1	35	4	0	0	10	0
0	2	2	2	6	0	0	2	0	0	99	1	1	1	150	0	0	1	15	128	0	0	0	0
0	2	2	2	18	0	1	2	0	0	100	1	1	0	0	0	0	0	0	0	2	0	0	0
0	2	2	2	18	0	1	1	0	0	100	1	1	0	0	0	0	0	0	0	68	0	0	0
0	2	2	2	12	0	0	2	0	0	99	1	1	1	300	0	0	1	15	128	0	0	0	0
0	2	1	1	25	1	0	2	0	0	88	1	1	1	1000	0	0	0	0	0	0	0	13	0
0	2	2	2	8	0	0	2	0	0	99	1	1	1	140	0	0	1	20	64	0	0	0	0
0	2	2	2	3	0	0	2	0	0	100	1	1	13	40	0	0	0	0	0	0	0	0	0
0	2	1	1	12	1	1	2	0	0	95	1	1	1	250	0	0	1	60	8	0	0	3	0
0	2	2	2	14	0	0	2	0	0	99	1	1	1	280	0	0	1	20	64	0	0	0	0
0	2	2	2	18	0	1	2	0	0	100	1	1	0	0	0	0	0	0	0	32	0	0	0
0	2	2	2	34	0	0	2	0	0	99	1	1	1	600	0	0	1	60	64	0	0	0	0
0	2	2	1	10	1	1	2	0	0	85	2	4	1	27	0	0	0	0	0	0	0	5	0
0	2	2	2	18	0	1	1	0	0	100	1	1	0	0	0	0	0	0	0	16	0	0	0
0	2	1	1	19	1	1	2	0	0	88	3	5	1	40	0	0	0	0	0	0	0	5	0
0	2	2	2	18	0	1	1	0	0	100	1	1	0	0	0	0	0	0	0	1	0	0	0
0	2	1	1	21	1	0	2	0	0	92	1	1	1	580	0	0	0	0	0	0	3	10	0
0	2	1	1	17	1	1	2	0	0	88	1	2	1	350	0	0	0	0	0	0	0	12	0
0	2	2	2	8	0	0	2	0	0	99	1	1	1	140	0	0	1	10	524288	0	0	0	0
0	2	2	2	26	0	1	2	0	0	100	1	1	0	0	0	0	1	70	524288	0	0	0	0
0	2	2	2	20	0	1	2	0	0	95	1	1	1	250	0	0	0	0	0	0	24	0	0
0	2	1	1	14	1	0	2	0	0	95	3	5	1	60	0	0	0	0	0	0	0	0	0
0	2	2	2	25	0	1	2	0	0	95	1	1	1	350	0	0	1	10	524288	0	0	0	0
0	2	2	2	30	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	170	0	0	0
0	2	2	2	16	0	1	2	0	0	95	1	1	1	140	0	0	1	10	524288	0	0	0	0
0	2	2	2	12	0	1	1	0	0	100	1	1	2	170	0	0	0	0	0	0	0	0	0
0	2	2	2	16	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	16384	0	0	0
0	2	2	2	16	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	32768	0	0	0
0	2	2	2	25	0	1	2	0	0	95	1	1	1	350	0	0	1	10	524288	0	0	0	0
0	2	2	2	30	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	85	0	0	0
0	2	2	2	30	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	14	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	20	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	30	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	16	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	1	2	2	35	0	0	2	0	0	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	1	1	10	1	0	2	0	0	95	1	1	1	300	0	0	1	35	16	0	0	5	0
0	2	1	1	17	1	1	2	0	0	80	2	4	1	42	0	0	0	0	0	0	0	0	0
0	2	1	1	19	1	1	2	0	0	85	1	1	1	400	0	0	1	20	16	0	0	0	0
0	2	2	2	20	0	0	1	0	0	100	1	1	0	0	0	0	0	0	0	256	0	0	0
0	2	1	1	20	1	0	2	0	0	90	1	1	1	650	0	0	0	0	0	0	0	20	0
0	2	1	1	17	1	1	2	0	0	88	1	2	1	350	0	0	0	0	0	0	0	12	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	2	2	0	0	0	0	1	16	524288	100	1	1	0	0	0	0	0	0	0	0	6	0	0
160	2	2	0	0	0	0	1	16	524288	100	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	10	64	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	20	64	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	30	64	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	10	128	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	20	128	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	30	128	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	10	8	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	20	8	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	30	8	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	10	16	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	20	16	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	30	16	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	10	4	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	20	4	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	30	4	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	10	2	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	20	2	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	30	2	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	10	32	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	20	32	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	30	32	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	10	256	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	20	256	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	1	30	256	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	3	10	510	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	3	20	510	0	0	0	0
0	2	2	0	0	0	0	2	0	0	100	1	1	0	0	0	0	3	30	510	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2097152	2	2	0	0	0	0	2	0	0	100	1	1	1	220	0	0	0	0	0	0	18	0	0
2097152	2	1	1	0	0	0	2	0	0	100	1	1	1	1100	0	0	0	0	0	0	18	20	0
2097152	2	2	0	0	0	1	2	0	0	100	1	1	1	100	0	0	1	20	128	0	18	0	0
2097152	2	2	2	0	0	0	2	0	0	100	1	1	1	1500	0	0	1	80	64	0	18	0	0
2097152	2	2	2	0	0	0	2	0	0	100	1	1	1	1100	0	0	0	0	0	0	18	0	0
2097152	2	2	2	0	0	0	2	0	0	100	1	1	1	1500	0	0	0	0	0	0	18	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2097152	2	2	2	0	0	1	1	0	0	100	1	1	0	0	0	0	0	0	0	512	0	0	0
6291456	2	2	2	0	0	0	2	0	0	100	1	1	1	1500	0	0	0	0	0	0	18	0	0
2097152	2	2	2	0	0	0	2	0	0	100	1	1	1	1100	0	0	1	80	128	0	18	0	0
2097152	2	2	2	0	0	0	2	0	0	100	1	1	1	1100	0	0	0	0	0	170	18	0	0
2097152	2	2	0	0	0	1	1	68	0	100	1	1	11	100	0	0	2	100	524288	49152	0	0	0
2097152	2	2	2	0	0	1	1	0	0	100	1	1	0	0	0	0	0	0	0	256	0	0	0
0	0	2	2	1	1	0	1	0	0	99	1	1	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	12	0	2	3	0	0	100	1	1	0	0	0	0	0	50	0	0	0	0	0
0	2	1	1	20	1	0	2	0	0	90	1	1	1	2600	0	0	0	0	0	0	0	20	0
0	2	1	1	22	1	1	2	0	0	92	1	1	1	2100	0	0	0	0	0	0	0	13	0
0	2	1	1	25	1	0	2	0	0	88	1	1	1	2600	0	0	0	0	0	0	0	13	0
0	2	1	1	22	1	1	2	0	0	88	1	2	1	750	0	0	0	0	0	0	0	12	0
0	2	1	1	13	1	0	2	0	0	100	1	1	1	18000	0	0	0	0	0	0	3	0	0
0	2	1	1	17	1	0	2	0	0	90	1	1	1	375	0	0	0	0	0	0	0	100	0
0	2	2	2	40	0	0	2	0	0	97	1	1	1	2400	0	0	0	0	0	0	0	0	0
0	2	2	2	44	0	1	2	0	0	95	1	1	1	2400	0	0	0	0	0	0	0	0	0
0	2	2	2	46	0	0	2	0	0	97	1	1	1	2100	0	0	1	60	128	0	0	0	0
0	2	2	2	48	0	1	2	0	0	95	1	1	1	2100	0	0	1	35	128	0	0	0	0
0	2	2	2	46	0	0	2	0	0	97	1	1	1	2100	0	0	1	60	64	0	0	0	0
0	2	2	2	48	0	1	2	0	0	95	1	1	1	2100	0	0	1	35	64	0	0	0	0
