Sort	Type	EquipBy	Rarity	Tier	BaseSt	BaseMa	BaseEn	BaseAg	BaseLu	Skill	Buy	Sell	GetFlag
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
0	4096	1	1	1	0	0	0	0	0	0	1	0	0
