Sort	BtlSort	Type	Usage	Rarity	Tier	BaseHP	BaseSP	BaseSt	BaseMa	BaseEn	BaseAg	BaseLu	Skill	Buy	Sell	GetFlag
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	2000	500	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	100	30	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	8000	2000	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
