usetype	flg	side	type	sklid	gold	max_num	iconType	sortid	sortSub	sortKon	sortMasyou
20	2	18433	8192	0	200	99	13	558	6	7	999
20	2	18433	8192	0	200	99	13	555	6	7	999
20	2	1	0	0	0	0	1	559	999	999	999
20	2	1	0	0	0	0	1	560	999	999	999
20	2	1	0	0	0	0	1	561	999	999	999
20	2	1	0	0	0	0	1	562	999	999	999
20	2	1	0	0	0	0	1	563	999	999	999
20	2	18433	8192	0	200	99	13	564	6	7	999
20	2	18433	8192	0	200	99	13	565	6	7	999
20	2	18433	8192	0	200	99	13	566	6	7	999
20	2	1	0	0	0	0	1	567	999	999	999
20	2	1	0	0	0	0	1	568	999	999	999
20	2	1	0	0	0	0	1	569	999	999	999
20	2	1	0	0	0	0	1	570	999	999	999
20	2	1	0	0	0	0	1	571	999	999	999
20	2	18433	8192	0	200	99	13	572	6	7	999
20	2	18433	8192	0	200	99	13	573	6	7	999
20	2	18433	8192	0	200	99	13	574	6	7	999
20	2	18433	8192	0	200	99	13	575	6	7	999
20	2	18433	8192	0	200	99	13	576	6	7	999
20	2	1	0	0	0	0	1	577	999	999	999
20	2	1	0	0	0	0	1	578	999	999	999
20	2	1	0	0	0	0	1	579	999	999	999
20	2	1	0	0	0	0	1	580	999	999	999
20	2	1	0	0	0	0	1	581	999	999	999
20	2	18433	8192	0	200	99	13	582	6	7	999
20	2	18433	8192	0	200	99	13	583	6	7	999
20	2	18433	8192	0	200	99	13	584	6	7	999
20	2	18433	8192	0	200	99	13	585	6	7	999
20	2	18433	8192	0	200	99	13	586	6	7	999
20	2	18433	8192	0	200	99	13	587	6	7	999
20	2	18433	8192	0	200	99	13	588	6	7	999
20	2	1	0	0	0	0	1	589	999	999	999
20	2	1	0	0	0	0	1	590	999	999	999
20	2	1	0	0	0	0	1	591	999	999	999
20	2	1	0	0	0	0	1	592	999	999	999
20	2	18433	8192	0	200	99	13	593	6	7	999
20	2	18433	8192	0	200	99	13	594	6	7	999
20	2	18433	8192	0	200	99	13	595	6	7	999
20	2	18433	8192	0	200	99	13	596	6	7	999
20	2	18433	8192	0	200	99	13	597	6	7	999
20	2	18433	8192	0	200	99	13	598	6	7	999
20	2	18433	8192	0	200	99	13	600	6	7	999
20	2	18433	8192	0	200	99	13	601	6	7	999
20	2	18433	8192	0	200	99	13	599	6	7	999
20	2	1	0	0	0	0	1	602	999	999	999
20	2	1	0	0	0	0	1	603	999	999	999
20	2	1	0	0	0	0	1	604	999	999	999
20	2	1	0	0	0	0	1	605	999	999	999
20	2	1	0	0	0	0	1	606	999	999	999
20	2	18433	8192	0	200	99	13	607	6	7	999
20	2	18433	8192	0	200	99	13	609	6	7	999
20	2	18433	8192	0	200	99	13	611	6	7	999
20	2	18433	8192	0	200	99	13	613	6	7	999
20	2	18433	8192	0	200	99	13	617	6	7	999
20	2	18433	8192	0	200	99	13	616	6	7	999
20	2	18433	8192	0	200	99	13	608	6	7	999
20	2	18433	8192	0	200	99	13	610	6	7	999
20	2	18433	8192	0	200	99	13	612	6	7	999
20	2	18433	8192	0	200	99	13	614	6	7	999
20	2	18433	8192	0	200	99	13	615	6	7	999
20	2	1	0	0	0	0	1	618	999	999	999
20	2	1	0	0	0	0	1	619	999	999	999
20	2	1	0	0	0	0	1	620	999	999	999
20	2	1	0	0	0	0	1	621	999	999	999
20	2	1	0	0	0	0	1	622	999	999	999
20	2	18433	8192	0	200	99	13	623	6	7	999
20	2	18433	8192	0	200	99	13	624	6	7	999
20	2	18433	8192	0	200	99	13	625	6	7	999
20	2	18433	8192	0	200	99	13	626	6	7	999
20	2	18433	8192	0	200	99	13	627	6	7	999
20	2	18433	8192	0	200	99	13	628	6	7	999
20	2	18433	8192	0	200	99	13	629	6	7	999
20	2	18433	8192	0	200	99	13	630	6	7	999
20	2	18433	8192	0	200	99	13	631	6	7	999
20	2	18433	8192	0	200	99	13	632	6	7	999
20	2	18433	8192	0	200	99	13	633	6	7	999
20	2	18433	8192	0	200	99	13	634	6	7	999
20	2	18433	8192	0	200	99	13	635	6	7	999
20	2	18433	8192	0	200	99	13	636	6	7	999
20	2	18433	8192	0	200	99	13	637	6	7	999
20	2	18433	8192	0	200	99	13	638	6	7	999
20	2	18433	8192	0	200	99	13	639	6	7	999
20	2	18433	8192	0	200	99	13	640	6	7	999
20	2	18433	8192	0	200	99	13	641	6	7	999
20	2	18433	8192	0	200	99	13	642	6	7	999
20	2	18433	8192	0	200	99	13	643	6	7	999
20	2	18433	8192	0	200	99	13	644	6	7	999
20	2	18433	8192	0	200	99	13	645	6	7	999
20	2	18433	8192	0	200	99	13	646	6	7	999
20	2	18433	8192	0	200	99	13	647	6	7	999
20	2	18433	8192	0	200	99	13	648	6	7	999
20	2	18433	8192	0	200	99	13	649	6	7	999
20	2	18433	8192	0	200	99	13	650	6	7	999
20	2	18433	8192	0	200	99	13	651	6	7	999
20	2	18433	8192	0	200	99	13	652	6	7	999
20	2	18433	8192	0	200	99	13	653	6	7	999
20	2	18433	8192	0	200	99	13	654	6	7	999
20	2	18433	8192	0	200	99	13	655	6	7	999
20	2	18433	8192	0	200	99	13	656	6	7	999
20	2	18433	8192	0	200	99	13	657	6	7	999
20	2	18433	8192	0	200	99	13	658	6	7	999
20	2	18433	8192	0	200	99	13	659	6	7	999
20	2	18433	8192	0	200	99	13	660	6	7	999
20	2	18433	8192	0	200	99	13	661	6	7	999
20	2	18433	8192	0	200	99	13	662	6	7	999
20	2	18433	8192	0	200	99	13	663	6	7	999
20	2	18433	8192	0	200	99	13	664	6	7	999
20	2	18433	8192	0	200	99	13	665	6	7	999
20	2	18433	8192	0	200	99	13	666	6	7	999
20	2	18433	8192	0	200	99	13	667	6	7	999
20	2	18433	8192	0	200	99	13	668	6	7	999
20	2	18433	8192	0	200	99	13	669	6	7	999
20	2	18433	8192	0	200	99	13	670	6	7	999
20	2	18433	8192	0	200	99	13	671	6	7	999
20	2	18433	8192	0	200	99	13	672	6	7	999
20	2	18433	8192	0	200	99	13	673	6	7	999
20	2	18433	8192	0	200	99	13	674	6	7	999
20	2	18433	8192	0	200	99	13	675	6	7	999
20	2	18433	8192	0	200	99	13	676	6	7	999
20	2	18433	8192	0	200	99	13	677	6	7	999
20	2	18433	8192	0	200	99	13	678	6	7	999
20	2	18433	8192	0	200	99	13	679	6	7	999
20	2	18433	8192	0	200	99	13	680	6	7	999
20	2	18433	8192	0	200	99	13	681	6	7	999
20	2	18433	8192	0	200	99	13	682	6	7	999
20	2	18433	8192	0	200	99	13	683	6	7	999
20	2	18433	8192	0	200	99	13	684	6	7	999
20	2	18433	8192	0	200	99	13	685	6	7	999
20	2	18433	8192	0	200	99	13	686	6	7	999
20	2	18433	8192	0	200	99	13	687	6	7	999
20	2	18433	8192	0	200	99	13	688	6	7	999
20	2	18433	8192	0	200	99	13	689	6	7	999
20	2	1	0	0	0	0	1	690	999	999	999
20	2	1	0	0	0	0	1	691	999	999	999
20	2	1	0	0	0	0	1	692	999	999	999
20	2	1	0	0	0	0	1	693	999	999	999
20	2	1	0	0	0	0	1	694	999	999	999
20	2	1	0	0	0	0	1	695	999	999	999
20	2	1	0	0	0	0	1	696	999	999	999
20	2	18433	8192	0	200	99	13	697	6	7	999
20	2	18433	8192	0	200	99	13	698	6	7	999
20	2	18433	8192	0	200	99	13	699	6	7	999
20	2	18433	8192	0	200	99	13	700	6	7	999
20	2	18433	8192	0	200	99	13	701	6	7	999
20	2	18433	8192	0	200	99	13	702	6	7	999
20	2	18433	8192	0	200	99	13	703	6	7	999
20	2	18433	8192	0	200	99	13	704	6	7	999
20	2	18433	8192	0	200	99	13	705	6	7	999
20	2	18433	8192	0	200	99	13	706	6	7	999
20	2	18433	8192	0	200	99	13	707	6	7	999
20	2	18433	8192	0	200	99	13	708	6	7	999
20	2	18433	8192	0	200	99	13	709	6	7	999
20	2	18433	8192	0	200	99	13	710	6	7	999
20	2	18433	8192	0	200	99	13	711	6	7	999
20	2	18433	8192	0	200	99	13	712	6	7	999
20	2	18433	8192	0	200	99	13	713	6	7	999
20	2	18433	8192	0	200	99	13	714	6	7	999
20	2	18433	8192	0	200	99	13	715	6	7	999
20	2	18433	8192	0	200	99	13	724	6	7	999
20	2	18433	8192	0	200	99	13	725	6	7	999
20	2	18433	8192	0	200	99	13	726	6	7	999
20	2	18433	8192	0	200	99	13	727	6	7	999
20	2	18433	8192	0	200	99	13	728	6	7	999
20	2	18433	8192	0	200	99	13	729	6	7	999
20	2	18433	8192	0	200	99	13	734	6	7	999
20	2	18433	8192	0	200	99	13	730	6	7	999
20	2	18433	8192	0	200	99	13	731	6	7	999
20	2	18433	8192	0	200	99	13	732	6	7	999
20	2	18433	8192	0	200	99	13	733	6	7	999
20	2	18433	8192	0	200	99	13	717	6	7	999
20	2	18433	8192	0	200	99	13	718	6	7	999
20	2	18433	8192	0	200	99	13	735	6	7	999
20	2	18433	8192	0	200	99	13	721	6	7	999
20	2	18433	8192	0	200	99	13	722	6	7	999
20	2	18433	8192	0	200	99	13	736	6	7	999
20	2	18433	8192	0	200	99	13	716	6	7	999
20	2	18433	8192	0	200	99	13	737	6	7	999
20	2	18433	8192	0	200	99	13	738	6	7	999
20	2	18433	8192	0	200	99	13	739	6	7	999
20	2	18433	8192	0	200	99	13	740	6	7	999
20	2	18433	8192	0	200	99	13	741	6	7	999
20	2	18433	8192	0	200	99	13	742	6	7	999
20	2	18433	8192	0	200	99	13	719	6	7	999
20	2	18433	8192	0	200	99	13	720	6	7	999
20	2	18433	8192	0	200	99	13	723	6	7	999
20	2	1	0	0	0	0	1	743	999	999	999
20	2	1	0	0	0	0	1	744	999	999	999
20	2	1	0	0	0	0	1	745	999	999	999
20	2	1	0	0	0	0	1	746	999	999	999
20	2	1	0	0	0	0	1	747	999	999	999
20	2	1	0	0	0	0	1	748	999	999	999
20	2	1	0	0	0	0	1	749	999	999	999
20	2	1	0	0	0	0	1	750	999	999	999
20	2	1	0	0	0	0	1	751	999	999	999
20	2	16385	16384	0	200	99	10	752	3	4	999
20	2	16385	16384	0	400	99	10	753	3	4	999
4	2	1	0	0	0	0	1	754	999	999	999
4	2	1	0	0	0	0	1	755	999	999	999
4	2	1	0	0	0	0	1	756	999	999	999
4	2	1	0	0	0	0	1	757	999	999	999
4	2	1	0	0	0	0	1	758	999	999	999
4	2	1	0	0	0	0	1	759	999	999	999
4	0	4097	0	0	0	1	12	760	999	999	999
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
