s_type	para	attr	attrtime	transfer	type	area	useflg	count	flg	n0	n1	max_damage	muteki_time	badst	percentage	para2	equipID	hitbk_cnt	hitbk_rate	flg2	weapontype	fuyoeff	shild_dmg	light_attack_mag	sortId	sortType	coolTime	wincePow
16	0	0	0	0	9	16448	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	999	-1	0
16	80	64	900	1	3	16406	1	1	512	1	0	0	0	8192	100	0	0	0	0	2097152	0	0	0	0	234	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	235	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	236	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	237	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	238	999	-1	1
16	0	256	0	0	3	32834	1	1	1073741841	50	0	999	0	0	0	0	0	10	5	0	0	0	0	0	239	999	-1	100
16	0	256	0	0	3	32834	1	1	1073741841	50	0	999	0	0	0	0	0	10	5	0	0	0	0	0	240	999	-1	100
16	0	0	0	0	9	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	241	999	-1	1
16	0	0	0	0	3	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	242	999	-1	1
16	0	0	0	0	3	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	243	999	-1	1
16	0	0	0	0	3	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	244	999	-1	1
16	0	0	0	0	3	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	245	999	-1	1
16	0	256	0	0	3	32834	1	1	1073741841	50	0	999	0	0	0	0	0	10	5	0	0	0	0	0	246	999	-1	100
16	0	0	0	0	3	32833	1	1	16	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	247	999	-1	1
16	0	0	0	0	3	32833	1	1	16	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	248	999	-1	1
16	0	0	0	0	3	32833	1	1	16	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	249	999	-1	1
16	0	0	0	0	9	32833	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	250	999	-1	1
16	0	4352	0	0	24585	32834	1	1	9	190	0	9999	30	256	0	0	0	20	30	0	0	0	0	0	838	11	-1	190
16	0	8448	0	0	8192	16385	1	1	2147483649	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	252	999	-1	0
16	0	12544	0	0	8192	32769	1	1	1	10	180	999	0	0	0	0	0	10	5	0	0	0	0	0	253	999	-1	10
16	0	16640	0	0	24579	32769	1	1	1	1	50	0	0	256	0	0	0	10	5	0	0	0	0	0	254	999	-1	1
16	0	16640	0	0	24579	32769	1	1	1	1	100	0	0	256	0	0	0	10	5	0	0	0	0	0	255	999	-1	1
16	0	20736	0	0	24576	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	279	11	-1	1
16	0	24832	0	0	24576	32769	1	1	2147483649	1	50	0	0	0	0	0	0	10	5	0	0	0	0	0	842	11	-1	1
16	0	28928	0	0	24576	32769	1	1	2147483649	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	809	11	-1	0
16	0	33024	0	0	24576	32769	1	1	2147483649	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	810	11	-1	0
16	0	37120	0	0	8192	32769	1	1	2147483649	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	260	999	-1	0
16	0	41216	0	0	24576	32769	1	1	2147483649	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	813	11	-1	0
16	0	45312	0	0	24576	32769	1	1	2147483649	1	10	0	0	0	0	0	0	10	5	0	0	0	0	0	251	11	-1	1
16	0	45312	0	0	24576	32769	1	1	2147483649	1	20	0	0	0	0	0	0	10	5	0	0	0	0	0	256	11	-1	1
16	0	45312	0	0	24576	32769	1	1	2147483649	1	30	0	0	0	0	0	0	10	5	0	0	0	0	0	257	11	-1	1
16	0	49408	0	0	8192	32769	1	1	2147483649	1	10	0	0	0	0	0	0	10	5	0	0	0	0	0	265	999	-1	1
16	0	49408	0	0	8192	32769	1	1	2147483649	1	20	0	0	0	0	0	0	10	5	0	0	0	0	0	266	999	-1	1
16	0	49408	0	0	8192	32769	1	1	2147483649	1	30	0	0	0	0	0	0	10	5	0	0	0	0	0	267	999	-1	1
16	0	53504	0	0	24576	32769	1	1	2147483649	1	200	0	0	0	0	0	0	10	5	0	0	0	0	0	859	11	-1	1
16	0	57600	0	0	24576	32769	1	1	2147483649	1	200	0	0	0	0	0	0	10	5	0	0	0	0	0	860	11	-1	1
16	0	61696	0	0	24576	32769	1	1	2147483649	1	150	0	0	4	0	0	0	10	5	0	0	0	0	0	258	11	-1	1
16	0	61696	0	0	24576	32769	1	1	2147483649	1	150	0	0	8	0	0	0	10	5	0	0	0	0	0	259	11	-1	1
16	0	61696	0	0	24576	32769	1	1	2147483649	1	150	0	0	16	0	0	0	10	5	0	0	0	0	0	261	11	-1	1
16	0	61696	0	0	24576	32769	1	1	2147483649	1	150	0	0	32	0	0	0	10	5	0	0	0	0	0	262	11	-1	1
16	0	65792	0	0	24576	32769	1	1	2147483649	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	263	11	-1	0
16	0	69888	0	0	24576	32769	1	1	2147483649	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	268	11	-1	1
16	0	209152	0	0	24576	32769	1	1	2147483649	1	0	0	0	4	0	0	0	0	0	0	7	0	0	0	269	11	-1	1
16	0	209152	0	0	24576	32769	1	1	2147483649	1	50	0	0	8	0	0	0	0	0	0	8	0	0	0	270	11	-1	1
16	0	209152	0	0	24576	32769	1	1	2147483649	1	0	0	0	16	0	0	0	0	0	0	9	0	0	0	271	11	-1	1
16	0	209152	0	0	24576	32769	1	1	2147483649	1	50	0	0	32	0	0	0	0	0	0	10	0	0	0	272	11	-1	1
16	0	209152	0	0	24576	32769	1	1	2147483649	1	0	0	0	1	0	0	0	0	0	0	11	0	0	0	273	11	-1	1
16	60	64	1200	1	4099	16406	1	1	2147484160	1	0	0	0	524288	100	0	0	0	0	0	0	0	0	0	281	999	-1	1
16	60	128	1200	1	4099	16406	1	1	2147484160	1	0	0	0	524288	100	0	0	0	0	0	0	0	0	0	282	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	283	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	284	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	285	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	286	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	287	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	288	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	289	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	290	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	291	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	292	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	293	999	-1	1
16	0	0	0	0	0	16385	1	1	2147483648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	999	-1	0
16	0	0	0	0	3	16385	1	1	2147483648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	999	-1	0
16	0	0	0	0	1	53250	1	1	2147483649	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	296	999	-1	1
0	0	1	0	0	1	32769	1	1	2147483649	1	0	15	60	0	0	0	0	10	20	262144	0	0	0	0	297	999	-1	1
0	0	0	0	0	1	32769	1	0	2147483648	0	0	0	0	0	0	0	0	10	25	262144	0	0	0	0	298	999	-1	0
16	0	0	0	0	3	32770	1	6	2147483649	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	299	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	300	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	301	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	302	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	303	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	304	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	305	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	306	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	307	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	308	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	309	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	310	999	-1	1
16	0	0	0	0	3	32769	1	1	2147483904	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	311	999	-1	1
0	0	0	0	0	3	32769	1	1	2147484672	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	999	-1	1
16	0	0	0	0	3	32769	1	1	2147484672	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	313	999	-1	1
16	0	0	0	0	3	32769	1	1	2147484672	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	314	999	-1	1
16	0	0	0	0	3	32769	1	1	2147484672	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	315	999	-1	1
16	0	0	0	0	3	32769	1	1	2147484672	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	316	999	-1	1
16	0	0	0	0	3	32769	1	1	2147484672	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	317	999	-1	1
16	0	0	0	0	3	32769	1	1	2147484672	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	318	999	-1	1
16	0	0	0	0	3	32769	1	1	2147484672	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	319	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	320	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	321	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	322	999	-1	1
32	2	0	0	0	15	8209	1	1	16385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	10	20	0
32	2	0	0	0	15	8209	1	1	16385	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	173	10	30	0
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	323	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	324	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	325	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	326	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	327	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	328	999	-1	1
8	1	512	0	0	8	16400	3	1	4100	120	0	120	0	0	0	0	8192	0	0	131072	0	0	0	0	329	999	-1	120
8	1	512	0	0	8	16400	3	1	4100	350	0	350	0	0	0	0	8192	0	0	131072	0	0	0	0	330	999	-1	350
8	1	512	0	0	8	16400	3	1	8196	0	25	0	0	0	0	0	8192	0	0	131072	0	0	0	0	331	999	-1	0
8	1	512	0	0	8	16400	1	1	8196	0	60	0	0	262144	100	0	8192	0	0	131072	0	0	0	0	332	999	-1	0
8	1	512	0	0	8	16400	3	1	8196	0	100	0	0	0	0	0	8192	0	0	131072	0	0	0	0	333	999	-1	0
8	1	512	0	0	8	16404	3	1	8196	0	100	0	0	0	0	0	8192	0	0	131072	0	0	0	0	334	999	-1	0
8	1	512	0	0	8	16400	3	1	32772	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	335	999	-1	0
8	1	512	0	0	8	16400	3	1	32772	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	336	999	-1	0
8	1	512	0	0	8	16400	3	1	32772	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	337	999	-1	0
8	1	512	0	0	8	16400	3	1	32772	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	338	999	-1	0
8	1	512	0	0	8	16400	3	1	40964	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	339	999	-1	0
8	1	512	0	0	8	24	3	1	40964	0	100	0	0	0	0	0	0	0	0	131072	0	0	0	0	340	999	-1	0
8	1	512	0	0	8	16400	3	1	65540	0	0	0	0	2048	100	0	0	0	0	131072	0	0	0	0	341	999	-1	0
8	1	512	0	0	8	16400	3	1	65540	0	0	0	0	1024	100	0	0	0	0	131072	0	0	0	0	342	999	-1	0
8	1	512	0	0	8	16400	1	1	65540	0	0	0	0	64	100	0	0	0	0	131072	0	0	0	0	343	999	-1	0
8	1	512	0	0	8	16400	3	1	65540	0	0	0	0	13184	100	0	0	0	0	131072	0	0	0	0	344	999	-1	0
8	1	512	0	0	8	16656	3	1	73732	0	10	0	0	131072	100	0	0	0	0	131072	0	0	0	0	345	999	-1	0
8	1	512	0	0	8	16656	3	1	73732	0	100	0	0	131072	100	0	0	0	0	131072	0	0	0	0	346	999	-1	0
8	1	512	0	0	8	16400	3	1	131104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	999	-1	1
8	1	512	0	0	8	16400	3	1	524320	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	999	-1	1
8	1	512	0	0	8	16400	3	1	262176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	999	-1	1
8	1	512	0	0	8	16400	3	1	1048608	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	999	-1	1
8	1	0	0	0	8	16400	3	1	64	25	0	0	0	0	0	0	0	10	5	0	0	0	0	0	351	999	-1	25
8	1	1	0	0	8	16400	3	1	64	50	0	0	0	0	0	0	0	10	5	0	0	0	0	0	352	999	-1	50
8	1	2	0	0	8	16400	3	1	64	50	0	0	0	0	0	0	0	10	5	0	0	0	0	0	353	999	-1	50
8	1	4	0	0	8	16400	3	1	64	50	0	0	0	0	0	0	0	10	5	0	0	0	0	0	354	999	-1	50
8	1	8	0	0	8	16400	3	1	64	50	0	0	0	0	0	0	0	10	5	0	0	0	0	0	355	999	-1	50
8	1	16	0	0	8	16400	3	1	64	50	0	0	0	0	0	0	0	10	5	0	0	0	0	0	356	999	-1	50
8	1	32	0	0	8	16400	3	1	64	50	0	0	0	0	0	0	0	10	5	0	0	0	0	0	357	999	-1	50
8	1	64	0	0	8	16400	3	1	64	50	0	0	0	0	0	0	0	10	5	0	0	0	0	0	358	999	-1	50
8	1	0	0	0	8	16400	3	1	64	40	0	0	0	0	0	0	0	10	5	0	0	0	0	0	359	999	-1	40
8	1	0	0	0	8	16400	3	1	64	90	0	0	0	0	0	0	0	10	5	0	0	0	0	0	360	999	-1	90
8	1	16	0	0	8	16400	1	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	999	-1	0
8	1	32	0	0	8	16400	3	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	999	-1	0
8	1	64	0	0	8	16400	3	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	999	-1	0
8	1	0	0	0	8	16400	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	999	-1	0
8	1	128	0	0	8	16400	3	1	192	30	10	60	0	0	0	0	0	0	0	0	0	0	0	0	365	999	-1	30
8	1	1024	0	0	8	16400	1	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	999	-1	0
8	1	2048	0	0	8	32785	1	1	128	0	0	0	0	0	40	0	8192	0	0	0	0	0	0	0	367	999	-1	0
8	1	2048	0	0	8	32785	1	1	128	0	0	0	0	0	80	0	8192	0	0	0	0	0	0	0	368	999	-1	0
8	1	512	1	0	8	16400	5	1	131104	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	999	-1	3
8	1	512	1	0	8	16400	5	1	524320	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	999	-1	3
8	1	512	1	0	8	16400	5	1	262176	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	999	-1	3
8	1	512	1	0	8	16400	5	1	1048608	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	999	-1	3
8	1	512	0	0	8	16400	3	1	8196	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	373	999	-1	0
8	1	512	1	0	8	16400	1	1	393248	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	999	-1	3
8	1	512	1	0	8	16400	1	1	1572896	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	999	-1	3
8	1	512	1	0	8	16400	5	1	131104	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	999	-1	5
8	1	512	1	0	8	16400	5	1	524320	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	999	-1	5
8	1	512	1	0	8	16400	5	1	262176	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	999	-1	5
8	1	512	1	0	8	16400	5	1	1048608	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	999	-1	5
8	1	512	0	0	8	16400	3	1	8196	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	380	999	-1	0
8	1	256	1	0	8	16400	3	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	999	-1	0
8	1	512	1	0	8	16400	3	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	999	-1	0
8	1	512	1	0	8	16400	3	1	1966112	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	999	-1	5
8	0	20736	0	0	8192	32769	1	6	2147483649	999	100	0	0	0	0	0	0	10	5	0	0	0	0	0	1034	999	-1	999
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	385	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	386	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	387	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	388	999	-1	1
8	1	512	0	0	8	16400	3	1	8196	0	50	0	0	0	0	0	8192	0	0	0	0	0	0	0	389	999	-1	0
8	1	512	0	0	8	16400	3	1	8196	0	100	0	0	0	0	0	8192	0	0	0	0	0	0	0	390	999	-1	0
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	391	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	392	999	-1	1
16	3	4	300	33	3	32770	1	1	1	9	0	999	0	16	100	0	0	10	12	33554432	0	0	0	0	393	999	-1	9
16	7	4	300	33	3	32770	1	1	1	25	0	999	0	16	100	0	0	10	12	33554432	0	0	0	0	394	999	-1	25
16	7	4	300	33	3	32769	1	1	1	18	0	999	0	16	100	0	0	10	12	33554432	0	0	0	0	395	999	-1	18
16	5	4	300	33	3	32769	1	1	134217729	9	15	999	0	16	100	3	0	10	12	33554432	0	0	0	0	396	999	-1	9
16	3	8	300	65	3	32769	1	1	1	8	0	999	0	2	100	0	0	15	20	33554432	0	0	0	0	397	999	-1	9
16	7	8	300	65	3	32770	1	1	1	23	0	999	0	2	100	0	0	15	20	33554432	0	0	0	0	398	999	-1	24
16	7	8	300	65	3	32769	1	1	134217729	17	15	999	0	2	100	0	0	15	20	33554432	0	0	0	0	399	999	-1	17
16	5	8	300	65	3	32769	1	1	134217729	8	15	999	0	2	100	3	0	15	20	33554432	0	0	0	0	400	999	-1	9
16	3	16	300	1	3	32769	1	1	1	11	0	999	0	4	100	0	0	0	0	0	0	0	0	0	401	999	-1	11
16	7	16	300	1	3	32770	1	1	1	32	0	999	0	4	100	0	0	0	0	0	0	0	0	0	402	999	-1	32
16	7	16	300	1	3	32769	1	1	1	21	0	999	0	4	100	0	0	0	0	0	0	0	0	0	403	999	-1	22
16	22	16	300	1	3	32769	1	1	2281701377	45	15	999	0	4	100	3	0	0	0	0	0	0	0	0	404	999	-1	45
16	3	32	300	1	3	32769	1	1	1	10	0	999	0	8	100	0	0	10	12	33554432	0	0	0	0	405	999	-1	10
16	7	32	300	1	3	32770	1	1	1	28	0	999	0	8	100	0	0	10	12	0	0	0	0	0	406	999	-1	28
16	7	32	300	1	3	32769	1	1	1	20	0	999	0	8	100	0	0	10	12	33554432	0	0	0	0	407	999	-1	20
16	22	32	300	1	3	32769	1	1	2281701377	45	15	999	0	8	100	3	0	10	12	33554432	0	0	0	0	408	999	-1	45
16	3	64	300	1	3	32769	1	1	2097153	0	50	999	0	1	100	0	0	10	12	33554432	0	0	0	0	409	999	-1	0
16	4	128	300	1	3	32898	1	1	1	5	0	9999	0	128	100	0	0	0	0	65536	0	0	0	0	410	999	-1	5
16	5	128	300	1	3	32898	1	1	1	5	0	9999	0	4096	80	0	0	0	0	65536	0	0	0	0	411	999	-1	5
16	3	128	300	1	3	32898	1	1	1	5	0	999	0	256	50	0	0	0	0	262144	0	0	0	0	412	999	-1	5
16	4	128	300	1	3	32898	1	1	1	5	0	999	0	1024	50	0	0	0	0	0	0	0	0	0	413	999	-1	5
16	24	128	300	1	4099	32898	1	1	2147483649	50	0	999	0	64	50	0	0	10	12	0	0	0	0	0	414	999	-1	50
16	6	512	0	1	3	16400	1	1	4100	10	0	400	0	0	0	0	0	0	0	0	0	0	0	0	415	999	-1	10
16	5	4	300	1	3	32770	1	1	1	10	0	15	0	16	20	0	0	10	5	0	0	0	0	0	416	999	-1	10
16	15	4	300	1	3	32769	1	1	134217729	15	30	20	0	16	50	3	0	10	5	0	0	0	0	0	417	999	-1	15
16	10	4	300	1	3	32769	1	1	1	15	0	20	0	16	50	0	0	10	5	0	0	0	0	0	418	999	-1	15
16	0	0	0	0	9	16448	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	999	-1	0
0	0	256	10	0	0	32834	1	1	9	45	0	999	0	0	0	0	0	20	30	262144	0	0	0	0	420	999	-1	45
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	421	999	-1	1
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	422	999	-1	1
16	0	0	0	0	9	32833	1	1	2147483648	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	423	999	-1	1
16	0	0	0	0	3	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	424	999	-1	1
16	0	0	0	0	9	32833	1	1	0	1	0	0	0	0	0	0	0	10	5	262144	0	0	0	0	425	999	-1	1
16	25	1	300	256	1	32898	1	3	1	30	0	9999	5	8192	12	0	0	10	12	2048	0	0	0	0	426	999	-1	30
16	48	2	300	2048	2	32770	1	8	1	58	0	9999	30	0	0	0	16384	10	12	33554432	0	0	0	0	427	999	-1	58
16	40	2	300	1024	2	32770	1	8	9	40	0	9999	30	0	0	0	16384	10	1	33554432	0	0	0	0	428	999	-1	40
16	32	1	300	512	1	32897	1	3	9	40	0	9999	10	8192	25	0	16384	10	3	0	0	0	0	0	429	999	-1	40
16	0	0	0	0	0	32769	1	1	1	1	0	0	0	0	0	0	0	10	5	0	0	0	0	0	430	999	-1	1
16	0	1	0	0	1	32769	1	1	1	10	0	15	5	0	0	0	0	10	5	262144	0	0	0	0	431	999	-1	10
16	0	1	0	0	1	32769	1	2	1	20	0	25	5	0	0	0	0	10	5	262144	0	0	0	0	432	999	-1	20
16	0	1	300	0	1	32770	1	1	1	35	0	999	0	8192	100	0	0	10	5	0	0	0	0	0	433	999	-1	35
16	54	128	300	16384	4099	32770	1	3	1073741841	12	0	999	30	512	70	0	16384	10	12	33556480	0	0	0	0	434	999	-1	12
16	0	0	0	0	3	32833	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	999	-1	1
16	54	128	300	16384	3	32770	1	3	1073741825	12	0	9999	30	8448	80	0	16384	10	12	33554432	0	0	0	0	436	999	-1	12
16	0	4	300	0	3	32834	1	1	1073741825	17	0	999	0	16	100	0	16384	10	12	0	0	0	0	0	437	999	-1	17
16	14	512	2	16384	3	8209	7	1	1073762308	20	0	9999	0	0	0	0	20480	0	0	0	0	0	0	0	438	999	-1	20
16	0	1	0	0	1	33793	1	1	1	15	0	999	60	0	0	0	0	15	20	262144	0	0	0	0	439	999	-1	15
16	0	1	0	0	1	33793	1	1	1	20	0	999	0	0	0	0	0	20	30	262144	0	0	0	0	440	999	-1	20
16	0	64	300	0	3	32769	1	1	1073741825	18	0	999	0	1	100	0	0	10	12	33554432	0	0	0	0	441	999	-1	45
16	22	1	300	4096	1	32898	1	1	1	70	0	9999	0	1024	50	0	0	15	20	0	0	0	0	0	442	999	-1	15
16	80	256	300	0	3	32834	1	1	1	55	0	9999	0	0	0	0	0	15	20	65536	0	0	0	0	443	999	-1	80
16	54	64	300	8192	4099	32770	1	3	1	10	0	9999	120	2049	50	0	0	10	12	33556480	0	0	0	0	444	999	-1	10
16	0	1	0	0	1	33793	1	1	1	20	0	999	60	0	0	0	0	15	20	262144	0	0	0	0	445	999	-1	20
16	0	1	0	0	1	33793	1	1	1	20	0	999	0	0	0	0	0	15	20	262144	0	0	0	0	446	999	-1	20
16	0	0	0	0	0	32769	1	1	1	20	0	25	0	0	0	0	0	0	0	0	0	0	0	0	447	999	-1	20
16	0	2	0	0	2	32770	1	8	1073741833	90	0	999	15	0	0	0	0	10	3	0	0	0	0	0	448	999	-1	0
16	0	128	0	0	3	32770	1	1	1073750017	50	0	999	60	0	0	0	0	20	22	0	0	0	0	0	449	999	-1	0
16	0	256	0	0	3	32834	1	1	1073743897	60	0	9999	150	8192	30	0	0	20	30	0	0	0	0	0	450	999	-1	80
16	5	32	300	0	3	32770	1	3	9	30	0	999	5	8	100	0	0	10	12	0	0	0	0	0	451	999	-1	20
16	22	256	300	24576	3	32769	1	1	9	40	0	9999	30	2048	100	0	0	10	12	33619968	0	0	0	0	452	999	-1	40
16	60	128	300	24832	3	32770	1	1	1	60	0	9999	0	128	100	0	0	15	20	0	0	0	0	0	453	999	-1	60
