en	desc
Orthrus	The two-headed dog who protected\nthe Titan Geryon's red cattle in Greek\nlore.\n \nDespite his skill as a guard, Hercules\nkilled him in one blow while\nperforming one of his 12 great labors.
Loup-garou	A type of werewolf originating in\nFrance. It appears human during the\nday but transforms into its beastly\nform at night, when it has been\nknown to viciously attack humans.\n \nThey are said to have once been\nordinary human beings. However,\nupon turning into a loup-garou, one\ncannot regain their humanity ever\nagain.
Nekomata	Incarnations of long-living cats in\nJapanese mythology.\n \nThey can speak to humans and, \ndepending on their power, can do\nvarious things. Some can turn into \nhumans, while others can have the\ndead do their bidding.
Inugami	Spirits of dogs said to possess\nhumans in Japanese folklore.\n \nThose possessed enter a state of\n\''inu-tsuki\'' and go crazy. Onmyoji,\nor Japanese sorcerers, summon\nthem to do their will.\nIt is often used as a curse to\nhumiliate people, and it is said that\nthis spirit is created by ending the\nlife of a living dog in accordance\nwith the art.
Orobas	One of the 72 demons\nof the \''Ars Goetia.\''\n \nHe is said to appear as a human with\nthe head of a horse. He answers all\nquestions concerning past, present,\nand future, and is both liked and\nrespected by sorcerers. According\nto legend, he was often summoned\nby sorcerers seeking to see through\nlies or predict the future.
Cait Sith	A fae beast from the Scottish\nhighlands whose kingdoms can be\nfound in tree hollows or abandoned\nhouses.\n \nDog-sized, they have white tufts of\nhair on their chest, green, intelligent\neyes, and are even capable of\nunderstanding the human language.\nThough they usually stick to their\nterritory, some have been known to\nlive with humans as normal black\ncats. They are generally peaceful,\nbut should a human treat one poorly,\nthey will forcibly take that human to\ntheir kingdom.
Dormarth	A canine demon of Celtic mythology.\n \nCommanded by Gwyn, King of the\nAfterlife, she is said to be a hound\nwith a red nose visible through even\nthe mountain mist. The meaning of\nher name is uncertain and subject\nto much speculation, but the most\ncommon theory is \''death's door,\''\nand she is thought to be the\ngatekeeper of the afterlife\nunder Gwyn's reign.
Glasya-Labolas	One of the 72 demons of the\n\''Ars Goetia,\'' sometimes referred\nto as Caacrinolaas.\n \nHis form is described as a dog with\ngriffin-like wings, and he can impart\ninstant knowledge in all arts and\nsciences. It is also said that he is\nthe author of bloodshed and murder,\nexcels at predicting the future, and\ncan make people invisible.\nSome accounts suggest the demon\nNebiros uses him as a mount.
143	143
Bugs	A type of goblin from Welsh folklore\nthat eats children who don't listen to\ntheir parents.\n \nThey are said to look like humans \ncovered head to toe with hair, and\nare recognized as an iconic monster\nthat appears at nighttime.\nThey are often spoken of by mothers\nwishing to discipline their children as\nnoted in the popular phrase, \''For\nnaughty kids who disobey, the Bugs\nwill come and surely prey.\''
Nue	A legendary monster in Japanese\nmythology. It has the head of a\nmonkey, the body of a tanuki, the\narms and legs of a tiger, and the tail\nof a snake.\n \nDue to its bizarre appearance, the\nterm \''Nue\'' is sometimes used\nto describe a person of unknown\norigins. According to \''The Tale of\nthe Heike,\'' the Nue would come\nto the emperor's palace every night\nfrom 2 to 2:30 A.M., shrouded in\na dark cloud, where it would howl\nin a horrific and terrifying manner.\nHowever, the warrior Minamoto no\nYorimasa eventually shot it down\nwith his bow.
Bicorn	An evil creature that looks like a horse\nwith two curved horns.\n \nIt is said to be the opposite of\na Chichevache, but theory speculates\nthat it is actually a mistranslation of\nRe'em, a two-horned beast that\nappears in the Old Testament.
Mothman	A cryptid sighted in West Virginia from\nthe 1960s to the 1980s.\n \nIt has red, shining eyes and was\nknown for the finlike appendages\non both sides of its body. It has been\nsaid to walk on two feet and fly\nwithout moving these appendages.\nIt has a keen sense for blood which\nallows it to easily track its prey.\nEyewitnesses say that a UFO was\nsighted when Mothman appeared,\nso many believe that it is actually\nan alien.
Fenrir	A monstrous wolf of Norse mythology.\nSon of the evil god Loki, he is said to\nswallow the god Odin at the world's\nend.\n \nHe is bound with the magic rope\nGleipnir, but it is said that he\nwill be released from this bondage\non the apocalyptic day of Ragnarok\nand stand against the gods.
Peallaidh	A half-human, half-beast Scottish\nfairy. Said to prefer to live near\nwater, such as rivers, lakes, and\nshores.\n \nA kind of spirit called \''ùruisg,\'' it is\ndescribed as a hairy human male\nfigure with the upper body of a man,\nthe legs of a deer and the hooves of\na goat. When lonely, they are said to\nrun after travelers and others all night\nin search of human companionship\nAlthough basically harmless, they\nare said to be the most malevolent\nof the ùruisg fairies and dangerous\nto approach.
150	150
151	151
Hayataro	The spirit of a monster-busting dog\nthat used to live at Kozen-ji.\n \nLong ago, the villagers of Mitsuke\nwould offer one of their own girls\nto a giant monkey yokai to prevent it\nfrom ravaging the fields. A monk\npassing by learned of this, and\nthat the yokai greatly feared Hayataro.\nThe monk then rushed off and found \nHayataro at Kozen-ji. Hayataro was\noffered in place of a village girl, where\nhe then defeated the yokai, but was\nmortally wounded in the epic battle.\nThe loyal dog traveled back to\nKozen-ji, where he died shortly\nafter reuniting with his master.
153	153
154	154
Flaemis	A fire elemental; one of the four\nelements in energy form.\n \nIt is said to be composed of both\ndry and heat essences.\nThe ancient Greek concepts of\nthe four basic elements significantly\ninfluenced early astrology.
Aquans	A water elemental; one of the four\nelements in energy form.\n \nAccording to Aristotle, it is composed \nof both moist and cold essences.
Aeros	A wind elemental; one of the four\nelements in energy form.\n \nIt is said to be a fusion of moist \nand heat essences, forming\nthe basis for an exponential energy\nincrease.
Erthys	An earth elemental; one of the four\nelements in energy form.\n \nIt is said to be composed of dry\nand cold essences, which are\nknown to be the basic components\nof destruction.
159	159
160	160
161	161
162	162
Saki Mitama	One of the souls in Shintoism's\none spirit, four souls theory that\nbrings great bounty from the hunt.\n \nIt is said to hold the power of love,\nprofit, and growth, and can\neven create new paths.
Kushi Mitama	One of the souls in Shintoism's\none spirit, four souls theory that\nbrings about good omens.\n \nIt is said to hold the power of\nwisdom, observation, and skill,\nand can also mend fractured paths.
Nigi Mitama	One of the souls in Shintoism's\none spirit, four souls theory that\nworks peacefully to help maintain\na calm mind.\n \nIt is said to hold the power of\nfamiliarity, calmness, and sociability,\nand can also lead one in a\npositive direction.
Ara Mitama	One of the souls in Shintoism's\none spirit, four souls theory\nthat brings about wild and\nferocious power.\n \nIt is said to hold the power of\ncourage, growth, and endeavors,\nthough it can potentially lead one\nin a negative direction.
167	167
168	168
169	169
170	170
Black Ooze	An amoeba-like monster that attacks\nand eats people.\n \nSupposedly, it is actually a demon\nthat failed to take form and now\nroams in search of Magatsuhi.\nIt is said that when a Slime's ability\nto absorb Magatsuhi goes out\nof control, it transforms into\na Black Ooze.
Legion	A demon or horde of demons quoted\nas saying, \''For we are many\'' in the\nNew Testament.\n \nThe name comes from the Roman\nmilitary term for an army unit of\n3,000 to 6,000 men.
Slime	A gel-like monster. It is said to be the\nbyproduct of a failed summoning.\n \nDevoid of its original powers, it is\ntrapped in an incomplete gel form.\nThere are several theories of when the\nslime first was recorded as a monster.\nThey tend to collect shiny objects.
Mad Gasser	A mysterious figure that spreads an\nunknown poisonous gas around.\n \nHe wears all black and is said to be a\ntall man. The gas he uses has a sweet\nsmell, but inhaling it will cause intense\nheadaches and vomiting. He returns\nwhen people begin to forget his\nexistence, though he is rarely sighted.
Turbo Granny	The ghost of an old lady who runs\non all fours at blazing speeds near\nMt. Rokko.\n \nShould you manage to catch a\nglimpse of her back as she races by,\nyou will likely see a piece of paper\nposted on her back that reads\n\''Turbo.\'' She is not a dangerous\nghost, but her love for speed is\ninsatiable. Similar ghosts include the\n\''Dash Hag\'' of the Shuto Expressway\nand the \''100 km/h Granny\'' of\nHokkaido.
176	176
177	177
Shiva	The great god who governs the\ndestruction and creation of the world.\nHe is the most worshiped god in\nHinduism alongside Vishnu.\n \nIt is said that he purifies the world\nthrough destruction only to rebuild it\nanew, and though he casts terrifying\ndestruction against the demons, he\nalso blesses his followers. Shiva\nhas been depicted in many ways, but \nthe most common is for him to have\nfour hands, one face, and three eyes.\nHe wields a trishula, or trident, and\nhis third eye is said to emit a ray of\nlight that destroys all it touches.
Mot	The Canaanite god of death.\n \nEvery year he attempts to kill Baal,\nthe god of fertility, only to see him\nraised from the dead with the help\nof Baal's sister, Anat.
Zaou-Gongen	Repeller of evil found at Kinpusen\nby En-no-Ozunu.\n \nBelieved to be a fusion of Buddha,\nGuanyin, and Maitreya, he is a god\nwho originated from Japan, rather\nthan the Buddhavacana.
Asura	A violent group of demons in Hindu\nlore.\n \nThey were very powerful and\ncaused the gods great trouble. They\nare a fiercely strict group and attack\nanyone who runs counter to their\nideals. They were originally gods of\nlight worshiped in Persia. The\nZoroastrian god Ahura Mazda was\none of them.
Chernobog	The god of night, evil, and death in\nSlavic lore. His name means \''black\ngod.\''\n \nLike many other gods of the dead,\nhe is said to live below the earth.\nHis counterpart is Belobog,\nthe \''white god.\'' Despite being feared,\nhe was also worshiped. The curse,\n\''May the black god end you,\'' is still\nused in Ukraine to this day.
Dionysus	The Greek god of wine and theater.\nHe had two births.\n \nMyth tells that Zeus took the\npremature Dionysus from his dying\nmother, Semele, and allowed him\nto mature inside his thigh\nso that the underdeveloped god\nmight have a proper birth.
184	184
185	185
186	186
187	187
Danu	The mother goddess of Celtic\nmythology. She is the mother of the\nTuatha Dé Danann, a race of gods,\nand also the world itself, having given\nbirth to all life.\n \nDanu's large body is said to be\nlying down on earth to this day.\nThe Munster region in Ireland, which\nis said to be rather spiritual, is known\nto be especially blessed by her.
Inanna	The Sumerian goddess of fertility.\n \nHer name means \''Lady of Heaven,\''\nand she is often viewed as one and\nthe same with Aphrodite, Ishtar, and\nVenus. She is also a goddess of\nwarfare, and it is said that even male\ngods feared her great power.
Kali	The Black One, a symbol of death\nand destruction.\n \nShe is said to be another face of\nParvati, Shiva's consort. Wearing a\nnecklace of human heads, she wields\nnumerous bloody swords, one for\neach of her many arms. It is said that\nwhen Durga, another form of Parvati,\nwas fighting the Asuras, she\nsummoned Kali and defeated\nthe Asura army in an instant.
Cybele	Mother goddess of nature.\n \nA temple for her was created atop a\nmountain in Phrygia, now modern-\nday Turkey, where she was\nworshiped. She ruled over beasts and\nwas said to be served by lions. She\nlater became a goddess passionately\nworshiped in Rome.
Skadi	A giantess called the \''snowshoe\ngoddess,\'' she is the embodiment\nof winter.\n \nHer name means \''shadow,\'' said\nto refer to the shadow of where\nthe gods will fall on Ragnarok.\nIn Celtic mythology, she is the\ngoddess of darkness, and is\nsometimes identified with the\ngoddess Scathach. In Norse\nMythology, she is the wife of\nNjörðr, and the goddess of winter\nand mountains.
Isis	The mother goddess of Egypt.\nShe is wife and sister to Osiris,\ngod of the underworld.\n \nKnown for her powerful magic,\nshe could perform miracles such as\nraising her husband from the dead.\nAs the patron goddess of the dead,\nher image can be found at many\nburial sites.
Kikuri-Hime	The goddess of Shirayama, also\ncalled Shirayama-Hime, and the\ndeification of a maiden who relayed\nIzanami's words.\n \nShe once mediated between Izanagi\nand Izanami during their confrontation\nin Yomi, the land of the dead. Since\nshe is the goddess of love and\nmarriage, she was thought to have\nbeen named for \''kukuri,\'' meaning\n\''to bring people together.\''
Hariti	A Buddhist goddess also known\nas Kishimojin.\n \nShe was originally an evil devil who\nate children, but when Buddha hid\nthe most beloved of her 500 children,\nshe was stricken with sorrow. Having\nbeen taught the pain of losing a child,\nshe then became a good god and\nstarted eating pomegranates instead\nof children.
196_ATHTART	196_ATHTART
Nuwa A	A goddess that appears in Chinese\nmythology.\n \nRecognized as one of three\nsovereigns, she is said to have the\nhead of a human and body of a\nserpent. As a demigod, she is also\nknown to be responsible for the\ncreation of humanity, having created\nhumans from mud. Legend says that\nwhen one of the four pillars said to\nhold up the world broke, she\nrepaired it. Fuxi, also of the three\nsovereigns, is typically labeled as\neither her brother or her husband\ndepending on what version of her\nstory is told.\n \nShe takes this serpentine form when\nunleashing a portion of her power,\nthough she is capable of far more.
Alilat	An Arabian mother goddess,\nalso known as Al-Lat.\n \nInvoked for a variety of purposes,\nfrom good weather and protection\nto vengeance and pestilence.
199	199
Thor	The Norse god of thunder and fertility\nwhose strength is incomparable.\n \nHe is a heroic and honest god\nworshiped mainly by farmers and\nis primarily known for defeating\nthe giants. He wields Mjolnir,\na hammer that returns to its owner\nafter being thrown. He and\nthe World Serpent, Jormungandr,\nare fated to kill each other at\nRagnarok.
Futsunushi	The Nihonshoki sword deity who\npacified Ashihara-no-Nakatsukuni.\n \nHis name comes from \''futsu,\'' the\nfashion in which things are cut, and\n\''nushi,\'' a term meaning, \''nature as a\ngod.\''
Attis	A Phrygian god who symbolizes life,\ndeath, and revival.\n \nHe rejected Cybele's love and was\ndriven mad, dying shortly after\ncastrating himself. Cybele then\nresurrected him.
Bishamonten	The strongest of the Four Heavenly\nKings, also known as Tamonten, and\nin Buddhist mythology, Vaishravana.\n \nHe protects the North and is\nrecognized as the god of war.\nSimilarly to his fellow kings, he is\noften depicted as a fierce warrior clad\nin armor and wielding a great spear.\nBishamonten is also well known as a\nbringer of fortune, being one of the\nShichi Fukujin, the seven gods of\nfortune.
Jikokuten	Jikokuten, protector of the East, is\none of the Four Heavenly Kings in\nBuddhist mythology.\n \nHe is also known as Dhritarashtra,\nand similarly to his fellow kings,\nis often depicted as a fierce warrior\nclad in armor and wielding a sword.\nAs his name suggests, it is said that\nhe bestows serenity upon a country.
Koumokuten	Koumokuten, protector of the West,\nis one of the Four Heavenly Kings of\nBuddhist mythology.\n \nSimilarly to his fellow kings, he is\noften depicted as a fierce warrior\nclad in armor and wielding a trident.\nHe is also known as Virupaksha and\nis said to keep a close eye on the\nworld with his sharp gaze, preaching\nto the people all the while.
Zouchouten	Zouchouten, protector of the South,\nis one of the Four Heavenly Kings in\nBuddhist mythology.\n \nSimilarly to his fellow kings, he is\noften depicted as a fierce warrior\nclad in armor and wielding a long\nsword, though he is sometimes\nshown wielding a trident instead.\nAlso known as Virudhaka, he is god\nof the five grains.
207	207
208	208
209	209
210	210
Arahabaki	A major deity in ancient Japanese\nmythology. Clay dolls were often\nsculpted in its image.\n \nHowever, because this god was\nknown to be worshiped by a rebel,\nthe dolls later came to be considered\nsymbols of defiance.
Oyamatsumi	One of the Kunitsukami in Japanese\nmythology. He is the grandfather of\nSusano-o's wife, Kushinada-Hime.\n \nHe is known as the god of the\nmountains but is also considered\nto be the god of water and rice fields\nbecause he ruled over water sources\nand harvests.
Kushinada-Hime	Kushinada-Hime is a goddess in\nJapanese mythology.\n \nWhen she was human, she was\nsaved from the eight-headed serpent\nYamato-no-Orochi by the storm god\nSusano-o, whom she later wedded.
Sukuna-Hikona	One of the gods of Japanese lore.\nSon of Kamimusubi, he was so small\nhe fell through her fingers at birth.\n \nThough he would normally be\ncounted among the Amatsukami, he\nbecame blood-brothers with\nOkuninushi and is now considered a\nKunitsukami. After building Japan\nwith Okuninushi, he is said to have\nreturned to Tokoyo no Kuni, the land\nof eternity.
Okuninushi	A Kunitsu deity of Japanese\nmythology that governs agriculture\nand medicine.\n \nSaid to have built the country of\nIzumo with Susano-o's daughter\nSuseri-Hime. He is a peaceful god\nwho prefers not to fight.
Take-Minakata	A Japanese god of war, hunting, and\nfertility.\n \nHe fought Take-Mikazuchi for control\nof Japan and lost. He escaped to\nSuwa but has been prohibited from\nleaving ever since.
217	217
218	218
219	219
220	220
Ganesha	The elephant-headed god in Hindu\nmythology.\n \nHe was originally created\nout of dirt by Pavarti to prevent\nanyone from watching her bathe. It is\nsaid that Shiva knocked his head off\nbut later replaced it with an\nelephant's head.
Siegfried	The name of the hero in the epic\nGerman poem, the Nibelungenlied,\noften seen as the same as Sigurd of\nNorse folklore.\n \nHe was married to Kriemhild, the\nprincess of Burgundy, and is said to\nhave become wrapped up in a feud\nbetween her and Brunhilde of\nAustrasia, resulting in many attempts\non his life. The dragon Fafnir's blood\nmade him invincible, but a single leaf\non his back resulted in a weak spot,\nwhich was later exploited by the\ntreacherous Hagen.
Valkyrie	Daughters of Odin from Norse\nmythology.\n \nTheir name means \''choosers of\nthe slain.\'' Armed with shining\narmor and spears, they look for\nbrave warriors to take to Valhalla,\nso that they may fight in Ragnarok.
Yoshitsune	A Japanese general of the Genpei\nWar near the end of the Heian era\nand start of the Kamakura era.\n \nAlso known as Ushiwakamaru, he is\nsaid to have learned the art of war\nfrom the Mt. Kurama Tengu. On\njoining his half-brother Yoritomo's\narmy, he defeated the Taira one by\none, finishing them off at the battle\nof Dan-no-ura. He was later pursued\nby Yoritomo's army, only to kill\nhimself at Koromogawa.
Neko Shogun	The god of prophecy in Taoist religion.\n \nIt is said to have the head of a cat and\nthe body of a human, and its shrine\nwas located in Annam, which is\npresent-day Vietnam. The shrine was\nmeant for Mao Shangshu, a 14-15th\ncentury general who conquered\nVietnam. However, because the name\n\''Mao\'' is similar to the Chinese word\nfor cat, the temple was effectively\nmisnamed, and he was reborn as a\ndifferent god. It should also be noted\nthat there is a similar story about the\ngod of sailing known as \''Tetsu Neko\nShogun.\''
Nezha Taizi	A protection deity of Chinese lore.\nSometimes said to take the form of\nan ageless young man, he was\ngranted his trusty weapon Qiankun\nQuan (Universe Ring) and his\ntrademark Hun Tian Ling (Red\nArmillary Sash) upon birth. He later\ncommitted suicide as atonement for\nkilling the Dragon King, but was\nbrought back to life with lotus roots.\nIn \''Journey to the West,\'' he fought\nan intense battle with Sun Wukong.
Masakado	A general who rebelled against the\nImperial Court in the mid-Heian\nperiod: Taira no Masakado.\n \nHe succeeded in ruling Kanto and\ndeclared himself emperor, but was\nlater defeated by Fujiwara no Hidesato\nand Taira no Sadamori. After death,\nhe was enshrined as a vengeful spirit,\nbut was later viewed as a hero and\nbecame revered as a guardian deity\nof the Kanto region, where he has\nremained to this day.
228	228
229	229
230	230_LAHMU
Mada	A giant Asura in Hinduism whose\nname means \''the intoxicator.\''\n \nIt is said that the sage Chyavana\ncreated it from fire. Mada has the\npower to swallow its enemies, and\neven the deity Indra has been said to\nsurrender to its power.
Girimekhala	A giant elephant monster of\nSri Lankan mythology.\n \nIt is typically portrayed as being\nridden by Mara, the Evil One.\nWhoever looks into its evil eye is said\nto be met with great misfortune.
Pazuzu	A demon from Sumerian civilization,\nhe governs the southwestern wind.\n \nHe has the face of a lion, the body\nof a human, the wings of a bird,\nthe talons of an eagle, the tail of\na scorpion, and a curved horn\nprotruding from his forehead.\nIt is said that the wind he blew\nfrom the Persian Gulf spread\ndisease throughout the land.
Mishaguji	An indigenous god of the Shinano\nregion from before the forces of\nYamato occupied the land.\n \nSaid to be born from the belief that\ndivine spirits dwelled in rocks and\nstones.
Baphomet	An idol commonly worshiped\nby the Knights Templar.\n \nA demon with the head of a goat,\nthis figure later became the idol of\nworship for witches as well.
Lahmu	A god that appears in Babylonian\nmythology.\n \nBorn from Apsu and Tiamat, he and\nhis sister, Lahamu, gave birth to\nAnshar and Kishar. Lahmu is at times\ndepicted as a large serpent but has\nalso been illustrated as a man wearing\na red sash with six curls in his hair.\nRegardless, he is always shown\nalongside Lahamu, and it is thought\nthat together they represent the silt\nin the sea where Apsu's fresh water\nand Tiamat's sea water mix.
Saturnus	A fertility god of Roman mythology,\nassociated with the primordial earth.\nHe is commonly identified with the\nGreek god Cronus. Often referred to\nas \''Black Sun\'' by Chaldean\nastronomers, linked to the low\nposition of the sun around the time\nof the winter solstice. Also known as\nthe \''Night Sun\'' and also the \''King\nof Death\'' living in the depths\nof the underworld. It is said that\npeople prayed to Saturnus, the\nwinter sun, to call for a new spring,\nand that custom became what we\nnow know as Christmas.
Tzitzimitl	Aztec goddesses of night and fear.\nThey constantly attack the sun and\ncause solar eclipses. They demand a\nsacrifice once every 52 years.
239	239
Abdiel	A high-ranking angel wholly devoted\nto carrying out God's will. The name\nAbdiel carries the meaning of \''slave\nto God,\'' which supposedly originates\nfrom the Arabic word for \''slave.\''\n \nOf all the angels who followed Lucifer,\nAbdiel was the only one to reject the\ntemptation to rebel against God and\ninstead received God's praises for\nreturning to His side. Abdiel then led\nthe angels to fight against Lucifer.
Metatron	One of the most important angels in\nthe hierarchy yet the most\nmysterious.\n \nHe is the scribe and advocate\nof heaven.
Michael	One of the four major angels, his\nname means \''He who is like God.\''\n \nHe stands at the top of the angel\nhierarchy and carries a divine\narmament known to shatter any\nblade.
Gabriel	One of the four major angels. The\nname Gabriel means \''God is my\nstrength.\''\n \nActing as a messenger for God,\nGabriel is the one who informed\nthe virgin Mary of her pregnancy.\nThough often depicted with a feminine\nface, there are various interpretations\nsuggesting that Gabriel is not\nandrogynous but is in fact a woman.
Sraosha	In Zoroastrian lore, Sraosha's duty is\nto listen to humanity's cry for Ahura\nMazda.\n \nIt is also known to descend\nafter sunset to vanquish evil, and its\nname literally means \''observance.\''
Raphael	One of the four major angels. His\nname means \''healer.\''\n \nHe explains the history of the fallen\nangels and the creation of Adam\nand Eve.
Sandalphon	The twin brother of Metatron.\n \nAn influential angel in Jewish\nmythology, he governs the songs\nof heaven, and his colossal size has\nled many to believe that it would take\na human being 500 years to reach his\nhead.
Uriel	One of the four major angels.\n \nHis name means \''Flame of God,\''\nand he possesses knowledge of\nall celestial phenomena. He is\nalso the first angel Satan met\nafter falling to Earth.
Camael	The angel of God in Jewish\nmythology. He rules over the angels\nknown as the Powers, and his name\nCamael means \''one who sees God.\''\n \nHe is also the commander of the\nangels of destruction, punishment,\nand death in addition to being the\nruler of Mars.
Melchizedek	A Christian Gnostic angel said to be\nthe \''savior of angels.\''\n \nIn the Bible, he is referred to as\n\''Melchizedek, king of Salem.\'' One\naccount names his mother as the\nvirgin Sofonim. He is associated\nwith bread and wine, and known\nas the head of the angels of\npeace.
Mastema	An angel who persecutes evil in\nHebrew lore. His role is to deliver\npunishment on behalf of God.\n \nHe is said to be permitted by God\nto tempt humans and test their faith,\nand even has demons as his servants,\nat the behest of God. The Zadokite\nFragments and the Dead Sea Scrolls\ndescribe him as the angel of woe,\nthe father of all evil, and a flatterer\nof God.
Armaiti	An archangel worshiped in\nZoroastrianism, and one of the\nAmesha Spenta.\n \nShe is the daughter of the head god\nAhura Mazda, and an angel who\noversees the earth and provides\npasture for livestock. Armaiti is\nroughly translated as \''devotion,\''\nand she is the personification of piety.\nIt is said that she is heartbroken when\nsinful humans walk on her path, and\nrejoices when those who follow the\nlaws of heaven feed their livestock\nand birth pious and virtuous children.
252	252
253	253
Throne	The third of the nine orders of angels.\nTheir Hebrew name, Ophan, carries\nthe meaning of \''wheel.\''\n \nThey are the highest ranking angels\nto carry a material body and are\ntasked with carrying the seat of God.
Dominion	The fourth of the nine orders of\nangels. Their name carries the\nmeaning of \''governance,\'' and it is\ntheir duty to oversee the other angels.\n \nIt is said that their work is the\nembodiment of God's will, and that\nthey wish for this governance to\nspread throughout the cosmos.
Power	The sixth of the nine orders of angels.\nTheir name carries the meaning of\n\''power of God.\''\n \nAs their duty is to protect the souls of\nhumans, they are constantly on patrol\nto guard against demon attacks.\nIt is said that more than a few fall\nbecause they are in a position to be\neasily tempted by demons, and many\nnow-fallen angels are said to have\noriginally been Powers themselves.
Principality	The seventh of the nine orders\nof angels.\n \nThey are charged with overseeing the\nwelfare of countries and civilizations.
Archangel	Eighth of the nine orders of angels.\n \nThey are responsible for ministering\nto humans and delivering messages.\nAs warriors of the heavens, they lead\nthe armies of heaven against the\nforces of darkness. Archangels were\nonce considered the highest rank of\nangels, but were placed eighth in the\nmedieval angelic hierarchy.
Angel	Ninth of the nine orders of angels.\n \nThey are closest in nature to humans.\nThey watch over individuals and\noffer warning to those who stray\nfrom the path.
Cherub	A senior angel in the angelic\nhierarchy, ranked second in the\norder of angels.\n \nThey are represented by four wings\nand four faces, and carry the throne\nof God or drive His chariot. In the\nBible, they are known as the\ngatekeepers of the Garden of Eden,\nwhere they are said to guard the\ntree of life with flaming swords.
261	261
262	262
263	263
Abdiel A	A high-ranking angel wholly devoted\nto carrying out God's will. The name\nAbdiel carries the meaning of \''slave\nto God,\'' which supposedly originates\nfrom the Arabic word for \''slave.\''\n \nOf the angels who followed Lucifer,\nAbdiel was the only one to reject the\ntemptation to rebel against God,\nand instead received God's praises\nfor returning to His side.\n \nAs God's order threatened to crumble,\nAbdiel took this form after resolving to\nprotect that order, and fell to darkness\nto obtain power greater than that of\nthe angels.
Adramelech	Chancellor of Hell and supervisor\nof Satan's wardrobe. He has the body\nof a mule, though he may also\nsometimes appear as a peacock.\n \nHe was worshiped by the Assyrians,\nwho occasionally offered him\nchildren as sacrifice.
Flauros	One of the 72 demons\nof the \''Ars Goetia.\''\n \nHe appears as a leopard and can see\ninto both the past and the future.\nHe can also control fire, which he\nuses to burn his adversaries to death.
Nebiros	The general of Hell. He keeps watch\nover other demons.\n \nAs one of Hell's greatest\nnecromancers, he can control\nsouls and corpses.
Berith	One of the 72 demons\nof the \''Ars Goetia.\''\n \nKnown as the Duke of Hell,\nhe rides a gigantic horse and\nburns those without manners.
Ose	One of the 72 demons\nof the \''Ars Goetia.\''\n \nAppearing as half-man and half-beast,\nit is said that he can change his form\naccording to the desires of the one\nwho summons him, though not for\nvery long.
Eligor	One of the 72 demons\nof the \''Ars Goetia.\''\n \nHe takes the appearance of a knight\nand has the power to see things to\ncome. He also possesses great\nknowledge of many wars.
Forneus	One of the 72 demons\nof the \''Ars Goetia.\''\n \nHe appears as a great sea monster\nand is skilled in many languages in\naddition to being a master of rhetoric.
Andras	One of the 72 demons\nof the \''Ars Goetia.\''\n \nThe great Marquis of Hell, he appears\nwhere there is battle to stoke the\nhatred within soldiers. He helps\ndefeat the enemies of those who\nsummon him.
Decarabia	One of the 72 demons\nof the \''Ars Goetia.\''\n \nHe comes in the shape of a star\nand has vast knowledge of herbs\nand jewels. He can also control\nbirds at will.
Halphas	One of the 72 demons\nof the \''Ars Goetia.\''\n \nHe is called the Count of Death\nand Destruction, and appears as a\njet-black dove with blood-red eyes.\nHe is a craftsman and builds towers\nfull of weapons.
Azazel	A leader of the Grigori, a group of\nangels who descended to earth to\neducate humans. He is said to have\ncommitted acts of defiance against\nGod, such as being attracted to\nbeautiful human daughters on earth\nand taking them as wives, and giving\nhumans various truths of forbidden\nknowledge. Azazel imparted\nknowledge of armors, ornaments,\nand makeup, teaching men to fight\nand struggle and women to dress up\nand seduce men.
276	276
277	277
Garuda	A divine bird-man in Hindu mythology.\n \nHe hunts Nagas as a result of a\ndispute between the two creatures'\nmothers. According to legend, he\nonce fought with the gods, and was\neven granted immortality in exchange\nfor becoming Vishnu's carrier.
Zhuque	One of the Ssu-Ling, celestial\ncreatures in Chinese mythology.\n \nIt represents the south, the season of\nsummer, and the element of fire. It is\nsaid to resemble a quail in\nappearance and have a beautiful\nchirping voice.
Yatagarasu	A divine creature in Japanese\nmythology, they are three-legged\nravens that the goddess Amaterasu\nsent to help humans.\n \nIt is said that they helped Emperor\nJinmu claim victory, and, despite\ntheir divine standing, those who are\nunworthy have been known to go mad\nafter looking them directly in the eye.
Jatayu	The Hindu king of birds.\n \nIn the Ramayana, he fought bravely\nagainst Ravana in an attempt to save\nSita, the wife of Rama, the seventh\navatar of Vishnu. However, he was\nunfortunately defeated.
Feng Huang	A legendary bird in East Asia, said to\nappear only in times of peace. It is\nthe ruler of all birds. When it dies,\nbirds across the land chirp with\nsadness.
Thunderbird	A revered bird of Native American\nmythology said to live atop\ncloud-shrouded peaks.\n \nIt resembles an eagle, and its\nwingbeats create mighty\nthunderclaps. Some legends say its\neyes can unleash lightning, and other\naccounts say it can carry an entire\nlake on its back or even swallow an\nentire whale whole.
284	284
285	285
286	286
Anzu	An evil deity of Mesopotamian\nfolklore with an eagle's body\nand lion's head.\n \nWhile the god Enlil purified himself,\nAnzu stole the Tablet of Destinies\nfrom him in an attempt to become\nthe chief god.
Zhen	A bird in Chinese mythology said to\nhave poison in its feathers because\nit eats poisonous snakes.\n \nDipping a feather into wine will turn\nit into a deadly poison, able to kill\nanyone with a single drop.
Muu Shuwuu	Meaning \''evil bird,\'' it is the ghost\nof a young girl who died without\nknowing love in Buryat folklore.\n \nShe seduces travelers, only to crack\ntheir heads open and suck out their\nbrains with her beak.
