id	EN	JA	ZH	CH	DE	ES	FR	IT
ITEM_L0438	Chigaeshi Orb	血返しの玉	返血之玉	血返珠	Chigaeshi-Kugel	Orbe Chigaeshi	Orbe de Chigaeshi	Sfera di Chigaeshi
ITEM_L0439	Red Wine	洋食屋の赤ワイン	西餐厅的红葡萄酒	洋食餐廳的紅酒	Rotwein	Vino tinto	Vin rouge	Vino rosso
ITEM_L0440	Flute of Rhone	ローヌの笛	罗讷之笛	隆河之笛	Flöte der Rhone	Flauta de Ródano	Flûte du Rhône	Flauto del Rodano
ITEM_L0441	Pricey Beer	値のはるビール	昂贵的啤酒	高價啤酒	Teures Bier	Cerveza cara	Bière coûteuse	Birra costosa
ITEM_L0442	Vodka	減り気味ウォッカ	少了一点的伏特加	少了一點的伏特加	Wodka	Vodka	Vodka	Vodka
ITEM_L0443	Prophetic Book	予言書	预言书	預言書	Prophetisches Buch	Libro profético	Livre prophétique	Libro profetico
ITEM_L0444	Staff of Death	死気の杖	死气杖	死氣之杖	Stab des Todes	Báculo de la muerte	Bâton de la mort	Bastone della morte
ITEM_L0445	Bancho Uniform	無頼漢の証	恶棍的证明	浪子的證明	Bancho-Uniform	Uniforme de bancho	Uniforme de bancho	Uniforme Bancho
ITEM_L0446	Mystic Eye	魔眼鏡	魔眼镜	魔眼鏡	Mystisches Auge	Ojo místico	Œil mystique	Occhio mistico
ITEM_L0447	Phantom Skull	悪霊の頭蓋	恶灵头颅	惡靈顱骨	Phantomschädel	Calavera fantasmal	Crâne fantôme	Teschio fantasma
ITEM_L0448	Tyrant Spawn	覇王の魔卵	霸王魔卵	霸王魔卵	Tyrannenbrut	Prole del tirano	Apparition du tyran	Prole del tiranno
ITEM_L0449	Emblem of Hell	獄界の紋章	狱界纹章	獄界紋章	Emblem der Hölle	Símbolo infernal	Emblème de l'enfer	Emblema infernale
ITEM_L0450	SS Project Report	超力兵団計画資料	超力兵团计划文件	超力兵團計畫資料	ÜS-Projektbericht	Informe del proyecto SS	Rapport sur le projet SE	Rapporto Progetto SS
ITEM_L0451	Photo of Red Cape	赤マントの写真	红斗篷的照片	紅披風的照片	Foto des Roten Umhangs	Foto de Caparroja	Photo de Caperouge	Foto del Mantello Rosso
ITEM_L0452	Photo of Shizu	シズの写真	静的照片	靜的照片	Foto von Shizu	Foto de Shizu	Photo de Shizu	Foto di Shizu
ITEM_L0453	Kiyoshi's Cane	清のステッキ	清的拐杖	清的拐杖	Kiyoshis Stock	Bastón de Kiyoshi	Canne de Kiyoshi	Bastone di Kiyoshi
ITEM_L0454	Photo of Tae	タヱと軍人の写真	妙和军人的照片	多惠與軍人的照片	Foto von Tae	Foto de Tae	Photo de Tae	Foto di Tae
ITEM_L0455	Auspicious Medaille	吉祥メダイユ	吉祥圣牌	吉祥徽章	Verheißungsvolle Medaille	Medallón sospechoso	Médaille de bon augure	Medaglia benaugurale
ITEM_L0456	Plastic Toy	セルロイドの玩具	赛璐珞玩具	賽璐珞塑膠玩具	Plastikspielzeug	Juguete de plástico	Jouet en plastique	Giocattolo di plastica
ITEM_L0457	Luxury Eel	極上鰻	极品鳗鱼	極致鰻魚	Unagi	Anguila de lujo	Anguille de luxe	Anguilla pregiata
ITEM_L0512	Book of Agi	アギの書	亚基之书	亞基之書	Buch Agi	Libro de Agi	Livre Agi	Libro di Agi
ITEM_L0513	Book of Agidyne	アギダインの書	亚基达因之书	亞基達因之書	Buch Agidyne	Libro de Agidyne	Livre Agidyne	Libro di Agidyne
ITEM_L0514	Book of Maragi	マハ・ラギの書	玛哈·拉基之书	瑪哈．拉基之書	Buch Maragi	Libro de Maragi	Livre Maragi	Libro di Maragi
ITEM_L0515	Book of Maragidyne	マハ・ラギダインの書	玛哈·拉基达因之书	瑪哈．拉基達因之書	Buch Maragidyne	Libro de Maragidyne	Livre Maragidyne	Libro di Maragidyne
ITEM_L0516	Book of Blaze	砲火の書	炮火之书	砲火之書	Buch der Flammen	Libro de Llamarada	Livre Embrasement	Libro di Fulgore
ITEM_L0517	Book of Hellfire	地獄の業火の書	地狱业火之书	地獄業火之書	Buch des Höllenfeuers	Libro de Fuego del averno	Livre Feu de l'enfer	Libro di Fuoco infernale
ITEM_L0518	Book of Fire Breath	ファイアブレスの書	火焰吐息之书	火焰之息之書	Buch des Feueratems	Libro de Aliento ígneo	Livre Souffle de feu	Libro di Soffio ardente
ITEM_L0519	Book of Agirati	アギ・ラティの書	亚基·拉提之书	亞基．拉堤之書	Buch Agirati	Libro de Agirati	Livre Agirati	Libro di Agirati
ITEM_L0525	Book of Bufu	ブフの書	布芙之书	布芙之書	Buch Bufu	Libro de Bufu	Livre Bufu	Libro di Bufu
ITEM_L0526	Book of Bufudyne	ブフダインの書	布芙达因之书	布芙達因之書	Buch Bufudyne	Libro de Bufudyne	Livre Bufudyne	Libro di Bufudyne
ITEM_L0527	Book of Mabufu	マハ・ブフの書	玛哈·布芙之书	瑪哈．布芙之書	Buch Mabufu	Libro de Mabufu	Livre Mabufu	Libro di Mabufu
ITEM_L0528	Book of Mabufudyne	マハ・ブフダインの書	玛哈·布芙达因之书	瑪哈．布芙達因之書	Buch Mabufudyne	Libro de Mabufudyne	Livre Mabufudyne	Libro di Mabufudyne
ITEM_L0529	Book of Cocytus	コキュートスの書	悲叹冥河之书	悲嘆冥河之書	Buch Kokytos	Libro de Cocito	Livre Cocyte	Libro di Cocito
ITEM_L0530	Book of Glacial Blast	絶対零度の書	绝对零度之书	絕對零度之書	Buch des Gletscherstoßes	Libro de Estallido glacial	Livre Explosion glaciale	Libro di Urto glaciale
ITEM_L0531	Book of Frostbite	雪華の書	雪华之书	雪花之書	Buch der Erfrierung	Libro de Hipotermia	Livre Gelures	Libro di Gelone
ITEM_L0532	Book of Bufurati	ブフ・ラティの書	布芙·拉提之书	布芙．拉堤之書	Buch Bufurati	Libro de Bufurati	Livre Bufurati	Libro di Bufurati
ITEM_L0538	Book of Zio	ジオの書	吉欧之书	吉歐之書	Buch Zio	Libro de Zio	Livre Zio	Libro di Zio
ITEM_L0539	Book of Ziodyne	ジオダインの書	吉欧达因之书	吉歐達因之書	Buch Ziodyne	Libro de Ziodyne	Livre Ziodyne	Libro di Ziodyne
ITEM_L0540	Book of Mazio	マハ・ジオの書	玛哈·吉欧之书	瑪哈．吉歐之書	Buch Mazio	Libro de Mazio	Livre Mazio	Libro di Mazio
ITEM_L0541	Book of Maziodyne	マハ・ジオダインの書	玛哈·吉欧达因之书	瑪哈．吉歐達因之書	Buch Maziodyne	Libro de Maziodyne	Livre Maziodyne	Libro di Maziodyne
ITEM_L0542	Book of Spark	飛電の書	飞电之书	飛電之書	Buch des Funkens	Libro de Chispa	Livre Étincelle	Libro di Scintilla
ITEM_L0543	Book of Bolt Storm	大放電の書	大放电之书	大放電之書	Buch des Bolzensturms	Libro de Tormenta eléctrica	Livre Orage d'éclairs	Libro di Tempesta di lampi
ITEM_L0544	Book of Shock Wave	ショックウェーブの書	震荡波之书	脈衝波浪之書	Buch der Schockwelle	Libro de Onda eléctrica	Livre Onde de choc	Libro di Onda d'urto
ITEM_L0545	Book of Ziorati	ジオ・ラティの書	吉欧·拉提之书	吉歐．拉堤之書	Buch Ziorati	Libro de Ziorati	Livre Ziorati	Libro di Ziorati
ITEM_L0551	Book of Zan	ザンの書	赞之书	贊之書	Buch Zan	Libro de Zan	Livre Zan	Libro di Zan
ITEM_L0552	Book of Zandyne	ザンダインの書	赞达因之书	贊達因之書	Buch Zandyne	Libro de Zandyne	Livre Zandyne	Libro di Zandyne
ITEM_L0553	Book of Mazan	マハ・ザンの書	玛哈·赞之书	瑪哈．贊之書	Buch Mazan	Libro de Mazan	Livre Mazan	Libro di Mazan
ITEM_L0554	Book of Mazandyne	マハ・ザンダインの書	玛哈·赞达因之书	瑪哈．贊達因之書	Buch Mazandyne	Libro de Mazandyne	Livre Mazandyne	Libro di Mazandyne
ITEM_L0555	Book of Tempest	テンペストの書	暴风之书	暴風之書	Buch des Sturms	Libro de Tempestad	Livre Tempête	Libro di Tempesta
ITEM_L0556	Book of Wind Cutter	真空刃の書	真空刃之书	真空刃之書	Buch des Windschneiders	Libro de Filo de viento	Livre Bourrasque	Libro di Tagliavento
ITEM_L0557	Book of Flurry	竜巻の書	龙卷之书	龍捲之書	Buch des Windstoßes	Libro de Nevisca	Livre Déchaînement	Libro di Turbinio
ITEM_L0558	Book of Zanrati	ザン・ラティの書	赞·拉提之书	贊．拉堤之書	Buch Zanrati	Libro de Zanrati	Livre Zanrati	Libro di Zanrati
ITEM_L0564	Book of Mudo	ムドの書	姆多之书	姆多之書	Buch Mudo	Libro de Mudo	Livre Mudo	Libro di Mudo
ITEM_L0565	Book of Mamudo	マハ・ムドの書	玛哈·姆多之书	瑪哈．姆多之書	Buch Mamudo	Libro de Mamudo	Livre Mamudo	Libro di Mamudo
ITEM_L0566	Book of Mamudoon	マハ・ムドオンの書	玛哈·姆多翁之书	瑪哈．姆多翁之書	Buch Mamudoon	Libro de Mamudoon	Livre Mamudoon	Libro di Mamudoon
ITEM_L0572	Book of Marin Karin	マリンカリンの書	马琳卡琳之书	馬琳卡琳之書	Buch Marin Karin	Libro de Marin Karin	Livre Marin Karin	Libro di Marin Karin
ITEM_L0573	Book of Dormina	ドルミナーの書	永眠之书	永眠之書	Buch Dormina	Libro de Dormina	Livre Dormina	Libro di Dormina
ITEM_L0574	Book of Pulinpa	プリンパの書	普林帕之书	普林帕之書	Buch Pulinpa	Libro de Pulinpa	Livre Pulinpa	Libro di Pulinpa
ITEM_L0575	Book of Makajam	マカジャマの書	玛卡加玛之书	瑪卡加瑪之書	Buch Makajam	Libro de Makajam	Livre Makajam	Libro di Makajam
ITEM_L0576	Book of Petra	ペトラの書	佩特拉之书	沛特拉之書	Buch Petra	Libro de Petra	Livre Petra	Libro di Petra
ITEM_L0582	Book of Combo	連撃の書	连击之书	連擊之書	Buch der Kombos	Libro de Combo	Livre Combo	Libro di Combo
ITEM_L0583	Book of Venomstrike	瘴毒撃の書	瘴毒击之书	瘴毒擊之書	Buch des Giftschlags	Libro de Golpe venenoso	Livre Frappe venimeuse	Libro di Colpo venefico
ITEM_L0584	Book of Winged Fury	鷹円弾の書	鹰圆弹之书	鷹圓彈之書	Buch des geflügelten Zorns	Libro de Furia alada	Livre Furie ailée	Libro di Furia alata
ITEM_L0585	Book of Berserker	逆鱗撃の書	逆鳞击之书	逆鱗擊之書	Buch des Berserkers	Libro de Berserker	Livre Ravageur	Libro di Berserker
ITEM_L0586	Book of Frenzy	大暴れの書	大闹一通之书	天翻地覆之書	Buch der Raserei	Libro de Frenesí	Livre Frénésie	Libro di Frenesia
ITEM_L0587	Book of Mighty Blow	雄渾撃の書	雄浑击之书	雄渾擊之書	Buch des mächtigen Hiebs	Libro de Golpe potente	Livre Coup puissant	Libro di Colpo possente
ITEM_L0588	Book of Mad Rush	猛突進の書	凶猛突击之书	猛烈衝撞之書	Buch des wahnsinnigen Rausches	Libro de Acometida descabellada	Livre Course effrénée	Libro di Carica folle
ITEM_L0593	Book of Dia	ディアの書	迪亚之书	迪亞之書	Buch Dia	Libro de Dia	Livre Dia	Libro di Dia
ITEM_L0594	Book of Diarama	ディアラマの書	迪亚拉玛之书	迪亞拉瑪之書	Buch Diarama	Libro de Diarama	Livre Diarama	Libro di Diarama
ITEM_L0595	Book of Diarahan	ディアラハンの書	迪亚拉翰之书	迪亞拉翰之書	Buch Diarahan	Libro de Diarahan	Livre Diarahan	Libro di Diarahan
ITEM_L0596	Book of Media	メ・ディアの書	梅·迪亚之书	梅．迪亞之書	Buch Media	Libro de Media	Livre Media	Libro di Media
ITEM_L0597	Book of Patra	パトラの書	帕特拉之书	帕特拉之書	Buch Patra	Libro de Patra	Livre Patra	Libro di Patra
ITEM_L0598	Book of Dia Aura	ディアオーラの書	迪亚场之书	迪亞奧拉之書	Buch der Dia-Aura	Libro de Aura Dia	Livre Aura Dia	Libro di Dia Aura
ITEM_L0599	Book of Recarm	リカームの書	利卡姆之书	利卡姆之書	Buch Recarm	Libro de Recarm	Livre Recarm	Libro di Recarm
ITEM_L0600	Book of Samarecarm	サマリカームの書	萨玛利卡姆之书	薩瑪利卡姆之書	Buch Samarecarm	Libro de Samarecarm	Livre Samarecarm	Libro di Samarecarm
ITEM_L0601	Book of State of Bliss	至福のひとときの書	至福一刻之书	片刻的幸福時光之書	Buch der Glückseligkeit	Libro de Éxtasis	Livre Euphorie	Libro di Stato di grazia
ITEM_L0607	Book of Tarukaja	タル・カジャの書	塔尔·卡加之书	塔爾．卡加之書	Buch Tarukaja	Libro de Tarukaja	Livre Tarukaja	Libro di Tarukaja
ITEM_L0608	Book of Makakaja	マカ・カジャの書	玛卡·卡加之书	瑪卡．卡加之書	Buch Makakaja	Libro de Makakaja	Livre Makakaja	Libro di Makakaja
ITEM_L0609	Book of Rakukaja	ラク・カジャの書	拉库·卡加之书	拉庫．卡加之書	Buch Rakukaja	Libro de Rakukaja	Livre Rakukaja	Libro di Rakukaja
ITEM_L0610	Book of War Cry	雄叫びの書	咆哮之书	咆哮之書	Buch des Kriegsschreis	Libro de Grito de guerra	Livre Cri de guerre	Libro di Grido di guerra
ITEM_L0611	Book of Makara Aura	マカラオーラの書	玛卡拉场之书	瑪卡拉奧拉之書	Buch der Makara-Aura	Libro de Aura Makara	Livre Aura Makara	Libro di Makara Aura
ITEM_L0612	Book of Tetra Aura	テトラオーラの書	提特拉场之书	提特拉奧拉之書	Buch der Tetra-Aura	Libro de Aura Tetra	Livre Aura Tetra	Libro di Tetra Aura
ITEM_L0613	Book of Tarukajaon	タル・カジャオンの書	塔尔·卡加翁之书	塔爾．卡加翁之書	Buch Tarukajaon	Libro de Tarukajaon	Livre Tarukajaon	Libro di Tarukajaon
ITEM_L0614	Book of Makakajaon	マカ・カジャオンの書	玛卡·卡加翁之书	瑪卡．卡加翁之書	Buch Makakajaon	Libro de Makakajaon	Livre Makakajaon	Libro di Makakajaon
ITEM_L0615	Book of Rakukajaon	ラク・カジャオンの書	拉库·卡加翁之书	拉庫．卡加翁之書	Buch Rakukajaon	Libro de Rakukajaon	Livre Rakukajaon	Libro di Rakukajaon
ITEM_L0616	Book of Dekaja	デ・カジャの書	迪·卡加之书	迪．卡加之書	Buch Dekaja	Libro de Dekaja	Livre Dekaja	Libro di Dekaja
ITEM_L0617	Book of Tetrakarn	テトラカーンの書	提特拉康之书	提特拉康之書	Buch Tetrakarn	Libro de Tetrakarn	Livre Tetrakarn	Libro di Tetrakarn
ITEM_L0697	Book of Life Bonus	一分の活脈の書	一分活脉之书	一分活脈之書	Buch des Lebensbonus	Libro de Extra de vida	Livre Bonus de vie	Libro di Vita bonus
ITEM_L0698	Book of Life Gain	二分の活脈の書	二分活脉之书	二分活脈之書	Buch des Lebenszugewinns	Libro de Aumento de vida	Livre Gain de vie	Libro di Vita plus
ITEM_L0699	Book of Life Surge	三分の活脈の書	三分活脉之书	三分活脈之書	Buch des Lebensschubs	Libro de Fuente de vida	Livre Bouffée de vie	Libro di Vita extra
ITEM_L0700	Book of Fire Boost	火炎高揚の書	火焰高昂之书	火焰激昂之書	Buch des Feuer-Boosts	Libro de Potenciación de fuego	Livre Boost feu	Libro di Potenzia fuoco
ITEM_L0701	Book of Ice Boost	氷結高揚の書	冰冻高昂之书	冰凍激昂之書	Buch des Eis-Boosts	Libro de Potenciación de hielo	Livre Boost glace	Libro di Potenzia ghiaccio
ITEM_L0702	Book of Elec Boost	電撃高揚の書	电击高昂之书	電擊激昂之書	Buch des Elektro-Boosts	Libro de Potenciación de electricidad	Livre Boost foudre	Libro di Potenzia elettricità
ITEM_L0703	Book of Force Boost	衝撃高揚の書	冲击高昂之书	衝擊激昂之書	Buch des Kraftschubs	Libro de Potenciación de fuerza	Livre Boost force	Libro di Potenzia forza
ITEM_L0704	Book of Heal Boost	回復高揚の書	恢复高昂之书	恢復激昂之書	Buch des Heilungsschubs	Libro de Potenciación de cura	Livre Boost soin	Libro di Potenzia cura
ITEM_L0705	Book of Magic Boost	魔脈高揚の書	魔脉高昂之书	魔脈激昂之書	Buch des Magie-Boosts	Libro de Potenciación de magia	Livre Boost magie	Libro di Potenzia magia
ITEM_L0706	Book of Mind Boost	付着高揚の書	附着高昂之书	附加激昂之書	Buch des Verstand-Boosts	Libro de Potenciación de mente	Livre Boost mental	Libro di Potenzia mente
ITEM_L0707	Book of Resist Fire	火炎半減の書	火焰减半之书	火焰減半之書	Buch „Feuer widerstehen“	Libro de Resistir fuego	Livre Résistance feu	Libro di Resisti fuoco
ITEM_L0708	Book of Resist Ice	氷結半減の書	冰冻减半之书	冰凍減半之書	Buch „Eis widerstehen“	Libro de Resistir hielo	Livre Résistance glace	Libro di Resisti ghiaccio
ITEM_L0709	Book of Resist Elec	電撃半減の書	电击减半之书	電擊減半之書	Buch „Elektro widerstehen“	Libro de Resistir electricidad	Livre Résistance foudre	Libro di Resisti elettricità
ITEM_L0710	Book of Resist Force	衝撃半減の書	冲击减半之书	衝擊減半之書	Buch „Kraft widerstehen“	Libro de Resistir fuerza	Livre Résistance force	Libro di Resisti forza
ITEM_L0711	Book of Resist Phys	物理半減の書	物理减半之书	物理減半之書	Buch „Körp. widerstehen“	Libro de Resistir físico	Livre Résistance physique	Libro di Resisti fisico
ITEM_L0712	Book of Halve Death	呪殺半減の書	咒杀减半之书	咒殺減半之書	Buch „Tod halbieren“	Libro de Reducir muerte	Livre Demi-mort	Libro di Dimezza morte
ITEM_L0713	Book of Halve Mind	精神半減の書	精神减半之书	精神減半之書	Buch „Verstand halbieren“	Libro de Reducir mente	Livre Demi-mental	Libro di Dimezza mente
ITEM_L0714	Book of Halve Mortal	即死半減の書	即死减半之书	即死減半之書	Buch „Sterblichkeit halbieren“	Libro de Reducir mortal	Livre Demi-mortel	Libro di Dimezza letalità
ITEM_L0715	Book of Null Mortal	即死無効の書	即死无效之书	即死無效之書	Buch „Sterblichkeit annullieren“	Libro de Anular mortal	Livre Annulation mortel	Libro di Annulla letalità
ITEM_L0716	Book of Strength Chakra	力のチャクラの書	力之脉轮之书	力之脈輪之書	Buch des Stärke-Chakras	Libro de Chakra de fuerza	Livre Chakra de force	Libro di Chakra della forza
ITEM_L0717	Book of Magic Chakra	魔のチャクラの書	魔之脉轮之书	魔之脈輪之書	Buch des Magie-Chakras	Libro de Chakra de magia	Livre Chakra de magie	Libro di Chakra della magia
ITEM_L0718	Book of Vitality Chakra	耐のチャクラの書	耐之脉轮之书	抗之脈輪之書	Buch des Vitalität-Chakras	Libro de Chakra de vitalidad	Livre Chakra de vitalité	Libro di Chakra della vitalità
ITEM_L0719	Book of Luck Chakra	運のチャクラの書	运之脉轮之书	運之脈輪之書	Buch des Glücks-Chakras	Libro de Chakra de suerte	Livre Chakra de chance	Libro di Chakra della fortuna
ITEM_L0720	Book of Agni's Blessing	アグニ開眼の書	阿耆尼开眼之书	阿耆尼開眼之書	Buch von Agnis Segen	Libro de Bendición de Agni	Livre Bénédiction d'Agni	Libro di Benedizione di Agni
ITEM_L0721	Book of Spirit Drain	吸魔の書	吸魔之书	吸魔之書	Buch „Geist entziehen“	Libro de Absorción de espíritu	Livre Siphon spirituel	Libro di Assorbi spirito
ITEM_L0722	Book of Retribution	死なばもろともの書	同归于尽之书	同歸於盡之書	Buch der Vergeltung	Libro de Castigo	Livre Rétribution	Libro di Castigo
ITEM_L0723	Book of Skill Extension	ファイの時報の書	斐之报时之书	法伊的報時之書	Buch der Skill-Erweiterung	Libro de Extensión de habilidad	Livre Extension de comp.	Libro di Estendi abilità
ITEM_L0724	Book of Sink or Swim	一か八かの書	不成功便成仁之书	孤注一擲之書	Buch „Kopfsprung“	Libro de Todo o nada	Livre Couler ou nager	Libro di Nuota o affonda
ITEM_L0725	Book of Unrelenting Focus	会心フォーエバーの書	会心永恒之书	恆久會心之書	Buch des Gnadenlosen Fokus	Libro de Concentración constante	Livre Concentration totale	Libro della Concentrazione costante
ITEM_L0727	Book of Endure	食いしばりの書	咬紧牙关之书	強忍之書	Buch des Aushaltens	Libro de Último aliento	Livre Résilience	Libro di Stoicismo
ITEM_L0728	Book of Vengeance Seal	報復の狼煙の書	报复的烽火之书	報復狼煙之書	Buch des Rache-Siegels	Libro de Sello de la venganza	Livre Sceau de vengeance	Libro di Sigillo di vendetta
ITEM_L0729	Book of Fast Escape	逃走加速の書	逃跑加速之书	加速逃走之書	Buch der schnellen Flucht	Libro de Huida rápida	Livre Fuite rapide	Libro di Fuga rapida
ITEM_L0730	Book of Exp Boost	経験豊穣の書	经验丰盈之书	經驗豐收之書	Buch des EP-Boosts	Libro de Potenciación de EXP	Livre Boost d'expérience	Libro di Potenzia PE
ITEM_L0731	Book of Growth	見覚えの成長の書	以看代练的成长之书	旁觀成長之書	Buch des Wachstums	Libro de Crecimiento	Livre de Croissance	Libro di Crescita
ITEM_L0733	Book of Whimsical Aid	気まぐれ医術の書	无常医术之书	難以捉摸的醫術之書	Buch der Launischen Hilfe	Libro de Ayuda caprichosa	Livre Aide fantasque	Libro di Soccorso bizzarro
ITEM_L0734	Book of Loose Change	ゼニ・ガットメンの書	金龟招财之书	拾金者之書	Buch des Kleingelds	Libro de Calderilla	Livre Petite monnaie	Libro di Spiccioli
ITEM_L0735	Book of Scavenger	ヒロ右衛門の書	捡漏卫门之书	拾右衛門之書	Buch des Sammelns	Libro de Carroñero	Livre Fouineur	Libro di Recuperatore
ITEM_L0736	???	？？？	？？？	？？？	???	¿?	???	???
ITEM_L0737	???	？？？	？？？	？？？	???	¿?	???	???
ITEM_L0738	???	？？？	？？？	？？？	???	¿?	???	???
ITEM_L0739	???	？？？	？？？	？？？	???	¿?	???	???
ITEM_L0740	Book of Money Find	金銭加増の書	金钱增加之书	金錢增加之書	Buch „Geld finden“	Libro de Buscadinero	Livre Découverte d'argent	Libro di Trova denaro
ITEM_L0741	Book of Item Find	宝珠加増の書	宝珠增加之书	寶珠增加之書	Buch „Item finden“	Libro de Buscaobjetos	Livre Découverte d'objet	Libro di Trova oggetto
ITEM_L0742	Book of Devotion	憧れのキミの書	爱慕之人之书	憧憬的你之書	Buch der Hingabe	Libro de Devoción	Livre Dévotion	Libro di Devozione
ITEM_L0752	Thin Grimoire	魔導書・薄	魔导书·薄	魔導書．薄	Dünnes Grimoire	Grimorio fino	Petit grimoire	Grimorio sottile
ITEM_L0753	Thick Grimoire	魔導書・厚	魔导书·厚	魔導書．厚	Dickes Grimoire	Grimorio grueso	Grand grimoire	Grimorio spesso
ITEM_L0760	???	？？？	？？？	？？？	???	¿?	???	???
