id	EN	JA	ZH	CH	DE	ES	FR	IT
SKILL_L0754	Maziodyne	マハ・ジオダイン	玛哈·吉欧达因	瑪哈．吉歐達因	Maziodyne	Maziodyne	Maziodyne	Maziodyne
SKILL_L0755	Mazandyne	マハ・ザンダイン	玛哈·赞达因	瑪哈．贊達因	Mazandyne	Mazandyne	Mazandyne	Mazandyne
SKILL_L0809	Strength Chakra	力のチャクラ	力之脉轮	力之脈輪	Stärke-Chakra	Chakra de fuerza	Chakra de force	Chakra della forza
SKILL_L0810	Magic Chakra	魔のチャクラ	魔之脉轮	魔之脈輪	Magie-Chakra	Chakra de magia	Chakra de magie	Chakra della magia
SKILL_L0811	Halve Death	呪殺半減	咒杀减半	咒殺減半	Tod halbieren	Reducir muerte	Demi-mort	Dimezza morte
SKILL_L0812	Halve Mind	精神半減	精神减半	精神減半	Verstand halb.	Reducir mente	Demi-mental	Dimezza mente
SKILL_L0813	Vitality Chakra	耐のチャクラ	耐之脉轮	抗之脈輪	Vitalität-Chakra	Chakra de vital.	Chakra de vitalité	Chakra della vitalità
SKILL_L0814	Luck Chakra	運のチャクラ	运之脉轮	運之脈輪	Glücks-Chakra	Chakra de suerte	Chakra de chance	Chakra della fortuna
SKILL_L0815	Magic Boost	魔脈高揚	魔脉高昂	魔脈激昂	Magie-Boost	Pot. de magia	Boost magie	Potenzia magia
SKILL_L0816	Sink or Swim	一か八か	不成功便成仁	孤注一擲	Kopfsprung	Todo o nada	Couler ou nager	Nuota o affonda
SKILL_L0819	Halve Mortal	即死半減	即死减半	即死減半	Sterbl. halbieren	Reducir mortal	Demi-mortel	Dimezza letalità
SKILL_L0820	Null Mortal	即死無効	即死无效	即死無效	Sterbl. annullieren	Anular mortal	Annulation mortel	Annulla letalità
SKILL_L0822	Death Boost	呪殺高揚	咒杀高昂	咒殺激昂	Todes-Boost	Pot. de muerte	Boost mort	Potenzia morte
SKILL_L0828	Vengeance Seal	報復の狼煙	报复的烽火	報復狼煙	Rache-Siegel	Sello de la venganza	Sceau de vengeance	Sigillo di vendetta
SKILL_L0829	First Aid	医術の心得	医术心得	醫術的訣竅	Erste Hilfe	Primeros auxilios	Premiers soins	Primo soccorso
SKILL_L0830	Whimsical Aid	気まぐれ医術	无常医术	難以捉摸的醫術	Launische Hilfe	Ayuda caprichosa	Aide fantasque	Soccorso bizzarro
SKILL_L0831	Loose Change	ゼニ・ガットメン	金龟招财	拾金者	Kleingeld	Calderilla	Petite monnaie	Spiccioli
SKILL_L0832	Gold Rush	ゴールドラッシュ	淘金潮	淘金潮	Goldrausch	Acometida dorada	Ruée vers l'or	Corsa all'oro
SKILL_L0833	Scavenger	ヒロ右衛門	捡漏卫门	拾右衛門	Sammeln	Carroñero	Fouineur	Recuperatore
SKILL_L0839	Agni's Blessing	アグニ開眼	阿耆尼开眼	阿耆尼開眼	Agnis Segen	Bendición de Agni	Bénédiction d'Agni	Benedizione di Agni
SKILL_L0843	Skill Extension	ファイの時報	斐之报时	法伊的報時	Skill-Erweiterung	Extensión de habilidad	Extension de comp.	Estendi abilità
SKILL_L0845	Spirit Drain	吸魔	吸魔	吸魔	Geist-Entzug	Absor. de espíritu	Siphon spirituel	Assorbi spirito
SKILL_L0846	Unrelenting Focus	会心フォーエバー	会心永恒	恆久會心	Gnadenloser Fokus	Concentración constante	Concentration totale	Concentrazione costante
SKILL_L0850	Adoration	憧れのキミ	爱慕之人	憧憬的你	Anbetung	Devoción	Adoration	Adorazione
SKILL_L0854	Exp Boost	経験豊穣	经验丰盈	經驗豐收	EP-Boost	Pot. de EXP	Boost d'expérience	Potenzia PE
SKILL_L0860	Growth	見覚えの成長	以看代练的成长	旁觀成長	Wachstum	Crecimiento	Croissance	Crescita
SKILL_L0861	Lucky Capote	気まぐれカポーテ	无常斗牛布	難以捉摸的鬥牛士	Glückstuch	Capote de la suerte	Caban de la chance	Cappa fortunata
SKILL_L0969	Destructive Joy	破壊神のゆえつ	破坏神的欢愉	破壞神的愉悅	Zerstörungsfreude	Alegría destructiva	Joie destructrice	Gioia distruttiva
SKILL_L1044	Resist Phys	耐物理	耐物理	抗物理	Körp. widerstehen	Resistir físico	Résist. physique	Resisti fisico
SKILL_L1049	Resist Ice/Force	耐氷衝	耐冰冲	抗冰衝	Eis/Kraft widerstehen	Resistir hielo/fuerza	Résist. glace/vent	Resisti ghiaccio/forza
SKILL_L1050	Resist Fire/Elec	耐火電	耐火电	抗火電	Feuer/Elektro widerst.	Resistir fuego/electr.	Résist. feu/foudre	Resisti fuoco/elettr.
SKILL_L1051	Resist Mind/Death	耐精呪	耐精咒	抗精咒	Verstand/Tod widerst.	Resistir mente/muerte	Résist. mental/mort	Resisti mente/morte
SKILL_L1073	Endure	食いしばり	咬紧牙关	強忍	Aushalten	Último aliento	Résilience	Stoicismo
SKILL_L1074	Vengeance Seal	報復の狼煙	报复的烽火	報復狼煙	Rache-Siegel	Sello de la venganza	Sceau de vengeance	Sigillo di vendetta
SKILL_L1079	Hex	験気	康复	康復	Verhexen	Maleficio	Maléfice	Maleficio
SKILL_L1084	Reincarnation	転生の雄叫び	转生的咆哮	轉生咆哮	Reinkarnation	Reencarnación	Réincarnation	Reincarnazione
SKILL_L1381	Inspiring Flash	閃きのすゝめ	劝一闪篇	靈閃促發	Inspirierender Blitz	Destello inspirador	Flash d'inspiration	Lampo del fervore
SKILL_L1384	Tiger Stance	虎の型	虎之型	虎之型	Tigerhaltung	Postura de tigre	Posture du tigre	Posizione della Tigre
SKILL_L1385	Dragon Stance	竜の型	龙之型	龍之型	Drachenhaltung	Postura de dragón	Posture du dragon	Posizione del Drago
SKILL_L1386	Phoenix Step	鳳の足	凤之足	鳳之足	Phönix-Schritt	Paso de fénix	Pas du phénix	Passo della Fenice
SKILL_L1387	Tortoise-Snake Step	玄の足	玄之足	玄之足	Reptilien-Schritt	Paso de tortuga-serp.	Pas tortue serpent	Passo della Tartaruga
SKILL_L1388	Confinement Adagio	封魔のアダージョ	封魔柔板	封魔的慢板樂章	Einfangen-Adagio	Adagio confinante	Adagio confinement	Confinamento esteso
SKILL_L1389	Blaze of Glory	灯滅光増	回光返照	迴光返照	Feuriger Glanz	Arranque glorioso	Gloire fulgurante	Lampo di gloria
SKILL_L1390	Summoner Resolve	葛葉のプライド	葛叶的尊严	葛葉的自尊	Entschlossenheit	Resol. de invocador	Ténacité d'invocateur	Audacia dell'evocatore
SKILL_L1391	Shield Breaker	たてやぶり	破盾	破盾	Schildbrecher	Rompebarreras	Briseur de bouclier	Spaccascudi
SKILL_L1392	Transcended Being	持禁法	持禁法	持禁之法	Transzendiertes Wesen	Ser trascendido	Être transcendant	Essere superiore
SKILL_L1393	Heroic Poise	英雄の貫禄	英雄的威严	英雄的格調	Heldenhabitus	Aplomo heroico	Assurance du héros	Eroismo
SKILL_L1395	Devil's Ruin	大殺魔一閃	大杀魔一闪	大殺魔一閃	Teufelsruin	Ruina demoníaca	Ruine des démons	Rovina del diavolo
SKILL_L1397	Summoner's Rebirth	陰陽転生	阴阳转生	陰陽轉生	Wiedergeburt	Renac. de invocador	Retour d'invocateur	Ripresa dell'evocatore
SKILL_L1440	Martial Instinct	即殺	瞬杀	即殺	Kriegsinstinkt	Instinto marcial	Instinct martial	Istinto marziale
SKILL_L1441	Summoner's Will	退魔一族の気迫	退魔一族的气概	驅魔一族的氣魄	Beschwörerwille	Voluntad de invocador	Volonté d'invocateur	Volontà dell'evocatore
SKILL_L1442	Devil's Trick	うしろのしょうめん	背后杀	猜猜我是誰	Teufelstrick	Truco demoníaco	Ruse du démon	Trucco del diavolo
SKILL_L1443	Combo Rondo	ハッピーアタッカー	快乐攻击手	快樂打手	Kombo-Rondo	Combo Rondo	Combo Rondo	Combo rondò
SKILL_L1444	Transcending Sight	次元超え	超越维度	超越次元	Transzendierte Sicht	Vista trascendental	Vision transcendante	Vista trascendente
SKILL_L1445	MAG Drainer	生体MAG抜き	活体抽取MAG	汲取活體MAG	MAG-Entzieher	Drenaje de MAG	Absorbeur de MAG	Assorbi-MAG
SKILL_L1446	Goddess Lullaby	女神のララバイ	女神的摇篮曲	女神的搖籃曲	Schlaflied der Göttin	Nana de la diosa	Berceuse divine	Ninnananna della dea
SKILL_L1447	Blessing of Mercury	水星の加護	水星的加护	水星的庇佑	Segen des Merkur	Bendición de Mercurio	Grâce de Mercure	Dono di Mercurio
SKILL_L1448	Capricious Miracle	気まぐれ内丹	无常内丹	難以捉摸的內丹	Launisches Wunder	Milagro caprichoso	Miracle capricieux	Miracolo capriccioso
SKILL_L1449	Merciless Strikes	一気呵成	一气呵成	一氣呵成	Gnadenlose Hiebe	Golpes despiadados	Frappes implacables	Assalti spietati
SKILL_L1450	Diamond Disposition	金剛息法	金刚息法	金剛息災之法	Diamantnaturell	Posición adamantina	Disposition diamant	Indole adamantina
SKILL_L1451	Blessing of Venus	金星の加護	金星的加护	金星的庇佑	Segen der Venus	Bendición de Venus	Bénédiction de Vénus	Dono di Venere
SKILL_L1452	Righteous Heart	正しき心	正义之心	正直之心	Rechtschaffenes Herz	Corazón noble	Cœur juste	Cuore retto
SKILL_L1472	Force Wave (debug)	衝撃波（仮名）	冲击波（暂定名）	衝擊波（暫時命名）	Kraftwelle (Debug)	Onda de fuerza (debug)	Onde de force (debug)	Onda di forza (debug)
SKILL_L1473	Spinning Attack (debug)	回転範囲攻撃（仮名）	旋转范围攻击（暂定名）	旋轉範圍攻擊（暫時命名）	Wirbel-Angriff (Debug)	Ataque giratorio (debug)	Attaque tournoyante (debug)	Attacco vorticante (debug)
SKILL_L1474	Straight Attack (debug)	直線範囲攻撃（仮名）	直线范围攻击（暂定名）	直線範圍攻擊（暫時命名）	Gerader Angriff (Debug)	Ataque directo (debug)	Attaque droite (debug)	Attacco diretto (debug)
SKILL_L1475	Standing Range (debug)	足元範囲（仮名）	脚下范围（暂定名）	腳邊範圍（暫時命名）	Standreichweite (Debug)	Alcance erguido (debug)	Portée debout (debug)	Tiro di precisione (debug)
SKILL_L1476	Homing Bomb (debug)	ホーミング弾（仮名）	跟踪弹（暂定名）	追蹤彈（暫時命名）	Suchbombe (Debug)	Bomba guiada (debug)	Bombe chercheuse (debug)	Bomba a ricerca (debug)
SKILL_L1536	Horizontal Spin Rush (debug)	横回転突進（仮）	横向旋转突击（暂定）	橫向旋轉衝撞（暫定）	Horizontaler Wirbelrausch (Debug)	Acometida giratoria horizontal (debug)	Tourbillon horizontal (debug)	Carica rotante orizzontale (debug)
SKILL_L1537	Vertical Spin Rush (debug)	縦回転突進（仮）	纵向旋转突击（暂定）	縱向旋轉衝撞（暫定）	Vertikaler Wirbelrausch (Debug)	Acometida giratoria vertical (debug)	Tourbillon vertical (debug)	Carica rotante verticale (debug)
SKILL_L1538	Taxi Throw (debug)	タクシー投げ（仮）	投掷出租车（暂定）	投擲計程車（暫定）	Taxischleuder (Debug)	Lanzamiento de taxi (debug)	Jet taxi (debug)	Lancio del taxi (debug)
SKILL_L1542	Power Fuel (debug)	強化燃料（仮）	强化燃料（暂定）	強化燃料（暫定）	Kraftstoff (Debug)	Combustible potente (debug)	Carburant (debug)	Energizzante (debug)
SKILL_L1544	Razor Barrage (debug)	連続レーザー（仮）	连续激光（暂定）	連續雷射（暫定）	Rasierklingen-Sperrfeuer (Debug)	Aluvión de cuchillas (debug)	Barrage coupant (debug)	Raffica tagliente (debug)
SKILL_L1545	Attack Up, Defense Down (debug)	攻撃強化＆防御低下（仮）	强化攻击&降低防御（暂定）	攻擊強化＆防禦降低（暫定）	Voller Angriff, keine Abwehr (Debug)	Ataque aumentado, defensa reducida (debug)	Attaque élevée, défense basse (debug)	Attacco +, Difesa - (debug)
SKILL_L1546	Explode (debug)	自爆（仮）	自爆（暂定）	自爆（暫定）	Explodieren (Debug)	Explosión (debug)	Explosion (debug)	Esplosione (debug)
SKILL_L1547	Hiruko Drop (debug)	ヒルコ落とし（仮）	天降蛭子（暂定）	水蛭子落下（暫定）	Hiruko-Wurf (Debug)	Caída de Hiruko (debug)	Frappe d'Hiruko (debug)	Goccia di Hiruko (debug)
SKILL_L1548	Do It Now! (debug)	今だやれ！（仮）	现在动手！（暂定）	就是現在！上啊（暫定）	Tu es jetzt! (Debug)	¡Hazlo ahora! (debug)	Maintenant ! (debug)	È il momento! (debug)
SKILL_L1549	Take Unawares (debug)	だまし討ち（仮）	偷袭（暂定）	冷不防偷襲（暫定）	Aus Versehen (Debug)	Por sorpresa (debug)	Attaque-surprise (debug)	Attacco a sorpresa (debug)
SKILL_L1550	Devil's Bane	殺魔一閃	杀魔一闪	殺魔一閃	Geißel des Teufels	Azote de demonios	Fléau des démons	Flagello del diavolo
SKILL_L1551	Devil's Bane Reversal	殺魔一閃返し	反杀魔一闪	殺魔一閃返	Umkehr: Geißel des Teufels	Desvío de Azote de demonios	Fléau des démons inversé	Anti-Flagello del diavolo
SKILL_L1552	Bullet Block (debug)	弾丸弾き（仮）	反弹子弹（暂定）	子彈彈射（暫定）	Kugelblockade (Debug)	Bloquear balas (debug)	Blocage de tir (debug)	Blocco proiettili (debug)
SKILL_L1555	COMP Sword	太刀型COMP	太刀型COMP	太刀型COMP	COMP-Schwert	Espada COMP	Épée COMP	Spada COMP
SKILL_L1556	Guard	ガード	格挡	防禦	Deckung	Protegerse	Garde	Parata
SKILL_L1557	Backstep	バックステップ	后撤步	後墊步	Schritt zurück	Paso atrás	Pas de recul	Arretramento
SKILL_L1558	Celerity	急接近	迅速逼近	迅速接近	Schnelligkeit	Celeridad	Célérité	Rapidità
