ItemDef	SortNum	ItemType	Rarity	Price	SellPrice	GetFLG
IT_MAT_ID_0x1CD_	0	32768	1	1	0	2
IT_MAT_ID_0x1CE_	0	32768	1	1	0	2
IT_MAT_ID_0x1CF_	0	32768	1	1	0	2
IT_MAT_ID_0x1D0_	0	32768	1	1	0	2
IT_MAT_ID_0x1D1_	0	32768	1	1	0	2
IT_MAT_ID_0x1D2_	0	32768	1	1	0	2
IT_MAT_ID_0x1D3_	0	32768	1	1	0	2
IT_MAT_ID_0x1D4_	0	32768	1	1	0	2
IT_MAT_ID_0x1D5_	0	32768	1	1	0	2
IT_MAT_ID_0x1D6_	0	32768	1	1	0	2
IT_MAT_ID_0x1D7_	0	32768	1	1	0	2
IT_MAT_ID_0x1D8_	0	32768	1	1	0	2
IT_MAT_ID_0x1D9_	0	32768	1	1	0	2
IT_MAT_ID_0x1DA_	0	32768	1	1	0	2
IT_MAT_ID_0x1DB_	0	32768	1	1	0	2
IT_MAT_ID_0x1DC_	0	32768	1	1	0	2
IT_MAT_ID_0x1DD_	0	32768	1	1	0	2
IT_MAT_ID_0x1DE_	0	32768	1	1	0	2
IT_MAT_ID_0x1DF_	0	32768	1	1	0	2
IT_MAT_ID_0x1E0_	0	32768	1	1	0	2
IT_MAT_ID_0x1E1_	0	32768	1	1	0	2
IT_MAT_ID_0x1E2_	0	32768	1	1	0	2
IT_MAT_ID_0x1E3_	0	32768	1	1	0	2
IT_MAT_ID_0x1E4_	0	32768	1	1	0	2
IT_MAT_ID_0x1E5_	0	32768	1	1	0	2
IT_MAT_ID_0x1E6_	0	32768	1	1	0	2
IT_MAT_ID_0x1E7_	0	32768	1	1	0	2
IT_MAT_ID_0x1E8_	0	32768	1	1	0	2
IT_MAT_ID_0x1E9_	0	32768	1	1	0	2
IT_MAT_ID_0x1EA_	0	32768	1	1	0	2
IT_MAT_ID_0x1EB_	0	32768	1	1	0	2
IT_MAT_ID_0x1EC_	0	32768	1	1	0	2
IT_MAT_ID_0x1ED_	0	32768	1	1	0	2
IT_MAT_ID_0x1EE_	0	32768	1	1	0	2
IT_MAT_ID_0x1EF_	0	32768	1	1	0	2
IT_MAT_ID_0x1F0_	0	32768	1	1	0	2
IT_MAT_ID_0x1F1_	0	32768	1	1	0	2
IT_MAT_ID_0x1F2_	0	32768	1	1	0	2
IT_MAT_ID_0x1F3_	0	32768	1	1	0	2
IT_MAT_ID_0x1F4_	0	32768	1	1	0	2
IT_MAT_ID_0x1F5_	0	32768	1	1	0	2
IT_MAT_ID_0x1F6_	0	32768	1	1	0	2
IT_MAT_ID_0x1F7_	0	32768	1	1	0	2
IT_MAT_ID_0x1F8_	0	32768	1	1	0	2
IT_MAT_ID_0x1F9_	0	32768	1	1	0	2
IT_MAT_ID_0x1FA_	0	32768	1	1	0	2
IT_MAT_ID_0x1FB_	0	32768	1	1	0	2
IT_MAT_ID_0x1FC_	0	32768	1	1	0	2
IT_MAT_ID_0x1FD_	0	32768	1	1	0	2
IT_MAT_ID_0x1FE_	0	32768	1	1	0	2
IT_MAT_ID_0x1FF_	0	32768	1	1	0	2
