id	en	ja	zh	ko	de	es	fr	it
SKILL_L0266	Stinger	スティンガー	Stinger	스팅어	Stachel	Aguijón	Stinger	Pungiglione
SKILL_L0267	Roundtrip	ラウンドトリップ	Round Trip	라운드 트립	Rundreise	Ida y vuelta	Aller-retour	Andata e ritorno
SKILL_L0268	Whirlwind	ワールウインド	Wild Wind	월윈드	Wirbelwind	Torbellino	Tourbillon	Vortice
SKILL_L0269	Showtime	ショウタイム	Show Time	쇼 타임	Showtime	Especial	Showtime	Showtime
SKILL_L0270	Attack	攻撃する	攻擊	공격한다	Angriff	Atacar	Attaquer	Attacco
SKILL_L0271	Evil Gleam	悪しき輝き	妖媚光輝	사악한 빛	Böses Funkeln	Brillo vil	Lueur maudite	Bagliore malvagio
SKILL_L0272	Root of Evil	初めに闇ありき	原初之暗	태초에 어둠이 있었다	Wurzel des Bösen	Origen del mal	Origine du Mal	Radice del male
SKILL_L0273	High King	王の中の王	王中之王	왕 중의 왕	Hochkönig	Rey supremo	Le roi des rois	Re dei re
SKILL_L0274	Holy Star	ホーリースター	Holy Star	홀리 스타	Heiliger Stern	Estrella sagrada	Étoile sacrée	Stella sacra
SKILL_L0275	Andalucia	血のアンダルシア	染血的安達盧西亞	피의 안달루시아	Andalusien	Andalucía	Andalousie	Andalusia
SKILL_L0276	Red Capote	赤のカポーテ	血色鬥牛士	붉은 카포테	Rotes Capote	Capote rojo	Cape rouge	Manto cremisi
SKILL_L0277	Startle	喝破	大叱	갈파	Schreck	Sobresalto	Éveil	Sussulto
SKILL_L0278	Preach	煩悩即菩提	煩惱即菩提	번뇌즉보리	Predigen	Sermón	Prêche	Predica
SKILL_L0279	Meditation	瞑想	冥想	명상	Meditation	Meditación	Méditation	Meditazione
SKILL_L0280	Terrorblade	テラーソード	恐懼之劍	테러 소드	Terrorklinge	Hoja del terror	Lame de terreur	Lama del terrore
SKILL_L0281	Hell Spin	ヘルスピン	地獄迴旋	헬 스핀	Höllenwirbel	Giro infernal	Dérapage d'enfer	Rotazione infernale
SKILL_L0282	Hell Exhaust	ヘルエギゾースト	地獄汲盡	헬 이그조스트	Höllendampf	Cansancio infernal	Pot d'enfer	Marmitta infernale
SKILL_L0283	Hell Burner	ヘルバーナー	地獄燃火	헬 버너	Höllenbrenner	Quemainfiernos	Burn d'enfer	Fiammata infernale
SKILL_L0284	Hell Throttle	ヘルスロットル	地獄風門	헬 스로틀	Höllengas	Aceleración infernal	Gaz d'enfer	Accelerata infera
SKILL_L0285	Death Lust	女帝のリビドー	女帝狂慾	여제의 리비도	Todeslust	Luj. de la muerte	Luxure mortelle	Lussuria mortale
SKILL_L0286	Beast Roar	邪神の蛮声	邪神的蠻聲	악신의 괴성	Bestienschrei	Rugido atroz	Cri de la bête	Ruggito bestiale
SKILL_L0287	God's Bow	ゴッドアロー	神箭	갓 애로	Gottes Bogen	Arco de Dios	Arc divin	Arco divino
SKILL_L0290	Life Bonus	一分の活泉	一分活泉	1할의 활천	Lebensbonus	Extra de vida	Bonus de vie	Vita bonus
SKILL_L0291	Life Gain	二分の活泉	二分活泉	2할의 활천	Lebenszugewinn	Aumento de vida	Gain de vie	Vita plus
SKILL_L0292	Life Surge	三分の活泉	三分活泉	3할의 활천	Lebensschub	Fuente de vida	Bouffée de vie	Vita extra
SKILL_L0293	Mana Bonus	一分の魔脈	一分魔脈	1할의 마맥	Mana-Bonus	Extra de maná	Bonus de mana	Mana bonus
SKILL_L0294	Mana Gain	二分の魔脈	二分魔脈	2할의 마맥	Mana-Zugewinn	Aumento de maná	Gain de mana	Mana plus
SKILL_L0295	Mana Surge	三分の魔脈	三分魔脈	3할의 마맥	Mana-Schub	Fuente de maná	Bouffée de mana	Mana extra
SKILL_L0296	Fast Retreat	逃走加速	加速逃離	도주 가속	Schnelle Flucht	Huida veloz	Fuite rapide	Ritirata rapida
SKILL_L0298	Mind's Eye	心眼	心眼	심안	Inneres Auge	Ojo de la mente	Œil de l'esprit	Occhio della mente
SKILL_L0299	Might	会心	會心	회심	Macht	Poder	Puissance	Potenza
SKILL_L0300	Bright Might	煌天の会心	煌天會心	황천의 회심	Strahlende Macht	Poder brillante	Puissance claire	Potenza lucente
SKILL_L0301	Dark Might	静天の会心	靜天會心	정천의 회심	Düstere Macht	Poder oscuro	Puissance obscure	Potenza oscura
SKILL_L0302	Drain Attack	吸収攻撃	吸收攻擊	흡수 공격	Entzugsangriff	Absor. de salud	Attaque siphon	Assimilazione
SKILL_L0304	Attack All	全体攻撃	全體攻擊	전체 공격	Alle Angreifen	Ataque general	Attaque générale	Attacco totale
SKILL_L0305	Counter	反撃	反擊	반격	Konter	Contraataque	Contre-attaque	Risposta
SKILL_L0306	Retaliate	猛反撃	猛反擊	맹반격	Vergeltung	Represalia	Vengeance	Ritorsione
SKILL_L0307	Avenge	デスカウンター	絕命反擊	데스 카운터	Rache	Venganza	Talion	Vendetta
SKILL_L0309	Fire Boost	火炎高揚	火焰激昂	화염 고양	Feuer-Boost	Poten. de fuego	Boost feu	Potenzia fuoco
SKILL_L0310	Ice Boost	氷結高揚	冰凍激昂	빙결 고양	Eis-Boost	Poten. de hielo	Boost glace	Potenzia ghiaccio
SKILL_L0311	Elec Boost	電撃高揚	電擊激昂	전격 고양	Elektro-Boost	Poten. electric.	Boost foudre	Potenzia elettricità
SKILL_L0312	Force Boost	衝撃高揚	衝擊激昂	충격 고양	Kraftschub	Poten. de fuerza	Boost vent	Potenzia forza
SKILL_L0313	Anti-Phys	耐物理	耐物理	물리 내성	Anti-Körp	Antifísico	Rés. physique	Anti-fisico
SKILL_L0314	Anti-Fire	耐火炎	耐火焰	화염 내성	Anti-Feuer	Antifuego	Rés. feu	Anti-fuoco
SKILL_L0315	Anti-Ice	耐氷結	耐冰凍	빙결 내성	Anti-Eis	Antihielo	Rés. glace	Anti-ghiaccio
SKILL_L0316	Anti-Elec	耐電撃	耐電擊	전격 내성	Anti-Elektro	Antielectricidad	Rés. foudre	Anti-elettricità
SKILL_L0317	Anti-Force	耐衝撃	耐衝擊	충격 내성	Anti-Kraft	Antifuerza	Rés. vent	Anti-forza
SKILL_L0318	Anti-Light	耐破魔	耐破魔	파마 내성	Anti-Licht	Antiluz	Rés. lumière	Anti-luce
SKILL_L0319	Anti-Dark	耐呪殺	耐咒殺	주살 내성	Anti-Dunkelheit	Antioscuridad	Rés. ombre	Anti-oscurità
SKILL_L0320	Anti-Curse	耐魔力	耐魔力	마력 내성	Anti-Fluch	Antimaldición	Rés. mal	Anti-maledizione
SKILL_L0321	Anti-Nerve	耐神経	耐神經	신경 내성	Anti-Nerven	Antiespíritu	Rés. entrave	Anti-tossina
SKILL_L0322	Anti-Mind	耐精神	耐精神	정신 내성	Anti-Verstand	Antimente	Rés. mental	Anti-mente
SKILL_L0323	Null: Phys	物理無効	物理無效	물리 무효	Annull.: Körp	Anulación física	Ann. physique	Annulla: fisico
SKILL_L0324	Null: Fire	火炎無効	火焰無效	화염 무효	Annull.: Feuer	Anul. fuego	Ann. feu	Annulla: fuoco
SKILL_L0325	Null: Ice	氷結無効	冰凍無效	빙결 무효	Annull.: Eis	Anulación de hielo	Ann. glace	Annulla: ghiaccio
SKILL_L0326	Null: Elec	電撃無効	電擊無效	전격 무효	Annull.: Elektro	Anul. electricidad	Ann. foudre	Annulla: elettr.
SKILL_L0327	Null: Force	衝撃無効	衝擊無效	충격 무효	Annull.: Kraft	Anul. fuerza	Ann. vent	Annulla: forza
SKILL_L0328	Null: Light	破魔無効	破魔無效	파마 무효	Annull.: Licht	Anulación de luz	Ann. lumière	Annulla: luce
SKILL_L0329	Null: Dark	呪殺無効	咒殺無效	주살 무효	Annull.: Dunkelheit	Anul. oscuridad	Ann. ombre	Annulla: oscurità
SKILL_L0330	Null: Curse	魔力無効	魔力無效	마력 무효	Annull.: Fluch	Anul. maldición	Ann. mal	Annulla: malediz.
SKILL_L0331	Null: Nerve	神経無効	神經無效	신경 무효	Annull.: Nerven	Anul. espíritu	Ann. entrave	Annulla: tossina
SKILL_L0332	Null: Mind	精神無効	精神無效	정신 무효	Annull.: Verstand	Anul. mente	Ann. mental	Annulla: mente
SKILL_L0333	Phys Drain	物理吸収	物理吸收	물리 흡수	Entziehen: Körp	Absorción física	Abs. physique	Assorbi: fisico
SKILL_L0334	Fire Drain	火炎吸収	火焰吸收	화염 흡수	Entziehen: Feuer	Absor. de fuego	Abs. feu	Assorbi: fuoco
SKILL_L0335	Ice Drain	氷結吸収	冰凍吸收	빙결 흡수	Entziehen: Eis	Absor. de hielo	Abs. glace	Assorbi: ghiaccio
SKILL_L0336	Elec Drain	電撃吸収	電擊吸收	전격 흡수	Entziehen: Elektro	Absor. eléctrica	Abs. foudre	Assorbi: elettr.
SKILL_L0337	Force Drain	衝撃吸収	衝擊吸收	충격 흡수	Entziehen: Kraft	Absor. de fuerza	Abs. vent	Assorbi: forza
SKILL_L0338	Phys Repel	物理反射	物理反彈	물리 반사	Reflek.: Körp	Repulsión física	Renv. physique	Rifletti: fisico
SKILL_L0339	Fire Repel	火炎反射	火焰反彈	화염 반사	Reflek.: Feuer	Repuls. fuego	Renv. feu	Rifletti: fuoco
SKILL_L0340	Ice Repel	氷結反射	冰凍反彈	빙결 반사	Reflek.: Eis	Repulsión de hielo	Renv. glace	Rifletti: ghiaccio
SKILL_L0341	Elec Repel	電撃反射	電擊反彈	전격 반사	Reflek.: Elektro	Repuls. electricidad	Renv. foudre	Rifletti: elettr.
SKILL_L0342	Force Repel	衝撃反射	衝擊反彈	충격 반사	Reflek.: Kraft	Repuls. fuerza	Renv. vent	Rifletti: forza
SKILL_L0345	Endure	食いしばり	強忍	이 악물기	Aushalten	Último aliento	Résilience	Stoicismo
SKILL_L0346	Life Aid	勝利の息吹	勝利氣息	승리의 숨결	Lebenshilfe	Ayuda vital	Regain de vie	Supporto medico
SKILL_L0347	Mana Aid	勝利のチャクラ	勝利脈輪	승리의 차크라	Mana-Hilfe	Ayuda de maná	Regain de mana	Supporto mana
SKILL_L0348	Victory Cry	勝利の雄叫び	勝利咆哮	승리의 포효	Siegesschrei	Grito victorioso	Cri de victoire	Urla di trionfo
SKILL_L0349	Life Refill	息吹の具足	氣息甲冑	숨결의 갑주	Lebensauffüllung	Recarga de vida	Recharge vitale	Recupero vitale
SKILL_L0350	Mana Refill	チャクラの具足	脈輪甲冑	차크라의 갑주	Manaauffüllung	Recarga de maná	Recharge magique	Recupero di mana
SKILL_L0351	Thief's Lore	盗人の知恵	賊人的智慧	도둑의 지혜	Diebeswissen	Astucia de ladrón	L'art du vol	Saggezza del ladro
SKILL_L0353	Lucky Find	宝探し	尋寶	보물찾기	Glücksfund	Hallazgo fortuito	Trouvaille	Scoperta fortunata
SKILL_L0354	Watchful	見覚えの成長	旁觀成長	간접 체험	Wachsam	Avizor	Vigilance	Vigile
SKILL_L0355	Charisma	カリスマ	超凡入聖	카리스마	Charisma	Carisma	Charisme	Carisma
SKILL_L0357	Pierce	貫通	貫穿	관통	Durchbohren	Perforación	Transpercement	Perforazione
SKILL_L0360	Never Yield	ネバーギブアップ	Never Give Up	네버 기브 업	Unnachgiebig	Nunca abandones	Détermination	Mai arrendersi
SKILL_L0361	Son's Oath	父の名に誓って	以父之名	아버지 이름에 맹세코	Schwur des Sohnes	Juramento del hijo	Serment du fils	Giuramento filiale
SKILL_L0384	Talk	話し掛ける	交談	말을 건다	Reden	Hablar	Parler	Parla
SKILL_L0385	Scout	スカウト	挖角	스카우트	Späher	Reclutar	Entretien	Scova
SKILL_L0386	Kidnap	誘拐	誘拐	유괴	Entführen	Secuestrar	Kidnapper	Rapisci
SKILL_L0387	Seduce	誘惑	誘惑	유혹	Verführen	Seducir	Séduire	Seduci
SKILL_L0388	Brainwash	洗脳	洗腦	세뇌	Manipulieren	Manipular	Endoctriner	Soggioga
SKILL_L0389	Reserve	リザーブ	ＲＥＳＥＲＶＥ	RESERVE	Reserve	Reserva	Réserve	Riserva
SKILL_L0390	Dark Pledge	静天の契り	靜天之誓	정천의 계약	Dunkler Schwur	Promesa oscura	Pacte obscur	Promessa oscura
SKILL_L0391	Wooing	口説き落とし	說服	구슬리기	Umwerben	Cortejar	Courtiser	Corteggia
SKILL_L0392	Beseech	ヘッドハント	獵頭	헤드헌팅	Anflehen	Suplicar	Implorer	Supplica
SKILL_L0393	Soul Recruit	英雄狩り	獵殺英雄	영웅 사냥	Seeleenrekrut	Recluta del alma	Recrutement d'âme	Reclut. dell'anima
SKILL_L0394	Mischief	悪戯	惡作劇	희롱하기	Unheil	Trastada	Tromper	Dispetto
SKILL_L0395	Death Pact	死の契約	死亡契約	죽음의 계약	Todespakt	Pacto mortal	Pacte mortel	Patto mortale
SKILL_L0396	Plead	おねだり	撒嬌	조르기	Flehen	Rogar	Supplier	Implora
SKILL_L0397	Begging	物乞い	乞討	구걸	Betteln	Mendigar	Mendier	Scongiura
SKILL_L0398	Threaten	恐喝	恐嚇	공갈	Bedrohen	Amenazar	Menacer	Minaccia
SKILL_L0399	Stone Hunt	ストーンハント	獵石	스톤 헌팅	Steinjagd	Caza de piedras	Chasse au trésor	Ricerca pietre
SKILL_L0400	Trade	物々交換	以物易物	물물 교환	Handeln	Intercambio	Troquer	Scambia
SKILL_L0401	Loan	借金	借錢	돈 빌리기	Leihen	Préstamo	Emprunter	Prestito
SKILL_L0409	Haggle	値切り	殺價	흥정	Feilschen	Regateo	Marchander	Contratta
SKILL_L0410	Arbitration	執り成し	協調	달래기	Schlichten	Mediación	Apaisement	Arbitrato
SKILL_L0411	Detain	引き止め	挽留	붙들기	Verhaften	Retención	Retenir	Trattieni
SKILL_L0412	Kinspeak	同族のよしみ	同族之情	동족의 정	Sippenslang	Afinidad de raza	Lien de race	Parlata amichevole
SKILL_L0413	Persuade	説得	勸說	설득	Überreden	Persuadir	Persuader	Persuadi
SKILL_L0414	Intimidate	脅し	恫嚇	협박	Einschüchtern	Intimidación	Intimider	Intimidisci
SKILL_L0415	Nag	わがまま	任性	어리광	Nag	Intervenir	Insister	Assilla
SKILL_L0418	Maiden Plea	乙女の仲裁	少女的仲裁	처녀의 중재	Bitte der Magd	Súplica de dama	Mots de prêtresse	Appello di fanciulla
SKILL_L0419	Wine Party	酒の宴	酒宴	술잔치	Weinfest	Fiesta del vino	Orgie	Baccanale
SKILL_L0420	Flatter	ゴマすり	拍馬屁	아부하기	Schmeicheln	Halago	Flatter	Lusinga
SKILL_L0421	Jive Talk	ジャイヴトーク	花言巧語	자이브 토크	Slang	Vacilar	Polyglotte	Raggira
SKILL_L0496	Call Angel	死天召喚	死天召喚	사천 소환	Engel rufen	Invocar ángel	Appel d'ange	Chiama Angelo
SKILL_L0497	Call Soldier	死兵召喚	死兵召喚	사병 소환	Soldaten rufen	Invocar soldado	Appel de soldat	Chiama Soldato
SKILL_L0498	Call Souls	死霊召喚	死靈召喚	사령 소환	Seelen rufen	Invocar almas	Appel d'âme	Chiama Anime
SKILL_L0499	Call Evil	死魔召喚	死魔召喚	사마 소환	Böses rufen	Invocar maldad	Appel du mal	Chiama Male
SKILLMC_L0262	Boogie-Woogie	ブギウギ	布基烏基	delete message	Boogie-Woogie	Boogie-Woogie	Boogie-Woogie	Boogie-woogie
SKILLMC_L0263	Enter Yoshitsune	ヨシツネ見参	義經參上	delete message	Yoshitsune-Besuch	Enc. Yoshitsune	Yoshitsune spécial	Evoca Yoshitsune
SKILLMC_L0264	Mokoi Boomerang	モコイブーメラン	惡靈迴力鏢	delete message	Mokoi-Bumerang	Bumerán de Mokoi	Boomerang Mokoi	Boomerang Mokoi
SKILLMC_L0266	Tekisatsu	的殺	狙殺	delete message	Tekisatsu	Tekisatsu	Tekisatsu	Tekisatsu
SKILLMC_L0267	Mishaguji Raiden	ミシャグジ雷電	御社宮司雷電	delete message	Mishaguji-Donner	Trueno Mishaguji	Mishaguji Raiden	Mishaguji Raiden
SKILLMC_L0268	Hitokoto Storm	ヒトコト大風	一言大風	delete message	Hitokoto-Sturm	Tormenta Hitokoto	Tempête Hitokoto	Tempesta Hitokoto
SKILLMC_L0269	Jiraiya Dance	ジライヤ乱舞	自來也亂舞	delete message	Jiraiya-Tanz	Baile Jiraiya	Danse de Jiraiya	Danza di Jiraiya
SKILLMC_L0274	Raptor Guardian	凶鳥ガーヂアン	凶鳥守護者	delete message	Raptor-Wächter	Guardián rapaz	Gardien Raptor	Guardiano rapace
SKILLMC_L0360	Endure	食いしばり	強忍	delete message	Aushalten	Último aliento	Résilience	Stoicismo
SKILLMC_L0361	Raidou the Eternal	永世ライドウ	永世雷道	delete message	Raidou der Ewige	Raidou eterno	Raidou l'Éternel	Raidou l'Eterno
