id	en	ja	zh	ko	de	es	fr	it
DEVIL_L0300	Orthrus	オルトロス	歐特魯斯	오르트로스	Orthrus	Ortro	Orthros	Orthrus
DEVIL_L0301	Yaksini	ヤクシニー	母夜叉	야크시니	Yaksini	Iaksi	Yaksini	Yaksini
DEVIL_L0302	Thor	トール	托爾	토르	Thor	Thor	Thor	Thor
DEVIL_L0303	Black Frost	ジャアクフロスト	邪惡霜精	사악한 프로스트	Schwarzer Frost	Frost oscuro	Black Frost	Frost Nero
DEVIL_L0304	Karasu Tengu	カラステング	鴉天狗	카라스텐구	Karasu Tengu	Karasu Tengu	Karasu Tengu	Karasu Tengu
DEVIL_L0305	Karasu Tengu	カラステング	鴉天狗	카라스텐구	Karasu Tengu	Karasu Tengu	Karasu Tengu	Karasu Tengu
DEVIL_L0306	Karasu Tengu	カラステング	鴉天狗	카라스텐구	Karasu Tengu	Karasu Tengu	Karasu Tengu	Karasu Tengu
DEVIL_L0307	Eligor	エリゴール	埃力格	엘리고르	Eligor	Eligor	Eligor	Eligor
DEVIL_L0308	Eligor	エリゴール	埃力格	엘리고르	Eligor	Eligor	Eligor	Eligor
DEVIL_L0309	Eligor	エリゴール	埃力格	엘리고르	Eligor	Eligor	Eligor	Eligor
DEVIL_L0310	Kelpie	ケルピー	凱爾皮	켈피	Kelpie	Kelpie	Kelpie	Kelpie
DEVIL_L0311	Kelpie	ケルピー	凱爾皮	켈피	Kelpie	Kelpie	Kelpie	Kelpie
DEVIL_L0312	Berith	ベリス	比利士	베리스	Berith	Berith	Berith	Berith
DEVIL_L0313	Succubus	サキュバス	女夢魔	서큐버스	Sukkubus	Súcubo	Succube	Succube
DEVIL_L0314	High Pixie	ハイピクシー	高等皮克希	하이픽시	Hoch-Pixie	Gran Pixie	Pixie supérieure	Pixie superiore
DEVIL_L0315	Kaiwan	キウン	迦溫	케완	Kaiwan	Kaiwan	Kaiwan	Kaiwan
DEVIL_L0316	Nekomata	ネコマタ	貓妖	네코마타	Nekomata	Nekomata	Nekomata	Nekomata
DEVIL_L0317	Troll	トロール	巨怪	트롤	Troll	Trol	Troll	Troll
DEVIL_L0318	Will o' Wisp	ウィルオウィスプ	鬼火	윌 오 위스프	Irrlicht	Fuego fatuo	Feu follet	Will o' Wisp
DEVIL_L0319	Preta	ガキ	小鬼	아귀	Preta	Preta	Preta	Preta
DEVIL_L0320	Bishamonten	ビシャモンテン	毘沙門天	비사문천	Bishamonten	Bishamonten	Bishamonten	Bishamonten
DEVIL_L0321	Mara	マーラ	魔羅	마라	Mara	Mara	Mara	Mara
DEVIL_L0322	Bishamonten	ビシャモンテン	毘沙門天	비사문천	Bishamonten	Bishamonten	Bishamonten	Bishamonten
DEVIL_L0323	Jikokuten	ジコクテン	持國天	지국천	Jikokuten	Jikokuten	Jikokuten	Jikokuten
DEVIL_L0324	Koumokuten	コウモクテン	廣目天	광목천	Koumokuten	Koumokuten	Koumokuten	Koumokuten
DEVIL_L0325	Zouchouten	ゾウチョウテン	增長天	증장천	Zouchouten	Zouchouten	Zouchouten	Zouchouten
DEVIL_L0326	Clotho	クロト	可羅索	클로토	Klotho	Cloto	Clotho	Cloto
DEVIL_L0327	Lachesis	ラケシス	拉克西斯	라케시스	Lachesis	Láquesis	Lachésis	Lachesi
DEVIL_L0328	Atropos	アトロポス	阿特羅波斯	아트로포스	Atropos	Átropos	Atropos	Atropo
DEVIL_L0329	Mitra	ミトラ	密特拉	미트라	Mitra	Mitra	Mithra	Mitra
DEVIL_L0330	Masakado	マサカド	將門	마사카도	Masakado	Masakado	Masakado	Masakado
DEVIL_L0331	Station Staff	駅員	站務員	역무원	Bahnhofspersonal	Empleado de estación	Employé de gare	Addetto della stazione
DEVIL_L0332	Loki	ロキ	洛基	로키	Loki	Loki	Loki	Loki
DEVIL_L0333	Mada	マダ	摩陀	마다	Mada	Mada	Mada	Mada
DEVIL_L0334	Mot	モト	莫特	모트	Mot	Mot	Mot	Mot
DEVIL_L0335	Surt	スルト	斯爾特	수르트	Surt	Surt	Surt	Surt
DEVIL_L0336	Jack-o'-Lantern	ジャックランタン	傑克燈籠	잭 오 랜턴	Jack-o’-Lantern	Jack-o'-Lantern	Jack-o'-Lantern	Jack-o'-Lantern
DEVIL_L0337	Thor	トール	托爾	토르	Thor	Thor	Thor	Thor
DEVIL_L0338	Shadow	影の男	黑影男	그림자 사나이	Schatten	Sombra	Ombre	Ombra
DEVIL_L0339	Dante	ダンテ	但丁	단테	Dante	Dante	Dante	Dante
DEVIL_L0340	Dante	ダンテ	但丁	단테	Dante	Dante	Dante	Dante
DEVIL_L0341	Dante	ダンテ	但丁	단테	Dante	Dante	Dante	Dante
DEVIL_L0342	Metatron	メタトロン	梅塔特隆	메타트론	Metatron	Metatrón	Métatron	Metatron
DEVIL_L0343	Beelzebub	ベルゼブブ	別西卜	베엘제붑	Beelzebub	Belcebú	Belzébuth	Beelzebù
DEVIL_L0344	Lucifer	ルシファー	路西法	루시퍼	Luzifer	Lucifer	Lucifer	Lucifero
DEVIL_L0345	Pale Rider	ペイルライダー	蒼白騎士	페일 라이더	Fahler Reiter	Jinete pálido	Cavalier pâle	Mietitore Spettrale
DEVIL_L0346	White Rider	ホワイトライダー	白騎士	화이트 라이더	Weißer Reiter	Jinete blanco	Cavalier blanc	Mietitore Bianco
DEVIL_L0347	Red Rider	レッドライダー	紅騎士	레드 라이더	Roter Reiter	Jinete rojo	Cavalier rouge	Mietitore Cremisi
DEVIL_L0348	Black Rider	ブラックライダー	黑騎士	블랙 라이더	Schwarzer Reiter	Jinete negro	Cavalier noir	Mietitore Oscuro
DEVIL_L0349	Matador	マタドール	鬥牛士	마타도르	Matador	Matador	Matador	Matador
DEVIL_L0350	Hell Biker	ヘルズエンジェル	地獄天使	헬즈 엔젤	Höllenbiker	Ángel del infierno	Motard de l'Enfer	Biker Infernale
DEVIL_L0351	Daisoujou	だいそうじょう	大僧正	대승정	Daisoujou	Daisoujou	Daisoujou	Daisoujou
DEVIL_L0352	Mother Harlot	マザーハーロット	巴比倫大淫婦	마더 할롯	Hure Babylon	Ramera babilónica	La Courtisane	La Meretrice
DEVIL_L0353	Trumpeter	トランペッター	吹號者	트럼페터	Posaunenbläser	Trompetista	Héraut	Trombettiere
DEVIL_L0354	Futomimi	フトミミ	太洱	후토미미	Futomimi	Futomimi	Futomimi	Futomimi
DEVIL_L0355	Sakahagi	サカハギ	逆剝	사카하기	Sakahagi	Sakahagi	Sakahagi	Sakahagi
DEVIL_L0356	Seven-Eye	セブンアイ	七眼	세븐 아이	Siebenauge	Siete ojos	Sept-yeux	Epta-occhio
DEVIL_L0357	Beelzebub (Man)	ベルゼブブ・ヒト	別西卜．人型	베엘제붑 인간형	Beelzebub (Mann)	Belcebú (hombre)	Belzébuth (humain)	Beelzebù (uomo)
DEVIL_L0358	Loa	ロア	羅瓦	로아	Loa	Loa	Loa	Loa
DEVIL_L0359	Virtue	ヴァーチャー	力天使	버추	Tugend	Virtud	Vertu	Virtù
DEVIL_L0360	Power	パワー	能天使	파워	Kraft	Potestad	Puissance	Potestà
DEVIL_L0361	Legion	レギオン	惡靈軍團	레기온	Legion	Legión	Légion	Legione
DEVILMC_L0192	Raidou	ライドウ	雷道	라이도우	Raidou	Raidou	Raidou	Raidou
DEVILMC_L0339	Raidou	ライドウ	雷道	라이도우	Raidou	Raidou	Raidou	Raidou
DEVILMC_L0340	Raidou	ライドウ	雷道	라이도우	Raidou	Raidou	Raidou	Raidou
DEVILMC_L0341	Raidou	ライドウ	雷道	라이도우	Raidou	Raidou	Raidou	Raidou
