attr1	attr2	attr3	attr4	attr5	attr6	attr7	attr8	attr9	attr10	attr11	attr12	attr13	attr14	attr15	attr16	attr17	attr18	attr19
20	20	20	1024	2048	1024	1024	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
4096	20	20	2048	1024	1024	1024	20	20	20	20	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	2048	20	256	20	20	256	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
4096	20	20	20	20	20	4096	20	8192	256	8192	8192	20	8192	8192	40	8192	8192	8192
20	20	20	20	8192	8192	20	20	512	8192	8192	20	8192	8192	8192	8192	8192	8192	8192
256	20	2048	20	1024	4096	20	20	8192	256	8192	20	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	20	256	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	20	20	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	1024	2048	20	20	20	512	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
4101	4101	4101	4101	4101	4101	4101	20	12293	12293	8192	8192	20	8192	8192	8192	8192	8192	8192
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	256	256	256	256	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	512	512	2048	2048	20	20	20	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	2048	2048	512	512	20	20	20	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	8192	8192	20	20	512	512	8192	8192	8192	8192	8192	8192	8192	8192	8192
256	20	20	4101	12293	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
512	512	4101	20	8192	8192	20	20	1024	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
512	20	20	20	1024	8192	1024	20	8192	512	8192	8192	8192	8192	8192	8192	8192	8192	8192
512	20	20	512	2048	20	20	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
512	20	20	20	20	512	2048	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	20	20	20	34816	512	10	40	40	10	8192	20	8192	8192	8192
20	20	20	20	20	20	20	20	512	34816	10	40	40	10	8192	20	8192	8192	8192
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	2048	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	8192	8192	20	20	512	1024	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	512	8192	8192	20	20	8192	512	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	1024	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	512	8192	8192	20	20	8192	512	8192	20	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	8192	8192	20	20	512	1024	8192	8192	8192	8192	8192	8192	8192	8192	8192
4096	4096	20	4096	12288	8192	20	20	8192	12288	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	512	8192	8192	20	20	512	1024	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	4096	2048	2048	4096	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	40	256	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
2048	20	20	2048	20	20	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	2048	20	20	20	2048	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
256	256	2048	256	256	256	256	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
256	2048	256	256	256	256	256	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
2048	256	256	256	256	256	256	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
12293	256	256	256	256	2048	256	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
12293	256	256	256	2048	256	256	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
12293	256	256	2048	256	256	256	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
12293	256	256	256	256	256	2048	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	20	20	20	20	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
20	8192	4101	256	8192	4101	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
4101	4101	4101	20	20	20	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	4101	12293	12293	4101	20	12293	12293	8192	8192	8192	8192	8192	8192	20	20	20
4101	4101	4101	4101	12293	12293	4101	20	12293	12293	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	20	20	256	256	20	8192	256	8192	8192	8192	8192	8192	8192	20	20	20
20	2048	20	1024	1024	2048	1024	20	1024	8192	8192	8192	8192	8192	8192	8192	20	20	20
12293	512	12293	20	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	12293	20	256	8192	8192	20	20	8192	512	8192	8192	8192	8192	8192	8192	20	20	20
2048	12293	12293	2048	12293	12293	12293	45	12293	12293	8192	8192	8192	8192	8192	8192	20	20	20
12293	2048	12293	12293	2048	12293	12293	45	12293	12293	8192	8192	8192	8192	8192	8192	20	20	20
2048	12293	12293	12293	12293	2048	12293	45	12293	12293	8192	8192	8192	8192	8192	8192	20	20	20
12293	2048	12293	12293	12293	12293	2048	45	12293	12293	8192	8192	8192	8192	8192	8192	20	20	20
12293	12293	2048	12293	12293	12293	12293	45	2048	12293	8192	8192	8192	8192	8192	8192	20	20	20
12293	12293	2048	12293	12293	12293	12293	45	12293	2048	8192	8192	8192	8192	8192	8192	20	20	20
12293	12293	12293	12293	12293	12293	12293	40	12293	12293	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	20	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	256	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	20	256	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	12293	12293	12293	12293	20	12293	12293	8192	8192	8192	8192	8192	8192	20	20	20
12293	12293	12293	20	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	20	20	20	20	20	512	256	8192	8192	8192	8192	8192	8192	20	20	20
20	8192	4101	256	8192	4101	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
256	256	256	20	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	256	256	256	256	20	256	256	8192	8192	8192	8192	8192	8192	20	20	20
20	20	12293	20	20	256	256	20	8192	256	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	1024	1024	8192	1024	20	1024	8192	8192	8192	8192	8192	8192	8192	20	20	20
12293	512	12293	20	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	12293	20	256	8192	8192	20	20	8192	512	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	20	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	20	8192	8192	20	20	8192	8192	8192	8192	8192	8192	8192	8192	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	256	20	2048	256	20	20	20	8192	12288	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	1024	20	2048	20	20	512	8192	8192	8192	20	20	8192	8192	8192	8192	8192
20	20	20	20	1024	20	1024	20	8192	512	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	512	2048	20	20	20	8192	8192	10	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	512	2048	20	8192	8192	8192	8192	8192	10	8192	8192	8192	8192	8192
1024	1024	1024	20	20	20	20	20	8192	8192	20	40	8192	8192	8192	8192	8192	8192	8192
20	512	20	20	20	256	20	20	12288	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
4096	4096	4096	20	20	20	2048	20	8192	8192	10	8192	8192	8192	8192	8192	8192	8192	8192
2048	2048	2048	512	512	512	512	20	512	512	8192	20	8192	8192	8192	20	8192	8192	8192
20	20	20	4096	12288	12288	4096	20	12288	12288	8192	20	10	8192	8192	8192	8192	8192	8192
512	20	20	20	12288	12288	20	20	8192	8192	8192	8192	20	8192	8192	8192	8192	8192	8192
20	20	2048	512	20	256	20	20	8192	1024	8192	8192	8192	10	8192	10	8192	8192	8192
20	4096	512	2048	256	20	4096	20	1024	8192	10	8192	8192	8192	8192	10	8192	8192	8192
20	20	20	20	20	20	20	20	512	512	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	4096	20	20	2048	20	20	20	256	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	2048	20	1024	20	20	4096	20	8192	8192	8192	8192	10	10	8192	8192	8192	8192	8192
4096	256	4096	20	256	20	256	20	8192	12288	8192	10	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	4096	4096	2048	20	1024	1024	8192	8192	10	8192	8192	8192	8192	8192	8192
512	20	512	256	20	1024	20	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
4096	512	20	20	1024	512	20	20	8192	512	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	256	20	20	512	512	8192	8192	10	8192	8192	8192	8192	8192	8192
20	20	20	4096	4096	4096	4096	20	12288	12288	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	2048	20	20	20	20	20	20	20	20	8192	20	8192	8192	8192
20	20	20	20	20	20	20	20	20	2048	20	20	20	20	8192	20	8192	8192	8192
20	20	20	20	2048	20	20	20	20	20	20	20	20	20	8192	20	8192	8192	8192
40	40	40	4096	4096	4096	4096	20	12288	12288	20	20	20	20	8192	20	8192	8192	8192
20	20	20	20	20	20	20	20	20	2048	20	20	20	20	8192	20	8192	8192	8192
2048	2048	20	20	20	20	20	20	20	20	20	20	20	20	8192	20	8192	8192	8192
20	20	20	20	20	2048	20	20	20	20	20	20	20	20	8192	20	8192	8192	8192
40	40	40	40	40	40	40	20	40	40	20	20	20	20	8192	20	8192	8192	8192
20	20	20	2048	20	20	20	20	20	20	20	20	20	20	8192	20	8192	8192	8192
20	20	2048	20	20	20	20	20	20	20	20	20	20	20	8192	20	8192	8192	8192
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	8192	8192	20	20	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	256	20	1024	40	20	20	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	256	40	1024	20	20	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
256	20	20	8192	8192	1024	40	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	256	8192	8192	40	1024	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	256	256	256	256	20	1024	8232	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	256	256	256	256	20	8232	1024	8192	8192	8192	8192	8192	8192	8192	8192	8192
4096	4096	4096	12288	12288	4096	4096	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
256	256	256	256	256	256	256	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
256	256	256	256	256	256	256	20	256	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	256	2048	20	20	20	8192	8192	8192	20	20	8192	8192	20	8192	8192	8192
20	2048	20	20	4096	4096	20	20	12288	8192	8192	10	20	8192	8192	10	8192	8192	8192
20	256	20	20	20	20	20	20	2048	256	8192	8192	8192	20	8192	10	8192	8192	8192
20	20	20	2048	20	20	4096	20	8192	256	8192	10	20	8192	8192	8192	8192	8192	8192
20	20	20	20	20	4096	2048	20	512	8192	8192	8192	10	8192	8192	8192	8192	8192	8192
20	20	20	1024	2048	20	20	20	8192	8192	20	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	4096	2048	20	12288	8192	8192	10	20	8192	8192	20	8192	8192	8192
256	256	2048	20	20	20	20	20	8192	8192	8192	8192	10	8192	8192	10	8192	8192	8192
20	20	256	20	20	20	20	20	256	8192	10	8192	20	10	8192	8192	8192	8192	8192
20	20	256	20	20	1024	2048	20	8192	8192	8192	20	8192	8192	8192	8192	8192	8192	8192
4096	512	512	2048	20	20	20	20	8192	8192	20	8192	8192	8192	8192	8192	8192	8192	8192
20	2048	20	4096	256	20	4096	20	256	8192	8192	8192	20	8192	8192	8192	8192	8192	8192
2048	20	4096	256	20	20	256	20	12288	8192	20	8192	8192	8192	8192	10	8192	8192	8192
256	256	20	2048	20	20	20	20	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192	8192
4096	20	256	20	2048	20	20	20	8192	512	8192	10	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	20	20	20	8192	8192	8192	10	20	8192	8192	10	8192	8192	8192
2048	2048	20	20	512	512	20	20	8192	256	8192	8192	8192	8192	8192	8192	8192	8192	8192
256	4096	20	2048	512	20	512	20	8192	8192	8192	40	8192	8192	8192	8192	8192	8192	8192
4101	4101	4101	20	20	20	20	20	8192	8192	8192	20	10	8192	8192	8192	8192	8192	8192
20	20	512	512	2048	20	256	20	8192	512	8192	8192	8192	10	8192	10	8192	8192	8192
20	20	20	2048	20	20	20	20	512	512	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	2048	20	20	1024	256	20	8192	8192	10	8192	8192	8192	8192	8192	8192	8192	8192
1024	1024	1024	20	20	20	20	20	8192	8192	20	40	8192	8192	8192	8192	8192	8192	8192
20	20	256	20	512	20	20	20	512	512	8192	8192	8192	8192	8192	8192	8192	8192	8192
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
