id	en	jp	cn	tw	ko	gr	es	fr	it
ITEMMANANAME_130	Force Arcana VII	衝撃MPダウンⅦ	冲击MP消耗降低Ⅶ	衝擊MP降低VII	충격 MP 감소VII	Kraft-Arkana VII	Arcana fuerza VII	Réd. PM choc VII	Arcana Forza 7
ITEMMANANAME_131	Force Arcana VIII	衝撃MPダウンⅧ	冲击MP消耗降低Ⅷ	衝擊MP降低VIII	충격 MP 감소VIII	Kraft-Arkana VIII	Arcana fuerza VIII	Réd. PM choc VIII	Arcana Forza 8
ITEMMANANAME_132	Force Arcana IX	衝撃MPダウンⅨ	冲击MP消耗降低Ⅸ	衝擊MP降低IX	충격 MP 감소IX	Kraft-Arkana IX	Arcana fuerza IX	Réduction PM choc IX	Arcana Forza 9
ITEMMANANAME_133	Force Boost I	衝撃ブースターⅠ	冲击强化Ⅰ	衝擊強化I	충격 부스터I	Kraft-Boost I	Potencia fuerza I	Boost choc I	Potenzia Forza 1
ITEMMANANAME_134	Force Boost II	衝撃ブースターⅡ	冲击强化Ⅱ	衝擊強化II	충격 부스터II	Kraft-Boost II	Potencia fuerza II	Boost choc II	Potenzia Forza 2
ITEMMANANAME_135	Force Boost III	衝撃ブースターⅢ	冲击强化Ⅲ	衝擊強化III	충격 부스터III	Kraft-Boost III	Potencia fuerza III	Boost choc III	Potenzia Forza 3
ITEMMANANAME_136	Force Boost IV	衝撃ブースターⅣ	冲击强化Ⅳ	衝擊強化IV	충격 부스터IV	Kraft-Boost IV	Potencia fuerza IV	Boost choc IV	Potenzia Forza 4
ITEMMANANAME_137	Force Boost V	衝撃ブースターⅤ	冲击强化Ⅴ	衝擊強化V	충격 부스터V	Kraft-Boost V	Potencia fuerza V	Boost choc V	Potenzia Forza 5
ITEMMANANAME_138	Force Boost VI	衝撃ブースターⅥ	冲击强化Ⅵ	衝擊強化VI	충격 부스터VI	Kraft-Boost VI	Potencia fuerza VI	Boost choc VI	Potenzia Forza 6
ITEMMANANAME_139	Force Boost VII	衝撃ブースターⅦ	冲击强化Ⅶ	衝擊強化VII	충격 부스터VII	Kraft-Boost VII	Potencia fuerza VII	Boost choc VII	Potenzia Forza 7
ITEMMANANAME_140	Force Boost VIII	衝撃ブースターⅧ	冲击强化Ⅷ	衝擊強化VIII	충격 부스터VIII	Kraft-Boost VIII	Potencia fuerza VIII	Boost choc VIII	Potenzia Forza 8
ITEMMANANAME_141	Force Boost IX	衝撃ブースターⅨ	冲击强化Ⅸ	衝擊強化IX	충격 부스터IX	Kraft-Boost IX	Potencia fuerza IX	Boost choc IX	Potenzia Forza 9
ITEMMANANAME_142	Force Burst I	衝撃バーストⅠ	冲击爆发Ⅰ	衝擊爆發I	충격 버스트I	Kraftschub I	Explosión fuerza I	Élan choc I	Impeto Forza 1
ITEMMANANAME_143	Force Burst II	衝撃バーストⅡ	冲击爆发Ⅱ	衝擊爆發II	충격 버스트II	Kraftschub II	Explosión fuerza II	Élan choc II	Impeto Forza 2
ITEMMANANAME_144	Force Burst III	衝撃バーストⅢ	冲击爆发Ⅲ	衝擊爆發III	충격 버스트III	Kraftschub III	Explosión fuerza III	Élan choc III	Impeto Forza 3
ITEMMANANAME_145	Force Poison	衝撃毒付与	冲击中毒赋予	衝擊附加中毒	충격 독 부여	Kraftvergiftung	Fuerza venenosa	Choc empoisonné	Veleno Forza
ITEMMANANAME_146	Force Ferocity	衝撃クリティカル化	冲击暴击化	衝擊暴擊化	충격 크리티컬화	Wilde Kraft	Fuerza feroz	Coup critique choc	Forza critico
ITEMMANANAME_147	Piercing Force	衝撃貫通	冲击贯穿	衝擊貫穿	충격 관통	Durchbohrende Kraft	Fuerza perforadora	Transpercement choc	Perforazione Forza
ITEMMANANAME_148	Force Stacker	衝撃スタック効率化	冲击堆叠高效化	衝擊Stack效率化	충격 스택 효율화	Kraftkombo	Fuerza encadenada	Efficacité combo choc	Combo Forza
ITEMMANANAME_149	Ruin Augment I	魔力威力アップⅠ	魔力威力提升Ⅰ	魔力威力提升I	마력 위력 상승I	Verderbenstärkung I	Poder ruina I	Effet ruine I	Aumento Rovina 1
ITEMMANANAME_150	Ruin Augment II	魔力威力アップⅡ	魔力威力提升Ⅱ	魔力威力提升II	마력 위력 상승II	Verderbenstärkung II	Poder ruina II	Effet ruine II	Aumento Rovina 2
ITEMMANANAME_151	Ruin Augment III	魔力威力アップⅢ	魔力威力提升Ⅲ	魔力威力提升III	마력 위력 상승III	Verderbenstärkung III	Poder ruina III	Effet ruine III	Aumento Rovina 3
ITEMMANANAME_152	Ruin Augment IV	魔力威力アップⅣ	魔力威力提升Ⅳ	魔力威力提升IV	마력 위력 상승IV	Verderbenstärkung IV	Poder ruina IV	Effet ruine IV	Aumento Rovina 4
ITEMMANANAME_153	Ruin Augment V	魔力威力アップⅤ	魔力威力提升Ⅴ	魔力威力提升V	마력 위력 상승V	Verderbenstärkung V	Poder ruina V	Effet ruine V	Aumento Rovina 5
ITEMMANANAME_154	Ruin Augment VI	魔力威力アップⅥ	魔力威力提升Ⅵ	魔力威力提升VI	마력 위력 상승VI	Verderbenstärkung VI	Poder ruina VI	Effet ruine VI	Aumento Rovina 6
ITEMMANANAME_155	Ruin Augment VII	魔力威力アップⅦ	魔力威力提升Ⅶ	魔力威力提升VII	마력 위력 상승VII	Verderbenstärkung VII	Poder ruina VII	Effet ruine VII	Aumento Rovina 7
ITEMMANANAME_156	Ruin Augment VIII	魔力威力アップⅧ	魔力威力提升Ⅷ	魔力威力提升VIII	마력 위력 상승VIII	Verderbenstärkung VIII	Poder ruina VIII	Effet ruine VIII	Aumento Rovina 8
ITEMMANANAME_157	Ruin Augment IX	魔力威力アップⅨ	魔力威力提升Ⅸ	魔力威力提升IX	마력 위력 상승IX	Verderbenstärkung IX	Poder ruina IX	Effet ruine IX	Aumento Rovina 9
ITEMMANANAME_158	Ruin Augment X	魔力威力アップⅩ	魔力威力提升Ⅹ	魔力威力提升X	마력 위력 상승X	Verderbenstärkung X	Poder ruina X	Effet ruine X	Aumento Rovina 10
ITEMMANANAME_159	Ruin Augment XI	魔力威力アップⅪ	魔力威力提升Ⅺ	魔力威力提升XI	마력 위력 상승XI	Verderbenstärkung XI	Poder ruina XI	Effet ruine XI	Aumento Rovina 11
ITEMMANANAME_160	Ruin Augment XII	魔力威力アップⅫ	魔力威力提升Ⅻ	魔力威力提升XII	마력 위력 상승XII	Verderbenstärkung XII	Poder ruina XII	Effet ruine XII	Aumento Rovina 12
ITEMMANANAME_161	Ruin Arcana I	魔力MPダウンⅠ	魔力MP消耗降低Ⅰ	魔力MP降低I	마력 MP 감소I	Verderben-Arkana I	Arcana ruina I	Réd. PM ruine I	Arcana Rovina 1
ITEMMANANAME_162	Ruin Arcana II	魔力MPダウンⅡ	魔力MP消耗降低Ⅱ	魔力MP降低II	마력 MP 감소II	Verderben-Arkana II	Arcana ruina II	Réd. PM ruine II	Arcana Rovina 2
ITEMMANANAME_163	Ruin Arcana III	魔力MPダウンⅢ	魔力MP消耗降低Ⅲ	魔力MP降低III	마력 MP 감소III	Verderben-Arkana III	Arcana ruina III	Réd. PM ruine III	Arcana Rovina 3
ITEMMANANAME_164	Ruin Arcana IV	魔力MPダウンⅣ	魔力MP消耗降低Ⅳ	魔力MP降低IV	마력 MP 감소IV	Verderben-Arkana IV	Arcana ruina IV	Réd. PM ruine IV	Arcana Rovina 4
ITEMMANANAME_165	Ruin Arcana V	魔力MPダウンⅤ	魔力MP消耗降低Ⅴ	魔力MP降低V	마력 MP 감소V	Verderben-Arkana V	Arcana ruina V	Réd. PM ruine IV	Arcana Rovina 5
ITEMMANANAME_166	Ruin Arcana VI	魔力MPダウンⅥ	魔力MP消耗降低Ⅵ	魔力MP降低VI	마력 MP 감소VI	Verderben-Arkana VI	Arcana ruina VI	Réd. PM ruine VI	Arcana Rovina 6
ITEMMANANAME_167	Ruin Arcana VII	魔力MPダウンⅦ	魔力MP消耗降低Ⅶ	魔力MP降低VII	마력 MP 감소VII	Verderben-Arkana VII	Arcana ruina VII	Réd. PM ruine VII	Arcana Rovina 7
ITEMMANANAME_168	Ruin Arcana VIII	魔力MPダウンⅧ	魔力MP消耗降低Ⅷ	魔力MP降低VIII	마력 MP 감소VIII	Verderben-Arkana VIII	Arcana ruina VIII	Réd. PM ruine VIII	Arcana Rovina 8
ITEMMANANAME_169	Ruin Arcana IX	魔力MPダウンⅨ	魔力MP消耗降低Ⅸ	魔力MP降低IX	마력 MP 감소IX	Verderben-Arkana IX	Arcana ruina IX	Réd. PM ruine IX	Arcana Rovina 9
ITEMMANANAME_170	Almighty Augment I	万能威力アップⅠ	万能威力提升Ⅰ	萬能威力提升I	만능 위력 상승I	Allmachtstärkung I	Poder todop. I	Effet absolu I	Aumento Onnipotente 1
ITEMMANANAME_171	Almighty Augment II	万能威力アップⅡ	万能威力提升Ⅱ	萬能威力提升II	만능 위력 상승II	Allmachtstärkung II	Poder todop. II	Effet absolu II	Aumento Onnipotente 2
ITEMMANANAME_172	Almighty Augment III	万能威力アップⅢ	万能威力提升Ⅲ	萬能威力提升III	만능 위력 상승III	Allmachtstärkung III	Poder todop. III	Effet absolu III	Aumento Onnipotente 3
ITEMMANANAME_173	Almighty Augment IV	万能威力アップⅣ	万能威力提升Ⅳ	萬能威力提升IV	만능 위력 상승IV	Allmachtstärkung IV	Poder todop. IV	Effet absolu IV	Aumento Onnipotente 4
ITEMMANANAME_174	Almighty Augment V	万能威力アップⅤ	万能威力提升Ⅴ	萬能威力提升V	만능 위력 상승V	Allmachtstärkung V	Poder todop. V	Effet absolu IV	Aumento Onnipotente 5
ITEMMANANAME_175	Almighty Augment VI	万能威力アップⅥ	万能威力提升Ⅵ	萬能威力提升VI	만능 위력 상승VI	Allmachtstärkung VI	Poder todop. VI	Effet absolu VI	Aumento Onnipotente 6
ITEMMANANAME_176	Almighty Augment VII	万能威力アップⅦ	万能威力提升Ⅶ	萬能威力提升VII	만능 위력 상승VII	Allmachtstärkung VII	Poder todop. VII	Effet absolu VII	Aumento Onnipotente 7
ITEMMANANAME_177	Almighty Augment VIII	万能威力アップⅧ	万能威力提升Ⅷ	萬能威力提升VIII	만능 위력 상승VIII	Allmachtstärkung VIII	Poder todop. VIII	Effet absolu VIII	Aumento Onnipotente 8
ITEMMANANAME_178	Almighty Augment IX	万能威力アップⅨ	万能威力提升Ⅸ	萬能威力提升IX	만능 위력 상승IX	Allmachtstärkung IX	Poder todop. IX	Effet absolu IX	Aumento Onnipotente 9
ITEMMANANAME_179	Almighty Augment X	万能威力アップⅩ	万能威力提升Ⅹ	萬能威力提升X	만능 위력 상승X	Allmachtstärkung X	Poder todop. X	Effet absolu X	Aumento Onnipotente 10
ITEMMANANAME_180	Almighty Augment XI	万能威力アップⅪ	万能威力提升Ⅺ	萬能威力提升XI	만능 위력 상승XI	Allmachtstärkung XI	Poder todop. XI	Effet absolu XI	Aumento Onnipotente 11
ITEMMANANAME_181	Almighty Augment XII	万能威力アップⅫ	万能威力提升Ⅻ	萬能威力提升XII	만능 위력 상승XII	Allmachtstärkung XII	Poder todop. XII	Effet absolu XII	Aumento Onnipotente 12
ITEMMANANAME_182	Almighty Arcana I	万能MPダウンⅠ	万能MP消耗降低Ⅰ	萬能MP降低I	만능 MP 감소I	Allmacht-Arkana I	Arcana todop. I	Réd. PM absolu I	Arcana Onnipotente 1
ITEMMANANAME_183	Almighty Arcana II	万能MPダウンⅡ	万能MP消耗降低Ⅱ	萬能MP降低II	만능 MP 감소II	Allmacht-Arkana II	Arcana todop. II	Réd. PM absolu II	Arcana Onnipotente 2
ITEMMANANAME_184	Almighty Arcana III	万能MPダウンⅢ	万能MP消耗降低Ⅲ	萬能MP降低III	만능 MP 감소III	Allmacht-Arkana III	Arcana todop. III	Réd. PM absolu III	Arcana Onnipotente 3
ITEMMANANAME_185	Almighty Arcana IV	万能MPダウンⅣ	万能MP消耗降低Ⅳ	萬能MP降低IV	만능 MP 감소IV	Allmacht-Arkana IV	Arcana todop. IV	Réd. PM absolu IV	Arcana Onnipotente 4
ITEMMANANAME_186	Almighty Arcana V	万能MPダウンⅤ	万能MP消耗降低Ⅴ	萬能MP降低V	만능 MP 감소V	Allmacht-Arkana V	Arcana todop. V	Réd. PM absolu V	Arcana Onnipotente 5
ITEMMANANAME_187	Almighty Arcana VI	万能MPダウンⅥ	万能MP消耗降低Ⅵ	萬能MP降低VI	만능 MP 감소VI	Allmacht-Arkana VI	Arcana todop. VI	Réd. PM absolu VI	Arcana Onnipotente 6
ITEMMANANAME_188	Almighty Arcana VII	万能MPダウンⅦ	万能MP消耗降低Ⅶ	萬能MP降低VII	만능 MP 감소VII	Allmacht-Arkana VII	Arcana todop. VII	Réd. PM absolu VII	Arcana Onnipotente 7
ITEMMANANAME_189	Almighty Arcana VIII	万能MPダウンⅧ	万能MP消耗降低Ⅷ	萬能MP降低VIII	만능 MP 감소VIII	Allmacht-Arkana VIII	Arcana todop. VIII	Réd. PM absolu VIII	Arcana Onnipotente 8
ITEMMANANAME_190	Almighty Arcana IX	万能MPダウンⅨ	万能MP消耗降低Ⅸ	萬能MP降低IX	만능 MP 감소IX	Allmacht-Arkana IX	Arcana todop. IX	Réd. PM absolu IX	Arcana Onnipotente 9
ITEMMANANAME_191	Almighty Ferocity	万能クリティカル化	万能暴击化	萬能暴擊化	만능 크리티컬화	Wilde Allmacht	Todop. feroz	Coup critique absolu	Onnipotente critico
ITEMMANANAME_192	Almighty Burst I	万能バーストⅠ	万能爆发Ⅰ	萬能爆發I	만능 버스트I	Allmachtschub I	Explosión todop. I	Élan Absolu I	Impeto Onnipotente 1
ITEMMANANAME_193	Almighty Burst II	万能バーストⅡ	万能爆发Ⅱ	萬能爆發II	만능 버스트II	Allmachtschub II	Explosión todop. II	Élan Absolu II	Impeto Onnipotente 2
ITEMMANANAME_194	Almighty Burst III	万能バーストⅢ	万能爆发Ⅲ	萬能爆發III	만능 버스트III	Allmachtschub III	Explosión todop. III	Élan Absolu III	Impeto Onnipotente 3
ITEMMANANAME_195	Healing Augment I	回復効果アップⅠ	恢复效果提升Ⅰ	恢復效果提升I	회복 효과 상승I	Erholungsstärkung I	Poder recup. I	Effet récup. I	Aumento Recupero 1
ITEMMANANAME_196	Healing Augment II	回復効果アップⅡ	恢复效果提升Ⅱ	恢復效果提升II	회복 효과 상승II	Erholungsstärkung II	Poder recup. II	Effet récup. II	Aumento Recupero 2
ITEMMANANAME_197	Healing Augment III	回復効果アップⅢ	恢复效果提升Ⅲ	恢復效果提升III	회복 효과 상승III	Erholungsstärkung III	Poder recup. III	Effet récup. III	Aumento Recupero 3
ITEMMANANAME_198	Healing Augment IV	回復効果アップⅣ	恢复效果提升Ⅳ	恢復效果提升IV	회복 효과 상승IV	Erholungsstärkung IV	Poder recup. IV	Effet récup. IV	Aumento Recupero 4
ITEMMANANAME_199	Healing Arcana I	回復MPダウンⅠ	恢复MP消耗降低Ⅰ	恢復MP降低I	회복 MP 감소I	Erholungs-Arkana I	Arcana recup. I	Réd. PM récup. I	Arcana Recupero 1
ITEMMANANAME_200	Healing Arcana II	回復MPダウンⅡ	恢复MP消耗降低Ⅱ	恢復MP降低II	회복 MP 감소II	Erholungs-Arkana II	Arcana recup. II	Réd. PM récup. II	Arcana Recupero 2
ITEMMANANAME_201	Healing Arcana III	回復MPダウンⅢ	恢复MP消耗降低Ⅲ	恢復MP降低III	회복 MP 감소III	Erholungs-Arkana III	Arcana recup. III	Réd. PM récup. III	Arcana Recupero 3
ITEMMANANAME_202	Healing Arcana IV	回復MPダウンⅣ	恢复MP消耗降低Ⅳ	恢復MP降低IV	회복 MP 감소IV	Erholungs-Arkana IV	Arcana recup. IV	Réd. PM récup. IV	Arcana Recupero 4
ITEMMANANAME_203	Support Augment I	補助効果アップⅠ	辅助效果提升Ⅰ	輔助效果提升I	보조 효과 상승I	Unterst.-Verstärkung I	Poder apoyo I	Effet soutien augmenté I	Aumento Supporto I
ITEMMANANAME_204	Support Augment	補助効果アップ	辅助效果提升	輔助效果提升	보조 효과 상승	Unterst.-Stärkung	Poder apoyo	Augmentation effet supp.	Aumento Supporto
ITEMMANANAME_205	Support Arcana I	補助MPダウンⅠ	辅助MP消耗降低Ⅰ	輔助MP降低I	보조 MP 감소I	Unterst.-Arkana I	Arcana apoyo I	Réduction PM soutien I	Arcana Supporto 1
ITEMMANANAME_206	Support Arcana II	補助MPダウンⅡ	辅助MP消耗降低Ⅱ	輔助MP降低II	보조 MP 감소II	Unterst.-Arkana II	Arcana apoyo II	Réd. PM soutien II	Arcana Supporto 2
ITEMMANANAME_207	Support Arcana III	補助MPダウンⅢ	辅助MP消耗降低Ⅲ	輔助MP降低III	보조 MP 감소III	Unterst.-Arkana III	Arcana apoyo III	Réd. PM soutien III	Arcana Supporto 3
ITEMMANANAME_208	Support Extender I	補助効果延長Ⅰ	辅助效果延长Ⅰ	輔助效果延長I	보조 효과 연장I	Unterst. verlängern I	Extensión apoyo I	Soutien prolongé I	Estensione Supporto I
ITEMMANANAME_209	Support Extender II	補助効果延長Ⅱ	辅助效果延长Ⅱ	輔助效果延長II	보조 효과 연장II	Unterst. verlängern II	Extensión apoyo II	Soutien prolongé II	Estensione Supporto 2
ITEMMANANAME_210	魔晶210	魔晶210			마정 210	魔晶210	魔晶210	魔晶210	魔晶210
ITEMMANANAME_211	魔晶211	魔晶211			마정 211	魔晶211	魔晶211	魔晶211	魔晶211
ITEMMANANAME_212	魔晶212	魔晶212			마정 212	魔晶212	魔晶212	魔晶212	魔晶212
ITEMMANANAME_213	魔晶213	魔晶213			마정 213	魔晶213	魔晶213	魔晶213	魔晶213
ITEMMANANAME_214	魔晶214	魔晶214			마정 214	魔晶214	魔晶214	魔晶214	魔晶214
ITEMMANANAME_215	魔晶215	魔晶215			마정 215	魔晶215	魔晶215	魔晶215	魔晶215
ITEMMANANAME_216	魔晶216	魔晶216			마정 216	魔晶216	魔晶216	魔晶216	魔晶216
ITEMMANANAME_217	魔晶217	魔晶217			마정 217	魔晶217	魔晶217	魔晶217	魔晶217
ITEMMANANAME_218	魔晶218	魔晶218			마정 218	魔晶218	魔晶218	魔晶218	魔晶218
ITEMMANANAME_219	魔晶219	魔晶219			마정 219	魔晶219	魔晶219	魔晶219	魔晶219
ITEMMANANAME_220	魔晶220	魔晶220			마정 220	魔晶220	魔晶220	魔晶220	魔晶220
ITEMMANANAME_221	魔晶221	魔晶221			마정 221	魔晶221	魔晶221	魔晶221	魔晶221
ITEMMANANAME_222	魔晶222	魔晶222			마정 222	魔晶222	魔晶222	魔晶222	魔晶222
ITEMMANANAME_223	魔晶223	魔晶223			마정 223	魔晶223	魔晶223	魔晶223	魔晶223
ITEMMANANAME_224	魔晶224	魔晶224			마정 224	魔晶224	魔晶224	魔晶224	魔晶224
ITEMMANANAME_225	魔晶225	魔晶225			마정 225	魔晶225	魔晶225	魔晶225	魔晶225
ITEMMANANAME_226	魔晶226	魔晶226			마정 226	魔晶226	魔晶226	魔晶226	魔晶226
ITEMMANANAME_227	魔晶227	魔晶227			마정 227	魔晶227	魔晶227	魔晶227	魔晶227
ITEMMANANAME_228	魔晶228	魔晶228			마정 228	魔晶228	魔晶228	魔晶228	魔晶228
ITEMMANANAME_229	魔晶229	魔晶229			마정 229	魔晶229	魔晶229	魔晶229	魔晶229
ITEMMANANAME_230	Flame Crystal	猛炎の技晶	猛焰的技晶	猛炎的技晶	맹화의 기정	Flammenkristall	Cristal llama	Cristal Flammes	Cristallo fiamma
ITEMMANANAME_231	Icicle Crystal	猛氷の技晶	猛冰的技晶	猛冰的技晶	맹빙의 기정	Eiskristall	Cristal témpano	Cristal Stalactite	Cristallo ghiaccio
ITEMMANANAME_232	Bolt Crystal	猛雷の技晶	猛雷的技晶	猛雷的技晶	맹뢰의 기정	Blitzkristall	Cristal rayo	Cristal Éclair	Cristallo saetta
ITEMMANANAME_233	Gale Crystal	猛風の技晶	猛风的技晶	猛風的技晶	맹풍의 기정	Sturmkristall	Cristal vendaval	Cristal Rafales	Cristallo burrasca
ITEMMANANAME_234	Almighty Crystal	万魔の技晶	万魔的技晶	萬魔的技晶	만마의 기정	Allmachtkristall	Cristal absoluto	Cristal Absolu	Cristallo onnipotente
ITEMMANANAME_235	Inferno Crystal	灼熱の技晶	灼热的技晶	灼熱的技晶	작열의 기정	Infernokristall	Cristal infierno	Cristal Brasier	Cristallo incendio
ITEMMANANAME_236	Glacier Crystal	絶氷の技晶	绝冰的技晶	絕冰的技晶	절빙의 기정	Gletscherkristall	Cristal glaciar	Cristal Glacier	Cristallo ghiacciaio
ITEMMANANAME_237	Stormcloud Crystal	轟雷の技晶	轰雷的技晶	轟雷的技晶	굉뢰의 기정	Gewitterkristall	Cristal tormenta	Cristal Orage	Cristallo temporale
ITEMMANANAME_238	Tornado Crystal	暴風の技晶	暴风的技晶	暴風的技晶	폭풍의 기정	Tornadokristall	Cristal tornado	Cristal Tornade	Cristallo tornado
ITEMMANANAME_239	Serenity Crystal	心癒の技晶	心愈的技晶	心癒的技晶	심유의 기정	Heiterkeitskristall	Cristal serenidad	Cristal mentale	Cristallo serenità
ITEMMANANAME_240	Fortitude Crystal	体癒の技晶	体愈的技晶	體癒的技晶	체유의 기정	Tapferkeitskristall	Cristal fortitud	Cristal corporelle	Cristallo coraggio
ITEMMANANAME_241	Panacea Crystal	万癒の技晶	万愈的技晶	萬癒的技晶	만유의 기정	Allheilkristall	Cristal panacea	Cristal guérison	Cristallo panacea
