m_SkillEffectID	m_EffectType	m_Number00	m_Number01	m_Number02	m_Number03	m_Number04	m_Number05	m_Number06	m_Number07	m_Filter	m_InfoPlay	m_Text0	m_Text1	m_ConflictEffectType
2249	195	2061	3145	0	0	0	0	0	0	0	None	None	None	0
2250	106	100	0	32	0	0	0	0	0	0	None	None	None	0
2251	106	100	0	33	0	0	0	0	0	0	None	None	None	0
2252	106	100	0	34	0	0	0	0	0	0	None	None	None	0
2253	185	1	49	0	0	0	0	0	0	0	None	None	None	0
2254	185	2	50	0	0	0	0	0	0	0	None	None	None	0
2255	185	3	38	158	0	0	0	0	0	0	None	None	None	0
2256	183	1	5	0	0	0	0	0	0	0	None	None	None	0
2257	109	50	80	0	0	1	1	0	0	0	None	None	None	0
2258	109	100	100	3095	2018	0	0	0	0	0	None	None	None	0
2259	109	100	100	3095	2049	0	0	0	0	0	None	None	None	0
2260	143	5	-10	0	0	0	0	0	0	0	None	None	None	0
2261	143	5	-20	0	0	0	0	0	0	0	None	None	None	0
2262	143	5	-30	0	0	0	0	0	0	0	None	None	None	0
2263	143	5	-50	0	0	0	0	0	0	0	None	None	None	0
2264	143	6	-10	0	0	0	0	0	0	0	None	None	None	0
2265	143	6	-20	0	0	0	0	0	0	0	None	None	None	0
2266	143	6	-30	0	0	0	0	0	0	0	None	None	None	0
2267	143	6	-50	0	0	0	0	0	0	0	None	None	None	0
2268	147	5	20	1	0	0	0	0	0	0	None	None	None	0
2269	147	5	35	1	0	0	0	0	0	0	None	None	None	0
2270	147	5	50	1	0	0	0	0	0	0	None	None	None	0
2271	147	5	80	1	0	0	0	0	0	0	None	None	None	0
2272	147	6	20	1	0	0	0	0	0	0	None	None	None	0
2273	147	6	35	1	0	0	0	0	0	0	None	None	None	0
2274	147	6	50	1	0	0	0	0	0	0	None	None	None	0
2275	147	6	80	1	0	0	0	0	0	0	None	None	None	0
2276	111	5	10	0	0	0	0	0	0	0	None	None	None	0
2277	111	5	20	0	0	0	0	0	0	0	None	None	None	0
2278	111	5	30	0	0	0	0	0	0	0	None	None	None	0
2279	111	5	50	0	0	0	0	0	0	0	None	None	None	0
2284	120	7	10	21	42	100	0	0	0	0	None	LINEINFO_LIF_036	LINEINFO_LIF_130	0
2285	120	16	21	42	65	100	0	0	0	0	None	LINEINFO_LIF_036	LINEINFO_LIF_130	0
2286	120	16	21	42	65	100	0	0	0	0	None	LINEINFO_LIF_036	LINEINFO_LIF_130	0
2287	120	100	100	100	100	100	0	0	0	0	None	LINEINFO_LIF_036	LINEINFO_LIF_130	0
2288	103	1	2	0	0	0	0	0	0	0	None	None	None	0
2289	103	2	2	0	0	0	0	0	0	0	None	None	None	0
2290	103	3	3	0	0	0	0	0	0	0	None	None	None	0
2291	103	4	2	0	0	0	0	0	0	0	None	None	None	0
2292	103	5	3	0	0	0	0	0	0	0	None	None	None	0
2293	103	1	3	0	0	0	0	0	0	0	None	None	None	0
2294	103	2	3	0	0	0	0	0	0	0	None	None	None	0
2295	103	3	4	0	0	0	0	0	0	0	None	None	None	0
2296	103	4	4	0	0	0	0	0	0	0	None	None	None	0
2297	103	5	4	0	0	0	0	0	0	0	None	None	None	0
2310	184	4	0	0	0	0	0	0	0	0	None	None	None	0
2311	184	6	0	0	0	0	0	0	0	0	None	None	None	0
2312	184	5	0	0	0	0	0	0	0	0	None	None	None	0
2313	184	1	0	0	0	0	0	0	0	0	None	None	None	0
2314	184	3	0	0	0	0	0	0	0	0	None	None	None	0
2315	184	2	0	0	0	0	0	0	0	0	None	None	None	0
2316	184	85	0	0	0	0	0	0	0	0	None	None	None	0
2317	184	35	0	0	0	0	0	0	0	0	None	None	None	0
2400	119	5	50	0	0	0	0	0	0	0	None	None	None	0
2410	166	20	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_138	None	0
2420	170	10	0	0	0	0	0	0	0	0	None	None	None	0
2430	175	7	10	0	0	0	0	0	0	0	None	None	None	0
2440	173	50	0	0	0	0	0	0	0	0	None	None	None	0
2450	110	5	3	4	100	0	0	0	0	0	None	LINEINFO_LIF_046	None	0
2451	110	5	2	4	100	0	0	0	0	0	None	LINEINFO_LIF_046	None	0
2452	110	5	0	4	100	0	0	0	0	0	None	LINEINFO_LIF_046	None	0
2453	110	5	1	4	100	0	0	0	0	0	None	LINEINFO_LIF_046	None	0
2460	158	2	3	0	0	0	0	0	0	0	None	None	None	0
2461	158	2	6	0	0	0	0	0	0	0	None	None	None	0
2462	158	5	7	0	0	0	0	0	0	0	None	None	None	0
2463	158	15	7	0	0	0	0	0	0	0	None	None	None	0
2470	148	6	7	10	0	0	0	0	0	0	None	LINEINFO_LIF_006	None	0
2471	148	6	7	15	0	0	0	0	0	0	None	LINEINFO_LIF_006	None	0
2472	148	6	7	25	0	0	0	0	0	0	None	LINEINFO_LIF_006	None	0
2473	148	6	7	30	0	0	0	0	0	0	None	LINEINFO_LIF_006	None	0
2474	167	20	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_137	None	0
2475	182	10	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_041	None	0
2476	181	25	25	0	0	0	0	0	0	0	None	None	None	0
2477	115	20	0	0	0	0	0	0	0	0	None	None	None	0
2478	135	0	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_149	None	0
2479	135	1	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_136	None	0
2480	154	6	100	0	0	0	0	0	0	0	None	None	None	0
2481	156	9	25	0	0	0	0	0	0	0	None	LINEINFO_LIF_033	None	0
2482	163	5	0	0	0	0	0	0	0	0	None	None	None	0
2483	171	-1	0	0	0	0	0	0	0	0	None	None	None	0
2484	178	10	100	200	400	0	0	0	0	0	None	None	None	0
2485	179	100	1	0	0	0	0	0	0	0	None	None	None	0
2486	199	0	0	0	0	0	0	0	0	0	None	None	None	0
2487	139	-50	0	0	0	0	0	0	0	0	None	None	None	0
2488	110	5	4	100	3	-1	-1	-1	0	0	None	LINEINFO_LIF_046	None	0
2489	110	6	4	100	3	-1	-1	-1	0	0	None	LINEINFO_LIF_046	None	0
2490	110	5	4	100	3	2	-1	-1	0	0	None	LINEINFO_LIF_046	None	0
2491	110	6	4	100	3	2	-1	-1	0	0	None	LINEINFO_LIF_046	None	0
2492	110	5	4	100	0	2	3	-1	0	0	None	LINEINFO_LIF_046	None	0
2493	110	6	4	100	0	2	3	-1	0	0	None	LINEINFO_LIF_046	None	0
2494	198	5	4	100	0	2	3	1	0	0	None	LINEINFO_LIF_046	None	0
2495	110	6	4	100	0	2	3	1	0	0	None	LINEINFO_LIF_046	None	0
2496	106	100	0	30	0	0	0	0	0	0	None	None	None	0
2497	106	100	0	52	0	0	0	0	0	0	None	None	None	0
2498	106	100	0	35	0	0	0	0	0	0	None	None	None	0
2499	106	100	0	37	0	0	0	0	0	0	None	None	None	0
2501	188	80	0	0	0	0	0	0	0	0	None	None	None	0
2502	188	96	0	0	0	0	0	0	0	0	None	None	None	0
2503	188	100	0	0	0	0	0	0	0	0	None	None	None	0
2504	110	3	4	100	0	2	3	1	0	0	None	LINEINFO_LIF_046	None	0
2505	110	5	4	100	0	2	3	1	0	0	None	LINEINFO_LIF_046	None	0
2530	196	1	59	0	0	0	0	0	0	0	None	None	None	0
2531	184	75	0	0	0	0	0	0	0	0	None	None	None	0
2532	106	100	0	86	0	0	0	0	0	0	None	None	None	0
2533	106	100	0	87	0	0	0	0	0	0	None	None	None	0
2534	106	100	0	88	0	0	0	0	0	0	None	None	None	0
2535	106	100	0	158	0	0	0	0	0	0	None	None	None	0
2536	196	0	1	0	0	0	0	0	0	0	None	None	None	0
2537	106	100	0	89	0	0	0	0	0	0	None	None	None	0
2538	106	100	0	66	0	0	0	0	0	0	None	None	None	0
2542	194	102	3039	0	0	0	0	0	0	0	None	LINEINFO_LIF_003	None	0
2543	186	3302	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_095	None	0
2544	109	100	100	0	2060	3	0	0	0	0	None	None	None	0
2545	109	100	100	0	2184	3	0	0	0	0	None	None	None	0
2546	109	100	100	0	2185	3	0	0	0	0	None	None	None	0
2547	109	100	100	0	2186	3	0	0	0	0	None	None	None	0
2548	105	102	-500	0	0	0	0	0	0	0	None	None	None	0
2549	142	4	50	50	50	0	0	0	0	0	None	None	None	0
2550	185	32	154	0	0	0	0	0	0	0	None	None	None	0
2551	191	5300	0	0	0	0	0	0	0	0	None	None	None	0
2552	105	102	-90	0	0	0	0	0	0	0	None	None	None	0
2553	106	100	0	154	0	0	0	0	0	0	None	None	None	0
2554	186	3186	5	0	0	0	0	0	0	0	None	None	None	0
2556	196	1	47	0	0	0	0	0	0	0	None	None	None	0
2557	105	7	-500	0	0	0	0	0	0	0	None	None	None	0
2558	106	100	0	157	0	0	0	0	0	0	None	None	None	0
2559	186	3309	0	0	0	0	0	0	0	0	None	None	None	0
2560	186	3312	0	0	0	0	0	0	0	0	None	None	None	0
2561	185	34	37	0	0	0	0	0	0	0	None	None	None	0
2562	185	35	154	0	0	0	0	0	0	0	None	None	None	0
2563	185	35	190	0	0	0	0	0	0	0	None	None	None	0
2564	186	3206	0	0	0	0	0	0	0	0	None	None	None	0
2565	186	3200	0	0	0	0	0	0	0	0	None	None	None	0
2566	186	3206	0	0	0	0	0	0	0	0	None	None	None	0
2567	197	0	0	0	0	0	0	0	0	0	None	None	None	0
2600	105	101	-10	0	0	0	0	0	0	0	None	None	None	0
2601	105	100	-10	0	0	0	0	0	0	0	None	None	None	0
2602	104	5	-10	0	0	0	0	0	0	0	None	None	None	0
2603	104	6	-10	0	0	0	0	0	0	0	None	None	None	0
2604	104	1	-10	0	0	0	0	0	0	0	None	None	None	0
2605	104	2	-10	0	0	0	0	0	0	0	None	None	None	0
2606	104	3	-10	0	0	0	0	0	0	0	None	None	None	0
2607	104	4	-10	0	0	0	0	0	0	0	None	None	None	0
2608	104	8	-10	0	0	0	0	0	0	0	None	None	None	0
2609	104	9	-10	0	0	0	0	0	0	0	None	None	None	0
2610	105	2	-100	0	0	0	0	0	0	0	None	None	None	0
2611	105	102	-10	0	0	0	0	0	0	0	None	None	None	0
2612	118	1	1	3	0	0	0	0	0	0	None	None	None	0
2613	162	50	0	0	0	0	0	0	0	0	None	None	None	0
2614	139	-15	0	0	0	0	0	0	0	2	None	None	None	0
2615	105	102	-30	0	0	0	0	0	0	2	None	None	None	0
2616	104	9	-20	0	0	0	0	0	0	2	None	None	None	0
2617	106	100	1	77	0	0	0	0	0	2	None	None	None	0
2618	139	-25	0	0	0	0	0	0	0	2	None	None	None	0
2619	104	9	-25	0	0	0	0	0	0	2	None	None	None	0
2620	139	-30	0	0	0	0	0	0	0	2	None	None	None	0
2621	104	9	-30	0	0	0	0	0	0	10	None	None	None	0
2622	159	15	0	0	0	0	0	0	0	0	None	None	None	0
2623	157	-15	0	0	0	0	0	0	0	0	None	None	None	0
2624	111	6	40	0	0	0	0	0	0	0	None	None	None	0
2625	111	5	40	0	0	0	0	0	0	0	None	None	None	0
2626	2020	300	0	0	0	0	0	0	0	0	None	None	None	0
2627	190	10	0	0	0	0	0	0	0	0	None	None	None	0
2628	106	100	0	1	0	0	0	0	0	2	None	None	None	0
2629	106	100	0	3	0	0	0	0	0	2	None	None	None	0
2630	106	100	0	2	0	0	0	0	0	2	None	None	None	0
2631	104	5	-40	0	0	0	0	0	0	0	None	None	None	0
2632	104	6	-40	0	0	0	0	0	0	0	None	None	None	0
2633	134	-30	0	0	0	0	0	0	0	0	None	None	None	0
2634	134	-40	0	0	0	0	0	0	0	0	None	None	None	0
2635	134	-90	0	0	0	0	0	0	0	0	None	None	None	0
2636	105	2	4900	0	0	0	0	0	0	0	None	None	None	0
4000	140	1	10	0	0	0	0	0	0	0	None	None	None	0
4001	140	1	15	0	0	0	0	0	0	0	None	None	None	0
4002	140	1	20	0	0	0	0	0	0	0	None	None	None	0
4003	140	1	25	0	0	0	0	0	0	0	None	None	None	0
4004	140	1	30	0	0	0	0	0	0	0	None	None	None	0
4005	140	1	35	0	0	0	0	0	0	0	None	None	None	0
4006	140	1	40	0	0	0	0	0	0	0	None	None	None	0
4007	140	1	45	0	0	0	0	0	0	0	None	None	None	0
4008	140	1	50	0	0	0	0	0	0	0	None	None	None	0
4009	140	1	60	0	0	0	0	0	0	0	None	None	None	0
4010	140	1	65	0	0	0	0	0	0	0	None	None	None	0
4011	140	1	70	0	0	0	0	0	0	0	None	None	None	0
4012	140	1	80	0	0	0	0	0	0	0	None	None	None	0
4013	140	2	10	0	0	0	0	0	0	0	None	None	None	0
4014	140	2	15	0	0	0	0	0	0	0	None	None	None	0
4015	140	2	20	0	0	0	0	0	0	0	None	None	None	0
4016	140	2	25	0	0	0	0	0	0	0	None	None	None	0
4017	140	2	30	0	0	0	0	0	0	0	None	None	None	0
4018	140	2	35	0	0	0	0	0	0	0	None	None	None	0
4019	140	2	40	0	0	0	0	0	0	0	None	None	None	0
4020	140	2	45	0	0	0	0	0	0	0	None	None	None	0
4021	140	2	50	0	0	0	0	0	0	0	None	None	None	0
4022	140	2	60	0	0	0	0	0	0	0	None	None	None	0
4023	140	2	65	0	0	0	0	0	0	0	None	None	None	0
4024	140	2	70	0	0	0	0	0	0	0	None	None	None	0
4025	140	2	80	0	0	0	0	0	0	0	None	None	None	0
4026	140	3	10	0	0	0	0	0	0	0	None	None	None	0
4027	140	3	15	0	0	0	0	0	0	0	None	None	None	0
4028	140	3	20	0	0	0	0	0	0	0	None	None	None	0
4029	140	3	25	0	0	0	0	0	0	0	None	None	None	0
4030	140	3	30	0	0	0	0	0	0	0	None	None	None	0
4031	140	3	35	0	0	0	0	0	0	0	None	None	None	0
4032	140	3	40	0	0	0	0	0	0	0	None	None	None	0
4033	140	3	45	0	0	0	0	0	0	0	None	None	None	0
4034	140	3	50	0	0	0	0	0	0	0	None	None	None	0
4035	140	3	60	0	0	0	0	0	0	0	None	None	None	0
4036	140	3	65	0	0	0	0	0	0	0	None	None	None	0
4037	140	3	70	0	0	0	0	0	0	0	None	None	None	0
4038	140	3	80	0	0	0	0	0	0	0	None	None	None	0
4039	140	4	10	0	0	0	0	0	0	0	None	None	None	0
4040	140	4	15	0	0	0	0	0	0	0	None	None	None	0
4041	140	4	20	0	0	0	0	0	0	0	None	None	None	0
4042	140	4	25	0	0	0	0	0	0	0	None	None	None	0
4043	140	4	30	0	0	0	0	0	0	0	None	None	None	0
4044	140	4	35	0	0	0	0	0	0	0	None	None	None	0
4045	140	4	40	0	0	0	0	0	0	0	None	None	None	0
4046	140	4	45	0	0	0	0	0	0	0	None	None	None	0
4047	140	4	50	0	0	0	0	0	0	0	None	None	None	0
4048	140	4	60	0	0	0	0	0	0	0	None	None	None	0
4049	140	4	65	0	0	0	0	0	0	0	None	None	None	0
4050	140	4	70	0	0	0	0	0	0	0	None	None	None	0
4051	140	4	80	0	0	0	0	0	0	0	None	None	None	0
4052	140	8	10	0	0	0	0	0	0	0	None	None	None	0
4053	140	8	15	0	0	0	0	0	0	0	None	None	None	0
4054	140	8	20	0	0	0	0	0	0	0	None	None	None	0
4055	140	8	25	0	0	0	0	0	0	0	None	None	None	0
4056	140	8	30	0	0	0	0	0	0	0	None	None	None	0
4057	140	8	35	0	0	0	0	0	0	0	None	None	None	0
4058	140	8	40	0	0	0	0	0	0	0	None	None	None	0
4059	140	8	45	0	0	0	0	0	0	0	None	None	None	0
4060	140	8	50	0	0	0	0	0	0	0	None	None	None	0
4061	140	8	60	0	0	0	0	0	0	0	None	None	None	0
4062	140	8	65	0	0	0	0	0	0	0	None	None	None	0
4063	140	8	70	0	0	0	0	0	0	0	None	None	None	0
4064	140	7	10	0	0	0	0	0	0	0	None	None	None	0
4065	140	7	15	0	0	0	0	0	0	0	None	None	None	0
4066	140	7	20	0	0	0	0	0	0	0	None	None	None	0
4067	140	7	25	0	0	0	0	0	0	0	None	None	None	0
4068	140	7	30	0	0	0	0	0	0	0	None	None	None	0
4069	140	7	35	0	0	0	0	0	0	0	None	None	None	0
4070	140	7	40	0	0	0	0	0	0	0	None	None	None	0
4071	140	7	45	0	0	0	0	0	0	0	None	None	None	0
4072	140	7	50	0	0	0	0	0	0	0	None	None	None	0
4073	140	7	60	0	0	0	0	0	0	0	None	None	None	0
4074	140	7	65	0	0	0	0	0	0	0	None	None	None	0
4075	140	7	70	0	0	0	0	0	0	0	None	None	None	0
4076	140	7	80	0	0	0	0	0	0	0	None	None	None	0
4077	141	0	20	0	0	0	0	0	0	0	None	None	None	0
4078	141	0	30	0	0	0	0	0	0	0	None	None	None	0
4079	141	0	40	0	0	0	0	0	0	0	None	None	None	0
4080	141	0	50	0	0	0	0	0	0	0	None	None	None	0
4090	142	4	10	10	10	0	0	0	0	0	None	None	None	0
4091	142	4	5	5	5	0	0	0	0	0	None	None	None	0
4100	143	1	-5	0	0	0	0	0	0	0	None	None	None	0
4101	143	1	-10	0	0	0	0	0	0	0	None	None	None	0
4102	143	1	-15	0	0	0	0	0	0	0	None	None	None	0
4103	143	1	-20	0	0	0	0	0	0	0	None	None	None	0
4104	143	1	-25	0	0	0	0	0	0	0	None	None	None	0
4105	143	1	-30	0	0	0	0	0	0	0	None	None	None	0
4106	143	1	-35	0	0	0	0	0	0	0	None	None	None	0
4107	143	1	-40	0	0	0	0	0	0	0	None	None	None	0
4108	143	1	-50	0	0	0	0	0	0	0	None	None	None	0
4109	143	1	50	0	0	0	0	0	0	0	None	None	None	0
4110	143	2	-5	0	0	0	0	0	0	0	None	None	None	0
4111	143	2	-10	0	0	0	0	0	0	0	None	None	None	0
4112	143	2	-15	0	0	0	0	0	0	0	None	None	None	0
4113	143	2	-20	0	0	0	0	0	0	0	None	None	None	0
4114	143	2	-25	0	0	0	0	0	0	0	None	None	None	0
4115	143	2	-30	0	0	0	0	0	0	0	None	None	None	0
4116	143	2	-35	0	0	0	0	0	0	0	None	None	None	0
4117	143	2	-40	0	0	0	0	0	0	0	None	None	None	0
4118	143	2	-50	0	0	0	0	0	0	0	None	None	None	0
4119	143	2	50	0	0	0	0	0	0	0	None	None	None	0
4120	143	3	-5	0	0	0	0	0	0	0	None	None	None	0
4121	143	3	-10	0	0	0	0	0	0	0	None	None	None	0
4122	143	3	-15	0	0	0	0	0	0	0	None	None	None	0
4123	143	3	-20	0	0	0	0	0	0	0	None	None	None	0
4124	143	3	-25	0	0	0	0	0	0	0	None	None	None	0
4125	143	3	-30	0	0	0	0	0	0	0	None	None	None	0
4126	143	3	-35	0	0	0	0	0	0	0	None	None	None	0
4127	143	3	-40	0	0	0	0	0	0	0	None	None	None	0
4128	143	3	-50	0	0	0	0	0	0	0	None	None	None	0
4129	143	3	50	0	0	0	0	0	0	0	None	None	None	0
4130	143	4	-5	0	0	0	0	0	0	0	None	None	None	0
4131	143	4	-10	0	0	0	0	0	0	0	None	None	None	0
4132	143	4	-15	0	0	0	0	0	0	0	None	None	None	0
4133	143	4	-20	0	0	0	0	0	0	0	None	None	None	0
4134	143	4	-25	0	0	0	0	0	0	0	None	None	None	0
4135	143	4	-30	0	0	0	0	0	0	0	None	None	None	0
4136	143	4	-35	0	0	0	0	0	0	0	None	None	None	0
4137	143	4	-40	0	0	0	0	0	0	0	None	None	None	0
4138	143	4	-50	0	0	0	0	0	0	0	None	None	None	0
4139	143	4	50	0	0	0	0	0	0	0	None	None	None	0
4140	143	8	-5	0	0	0	0	0	0	0	None	None	None	0
4141	143	8	-10	0	0	0	0	0	0	0	None	None	None	0
4142	143	8	-15	0	0	0	0	0	0	0	None	None	None	0
4143	143	8	-20	0	0	0	0	0	0	0	None	None	None	0
4144	143	8	-25	0	0	0	0	0	0	0	None	None	None	0
4145	143	8	-30	0	0	0	0	0	0	0	None	None	None	0
4146	143	8	-35	0	0	0	0	0	0	0	None	None	None	0
4147	143	8	-40	0	0	0	0	0	0	0	None	None	None	0
4148	143	8	-50	0	0	0	0	0	0	0	None	None	None	0
4150	143	7	-5	0	0	0	0	0	0	0	None	None	None	0
4151	143	7	-10	0	0	0	0	0	0	0	None	None	None	0
4152	143	7	-15	0	0	0	0	0	0	0	None	None	None	0
4153	143	7	-20	0	0	0	0	0	0	0	None	None	None	0
4154	143	7	-25	0	0	0	0	0	0	0	None	None	None	0
4155	143	7	-30	0	0	0	0	0	0	0	None	None	None	0
4156	143	7	-35	0	0	0	0	0	0	0	None	None	None	0
4157	143	7	-40	0	0	0	0	0	0	0	None	None	None	0
4158	143	7	-50	0	0	0	0	0	0	0	None	None	None	0
4159	143	7	50	0	0	0	0	0	0	0	None	None	None	0
4160	144	-10	0	0	0	0	0	0	0	0	None	None	None	0
4161	144	-20	0	0	0	0	0	0	0	0	None	None	None	0
4162	144	-30	0	0	0	0	0	0	0	0	None	None	None	0
4163	144	-40	0	0	0	0	0	0	0	0	None	None	None	0
4170	145	4	-10	0	0	0	0	0	0	0	None	None	None	0
4171	145	4	-20	0	0	0	0	0	0	0	None	None	None	0
4172	145	4	-40	0	0	0	0	0	0	0	None	None	None	0
4173	146	4	1	1	1	0	0	0	0	0	None	None	None	0
4174	146	4	2	2	2	0	0	0	0	0	None	None	None	0
4180	147	1	40	0	0	0	0	0	0	0	None	None	None	0
4181	147	1	45	0	0	0	0	0	0	0	None	None	None	0
4182	147	1	60	0	0	0	0	0	0	0	None	None	None	0
4183	147	1	65	0	0	0	0	0	0	0	None	None	None	0
4184	147	1	70	0	0	0	0	0	0	0	None	None	None	0
4185	147	1	75	0	0	0	0	0	0	0	None	None	None	0
4186	147	1	90	0	0	0	0	0	0	0	None	None	None	0
4187	147	1	95	0	0	0	0	0	0	0	None	None	None	0
4188	147	1	100	0	0	0	0	0	0	0	None	None	None	0
4189	147	2	40	0	0	0	0	0	0	0	None	None	None	0
4190	147	2	45	0	0	0	0	0	0	0	None	None	None	0
4191	147	2	60	0	0	0	0	0	0	0	None	None	None	0
4192	147	2	65	0	0	0	0	0	0	0	None	None	None	0
4193	147	2	70	0	0	0	0	0	0	0	None	None	None	0
4194	147	2	75	0	0	0	0	0	0	0	None	None	None	0
4195	147	2	90	0	0	0	0	0	0	0	None	None	None	0
4196	147	2	95	0	0	0	0	0	0	0	None	None	None	0
4197	147	2	100	0	0	0	0	0	0	0	None	None	None	0
4198	147	3	40	0	0	0	0	0	0	0	None	None	None	0
4199	147	3	45	0	0	0	0	0	0	0	None	None	None	0
4200	147	3	60	0	0	0	0	0	0	0	None	None	None	0
4201	147	3	65	0	0	0	0	0	0	0	None	None	None	0
4202	147	3	70	0	0	0	0	0	0	0	None	None	None	0
4203	147	3	75	0	0	0	0	0	0	0	None	None	None	0
4204	147	3	90	0	0	0	0	0	0	0	None	None	None	0
4205	147	3	95	0	0	0	0	0	0	0	None	None	None	0
4206	147	3	100	0	0	0	0	0	0	0	None	None	None	0
4207	147	4	40	0	0	0	0	0	0	0	None	None	None	0
4208	147	4	45	0	0	0	0	0	0	0	None	None	None	0
4209	147	4	60	0	0	0	0	0	0	0	None	None	None	0
4210	147	4	65	0	0	0	0	0	0	0	None	None	None	0
4211	147	4	70	0	0	0	0	0	0	0	None	None	None	0
4212	147	4	75	0	0	0	0	0	0	0	None	None	None	0
4213	147	4	90	0	0	0	0	0	0	0	None	None	None	0
4214	147	4	95	0	0	0	0	0	0	0	None	None	None	0
4215	147	4	100	0	0	0	0	0	0	0	None	None	None	0
4220	152	10	0	0	0	0	0	0	0	0	None	None	None	0
4221	152	15	0	0	0	0	0	0	0	0	None	None	None	0
4222	152	20	0	0	0	0	0	0	0	0	None	None	None	0
4223	152	25	0	0	0	0	0	0	0	0	None	None	None	0
4224	152	30	0	0	0	0	0	0	0	0	None	None	None	0
4225	152	35	0	0	0	0	0	0	0	0	None	None	None	0
4226	152	40	0	0	0	0	0	0	0	0	None	None	None	0
4227	152	45	0	0	0	0	0	0	0	0	None	None	None	0
4228	152	50	0	0	0	0	0	0	0	0	None	None	None	0
4229	152	60	0	0	0	0	0	0	0	0	None	None	None	0
4230	152	65	0	0	0	0	0	0	0	0	None	None	None	0
4231	152	70	0	0	0	0	0	0	0	0	None	None	None	0
4240	149	5	100	1	0	0	0	0	0	0	None	None	None	0
4250	149	6	100	1	0	0	0	0	0	0	None	None	None	0
4260	149	1	100	0	0	0	0	0	0	0	None	None	None	0
4270	149	2	100	0	0	0	0	0	0	0	None	None	None	0
4280	149	3	100	0	0	0	0	0	0	0	None	None	None	0
4290	149	4	100	0	0	0	0	0	0	0	None	None	None	0
4300	149	8	100	0	0	0	0	0	0	0	None	None	None	0
4310	149	7	100	0	0	0	0	0	0	0	None	None	None	0
4320	151	5	0	0	0	0	0	0	0	0	None	None	None	0
4330	151	6	0	0	0	0	0	0	0	0	None	None	None	0
4340	151	1	0	0	0	0	0	0	0	0	None	None	None	0
4350	151	2	0	0	0	0	0	0	0	0	None	None	None	0
4360	151	3	0	0	0	0	0	0	0	0	None	None	None	0
4370	151	4	0	0	0	0	0	0	0	0	None	None	None	0
4380	151	8	0	0	0	0	0	0	0	0	None	None	None	0
4390	151	7	0	0	0	0	0	0	0	0	None	None	None	0
4400	151	9	0	0	0	0	0	0	0	0	None	None	None	0
4410	110	1	4	100	0	2	3	0	0	0	None	LINEINFO_LIF_046	None	0
4420	110	2	4	100	0	2	3	0	0	0	None	LINEINFO_LIF_046	None	0
4430	110	3	4	100	0	2	3	0	0	0	None	LINEINFO_LIF_046	None	0
4440	110	4	4	100	0	2	3	0	0	0	None	LINEINFO_LIF_046	None	0
4450	148	1	6	50	0	0	0	0	0	0	None	LINEINFO_LIF_005	None	0
4451	148	2	4	45	0	0	0	0	0	0	None	LINEINFO_LIF_003	None	0
4452	148	3	3	40	0	0	0	0	0	0	None	LINEINFO_LIF_002	None	0
4453	148	4	2	55	0	0	0	0	0	0	None	LINEINFO_LIF_001	None	0
3000	200	1	100	0	0	0	0	0	0	0	None	None	None	0
3001	201	2	50	0	0	0	0	0	0	0	None	None	None	0
3002	204	3	4	70	0	0	0	0	0	0	None	LINEINFO_LIF_003	None	0
3003	206	4	0	0	0	0	0	0	0	0	None	LINEINFO_LIF_143	LINEINFO_LIF_144	0
3004	207	5	100	0	0	0	0	0	0	0	None	LINEINFO_LIF_143	LINEINFO_LIF_144	0
3005	204	6	2	80	0	0	0	0	0	0	None	LINEINFO_LIF_001	None	0
3006	202	7	1	2	0	0	0	0	0	0	None	LINEINFO_LIF_119	None	0
3007	202	8	3	0	0	0	0	0	0	0	None	None	None	0
3009	203	10	4	0	0	0	0	0	0	0	None	None	None	0
3010	203	11	6	0	0	0	0	0	0	0	None	LINEINFO_LIF_024	None	0
3011	203	12	5	0	0	0	0	0	0	0	None	None	None	0
3012	208	13	25	100	0	0	0	0	0	0	None	None	None	0
3013	202	14	7	0	0	0	0	0	0	0	None	LINEINFO_LIF_031	None	0
3014	203	15	15	0	0	0	0	0	0	0	None	LINEINFO_LIF_014	None	0
3016	209	2	35	102	0	0	0	0	0	0	None	LINEINFO_LIF_011	None	0
5000	2000	50	10	30	0	0	0	0	0	0	None	None	None	0
5001	2001	25	3	1	2	0	0	0	0	0	None	None	None	0
5002	2003	30	20	10	0	0	0	0	0	0	None	None	None	0
5003	2004	20	5	10	0	0	0	0	0	0	None	None	None	0
5004	2005	20	5	10	0	0	0	0	0	0	None	None	None	0
5005	2001	25	3	1	2	0	0	0	0	0	None	None	None	0
5006	2000	50	10	30	0	0	0	0	0	0	None	None	None	0
5007	2000	50	10	30	0	0	0	0	0	0	None	None	None	0
5008	2000	50	10	30	0	0	0	0	0	0	None	None	None	0
5009	2002	50	3	1	2	0	0	0	0	0	None	None	None	0
5010	2006	150	0	0	0	0	0	0	0	0	None	None	None	0
5011	2007	150	0	0	0	0	0	0	0	0	None	None	None	0
5012	2008	150	0	0	0	0	0	0	0	0	None	None	None	0
