nkmId	m_CharaID	race	nameLabel	commentaryLabel	dispId	dlcEventFlag	baseLV	baseStr	baseInt	baseVit	baseAgi	baseLuk	growthStr	growthInt	growthVit	growthAgi	growthLuk	EW_Physical_WeakType	EW_Physical_EndureValue	EW_Gun_WeakType	EW_Gun_EndureValue	EW_Fire_WeakType	EW_Fire_EndureValue	EW_Ice_WeakType	EW_Ice_EndureValue	EW_Thunder_WeakType	EW_Thunder_EndureValue	EW_Wind_WeakType	EW_Wind_EndureValue	EW_All_WeakType	EW_All_EndureValue	EW_Bst_WeakType	EW_Bst_EndureValue	LearnLv01	LearnLv02	LearnLv03	LearnLv04	LearnLv05	LearnLv06	Skill1_Id	Skill2_Id	Skill3_Id	Skill4_Id	Skill5_Id	Skill6_Id	m_InheritType	ManaChangeType1	ManaChangeWeight1	ManaChangeType2	ManaChangeWeight2	ManaChangeType3	ManaChangeWeight3	ManaChangeType4	ManaChangeWeight4	UniteOpenFlag	Price	DevilTone	DevilVoice	patchFlag
82	9178	29	NAKAMA_082	NAKAMAINFO_082	1	None	44	25	10	18	11	12	0.5	0.2	0.3	0.2	0.3	3	50	3	50	4	100	4	100	5	150	4	100	4	100	4	100	0	0	45	46	47	0	1052	1181	1362	1356	1307	0	102	14	2	0	0	0	0	0	0	FLG_SYS_UNLOCK_FUSION_082	1000	5	5	0
83	9179	29	NAKAMA_083	NAKAMAINFO_083	1	None	76	19	39	24	19	30	0.25	0.4	0.25	0.25	0.35	4	100	4	100	2	0	4	100	5	150	1	100	4	100	2	0	0	0	77	78	79	0	1044	1109	1161	1035	1167	0	103	10	3	11	1	0	0	0	0	FLG_SYS_UNLOCK_FUSION_083　	1000	1	1	0
84	9180	10	NAKAMA_084	NAKAMAINFO_084	1	None	8	3	6	4	7	4	0.3	0.3	0.25	0.4	0.25	4	100	5	150	4	100	3	50	4	100	3	50	4	100	4	100	0	9	10	0	0	0	1010	1061	1152	0	0	0	104	2	3	3	1	0	0	0	0	None	1000	2	2	0
85	9181	10	NAKAMA_085	NAKAMAINFO_085	1	None	18	7	9	7	9	7	0.2	0.5	0.2	0.4	0.2	3	50	4	100	4	100	4	100	4	100	5	150	4	100	3	50	0	0	19	20	0	0	1105	1040	1158	1163	0	0	105	10	2	11	1	0	0	0	0	None	1000	4	22	0
86	9182	10	NAKAMA_086	NAKAMAINFO_086	1	None	29	15	8	13	11	8	0.5	0.2	0.3	0.2	0.3	4	100	4	100	2	0	4	100	5	150	4	100	4	100	5	150	0	0	30	31	32	0	1066	1173	1368	1063	1150	0	106	16	3	0	0	0	0	0	0	None	1000	13	12	0
87	9183	10	NAKAMA_087	NAKAMAINFO_087	1	None	65	28	28	22	18	18	0.3	0.3	0.3	0.3	0.3	3	50	3	50	1	100	0	100	4	100	4	100	4	100	4	100	0	0	66	67	68	0	1162	1015	1017	1057	1485	0	107	2	3	3	1	0	0	0	0	FLG_SYS_UNLOCK_FUSION_087	1000	11	10	0
88	9184	22	NAKAMA_088	NAKAMAINFO_088	1	None	19	11	8	8	9	6	0.4	0.3	0.25	0.35	0.2	1	100	3	50	4	100	5	150	3	50	4	100	4	100	4	100	0	0	20	21	0	0	1053	1059	1081	1340	0	0	108	16	2	0	0	0	0	0	0	None	1000	5	5	0
89	9185	22	NAKAMA_089	NAKAMAINFO_089	1	None	38	10	24	11	16	12	0.2	0.5	0.25	0.35	0.2	4	100	4	100	1	100	5	150	4	100	4	100	4	100	2	0	0	0	0	39	40	0	1158	1169	1001	1006	1167	0	109	0	3	1	1	23	2	0	0	None	1000	4	4	0
90	9186	22	NAKAMA_090	NAKAMAINFO_090	1	None	53	11	30	15	21	15	0.2	0.5	0.25	0.35	0.2	4	100	3	50	3	50	5	150	4	100	0	100	4	100	4	100	0	0	54	55	56	0	1105	1035	1181	1041	1321	0	110	6	3	7	1	0	0	0	0	None	1000	4	4	0
91	9252	23	NAKAMA_091	NAKAMAINFO_091	1	FLG_SYS_DLC_DEMON_MARA	62	25	27	23	16	17	0.3	0.3	0.3	0.3	0.3	3	50	0	100	4	100	5	150	4	100	3	50	4	100	4	100	0	0	0	63	64	65	1203	1090	1162	1164	1353	1166	111	14	3	0	0	0	0	0	0	FLG_SYS_DLC_DEMON_MARA	1000	5	5	0
92	9188	19	NAKAMA_092	NAKAMAINFO_092	1	None	11	8	3	8	6	4	0.5	0.2	0.3	0.2	0.3	4	100	4	100	4	100	3	50	4	100	5	150	4	100	5	150	0	12	13	14	0	0	1059	1150	1163	1040	0	0	112	14	3	0	0	0	0	0	0	None	1000	1	26	0
93	9189	22	NAKAMA_093	NAKAMAINFO_093	1	None	95	52	20	31	21	30	0.5	0.2	0.3	0.2	0.3	4	100	4	100	4	100	5	150	2	0	2	0	4	100	4	100	0	0	96	97	98	0	1160	1086	1186	1363	1480	0	113	14	3	0	0	0	0	0	0	None	1000	15	18	0
94	9190	19	NAKAMA_094	NAKAMAINFO_094	1	None	37	18	18	9	15	10	0.35	0.35	0.2	0.4	0.2	4	100	4	100	4	100	3	50	4	100	5	150	4	100	4	100	0	0	38	39	40	0	1087	1084	1081	1011	1014	0	114	2	3	3	1	0	0	0	0	None	1000	4	22	0
95	9191	25	NAKAMA_095	NAKAMAINFO_095	1	None	34	7	20	12	14	11	0.2	0.5	0.25	0.35	0.2	4	100	4	100	2	0	5	150	4	100	4	100	4	100	3	50	0	0	35	36	37	0	1142	1138	1134	1042	1347	0	115	12	3	0	0	0	0	0	0	None	1000	9	27	0
96	9192	25	NAKAMA_096	NAKAMAINFO_096	1	None	56	19	27	28	13	10	0.3	0.3	0.25	0.4	0.25	4	100	3	50	3	50	5	150	5	150	3	50	4	100	5	150	0	0	57	58	59	0	1143	1141	1135	1032	1360	0	116	12	3	0	0	0	0	0	0	None	1000	8	8	0
97	9193	25	NAKAMA_097	NAKAMAINFO_097	1	None	74	16	38	26	30	21	0.3	0.3	0.3	0.3	0.3	4	100	4	100	0	100	5	150	4	100	4	100	4	100	2	0	0	0	75	77	0	0	1136	1164	1184	1185	0	0	117	12	3	0	0	0	0	0	0	None	1000	8	8	0
98	9194	2	NAKAMA_098	NAKAMAINFO_098	1	None	15	7	6	7	9	5	0.4	0.4	0.2	0.2	0.3	4	100	4	100	2	0	5	150	4	100	4	100	4	100	5	150	0	16	17	18	19	0	1064	1139	1368	1156	1302	0	118	16	2	0	0	0	0	0	0	None	1000	2	27	0
99	9195	2	NAKAMA_099	NAKAMAINFO_099	1	None	56	12	31	15	22	16	0.2	0.5	0.25	0.35	0.2	3	50	3	50	5	150	3	50	3	50	3	50	4	100	2	0	0	0	57	58	59	0	1109	1045	1165	1106	1301	0	119	8	3	0	0	0	0	0	0	None	1000	3	3	0
100	9196	3	NAKAMA_100	NAKAMAINFO_100	1	None	6	6	3	3	6	3	0.3	0.3	0.25	0.4	0.25	4	100	4	100	5	150	3	50	5	150	4	100	4	100	2	0	0	0	7	8	0	0	1080	1030	1139	1322	0	0	120	17	2	0	0	0	0	0	0	None	1000	10	26	0
101	9197	3	NAKAMA_101	NAKAMAINFO_101	1	None	22	12	10	9	9	5	0.5	0.2	0.3	0.2	0.3	4	100	4	100	5	150	4	100	0	100	4	100	4	100	4	100	0	0	23	24	25	0	1023	1021	1355	1408	1481	0	121	4	3	5	1	0	0	0	0	None	1000	2	26	0
102	9198	3	NAKAMA_102	NAKAMAINFO_102	1	None	32	18	10	12	11	9	0.45	0.2	0.35	0.2	0.3	4	100	4	100	1	100	5	150	3	50	3	50	4	100	5	150	0	0	33	34	35	0	1067	1006	1408	1169	1300	0	122	0	3	1	1	0	0	0	0	None	1000	10	16	0
103	9199	3	NAKAMA_103	NAKAMAINFO_103	1	None	42	12	21	12	17	13	0.2	0.5	0.25	0.35	0.2	4	100	4	100	5	150	2	0	3	50	3	50	4	100	2	0	0	0	43	44	45	0	1154	1022	1309	1141	1187	0	123	4	3	5	1	0	0	0	0	None	1000	15	19	0
104	9200	13	NAKAMA_104	NAKAMAINFO_104	1	None	14	8	8	6	6	4	0.2	0.5	0.3	0.3	0.2	4	100	5	150	4	100	4	100	4	100	1	100	4	100	4	100	0	0	15	16	17	0	1040	1053	1157	1318	1320	0	124	10	2	11	1	0	0	0	0	None	1000	14	17	0
105	9201	13	NAKAMA_105	NAKAMAINFO_105	1	None	23	6	11	8	11	10	0.2	0.5	0.25	0.35	0.2	4	100	5	150	4	100	4	100	5	150	1	100	4	100	4	100	0	0	24	25	26	0	1031	1101	1409	1103	1157	0	125	6	3	7	1	0	0	0	0	None	1000	2	2	0
106	9202	13	NAKAMA_106	NAKAMAINFO_106	1	None	36	12	19	6	17	12	0.2	0.5	0.25	0.35	0.2	4	100	3	50	3	50	5	150	3	50	2	0	4	100	5	150	0	0	37	38	39	0	1036	1172	1163	1034	1167	0	126	6	3	7	1	0	0	0	0	None	1000	3	19	0
107	9203	13	NAKAMA_107	NAKAMAINFO_107	1	None	54	15	34	7	22	15	0.2	0.5	0.25	0.35	0.2	4	100	4	100	2	0	5	150	3	50	3	50	4	100	4	100	0	0	55	56	57	0	1043	1164	1005	1489	1167	0	127	10	3	0	0	0	0	0	0	None	1000	14	27	0
108	9204	13	NAKAMA_108	NAKAMAINFO_108	1	None	67	30	32	13	26	12	0.35	0.4	0.25	0.35	0.15	4	100	3	50	2	0	3	50	3	50	5	150	4	100	4	100	0	0	68	70	71	0	1007	1057	1352	1325	1163	0	128	0	3	1	1	0	0	0	0	None	1000	2	2	0
109	9205	20	NAKAMA_109	NAKAMAINFO_109	1	None	27	14	10	11	11	6	0.5	0.2	0.3	0.2	0.3	3	50	3	50	5	150	0	100	4	100	4	100	4	100	4	100	0	0	28	29	30	0	1053	1138	1361	1312	1385	0	129	12	3	0	0	0	0	0	0	FLG_SYS_UNLOCK_FUSION_109	1000	2	2	0
110	9206	20	NAKAMA_110	NAKAMAINFO_110	1	FLG_SYS_DLC_DEMON_ARMAITI	43	12	20	18	13	15	0.3	0.3	0.3	0.3	0.3	3	50	5	150	3	50	4	100	3	50	4	100	4	100	2	0	0	0	0	44	45	0	1043	1165	1205	1140	1132	0	130	12	3	0	0	0	0	0	0	FLG_SYS_DLC_DEMON_ARMAITI	1000	8	8	0
111	9207	20	NAKAMA_111	NAKAMAINFO_111	1	None	71	25	31	24	24	20	0.3	0.4	0.3	0.3	0.2	4	100	4	100	4	100	4	100	1	100	5	150	4	100	2	0	0	0	72	73	74	0	1132	1044	1141	1325	1093	0	131	10	3	11	1	0	0	0	0	FLG_SYS_UNLOCK_FUSION_111　	1000	14	13	0
112	9208	20	NAKAMA_112	NAKAMAINFO_112	1	None	91	19	52	24	34	23	0.2	0.5	0.25	0.35	0.2	3	50	4	100	3	50	2	0	2	0	5	150	4	100	4	100	0	0	92	92	94	0	1044	1025	1155	1162	1386	0	132	10	3	11	1	0	0	0	0	FLG_SYS_UNLOCK_FUSION_112	1000	3	3	0
113	9209	27	NAKAMA_113	NAKAMAINFO_113	1	None	45	9	26	18	13	14	0.2	0.5	0.25	0.35	0.2	5	150	4	100	2	0	4	100	4	100	3	50	4	100	2	0	0	0	46	47	48	0	1165	1132	1359	1043	1481	0	133	12	3	0	0	0	0	0	0	None	1000	7	7	0
114	9210	27	NAKAMA_114	NAKAMAINFO_114	1	None	64	21	25	14	29	19	0.3	0.3	0.25	0.4	0.25	4	100	4	100	5	150	0	100	4	100	4	100	4	100	2	0	0	0	0	65	66	0	1132	1109	1481	1015	1136	0	134	12	3	0	0	0	0	0	0	None	1000	9	9	0
115	9211	27	NAKAMA_115	NAKAMAINFO_115	1	None	83	17	45	22	31	21	0.2	0.5	0.25	0.35	0.2	4	100	2	0	2	0	5	150	5	150	2	0	4	100	4	100	0	0	84	86	88	0	1143	1035	1109	1162	1309	0	135	6	3	7	1	0	0	0	0	None	1000	8	8	0
116	9212	7	NAKAMA_116	NAKAMAINFO_116	1	None	25	9	9	9	13	10	0.3	0.3	0.25	0.4	0.25	4	100	4	100	5	150	4	100	4	100	0	100	4	100	4	100	0	0	26	27	28	0	1031	1176	1036	1379	1152	0	136	6	3	7	1	0	0	0	0	None	1000	1	27	0
117	9213	7	NAKAMA_117	NAKAMAINFO_117	1	None	42	17	14	10	20	14	0.3	0.3	0.25	0.4	0.25	4	100	3	50	4	100	4	100	5	150	2	0	4	100	4	100	0	0	43	44	45	0	1161	1084	1032	1172	1303	0	137	6	3	7	1	0	0	0	0	None	1000	1	27	0
118	9214	7	NAKAMA_118	NAKAMAINFO_118	1	None	4	6	2	3	3	2	0.5	0.2	0.3	0.2	0.3	4	100	3	50	4	100	5	150	4	100	5	150	4	100	4	100	0	0	6	8	0	0	1080	1100	1158	1320	0	0	138	16	3	0	0	0	0	0	0	None	1000	5	23	0
119	9215	16	NAKAMA_119	NAKAMAINFO_119	1	None	24	10	8	12	8	9	0.2	0.5	0.25	0.35	0.2	4	100	4	100	3	50	3	50	4	100	4	100	4	100	5	150	0	0	25	26	27	0	1051	1131	1349	1183	1142	0	139	12	3	21	2	0	0	0	0	None	1000	3	3	0
120	9216	16	NAKAMA_120	NAKAMAINFO_120	1	None	32	14	11	10	15	10	0.3	0.3	0.25	0.4	0.25	5	150	4	100	2	0	4	100	5	150	4	100	4	100	2	0	0	0	33	34	35	0	1133	1084	1001	1140	1134	0	140	0	3	1	1	0	0	0	0	None	1000	3	3	0
121	9250	16	NAKAMA_121	NAKAMAINFO_121	1	None	52	20	20	15	20	15	0.2	0.5	0.25	0.35	0.2	5	150	4	100	3	50	3	50	3	50	3	50	4	100	5	150	0	0	53	54	55	0	1092	1165	1090	1143	1313	0	141	14	3	0	0	0	0	0	0	None	1000	3	3	0
122	9218	16	NAKAMA_122	NAKAMAINFO_122	1	None	63	23	33	17	21	12	0.3	0.5	0.25	0.25	0.2	4	100	5	150	1	100	1	100	1	100	1	100	4	100	4	100	0	0	64	65	66	0	1005	1052	1007	1165	1143	0	142	0	3	1	1	0	0	0	0	None	1000	3	3	0
123	9219	26	NAKAMA_123	NAKAMAINFO_123	1	None	31	20	10	10	9	11	0.5	0.2	0.3	0.2	0.3	3	50	4	100	2	0	5	150	4	100	4	100	4	100	2	0	0	0	32	33	34	0	1062	1004	1397	1362	1408	0	143	0	3	1	1	0	0	0	0	FLG_SYS_UNLOCK_FUSION_123	1000	3	3	0
124	9220	26	NAKAMA_124	NAKAMAINFO_124	1	None	61	35	20	21	15	14	0.5	0.3	0.3	0.2	0.2	3	50	3	50	0	100	5	150	2	0	4	100	4	100	5	150	0	0	62	63	64	0	1160	1085	1091	1108	1386	0	144	14	3	0	0	0	0	0	0	FLG_SYS_UNLOCK_FUSION_124　	1000	4	4	0
125	9221	23	NAKAMA_125	NAKAMAINFO_125	1	None	45	20	25	20	7	8	0.2	0.5	0.35	0.25	0.2	4	100	4	100	0	100	5	150	4	100	4	100	4	100	2	0	0	0	46	47	48	0	1002	1004	1160	1005	1169	0	145	0	3	1	1	0	0	0	0	None	1000	13	12	0
126	9222	23	NAKAMA_126	NAKAMAINFO_126	1	None	89	18	50	24	35	24	0.2	0.5	0.25	0.35	0.2	3	50	3	50	0	100	5	150	4	100	4	100	4	100	2	0	0	0	90	92	94	0	1165	1005	1167	1352	1008	0	146	0	3	1	1	0	0	0	0	None	1000	4	4	0
127	9223	6	NAKAMA_127	NAKAMAINFO_127	1	None	21	12	8	8	10	6	0.5	0.2	0.3	0.2	0.3	4	100	4	100	3	50	4	100	4	100	5	150	4	100	3	50	0	22	23	24	25	0	1064	1001	1063	1320	1361	0	147	0	3	1	1	0	0	0	0	None	1000	10	21	0
128	9224	6	NAKAMA_128	NAKAMAINFO_128	1	None	46	25	18	16	12	10	0.5	0.4	0.3	0.2	0.1	3	50	3	50	0	100	5	150	4	100	4	100	4	100	4	100	0	0	47	48	49	0	1002	1160	1187	1411	1486	0	148	0	3	1	1	0	0	0	0	None	1000	10	16	0
129	9225	6	NAKAMA_129	NAKAMAINFO_129	1	None	57	34	13	19	14	18	0.5	0.2	0.3	0.2	0.3	4	100	4	100	1	100	5	150	4	100	4	100	4	100	4	100	0	0	0	58	59	0	1002	1071	1068	1153	1483	0	149	0	3	1	1	0	0	0	0	None	1000	10	16	0
130	9226	24	NAKAMA_130	NAKAMAINFO_130	1	None	23	7	13	8	11	10	0.2	0.5	0.25	0.35	0.2	4	100	4	100	3	50	4	100	2	0	5	150	4	100	4	100	0	0	24	25	26	0	1021	1175	1011	1358	1409	0	150	4	3	5	1	0	0	0	0	None	1000	12	26	0
131	9227	24	NAKAMA_131	NAKAMAINFO_131	1	None	37	9	22	12	18	11	0.2	0.5	0.25	0.35	0.2	4	100	2	0	5	150	5	150	1	100	5	150	4	100	4	100	0	0	38	39	40	0	1024	1164	1181	1305	1167	0	151	4	3	5	1	0	0	0	0	None	1000	12	24	0
132	9228	24	NAKAMA_132	NAKAMAINFO_132	1	None	75	15	41	25	28	19	0.2	0.5	0.25	0.35	0.2	4	100	2	0	4	100	4	100	1	100	4	100	4	100	2	0	0	0	76	78	80	0	1027	1025	1155	1143	1167	0	152	4	3	5	1	0	0	0	0	None	1000	4	4	0
133	9229	24	NAKAMA_133	NAKAMAINFO_133	1	None	98	54	54	21	20	15	0.3	0.3	0.3	0.3	0.3	3	50	3	50	1	100	0	100	0	100	1	100	4	100	4	100	0	0	0	0	99	0	1008	1017	1044	1057	1395	0	153	0	3	1	1	0	0	0	0	FLG_SYS_UNLOCK_FUSION_133	1000	3	3	0
134	9230	28	NAKAMA_134	NAKAMAINFO_134	1	None	39	24	9	14	22	5	0.5	0.2	0.3	0.4	0.1	2	0	4	100	3	50	4	100	2	0	5	150	4	100	4	100	0	0	40	41	42	0	1052	1021	1480	1166	1412	0	154	16	3	0	0	0	0	0	0	FLG_SYS_UNLOCK_FUSION_134	1000	14	13	0
135	9248	23	NAKAMA_135	NAKAMAINFO_135	1	None	32	9	20	9	13	11	0.2	0.5	0.25	0.35	0.2	4	100	4	100	4	100	2	0	4	100	5	150	4	100	3	50	0	0	33	34	0	0	1042	1056	1014	1482	0	0	155	10	3	11	1	0	0	0	0	None	1000	3	3	0
136	9232	8	NAKAMA_136	NAKAMAINFO_136	1	None	26	8	13	8	11	11	0.2	0.5	0.2	0.4	0.2	4	100	4	100	4	100	5	150	2	0	4	100	4	100	3	50	0	0	27	28	29	0	1045	1102	1021	1484	1340	0	156	8	3	0	0	0	0	0	0	None	1000	7	7	0
137	9233	8	NAKAMA_137	NAKAMAINFO_137	1	None	35	7	14	10	13	19	0.2	0.45	0.25	0.35	0.25	2	0	4	100	5	150	4	100	3	50	5	150	4	100	4	100	0	0	36	37	38	0	1040	1107	1157	1379	1347	0	157	8	3	0	0	0	0	0	0	None	1000	12	11	0
138	9234	12	NAKAMA_138	NAKAMAINFO_138	1	None	9	8	3	6	5	4	0.5	0.2	0.3	0.2	0.3	3	50	3	50	4	100	4	100	4	100	4	100	4	100	5	150	0	0	10	11	0	0	1061	1158	1066	1150	0	0	158	17	2	0	0	0	0	0	0	None	1000	13	19	0
139	9235	12	NAKAMA_139	NAKAMAINFO_139	1	None	19	11	5	9	8	7	0.5	0.2	0.3	0.2	0.3	4	100	4	100	5	150	3	50	4	100	4	100	4	100	5	150	0	0	20	21	0	0	1056	1368	1103	1300	0	0	159	16	3	0	0	0	0	0	0	None	1000	2	2	0
140	9236	12	NAKAMA_140	NAKAMAINFO_140	1	None	47	28	20	10	16	8	0.5	0.4	0.3	0.2	0.1	3	50	4	100	5	150	2	0	4	100	4	100	4	100	4	100	0	0	0	48	50	0	1067	1014	1153	1309	1356	0	160	2	3	3	1	0	0	0	0	None	1000	13	16	0
141	9237	12	NAKAMA_141	NAKAMAINFO_141	1	None	63	36	14	21	15	20	0.5	0.2	0.3	0.2	0.3	4	100	4	100	0	100	4	100	4	100	4	100	4	100	5	150	0	0	64	65	66	0	1057	1364	1166	1363	1354	0	161	16	3	0	0	0	0	0	0	None	1000	15	16	0
142	9238	5	NAKAMA_142	NAKAMAINFO_142	1	None	30	19	7	11	12	6	0.5	0.2	0.3	0.2	0.3	3	50	3	50	4	100	4	100	5	150	1	100	4	100	5	150	0	0	0	31	32	0	1054	1150	1056	1370	1060	0	162	16	3	0	0	0	0	0	0	None	1000	2	2	0
143	9239	4	NAKAMA_143	NAKAMAINFO_143	1	None	17	8	10	6	9	5	0.3	0.3	0.25	0.4	0.25	5	150	4	100	4	100	4	100	4	100	2	0	4	100	5	150	0	0	18	19	0	0	1030	1152	1150	1176	0	0	163	6	3	7	1	0	0	0	0	None	1000	1	1	0
144	9240	17	NAKAMA_144	NAKAMAINFO_144	1	None	19	10	6	10	6	8	0.4	0.2	0.4	0.2	0.3	3	50	3	50	4	100	5	150	3	50	5	150	4	100	4	100	0	0	0	20	22	0	1066	1151	1361	1407	1355	0	164	8	3	0	0	0	0	0	0	None	1000	3	27	0
145	9241	17	NAKAMA_145	NAKAMAINFO_145	1	None	39	10	23	11	16	11	0.2	0.5	0.25	0.35	0.2	4	100	4	100	4	100	4	100	0	100	4	100	4	100	5	150	0	0	40	41	43	0	1042	1004	1156	1359	1175	0	165	10	3	11	1	0	0	0	0	None	1000	6	6	0
146	9242	17	NAKAMA_146	NAKAMAINFO_146	1	None	85	47	18	32	19	25	0.5	0.2	0.3	0.2	0.3	4	100	4	100	5	150	2	0	2	0	4	100	4	100	4	100	0	0	86	88	90	0	1055	1132	1363	1398	1343	0	166	12	3	0	0	0	0	0	0	None	1000	15	22	0
147	9243	15	NAKAMA_147	NAKAMAINFO_147	1	None	34	12	16	17	8	9	0.4	0.2	0.4	0.2	0.3	1	100	4	100	4	100	3	50	3	50	5	150	4	100	5	150	0	0	35	36	37	0	1021	1016	1171	1068	1313	0	167	2	3	3	1	0	0	0	0	None	1000	15	18	0
148	9244	15	NAKAMA_148	NAKAMAINFO_148	1	None	49	20	20	23	9	13	0.4	0.2	0.4	0.2	0.3	4	100	4	100	4	100	3	50	1	100	5	150	4	100	4	100	0	0	0	50	51	0	1022	1024	1052	1166	1303	0	168	4	3	5	1	0	0	0	0	None	1000	5	5	0
149	9245	15	NAKAMA_149	NAKAMAINFO_149	1	None	64	28	14	32	14	22	0.4	0.2	0.4	0.2	0.3	3	50	3	50	3	50	3	50	3	50	5	150	4	100	5	150	0	0	65	66	67	0	1055	1135	1398	1164	1343	0	169	12	3	0	0	0	0	0	0	None	1000	5	18	0
150	9246	14	NAKAMA_150	NAKAMAINFO_150	1	None	17	8	11	4	8	7	0.2	0.5	0.25	0.35	0.2	4	100	4	100	3	50	4	100	5	150	3	50	4	100	4	100	0	0	18	19	21	0	1003	1130	1314	1341	1142	0	170	0	3	1	1	0	0	0	0	None	1000	4	17	0
151	9247	14	NAKAMA_151	NAKAMAINFO_151	1	None	53	8	27	13	33	11	0.3	0.3	0.25	0.4	0.25	4	100	5	150	4	100	4	100	1	100	5	150	4	100	4	100	0	0	0	55	56	0	1025	1022	1354	1325	1342	0	171	4	3	5	1	0	0	0	0	None	1000	1	27	0
152	9254	6	NAKAMA_152	NAKAMAINFO_152	1	None	2	4	3	3	3	3	0.3	0.3	0.3	0.3	0.3	4	100	4	100	5	150	5	150	5	150	3	50	4	100	4	100	0	3	4	0	0	0	1061	1030	1318	0	0	0	172	6	3	7	1	0	0	0	0	None	1000	7	7	0
153	9253	25	NAKAMA_153	NAKAMAINFO_153	2	FLG_SYS_DLC_DEMON_ANAHITA	28	8	15	14	11	10	0.2	0.5	0.25	0.35	0.2	4	100	4	100	5	150	0	100	4	100	4	100	4	100	2	0	0	0	29	30	0	0	1204	1142	1138	1397	0	0	173	2	2	3	1	0	0	0	0	FLG_SYS_DLC_DEMON_ANAHITA	1000	9	9	0
154	9251	23	NAKAMA_154	NAKAMAINFO_154	2	FLG_SYS_DLC_DEMON_SATAN	90	23	48	26	34	22	0.2	0.5	0.25	0.35	0.2	2	0	4	100	1	100	1	100	4	100	5	150	4	100	2	0	0	0	0	91	92	93	1202	1015	1165	1387	1412	1167	174	10	3	11	1	0	0	0	0	FLG_SYS_DLC_DEMON_SATAN	1000	4	4	0
155	9255	32	NAKAMA_155	NAKAMAINFO_155	2	FLG_SYS_DLC_DEMON_NEMISSA	60	22	33	20	23	7	0.3	0.5	0.25	0.35	0.1	4	100	4	100	3	50	3	50	0	100	5	150	4	100	3	50	0	0	0	61	62	63	1132	1044	1201	1354	1136	1200	175	4	3	5	1	0	0	0	0	FLG_SYS_DLC_DEMON_NEMISSA	1000	17	15	0
156	9249	11	NAKAMA_156	NAKAMAINFO_156	2	None	37	23	9	13	10	12	0.5	0.2	0.3	0.2	0.3	4	100	5	150	3	50	4	100	4	100	1	100	4	100	4	100	0	0	38	39	40	0	1062	1166	1001	1060	1487	0	176	16	3	0	0	0	0	0	0	None	1000	2	2	0
157	9263	5	NAKAMA_157	NAKAMAINFO_157	2	FLG_SYS_DLC_DEMON_AIHO	16	6	9	6	8	8	0.2	0.5	0.25	0.35	0.2	4	100	4	100	4	100	3	50	3	50	4	100	4	100	3	50	0	0	0	18	0	0	1011	1023	1209	1492	0	0	177	2	3	3	1	0	0	0	0	FLG_SYS_DLC_DEMON_AIHO	1000	11	10	0
158	9264	19	NAKAMA_158	NAKAMAINFO_158	1	None	43	9	25	11	22	11	0.2	0.5	0.25	0.35	0.2	4	100	5	150	2	0	5	150	4	100	4	100	4	100	4	100	0	0	0	44	45	0	1002	1024	1316	1480	1167	0	178	0	3	1	1	0	0	0	0	None	1000	1	17	1
159	9270	27	NAKAMA_159	NAKAMAINFO_159	1	None	55	11	33	17	21	15	0.2	0.5	0.25	0.35	0.2	5	150	4	100	3	50	4	100	2	0	5	150	4	100	4	100	0	0	56	57	58	0	1022	1143	1485	1025	1315	0	179	12	3	0	0	0	0	0	0	None	1000	9	9	1
160	9277	1	NAKAMA_160	NAKAMAINFO_160	1	None	11	8	8	6	5	4	0.2	0.5	0.25	0.35	0.2	4	100	4	100	3	50	5	150	4	100	5	150	4	100	3	50	0	0	12	13	0	0	1000	1130	1158	1481	0	0	180	0	3	1	1	0	0	0	0	None	1000	4	26	1
161	9278	5	NAKAMA_161	NAKAMAINFO_161	1	None	9	3	7	4	6	6	0.2	0.5	0.25	0.35	0.2	4	100	5	150	4	100	4	100	4	100	0	100	4	100	3	50	0	0	10	11	12	0	1030	1130	1133	1033	1358	0	181	6	3	7	1	0	0	0	0	None	1000	7	7	1
