m_EnemyID	m_CharaID	m_NkmID	m_NameLabel	m_WeaponRID	m_WeaponLID	m_ModelScale	m_EffectScale	m_AiID	m_Level	m_EnemyBaseHp	m_EnemyBaseMp	m_EnemyBaseStr	m_EnemyBaseInt	m_EnemyBaseVit	m_EnemyBaseAgi	m_EnemyBaseLuk	m_Rune	m_GunAttr	m_GunParam	m_PhysicalAttr	m_PhysicalParam	m_FireAttr	m_FireParam	m_IceAttr	m_IceParam	m_ThunderAttr	m_ThunderParam	m_ZanAttr	m_ZanParam	m_BstAttr	m_BstParam	m_BannouAttr	m_BannouParam	m_NormalAttackID	m_Exp	m_Money	m_BulletExp	m_Drop	m_Sexuality	m_Speciality	m_CmpFlag_RegistLibrary	m_BtlFlag_NoPursuit	m_BtlFlag_NoInterrupt	m_BtlFlag_KneeDead	m_BtlFlag_NoDying	m_BtlFlag_StuckDead	m_BtlFlag_LastStand	m_BtlFlag_HideLevel	m_ActCount	m_DevilTone	m_DevilVoice	m_SaveDataID	m_IsMatEmissionColor	m_MatEmissionColorR	m_MatEmissionColorG	m_MatEmissionColorB	m_MatEmissionColorA
3100	9196	100	NAKAMA_100	0	0	1	0.7	199	6	100	68	16	11	12	19	12	3	4	100	4	100	5	150	3	50	5	150	4	100	2	0	4	100	3001	13	900	0	208	0	0	1	0	0	0	0	0	0	0	1	10	26	0	0	0	0	0	0
3101	9197	101	NAKAMA_101	0	0	0.9	0.7	200	22	248	105	33	36	31	29	17	3	4	100	4	100	5	150	4	100	0	100	4	100	4	100	4	100	3000	123	1700	0	408	0	0	1	0	0	0	0	0	0	0	1	2	26	0	0	0	0	0	0
3102	9198	102	NAKAMA_102	0	0	1	1.3	201	32	400	205	49	44	42	35	25	3	4	100	4	100	1	100	5	150	3	50	3	50	5	150	4	100	3000	250	2700	0	508	0	0	1	0	0	0	0	0	0	0	1	10	16	0	0	0	0	0	0
3103	9199	103	NAKAMA_103	0	0	1	1	202	42	560	240	30	69	48	47	48	3	4	100	4	100	5	150	2	0	3	50	3	50	2	0	4	100	3000	421	4700	0	608	0	0	1	0	0	0	0	0	0	0	1	15	19	0	0	0	0	0	0
3104	9200	104	NAKAMA_104	0	0	1	0.7	203	14	192	92	24	27	22	21	14	13	5	150	4	100	4	100	4	100	4	100	1	100	4	100	4	100	3000	54	1300	0	311	0	0	1	0	0	0	0	0	0	0	1	14	17	0	0	0	0	0	0
3105	9201	105	NAKAMA_105	0	0	1	1	204	23	238	110	19	39	26	33	34	13	5	150	4	100	4	100	4	100	5	150	1	100	4	100	4	100	3001	134	1800	0	410	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
3106	9202	106	NAKAMA_106	0	0	1	1	205	36	407	175	34	58	38	44	40	13	3	50	4	100	3	50	5	150	3	50	2	0	5	150	4	100	3000	313	3100	0	514	0	0	1	0	0	0	0	0	0	0	1	3	19	0	0	0	0	0	0
3107	9203	107	NAKAMA_107	0	0	0.8	1	206	54	765	330	51	77	58	54	59	13	4	100	4	100	2	0	5	150	3	50	3	50	4	100	4	100	3000	685	10600	0	711	0	0	1	0	0	0	0	0	0	0	1	14	27	0	0	0	0	0	0
3108	9204	108	NAKAMA_108	0	0	1.2	1	207	67	2090	370	85	93	65	70	50	13	3	50	4	100	2	0	3	50	3	50	5	150	4	100	4	100	3000	1043	21000	0	805	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
3109	9205	109	NAKAMA_109	0	0	1	1.1	1	27	219	117	46	27	35	37	25	20	3	50	3	50	5	150	0	100	4	100	4	100	4	100	4	100	3000	181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
3110	9206	110	NAKAMA_110	0	0	1	1	1	43	510	300	1	1	1	1	1	20	5	150	3	50	3	50	4	100	3	50	4	100	2	0	4	100	3000	440	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	8	0	0	0	0	0	0
3111	9207	111	NAKAMA_111	0	0	1.1	1	1	71	700	390	1	1	1	1	1	20	4	100	4	100	4	100	4	100	1	100	5	150	2	0	4	100	3001	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	13	0	0	0	0	0	0
3112	9208	112	NAKAMA_112	0	0	1	1	1	91	900	490	1	1	1	1	1	20	4	100	3	50	3	50	2	0	2	0	5	150	4	100	4	100	3000	1902	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
3113	9209	113	NAKAMA_113	0	0	1.2	1	1	45	575	250	1	1	1	1	1	27	4	100	5	150	2	0	4	100	4	100	3	50	2	0	4	100	3000	481	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	7	0	0	0	0	0	0
3114	9210	114	NAKAMA_114	0	0	1.2	1	213	64	1600	358	74	80	64	64	60	27	4	100	4	100	5	150	0	100	4	100	4	100	2	0	4	100	3001	954	16000	0	724	0	0	1	0	0	0	0	0	0	0	1	9	9	0	0	0	0	0	0
3115	9211	115	NAKAMA_115	0	0	0.8	1	1	83	890	415	1	1	1	1	1	27	2	0	4	100	2	0	5	150	5	150	2	0	4	100	4	100	3000	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	8	0	0	0	0	0	0
3116	9212	116	NAKAMA_116	0	0	1	0.7	215	25	270	110	35	42	26	38	20	7	4	100	4	100	5	150	4	100	4	100	0	100	4	100	4	100	3000	156	1900	0	413	0	0	1	0	0	0	0	0	0	0	1	1	27	0	0	0	0	0	0
3117	9213	117	NAKAMA_117	0	0	1	0.7	216	42	490	250	60	55	47	50	30	7	3	50	4	100	4	100	4	100	5	150	2	0	4	100	4	100	3000	421	4700	0	607	0	0	1	0	0	0	0	0	0	0	1	1	27	0	0	0	0	0	0
3118	9214	118	NAKAMA_118	0	0	0.6	1	38	4	94	60	12	9	10	12	14	7	3	50	4	100	4	100	5	150	4	100	5	150	4	100	4	100	3000	8	700	0	103	0	0	1	0	0	0	0	0	0	0	1	5	23	0	0	0	0	0	0
3119	9215	119	NAKAMA_119	0	0	0.7	1	218	24	270	120	37	35	33	30	20	16	4	100	4	100	3	50	3	50	4	100	4	100	5	150	4	100	3000	145	1800	0	412	0	0	1	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
3120	9216	120	NAKAMA_120	0	0	1	1	219	32	370	140	44	46	48	30	27	16	4	100	5	150	2	0	4	100	5	150	4	100	2	0	4	100	3001	280	2700	0	509	0	0	1	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
3121	9250	121	NAKAMA_121	0	0	1	1	220	52	710	321	60	86	47	57	43	16	4	100	5	150	3	50	3	50	3	50	3	50	5	150	4	100	3000	636	9800	0	707	0	0	1	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
3122	9218	122	NAKAMA_122	0	0	0.7	1	221	63	1210	360	65	87	63	67	65	16	5	150	4	100	1	100	1	100	1	100	1	100	4	100	4	100	3000	925	16000	0	722	0	0	1	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
3123	9219	123	NAKAMA_123	0	0	1	1	1	31	315	200	1	1	1	1	1	26	4	100	3	50	2	0	5	150	4	100	4	100	2	0	4	100	3000	235	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
3124	9220	124	NAKAMA_124	0	0	1	1.2	1	61	750	334	1	1	1	1	1	26	3	50	3	50	0	100	5	150	2	0	4	100	5	150	4	100	3001	868	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0
3125	9221	125	NAKAMA_125	0	0	1	1	1	45	540	325	1	1	1	1	1	23	4	100	4	100	0	100	5	150	4	100	4	100	2	0	4	100	3000	567	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	12	0	0	0	0	0	0
3126	9222	126	NAKAMA_126	0	0	0.8	1	1	89	980	500	1	1	1	1	1	23	3	50	3	50	0	100	5	150	4	100	4	100	2	0	4	100	3000	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0
3127	9223	127	NAKAMA_127	0	0	0.8	1	226	21	240	110	38	19	28	33	23	6	4	100	4	100	3	50	4	100	4	100	5	150	3	50	4	100	3000	113	1700	0	406	0	0	1	0	0	0	0	0	0	0	1	10	21	0	0	0	0	0	0
3128	9224	128	NAKAMA_128	0	0	1	1.1	227	46	635	303	70	56	50	50	36	6	3	50	3	50	0	100	5	150	4	100	4	100	4	100	4	100	3000	502	6600	0	613	0	0	1	0	0	0	0	0	0	0	1	10	16	0	0	0	0	0	0
3129	9225	129	NAKAMA_129	0	0	0.8	1	228	57	1100	340	79	59	70	62	45	6	4	100	4	100	1	100	5	150	4	100	4	100	4	100	4	100	3000	761	12400	0	715	0	0	1	0	0	0	0	0	0	0	1	10	16	0	0	0	0	0	0
3130	9226	130	NAKAMA_130	0	0	1	1	1	23	251	140	20	44	28	31	28	24	4	100	4	100	3	50	4	100	2	0	5	150	4	100	4	100	3000	134	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	26	0	0	0	0	0	0
3131	9227	131	NAKAMA_131	0	0	1	1	1	37	345	205	1	1	1	1	1	24	2	0	4	100	5	150	5	150	1	100	5	150	4	100	4	100	3000	360	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	24	0	0	0	0	0	0
3132	9228	132	NAKAMA_132	0	0	0.9	1	1	75	755	380	1	1	1	1	1	24	2	0	4	100	4	100	4	100	1	100	4	100	2	0	4	100	3000	1301	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0
3133	9229	133	NAKAMA_133	0	0	1	1.3	1	98	1100	600	1	1	1	1	1	24	3	50	3	50	1	100	0	100	0	100	1	100	4	100	4	100	3000	2245	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
3134	9230	134	NAKAMA_134	0	0	1	1	1	39	330	133	1	1	1	1	1	28	4	100	2	0	3	50	4	100	2	0	5	150	4	100	4	100	3000	365	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	13	0	0	0	0	0	0
3135	9248	135	NAKAMA_135	0	0	1.2	1	1	32	308	135	1	1	1	1	1	23	4	100	4	100	4	100	2	0	4	100	5	150	3	50	4	100	3000	250	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
3136	9232	136	NAKAMA_136	0	0	0.9	0.7	235	26	550	175	30	41	25	36	33	8	4	100	4	100	4	100	5	150	2	0	4	100	3	50	4	100	3001	168	1900	0	414	0	0	1	0	0	0	0	0	0	0	1	7	7	0	0	0	0	0	0
3137	9233	137	NAKAMA_137	0	0	0.9	0.7	236	35	336	165	25	58	40	43	42	8	4	100	2	0	5	150	4	100	3	50	5	150	4	100	4	100	3000	296	3100	0	512	0	0	1	0	0	0	0	0	0	0	1	12	11	0	0	0	0	0	0
3138	9234	138	NAKAMA_138	0	0	1	1	237	9	120	70	23	10	19	17	14	12	3	50	3	50	4	100	4	100	4	100	4	100	5	150	4	100	3000	25	1100	0	211	0	0	1	0	0	0	0	0	0	0	1	13	19	0	0	0	0	0	0
3139	9235	139	NAKAMA_139	0	0	0.7	0.7	238	19	380	100	38	20	29	26	20	12	4	100	4	100	5	150	3	50	4	100	4	100	5	150	4	100	3000	94	1500	0	320	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
3140	9236	140	NAKAMA_140	0	0	1	1.1	239	47	1300	309	66	57	41	50	47	12	4	100	3	50	5	150	2	0	4	100	4	100	4	100	4	100	3000	523	7200	0	614	0	0	1	0	0	0	0	0	0	0	1	13	16	0	0	0	0	0	0
3141	9237	141	NAKAMA_141	0	0	1	1	240	63	1900	300	100	82	60	71	24	12	4	100	4	100	0	100	4	100	4	100	4	100	5	150	4	100	3000	925	16000	0	721	0	0	1	0	0	0	0	0	0	0	1	15	16	0	0	0	0	0	0
3142	9238	142	NAKAMA_142	0	0	1	1	241	30	700	130	53	47	36	36	12	5	3	50	3	50	4	100	4	100	5	150	1	100	5	150	4	100	3000	220	2500	0	506	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
3143	9239	143	NAKAMA_143	0	0	1	0.7	242	17	195	99	24	29	20	31	18	4	4	100	5	150	4	100	4	100	4	100	2	0	5	150	4	100	3000	76	1400	0	317	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3144	9240	144	NAKAMA_144	0	0	1	1	243	19	230	90	32	20	31	20	30	17	3	50	3	50	4	100	5	150	3	50	5	150	4	100	4	100	3000	94	1500	0	319	0	0	1	0	0	0	0	0	0	0	1	3	27	0	0	0	0	0	0
3145	9241	145	NAKAMA_145	0	0	1	1	244	39	790	230	39	64	40	48	36	17	4	100	4	100	4	100	4	100	0	100	4	100	5	150	4	100	3000	365	3500	0	518	0	0	1	0	0	0	0	0	0	0	1	6	6	0	0	0	0	0	0
3146	9242	146	NAKAMA_146	0	0	1	1	245	85	3400	420	112	100	77	80	78	17	4	100	4	100	5	150	2	0	2	0	4	100	4	100	4	100	3000	1663	65000	0	810	0	0	1	0	0	0	0	0	0	0	1	15	22	0	0	0	0	0	0
3147	9243	147	NAKAMA_147	0	0	1	1	246	34	530	135	51	53	50	20	30	15	4	100	1	100	4	100	3	50	3	50	5	150	5	150	4	100	3001	280	2900	0	511	0	0	1	0	0	0	0	0	0	0	1	15	18	0	0	0	0	0	0
3148	9244	148	NAKAMA_148	0	0	1	1.1	247	49	980	300	62	76	65	30	43	15	4	100	4	100	4	100	3	50	1	100	5	150	4	100	4	100	3000	567	8000	0	616	0	0	1	0	0	0	0	0	0	0	1	5	5	0	0	0	0	0	0
3149	9245	149	NAKAMA_149	0	0	0.4	1.1	248	64	2500	358	97	70	72	51	58	15	3	50	3	50	3	50	3	50	3	50	5	150	5	150	4	100	3000	954	16000	0	723	0	0	1	0	0	0	0	0	0	0	1	5	18	0	0	0	0	0	0
3150	9246	150	NAKAMA_150	0	0	0.8	1.1	249	17	210	100	15	36	21	25	25	14	4	100	4	100	3	50	4	100	5	150	3	50	4	100	4	100	3001	76	1400	0	316	0	0	1	0	0	0	0	0	0	0	1	4	17	0	0	0	0	0	0
3151	9247	151	NAKAMA_151	0	0	0.8	0.8	250	53	750	318	43	71	56	62	63	14	5	150	4	100	4	100	4	100	1	100	5	150	4	100	4	100	3000	660	10600	0	710	0	0	1	0	0	0	0	0	0	0	1	1	27	0	0	0	0	0	0
3152	9254	152	NAKAMA_152	0	0	0.9	1	37	2	104	45	9	9	9	12	11	6	4	100	4	100	5	150	5	150	5	150	3	50	4	100	4	100	3000	4	300	0	102	0	0	1	0	0	0	0	0	0	0	1	7	7	0	0	0	0	0	0
3153	9253	153	NAKAMA_153	0	0	0.9	1	1	28	308	141	24	51	42	31	26	25	4	100	4	100	5	150	0	100	4	100	4	100	2	0	4	100	3000	194	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	9	0	0	0	0	0	0
3154	9251	154	NAKAMA_154	0	0	0.5	1	1	90	965	666	1	1	1	1	1	23	4	100	2	0	1	100	1	100	4	100	5	150	2	0	4	100	3000	1861	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0
3155	9255	155	NAKAMA_155	0	0	1	1	1	60	730	399	1	1	1	1	1	32	4	100	4	100	3	50	3	50	0	100	5	150	3	50	4	100	3000	841	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	15	0	0	0	0	0	0
3156	9249	156	NAKAMA_156	0	0	1.2	1.1	255	37	650	110	62	27	49	43	38	11	5	150	4	100	3	50	4	100	4	100	1	100	4	100	4	100	3000	365	3300	0	515	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
3157	9263	157	NAKAMA_157	0	0	1	1	1	16	155	100	1	1	1	1	1	5	4	100	4	100	4	100	3	50	3	50	4	100	3	50	4	100	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	10	0	0	0	0	0	0
3158	9264	158	NAKAMA_158	0	0	1	1	1	43	520	285	1	1	1	1	1	19	5	150	4	100	2	0	5	150	4	100	4	100	4	100	4	100	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	17	0	0	0	0	0	0
3159	9270	159	NAKAMA_159	0	0	1	1	1	55	100	10	1	1	1	1	1	27	4	100	5	150	3	50	4	100	2	0	5	150	4	100	4	100	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	9	0	0	0	0	0	0
3160	9277	160	NAKAMA_160	0	0	1	1	1	11	160	75	1	1	1	1	1	1	4	100	4	100	3	50	5	150	4	100	5	150	3	50	4	100	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	26	0	0	0	0	0	0
3161	9278	161	NAKAMA_161	0	0	1	0.7	1	9	190	120	1	1	1	1	1	5	5	150	4	100	4	100	4	100	4	100	0	100	3	50	4	100	3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	7	0	0	0	0	0	0
2001	9254	0	NAKAMA_152	0	0	0.9	1	37	2	55	45	9	9	9	12	11	6	4	100	4	100	5	150	5	150	5	150	3	50	4	100	4	100	3000	4	300	0	1103	0	1	0	0	0	0	0	0	0	0	1	0	7	3152	0	0	0	0	0
2002	2107	0	NAKAMA_502	0	0	1.1	1	43	5	380	100	13	10	14	11	9	35	4	100	4	100	4	100	5	150	4	100	5	150	4	100	4	100	3000	100	3700	0	1101	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2003	9214	0	NAKAMA_118	0	0	0.6	1	38	4	100	60	12	9	13	12	14	7	3	50	4	100	4	100	5	150	4	100	5	150	5	150	4	100	3000	8	700	0	1102	0	1	0	0	0	0	0	0	0	0	1	0	23	3118	0	0	0	0	0
2004	9196	0	NAKAMA_100	0	0	1	0.7	303	9	220	68	19	11	13	22	19	3	4	100	4	100	5	150	3	50	5	150	4	100	4	100	4	100	3001	25	1100	0	1203	0	1	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0
2005	9172	0	NAKAMA_076	0	0	0.8	1	304	10	750	150	27	27	20	14	10	21	4	100	4	100	5	150	4	100	2	0	5	150	2	0	4	100	3000	250	8000	0	1202	0	4	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2006	2149	0	NAKAMA_500	0	0	1	1	39	2	70	100	9	8	10	11	11	35	4	100	4	100	4	100	4	100	5	150	4	100	4	100	4	100	3000	20	1000	0	1105	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2007	2150	0	NAKAMA_501	0	0	1	1	40	4	200	100	12	9	14	13	11	35	4	100	4	100	4	100	4	100	5	150	5	150	4	100	4	100	3001	35	1000	0	1106	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2008	9234	0	NAKAMA_138	0	0	1	1	42	4	210	100	14	7	13	14	10	12	4	100	4	100	4	100	4	100	5	150	5	150	4	100	4	100	3000	7	1100	0	1104	0	1	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0
2009	2165	0	NAKAMA_503	0	0	1	1	308	13	510	180	30	30	23	20	13	35	4	100	4	100	2	0	5	150	5	150	4	100	3	50	4	100	3001	250	10000	0	1301	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2010	9239	0	NAKAMA_143	0	0	1	0.7	309	12	420	99	24	23	20	24	10	4	4	100	5	150	4	100	4	100	4	100	2	0	5	150	4	100	3000	40	1300	0	317	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
2011	9235	0	NAKAMA_139	0	0	1	0.7	310	18	700	180	33	16	30	26	22	12	4	100	4	100	5	150	3	50	4	100	4	100	5	150	4	100	3000	100	10000	0	1302	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2012	2118	0	NAKAMA_504	0	0	1	1	311	20	1300	200	35	33	30	29	20	35	4	100	4	100	4	100	5	150	3	50	4	100	2	0	4	100	3001	800	30000	0	1303	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013	9168	0	NAKAMA_072	0	0	1.3	1	312	19	530	110	20	23	29	25	31	9	4	100	4	100	5	150	2	0	4	100	4	100	2	0	4	100	3001	94	5000	0	1304	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2014	9177	0	NAKAMA_081	0	0	1	1	313	19	700	125	33	29	30	31	22	1	3	50	4	100	4	100	4	100	5	150	0	100	2	0	4	100	3000	94	5000	0	1305	0	1	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0
2015	2116	0	NAKAMA_505	0	0	1	1	314	25	2400	200	35	40	32	33	32	35	3	50	4	100	3	50	4	100	4	100	5	150	2	0	4	100	3001	0	50000	0	0	0	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
2016	9232	0	NAKAMA_136	0	0	0.9	0.7	315	24	900	175	20	33	31	29	40	8	4	100	4	100	4	100	5	150	2	0	4	100	3	50	4	100	3001	145	2000	0	1401	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2017	2196	0	NAKAMA_506	0	0	1	1	316	30	3900	120	40	20	50	39	35	35	4	100	4	100	2	0	3	50	5	150	4	100	2	0	4	100	3001	0	0	0	0	0	4	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
2018	2201	0	NAKAMA_507	0	0	1	1	317	30	5100	9000	51	38	38	41	55	33	4	100	4	100	4	100	4	100	4	100	4	100	4	100	4	100	3000	221	6000	0	1404	0	4	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
2019	9181	0	NAKAMA_085	0	0	1	1	318	19	800	110	30	34	25	26	32	10	4	100	3	50	3	50	4	100	4	100	5	150	3	50	4	100	3000	65	1500	0	1308	0	4	0	1	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0
2020	9165	0	NAKAMA_069	0	0	1	1	319	9	780	85	20	19	22	16	25	11	3	50	4	100	4	100	5	150	4	100	4	100	2	0	4	100	3000	30	1100	0	1205	0	4	0	1	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2021	9160	0	NAKAMA_065	0	0	0.8	0.7	320	8	160	70	16	18	15	16	13	18	4	100	4	100	2	0	5	150	4	100	4	100	4	100	4	100	3000	22	1100	0	1204	0	4	0	1	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2022	2149	0	NAKAMA_508	0	0	1	1	321	8	880	100	22	10	19	18	13	35	4	100	5	150	3	50	3	50	3	50	3	50	2	0	4	100	3000	23	1100	0	1206	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2023	9180	0	NAKAMA_084	0	0	0.6	0.7	322	8	490	90	16	19	14	23	16	10	4	100	4	100	5	150	3	50	4	100	4	100	4	100	4	100	3000	22	1100	0	1207	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2024	9140	0	NAKAMA_062	0	0	1	0.9	323	70	4000	220	120	69	62	999	150	11	4	100	5	150	3	50	3	50	3	50	3	50	5	150	4	100	3000	1136	8000	0	1410	0	4	0	1	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0
2025	9219	0	NAKAMA_123	0	0	1	1	324	15	1400	115	30	33	24	20	16	26	4	100	4	100	1	100	5	150	2	0	5	150	2	0	4	100	3000	65	1300	0	1307	0	4	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2026	9205	0	NAKAMA_109	0	0	1	1.1	325	15	1200	117	33	16	25	23	14	20	5	150	3	50	4	100	4	100	5	150	4	100	2	0	4	100	3000	65	1300	0	1306	0	4	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2027	9215	0	NAKAMA_119	0	0	0.7	1	326	26	2000	130	45	45	40	34	17	16	5	150	4	100	4	100	4	100	4	100	4	100	2	0	4	100	3000	180	1900	0	1407	0	4	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
2028	9261	0	NAKAMA_048	0	0	0.8	0.7	327	26	760	145	30	37	35	30	31	5	4	100	4	100	0	100	5	150	4	100	4	100	4	100	4	100	3001	180	1900	0	1408	0	4	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2029	9177	0	NAKAMA_081	0	0	1	1	328	26	2200	117	46	44	32	35	28	1	3	50	4	100	4	100	4	100	5	150	0	100	2	0	4	100	3000	180	1900	0	1409	0	4	0	1	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0
2030	9214	0	NAKAMA_600	0	0	0.6	1	329	15	180	92	30	15	29	21	16	7	2	0	2	0	4	100	5	150	3	50	5	150	4	100	4	100	3000	61	2000	0	204	0	2	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0
2031	9160	0	NAKAMA_065	0	0	0.8	1	330	10	100	100	10	10	13	25	18	18	4	100	4	100	2	0	5	150	4	100	4	100	4	100	4	100	3000	30	0	0	205	0	3	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2032	9104	0	NAKAMA_601	0	0	1	0.7	331	20	360	105	35	18	19	40	29	6	4	100	4	100	2	0	2	0	2	0	5	150	4	100	4	100	3000	150	2200	0	303	0	2	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0
2033	9161	0	NAKAMA_066	0	0	1	0.7	332	15	180	125	19	20	22	40	17	7	4	100	4	100	5	150	4	100	3	50	4	100	3	50	4	100	3000	61	0	0	304	0	3	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
2034	9235	0	NAKAMA_602	0	0	0.7	0.7	333	33	960	150	65	24	52	37	21	12	4	100	4	100	5	150	3	50	4	100	4	100	5	150	4	100	3000	265	7000	0	403	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
2035	9163	0	NAKAMA_603	0	0	1	0.7	334	33	700	145	50	45	38	35	46	8	4	100	4	100	4	100	4	100	5	150	2	0	4	100	4	100	3000	265	7000	0	403	0	2	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
2036	9108	0	NAKAMA_048	0	0	0.8	0.7	335	25	600	100	26	50	34	43	36	5	4	100	4	100	0	100	5	150	4	100	4	100	4	100	4	100	3001	156	0	0	404	0	3	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
2037	9175	0	NAKAMA_079	0	0	1	0.7	178	24	256	98	15	42	22	26	35	18	5	200	3	25	2	0	2	0	2	0	1	100	2	0	4	100	3000	145	1800	0	1412	0	4	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
2038	9103	0	NAKAMA_044	0	0	1	1	337	33	286	140	28	39	33	47	42	12	4	100	4	100	4	100	4	100	4	100	4	100	4	100	4	100	3000	500	0	0	1201	0	4	0	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
2039	9119	0	NAKAMA_055	0	0	1	1	338	33	200	130	23	51	35	42	38	4	4	100	4	100	5	150	1	100	4	100	4	100	4	100	4	100	3001	265	2700	0	1501	0	4	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
2040	2185	0	NAKAMA_518	0	0	2.5	1.3	339	29	3600	250	26	52	35	36	30	22	4	100	4	100	1	100	5	150	5	150	3	50	2	0	4	100	3000	2200	145000	0	1405	0	4	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
2041	9118	0	NAKAMA_054	0	0	1	1	340	14	420	88	21	30	21	22	23	16	4	100	4	100	4	100	4	100	5	150	3	50	5	150	4	100	3001	47	1300	0	1309	0	1	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0
2042	9216	0	NAKAMA_120	0	0	1	1	341	32	400	145	44	46	48	30	27	16	4	100	5	150	2	0	4	100	5	150	4	100	2	0	4	100	3001	250	2700	0	1502	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
