sortId	icon	haveMax	flag	buyMoney	sellMoney	isNotBuy	isNotSell	isLimited	resaleCount	resaleCountMax	lineupFlag1	lineupFlag2	lineupFlag3	category	rank	skillId	uniqueId	equipFlag	buyManaMoney	sellManaMoney
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
