m_SkillID	m_NameLabel	m_InfoLabel	m_Category	m_SkIcon	m_EncodeNeedValue	m_SkType	m_SkArea	m_SkAction	m_SkAttr	m_SkDammage	m_HitRatio	m_TargetType	m_TargetMin	m_TargetMax	m_TargetRule	m_LifeType	m_LifeValue	m_MapIsUse_Field	m_MapIsUse_Dungeon	m_MapIsUse_Ringo	m_MapIsUse_AccessMap	m_CostType	m_CostValue	m_HpRefParam	m_HpRefValue	m_MpRefParam	m_MpRefValue	m_SkillEffID00	m_SkillEffID01	m_SkillEffID02	m_SkillEffID03	m_SkillEffID04	m_EffIdx00	m_EffIdx01	m_EffIdx02	m_EffIdx03	m_EffIdx04	m_InheritCategory	m_SkillValue	m_DrawingCoefficient	m_TextLabel	m_ParamSkillID	m_ChangeFlag	m_SortID	m_IsAssist	m_Flag	m_DemoID	m_ScreenEffectR	m_ScreenEffectG	m_ScreenEffectB	m_ScreenEffectA
1099	SKILLNAME_COM_099	SKILLINFO_COM_099	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1100	SKILLNAME_COM_100	SKILLINFO_COM_100	1	7	100	1	1	2	7	7	100	1	0	0	1	0	0	0	0	0	0	1	9	1	25	0	0	1010	0	0	0	0	6	0	0	0	0	8	10	0.1	None	0	1	607	1	0	0	95	0	255	255
1101	SKILLNAME_COM_101	SKILLINFO_COM_101	1	7	100	1	1	2	7	7	100	1	0	0	1	0	0	0	0	0	0	1	12	1	25	0	0	1011	0	0	0	0	7	0	0	0	0	8	22	0.22	None	0	1	608	1	0	0	95	0	255	255
1102	SKILLNAME_COM_102	SKILLINFO_COM_102	1	7	100	1	1	2	7	7	100	1	0	0	1	0	0	0	0	0	0	1	12	1	25	0	0	1012	0	0	0	0	8	0	0	0	0	8	15	0.15	None	0	1	609	1	0	0	95	0	255	255
1103	SKILLNAME_COM_103	SKILLINFO_COM_103	1	7	100	1	1	2	7	7	100	1	0	0	1	0	0	0	0	0	0	1	9	1	25	0	0	1014	0	0	0	0	10	0	0	0	0	8	25	0.25	None	0	1	611	1	0	0	95	0	255	255
1104	SKILLNAME_COM_104	SKILLINFO_COM_104	1	7	100	1	1	2	7	7	100	1	0	0	1	0	0	0	0	0	0	1	11	1	25	0	0	1015	0	0	0	0	11	0	0	0	0	8	40	0.3	None	0	1	612	1	0	0	95	0	255	255
1105	SKILLNAME_COM_105	SKILLINFO_COM_105	1	7	150	1	1	2	7	7	100	3	0	0	1	0	0	0	0	0	0	1	22	1	20	0	0	1017	0	0	0	0	13	0	0	0	0	8	20	0.2	None	0	1	613	1	0	0	95	0	255	255
1106	SKILLNAME_COM_106	SKILLINFO_COM_106	1	7	200	1	1	2	7	7	100	3	0	0	1	0	0	0	0	0	0	1	30	1	20	0	0	1018	0	0	0	0	14	0	0	0	0	8	40	0.3	None	0	1	614	1	0	0	95	0	255	255
1107	SKILLNAME_COM_107	SKILLINFO_COM_107	1	7	100	1	1	2	7	7	100	3	0	0	1	0	0	0	0	0	0	1	30	1	20	0	0	1019	0	0	0	0	15	0	0	0	0	8	22	0.22	None	0	1	615	1	0	0	95	0	255	255
1108	SKILLNAME_COM_108	SKILLINFO_COM_108	1	7	100	1	1	2	7	7	100	3	0	0	1	0	0	0	0	0	0	1	22	1	20	0	0	1021	0	0	0	0	17	0	0	0	0	8	50	0.35	None	0	1	617	1	0	0	95	0	255	255
1109	SKILLNAME_COM_109	SKILLINFO_COM_109	1	7	100	1	1	2	7	7	100	3	0	0	1	0	0	0	0	0	0	1	27	1	20	0	0	1022	0	0	0	0	18	0	0	0	0	8	100	0.4	None	0	1	618	1	0	0	95	0	255	255
1110	SKILLNAME_COM_110	SKILLINFO_COM_110	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1111	SKILLNAME_COM_111	SKILLINFO_COM_111	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1112	SKILLNAME_COM_112	SKILLINFO_COM_112	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1113	SKILLNAME_COM_113	SKILLINFO_COM_113	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1114	SKILLNAME_COM_114	SKILLINFO_COM_114	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1115	SKILLNAME_COM_115	SKILLINFO_COM_115	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1116	SKILLNAME_COM_116	SKILLINFO_COM_116	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1117	SKILLNAME_COM_117	SKILLINFO_COM_117	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1118	SKILLNAME_COM_118	SKILLINFO_COM_118	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1119	SKILLNAME_COM_119	SKILLINFO_COM_119	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1120	SKILLNAME_COM_120	SKILLINFO_COM_120	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1121	SKILLNAME_COM_121	SKILLINFO_COM_121	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1122	SKILLNAME_COM_122	SKILLINFO_COM_122	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1123	SKILLNAME_COM_123	SKILLINFO_COM_123	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1124	SKILLNAME_COM_124	SKILLINFO_COM_124	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1125	SKILLNAME_COM_125	SKILLINFO_COM_125	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1126	SKILLNAME_COM_126	SKILLINFO_COM_126	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1127	SKILLNAME_COM_127	SKILLINFO_COM_127	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1128	SKILLNAME_COM_128	SKILLINFO_COM_128	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1129	SKILLNAME_COM_129	SKILLINFO_COM_129	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1130	SKILLNAME_COM_130	SKILLINFO_COM_130	1	9	80	1	3	2	-1	4	100	2	0	0	5	0	0	1	1	0	1	1	7	7	90	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0.1	None	0	1	801	0	0	0	40	255	230	255
1131	SKILLNAME_COM_131	SKILLINFO_COM_131	1	9	150	1	3	2	-1	4	100	2	0	0	5	0	0	1	1	0	1	1	14	7	210	0	0	0	0	0	0	0	0	0	0	0	0	10	22	0.22	None	0	1	802	0	0	0	40	255	230	255
1132	SKILLNAME_COM_132	SKILLINFO_COM_132	1	9	100	1	3	2	-1	4	100	2	0	0	5	0	0	1	1	0	1	1	30	8	100	0	0	0	0	0	0	0	0	0	0	0	0	10	50	0.35	None	0	1	803	0	0	0	40	255	230	255
1133	SKILLNAME_COM_133	SKILLINFO_COM_133	1	9	170	1	3	2	-1	4	100	4	0	0	5	0	0	1	1	0	1	1	17	7	55	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0.2	None	0	1	804	0	0	1133	40	255	230	255
1134	SKILLNAME_COM_134	SKILLINFO_COM_134	1	9	100	1	3	2	-1	4	100	4	0	0	5	0	0	1	1	0	1	1	34	7	155	0	0	0	0	0	0	0	0	0	0	0	0	10	40	0.3	None	0	1	805	0	0	1134	40	255	230	255
1135	SKILLNAME_COM_135	SKILLINFO_COM_135	1	9	100	1	3	2	-1	4	100	4	0	0	5	0	0	1	1	0	1	1	75	8	100	0	0	0	0	0	0	0	0	0	0	0	0	10	100	0.4	None	0	1	806	0	0	1135	40	255	230	255
1136	SKILLNAME_COM_136	SKILLINFO_COM_136	1	9	100	1	3	2	-1	8	100	4	0	0	8	0	0	1	1	0	1	1	100	8	100	0	0	1032	0	0	0	0	24	0	0	0	0	10	200	0.6	None	0	1	807	0	0	0	40	255	230	255
1137	SKILLNAME_COM_137	SKILLINFO_COM_137	1	9	120	1	1	2	-1	8	100	2	0	0	3	0	0	0	0	0	0	1	6	0	0	0	0	1030	0	0	0	0	22	0	0	0	0	10	10	0.1	None	0	1	808	0	0	0	40	255	230	255
1138	SKILLNAME_COM_138	SKILLINFO_COM_138	1	9	200	1	1	2	-1	8	100	4	0	0	3	0	0	0	0	0	0	1	15	0	0	0	0	1030	0	0	0	0	22	0	0	0	0	10	25	0.25	None	0	1	809	0	0	1137	40	255	230	255
1139	SKILLNAME_COM_139	SKILLINFO_COM_139	1	9	80	1	1	2	-1	8	100	2	0	0	4	0	0	0	0	0	0	1	6	0	0	0	0	1031	0	0	0	0	23	0	0	0	0	10	10	0.1	None	0	1	810	0	0	0	40	255	230	255
1140	SKILLNAME_COM_140	SKILLINFO_COM_140	1	9	100	1	1	2	-1	8	100	4	0	0	4	0	0	0	0	0	0	1	15	0	0	0	0	1031	0	0	0	0	23	0	0	0	0	10	25	0.25	None	0	1	811	0	0	1139	40	255	230	255
1141	SKILLNAME_COM_141	SKILLINFO_COM_141	1	9	100	1	1	2	-1	8	100	2	0	0	2	0	0	0	0	0	0	1	15	0	0	0	0	1032	0	0	0	0	24	0	0	0	0	10	50	0.35	None	0	1	812	0	0	0	40	255	230	255
1142	SKILLNAME_COM_142	SKILLINFO_COM_142	1	9	100	1	1	2	-1	9	100	2	0	0	12	0	0	0	0	0	0	1	20	8	50	0	0	1050	0	0	0	0	29	0	0	0	0	10	24	0.24	None	0	1	813	0	0	0	40	255	230	255
1143	SKILLNAME_COM_143	SKILLINFO_COM_143	1	9	100	1	1	2	-1	9	100	2	0	0	12	0	0	0	0	0	0	1	44	8	100	0	0	1050	0	0	0	0	29	0	0	0	0	10	110	0.42	None	0	1	814	0	0	0	40	255	230	255
1144	SKILLNAME_COM_144	SKILLINFO_COM_144	1	9	100	1	1	2	-1	9	100	4	0	0	14	0	0	0	0	0	0	1	1	8	100	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0.1	None	0	1	815	0	0	0	40	255	230	255
1145	SKILLNAME_COM_145	SKILLINFO_COM_145	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1146	SKILLNAME_COM_146	SKILLINFO_COM_146	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1147	SKILLNAME_COM_147	SKILLINFO_COM_147	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1148	SKILLNAME_COM_148	SKILLINFO_COM_148	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1149	SKILLNAME_COM_149	SKILLINFO_COM_149	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1150	SKILLNAME_COM_150	SKILLINFO_COM_150	1	10	90	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	16	0	0	0	0	1063	0	0	0	0	33	0	0	0	0	11	10	0.1	None	0	1	901	0	0	0	0	255	185	255
1151	SKILLNAME_COM_151	SKILLINFO_COM_151	1	10	90	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	16	0	0	0	0	1064	0	0	0	0	34	0	0	0	0	11	10	0.1	None	0	1	902	0	0	0	0	255	185	255
1152	SKILLNAME_COM_152	SKILLINFO_COM_152	1	10	90	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	16	0	0	0	0	1065	0	0	0	0	35	0	0	0	0	11	10	0.1	None	0	1	903	0	0	0	0	255	185	255
1153	SKILLNAME_COM_153	SKILLINFO_COM_153	1	10	100	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	38	0	0	0	0	1079	0	0	0	0	49	0	0	0	0	11	50	0.35	None	0	1	904	0	0	0	0	255	185	255
1154	SKILLNAME_COM_154	SKILLINFO_COM_154	1	10	100	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	38	0	0	0	0	1073	0	0	0	0	43	0	0	0	0	11	50	0.35	None	0	1	905	0	0	0	0	255	185	255
1155	SKILLNAME_COM_155	SKILLINFO_COM_155	1	10	100	1	1	2	-1	3	100	2	0	0	1	0	0	0	0	0	0	1	32	0	0	0	0	1074	0	0	0	0	44	0	0	0	0	11	100	0.4	None	0	1	906	0	0	0	0	255	185	255
1156	SKILLNAME_COM_156	SKILLINFO_COM_156	1	10	100	1	1	2	-1	3	100	4	0	0	11	0	0	0	0	0	0	1	24	0	0	0	0	1069	0	0	0	0	39	0	0	0	0	11	20	0.2	None	0	1	914	0	0	0	0	255	185	255
1157	SKILLNAME_COM_157	SKILLINFO_COM_157	1	10	90	1	1	2	-1	2	100	3	0	0	1	0	0	0	0	0	0	1	16	0	0	0	0	1060	0	0	0	0	30	0	0	0	0	11	10	0.1	None	0	1	908	0	0	0	0	255	185	255
1158	SKILLNAME_COM_158	SKILLINFO_COM_158	1	10	90	1	1	2	-1	2	100	3	0	0	1	0	0	0	0	0	0	1	16	0	0	0	0	1061	0	0	0	0	31	0	0	0	0	11	10	0.1	None	0	1	909	0	0	0	0	255	185	255
1159	SKILLNAME_COM_159	SKILLINFO_COM_159	1	10	90	1	1	2	-1	2	100	3	0	0	1	0	0	0	0	0	0	1	16	0	0	0	0	1062	0	0	0	0	32	0	0	0	0	11	1	0.1	None	0	1	910	0	0	0	0	255	185	255
1160	SKILLNAME_COM_160	SKILLINFO_COM_160	1	10	100	1	1	2	-1	2	100	3	0	0	1	0	0	0	0	0	0	1	38	0	0	0	0	1075	0	0	0	0	45	0	0	0	0	11	50	0.35	None	0	1	911	0	0	0	0	255	185	255
1161	SKILLNAME_COM_161	SKILLINFO_COM_161	1	10	100	1	1	2	-1	2	100	3	0	0	1	0	0	0	0	0	0	1	38	0	0	0	0	1076	0	0	0	0	46	0	0	0	0	11	50	0.35	None	0	1	912	0	0	0	0	255	185	255
1162	SKILLNAME_COM_162	SKILLINFO_COM_162	1	10	100	1	1	2	-1	2	100	1	0	0	1	0	0	0	0	0	0	1	32	0	0	0	0	1078	0	0	0	0	48	0	0	0	0	11	100	0.4	None	0	1	913	0	0	0	0	255	185	255
1163	SKILLNAME_COM_163	SKILLINFO_COM_163	1	10	120	1	1	2	-1	2	100	3	0	0	10	0	0	0	0	0	0	1	24	0	0	0	0	1068	0	0	0	0	38	0	0	0	0	11	20	0.2	None	0	1	907	0	0	0	0	255	185	255
1164	SKILLNAME_COM_164	SKILLINFO_COM_164	1	10	100	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	40	0	0	0	0	42	0	0	0	0	836	0	0	0	0	11	50	0.35	None	0	1	915	0	0	0	0	255	185	255
1165	SKILLNAME_COM_165	SKILLINFO_COM_165	1	10	100	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	60	0	0	0	0	43	0	0	0	0	837	0	0	0	0	11	50	0.35	None	0	1	916	0	0	0	0	255	185	255
1166	SKILLNAME_COM_166	SKILLINFO_COM_166	1	10	100	1	1	2	-1	3	100	2	0	0	13	0	0	0	0	0	0	1	11	0	0	0	0	44	0	0	0	0	838	0	0	0	0	11	40	0.3	None	0	1	917	0	0	0	0	255	185	255
1167	SKILLNAME_COM_167	SKILLINFO_COM_167	1	10	100	1	1	2	-1	3	100	2	0	0	13	0	0	0	0	0	0	1	16	0	0	0	0	45	0	0	0	0	839	0	0	0	0	11	40	0.3	None	0	1	918	0	0	0	0	255	185	255
1168	SKILLNAME_COM_168	SKILLINFO_COM_168	1	10	100	1	1	1	-1	3	100	2	0	0	13	0	0	0	0	0	0	1	15	0	0	0	0	1188	0	0	0	0	91	0	0	0	0	11	100	0.4	None	0	1	921	0	0	0	0	255	185	255
1169	SKILLNAME_COM_169	SKILLINFO_COM_169	1	10	100	1	1	2	-1	2	100	1	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	2	0	0	0	0	823	0	0	0	0	11	40	0.3	None	0	1	922	0	0	0	0	255	185	255
1170	SKILLNAME_COM_170	SKILLINFO_COM_170	1	10	100	1	1	2	-1	2	100	1	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	3	0	0	0	0	824	0	0	0	0	11	40	0.3	None	0	1	923	0	0	0	0	255	185	255
1171	SKILLNAME_COM_171	SKILLINFO_COM_171	1	10	100	1	1	2	-1	2	100	1	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	4	0	0	0	0	825	0	0	0	0	11	40	0.3	None	0	1	924	0	0	0	0	255	185	255
1172	SKILLNAME_COM_172	SKILLINFO_COM_172	1	10	100	1	1	2	-1	2	100	1	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	5	0	0	0	0	826	0	0	0	0	11	40	0.3	None	0	1	925	0	0	0	0	255	185	255
1173	SKILLNAME_COM_173	SKILLINFO_COM_173	1	10	170	1	1	2	-1	3	100	2	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	1040	0	0	0	0	25	0	0	0	0	11	22	0.22	None	0	1	926	0	0	0	0	255	185	255
1174	SKILLNAME_COM_174	SKILLINFO_COM_174	1	10	170	1	1	2	-1	3	100	2	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	1041	0	0	0	0	26	0	0	0	0	11	22	0.22	None	0	1	927	0	0	0	0	255	185	255
1175	SKILLNAME_COM_175	SKILLINFO_COM_175	1	10	170	1	1	2	-1	3	100	2	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	1042	0	0	0	0	27	0	0	0	0	11	22	0.22	None	0	1	928	0	0	0	0	255	185	255
1176	SKILLNAME_COM_176	SKILLINFO_COM_176	1	10	170	1	1	2	-1	3	100	2	0	0	1	0	0	0	0	0	0	1	15	0	0	0	0	1043	0	0	0	0	28	0	0	0	0	11	22	0.22	None	0	1	929	0	0	0	0	255	185	255
1178	SKILLNAME_COM_178	SKILLINFO_COM_178	1	11	90	1	1	2	-1	6	100	2	0	0	13	0	0	0	0	0	0	1	4	0	0	0	0	1071	0	0	0	0	41	0	0	0	0	0	10	0.1	None	0	1	1001	0	0	0	130	255	20	255
1181	SKILLNAME_COM_181	SKILLINFO_COM_181	1	10	100	1	1	2	-1	2	100	3	0	0	1	0	0	0	0	0	0	1	38	0	0	0	0	1077	0	0	0	0	47	0	0	0	0	11	50	0.35	None	0	1	911	0	0	0	0	255	185	255
1182	SKILLNAME_COM_182	SKILLINFO_COM_182	1	10	100	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	38	0	0	0	0	1072	0	0	0	0	42	0	0	0	0	11	50	0.35	None	0	1	911	0	0	0	0	255	185	255
1183	SKILLNAME_COM_183	SKILLINFO_COM_183	1	10	100	1	1	2	-1	2	100	3	0	0	1	0	0	0	0	0	0	1	7	0	0	0	0	1081	0	0	0	0	51	0	0	0	0	11	25	0.25	None	0	1	911	0	0	0	0	255	185	255
1184	SKILLNAME_COM_184	SKILLINFO_COM_184	1	10	100	1	1	2	-1	3	100	2	0	0	1	0	0	0	0	0	0	1	19	0	0	0	0	1186	0	0	0	0	89	0	0	0	0	11	180	0.5	None	0	1	911	0	0	0	0	255	185	255
1185	SKILLNAME_COM_185	SKILLINFO_COM_185	1	10	100	1	1	2	-1	3	100	2	0	0	1	0	0	0	0	0	0	1	22	0	0	0	0	1187	0	0	0	0	90	0	0	0	0	11	180	0.5	None	0	1	911	0	0	0	0	255	185	255
1186	SKILLNAME_COM_186	SKILLINFO_COM_186	1	10	100	1	1	2	-1	3	100	4	0	0	1	0	0	0	0	0	0	1	37	0	0	0	0	1171	0	0	0	0	74	0	0	0	0	11	100	0.4	None	0	1	911	0	0	0	0	255	185	255
1187	SKILLNAME_COM_187	SKILLINFO_COM_187	1	10	100	1	1	2	-1	3	100	2	0	0	15	0	0	0	0	0	0	1	16	0	0	0	0	1189	0	0	0	0	92	0	0	0	0	11	50	0.35	None	0	1	911	0	0	0	0	255	185	255
1200	SKILLNAME_COM_200	SKILLINFO_COM_200	1	1	100	1	1	1	5	1	100	5	4	4	1	0	0	0	0	0	0	1	40	1	140	0	0	1195	0	0	0	0	98	0	0	0	0	1	210	0.6	None	0	1	911	1	0	1062	255	85	0	255
1201	SKILLNAME_COM_201	SKILLINFO_COM_201	1	5	100	1	1	2	3	1	100	3	0	0	1	0	0	0	0	0	0	1	37	1	42	0	0	1172	0	0	0	0	75	0	0	0	0	1	210	0.6	None	0	1	911	1	0	1021	255	215	0	255
1202	SKILLNAME_COM_202	SKILLINFO_COM_202	1	8	100	1	1	2	8	1	100	3	0	0	1	0	0	0	0	0	0	1	96	1	200	0	0	1132	0	0	0	0	67	0	0	0	0	1	210	0.6	None	0	1	911	1	0	1044	255	255	255	255
1203	SKILLNAME_COM_203	SKILLINFO_COM_203	1	2	100	1	1	1	6	1	100	5	3	7	1	0	0	0	0	0	0	1	53	1	140	0	0	1192	1197	0	0	0	95	100	0	0	0	1	210	0.6	None	0	1	911	1	0	1085	255	85	0	255
1204	SKILLNAME_COM_204	SKILLINFO_COM_204	1	4	100	1	1	2	2	1	100	5	2	4	1	0	0	0	0	0	0	1	19	1	70	0	0	1090	1195	0	0	0	57	98	0	0	0	1	45	0.35	None	0	1	911	1	0	1016	0	50	255	255
1205	SKILLNAME_COM_205	SKILLINFO_COM_205	1	9	100	1	3	2	-1	4	100	4	0	0	9	0	0	1	1	0	1	1	40	7	200	0	0	1069	0	0	0	0	39	0	0	0	0	1	55	0.36	None	0	1	911	0	0	1131	40	255	230	255
1206	SKILLNAME_COM_206	SKILLINFO_COM_206	1	10	100	1	1	2	-1	3	100	2	0	0	13	0	0	0	0	0	0	1	30	0	0	0	0	1193	0	0	0	0	96	0	0	0	0	1	210	0.6	None	0	1	911	0	0	1168	0	255	185	255
1207	SKILLNAME_COM_207	SKILLINFO_COM_207	1	3	100	1	1	2	1	1	100	3	0	0	1	0	0	0	0	0	0	1	49	1	85	0	0	1024	0	0	0	0	20	0	0	0	0	1	65	0.4	None	0	1	911	1	0	1002	255	0	0	255
1208	SKILLNAME_COM_208	SKILLINFO_COM_208	1	8	100	1	1	2	8	1	100	1	0	0	1	0	0	0	0	0	0	1	28	1	120	0	0	1085	0	0	0	0	55	0	0	0	0	1	27	0.27	None	0	1	911	1	0	1042	255	255	255	255
1209	SKILLNAME_COM_209	SKILLINFO_COM_142	1	9	100	1	1	2	-1	9	100	2	0	0	12	0	0	0	0	0	0	1	17	8	50	0	0	1050	0	0	0	0	29	0	0	0	0	1	24	0.24	None	0	1	813	0	0	1142	40	255	230	255
1300	SKILLNAME_COM_300	SKILLINFO_COM_300	1	12	150	2	3	-1	-1	-1	100	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	249	0	0	0	0	0	20	0.2	None	0	1	1201	0	0	0	0	0	0	0
1301	SKILLNAME_COM_301	SKILLINFO_COM_301	1	12	100	2	3	-1	-1	-1	100	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2001	0	0	0	0	250	0	0	0	0	0	50	0.35	None	0	1	1202	0	0	0	0	0	0	0
1302	SKILLNAME_COM_302	SKILLINFO_COM_302	1	12	150	2	3	-1	-1	-1	100	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2002	0	0	0	0	251	0	0	0	0	0	20	0.2	None	0	1	1203	0	0	0	0	0	0	0
1303	SKILLNAME_COM_303	SKILLINFO_COM_303	1	12	100	2	3	-1	-1	-1	100	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2003	0	0	0	0	252	0	0	0	0	0	50	0.35	None	0	1	1204	0	0	0	0	0	0	0
1304	SKILLNAME_COM_304	SKILLINFO_COM_304	1	12	120	2	3	-1	-1	-1	100	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2004	0	0	0	0	253	0	0	0	0	0	20	0.2	None	0	1	1205	0	0	0	0	0	0	0
1305	SKILLNAME_COM_305	SKILLINFO_COM_305	1	12	100	2	3	-1	-1	-1	100	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2005	0	0	0	0	254	0	0	0	0	0	50	0.35	None	0	1	1206	0	0	0	0	0	0	0
1306	SKILLNAME_COM_306	SKILLINFO_COM_306	1	12	120	2	3	-1	-1	-1	100	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2006	0	0	0	0	255	0	0	0	0	0	20	0.2	None	0	1	1207	0	0	0	0	0	0	0
