id	enabled	nameLabel	infoLabel	charaId	customCategory	customValue	skillId	price	conditionCustomId	iconId	costItemId1	costItemNum1	costItemId2	costItemNum2	costItemId3	costItemNum3	startFlag
289	0	NAME_435	INFO_435	1005	2	2	0	50000	0	29	0	0	0	0	0	0	0
290	0	NAME_436	INFO_436	1005	2	3	0	20000	0	29	0	0	0	0	0	0	0
291	1	NAME_437	INFO_437	1005	2	3	0	10000	0	29	1116	1	1136	2	0	0	188
292	1	NAME_438	INFO_438	1005	2	3	0	30000	291	29	1117	1	1153	2	0	0	0
293	1	NAME_439	INFO_439	1005	2	3	0	80000	292	29	1118	1	1182	3	0	0	0
294	1	NAME_440	INFO_440	1005	2	3	0	200000	293	29	1119	1	1204	3	0	0	0
295	0	NAME_441	INFO_441	1005	2	4	0	20000	0	29	0	0	0	0	0	0	0
296	0	NAME_442	INFO_442	1005	2	4	0	2000	0	29	0	0	0	0	0	0	0
297	0	NAME_443	INFO_443	1005	2	4	0	8000	0	29	0	0	0	0	0	0	0
298	0	NAME_444	INFO_444	1005	2	4	0	20000	0	29	0	0	0	0	0	0	0
299	0	NAME_445	INFO_445	1005	2	4	0	50000	0	29	0	0	0	0	0	0	0
300	0	NAME_446	INFO_446	1005	2	5	0	20000	0	29	0	0	0	0	0	0	0
301	0	NAME_447	INFO_447	1005	2	5	0	2000	0	29	0	0	0	0	0	0	0
302	0	NAME_448	INFO_448	1005	2	5	0	8000	0	29	0	0	0	0	0	0	0
303	0	NAME_449	INFO_449	1005	2	5	0	20000	0	29	0	0	0	0	0	0	0
304	0	NAME_450	INFO_450	1005	2	5	0	50000	0	29	0	0	0	0	0	0	0
305	0	NAME_451	INFO_451	1005	2	6	0	20000	0	29	0	0	0	0	0	0	0
306	1	NAME_452	INFO_452	1005	2	6	0	10000	0	29	1116	1	1142	2	0	0	188
307	1	NAME_453	INFO_453	1005	2	6	0	30000	306	29	1117	1	1157	2	0	0	0
308	1	NAME_454	INFO_454	1005	2	6	0	80000	307	29	1118	1	1168	3	0	0	0
309	0	NAME_455	INFO_455	1005	2	6	0	200000	308	29	0	0	0	0	0	0	0
310	0	NAME_456	INFO_456	1005	2	7	0	20000	0	29	0	0	0	0	0	0	0
311	1	NAME_457	INFO_457	1005	2	7	0	10000	0	29	1116	1	1148	3	0	0	188
312	1	NAME_458	INFO_458	1005	2	7	0	30000	311	29	1117	1	1173	3	0	0	0
313	1	NAME_459	INFO_459	1005	2	7	0	80000	312	29	1118	1	1192	4	0	0	0
314	0	NAME_460	INFO_460	1005	2	7	0	50000	0	29	0	0	0	0	0	0	0
315	1	NAME_461	INFO_461	1005	3	0	6160	5000	0	21	1108	1	1128	2	0	0	0
316	1	NAME_462	INFO_462	1005	3	0	6161	40000	315	21	1110	2	1146	3	0	0	0
317	1	NAME_463	INFO_463	1005	3	0	6162	100000	316	21	1112	2	1187	3	0	0	0
318	1	NAME_464	INFO_464	1005	4	0	6163	250000	317	36	1113	2	1209	2	0	0	0
319	1	NAME_465	INFO_465	1005	3	1	6164	15000	0	21	1109	2	1131	2	0	0	188
320	1	NAME_466	INFO_466	1005	3	1	6165	40000	319	21	1111	2	1169	2	0	0	0
321	1	NAME_467	INFO_467	1005	3	1	6166	100000	320	21	1113	2	1191	3	0	0	0
322	1	NAME_468	INFO_468	1005	4	1	6167	250000	321	36	1113	2	1210	3	0	0	0
323	1	NAME_469	INFO_469	1005	3	2	6168	15000	0	21	1109	2	1140	2	0	0	188
324	1	NAME_470	INFO_470	1005	3	2	6169	40000	323	21	1111	2	1174	4	0	0	0
325	1	NAME_471	INFO_471	1005	3	2	6170	100000	324	21	1113	2	1195	4	0	0	0
326	1	NAME_472	INFO_472	1005	4	2	6171	250000	325	36	1113	2	1198	4	0	0	0
327	1	NAME_473	INFO_473	1005	3	3	6172	30000	0	21	1111	2	1173	2	0	0	203
328	1	NAME_474	INFO_474	1005	3	3	6173	80000	327	21	1112	2	1178	3	0	0	0
329	1	NAME_475	INFO_475	1005	3	3	6174	100000	328	21	1113	2	1194	3	0	0	0
330	1	NAME_476	INFO_476	1005	4	3	6175	250000	329	36	1113	2	1206	3	0	0	0
331	1	NAME_477	INFO_477	1005	3	4	6176	5000	0	21	1108	1	1135	2	0	0	188
332	1	NAME_478	INFO_478	1005	3	4	6177	40000	331	21	1110	1	1159	3	0	0	0
333	1	NAME_479	INFO_479	1005	3	4	6178	100000	332	21	1112	2	1177	3	0	0	0
334	1	NAME_480	INFO_480	1005	4	4	6179	200000	333	36	1113	1	1208	3	0	0	0
335	1	None	None	0	0	0	0	0	0	21	0	0	0	0	0	0	0
